1	iktɪ̞ʲik
акматай	akmãt̪aj
акметек	aqmetæk
акмук	akɯ̞mɯ̞k
акмурза	aqmuɾzɑ
акнаш	aqnaɾ
акоза	akoza
акопей	aqopʲe
акпай	əqpaj
акпарс	aplɐrs
акпас	ɑkvɑs
акпатыр	atpatɯr
акпашай	aqpaʃaj
акпика	aqpika
акполдо	akpoɫdo
акпулат	ɑkpuɫæt
акрат	akrat
акрет	akɾet
акретсе	akɾet̪s̺a
акробат	akrobat
акробатике	akrabatsʲ
акростих	ʌkɾˈɑstix
акс	ɑqs
аксай	au̯saj
аксамат	ɑksɑmɑt
аксанай	akɯsanaj
аксар	əksɑɾ
аксарай	ɑqsɑrɑj
аксаран	ɑksɑrɑn
акселерат	ɑqsjlɪ̞ɾɑt
акси	aksˈi
аксима	akʂima
аксиомо	akːsjɔɾmɔ
аксубай	aqsʊbaj
аксуло	akˈsɯɫu
аксун	akʲsʊ̞n
аксяй	ɑksɛj
акт	t
актави	aktavʲi
актавий	aktəvij
актай	əktʰəi
акталче	akttaɫtʃe
актан	ɑktɑn
актанай	aktɑnɑj
актаналче	axtanaɫtʃɛ
актарат	ɑqtɑɾɑ
актараш	aptɑɾaʃ
актаркалаш	akt�ɑɫɑʃ
актаркалыктыш	aktarkaːliqɯdɯʃ
актарыктет	ɑtːɑrɑtːɛ
акташ	ɑqtɑʂ
актемир	ɑqtɛmɯ̞r
актерек	aktɛrek
актерыш	aktæɾæʃ
актив	aktˈiv
активист	ɐkˈtivˈɪst
активный	aktsɪvnɪ
активнылык	ʊ̞ptʲibnʊ̞ɫʊ̞k
актимир	aktʃɪmʲir
актовый	aqtɯ̞vɯ̞
актрисе	aktɾiːsɪ
актуальный	aːktoːlniː
актубай	aːktobɑj
актуван	aqtʊβan
актуган	ɑktugɑn
актугоза	aːktugɒza
актужар	aktuʒar
актуй	ɑqtʊ̞j
актуш	aktuʃ
актыган	aqtɯ̞gɯ̞ŋ
актыгаш	ɑktɑˈgɑr
актыш	aɣtas
актёр	aktʃoɾ
акулей	ɑɢuɫej
акуло	ɑkˈluːɑ
акустике	akustike
акустикысе	akustigase
акушер	akuʃɛr
акушерке	akuzʃeɾke
акцент	aktsɛnt
акциз	aktsiːz
акций	aːkːtsiː
акционер	akktsiʲanʲeɾ
акциян	aktsɪˌɑːn
акчермыш	aktʃɑˈɾmɯz
акчи	aktʃi
акшай	ɑkʂɑj
акшара	ɑkʂɑɾa
акше	aqʂɐ
акшубай	akʂubaj
акшым	ɑkˈʃɑm
акшымат	akʃɐma
акывай	aqaβaj
акыдра	aqadɾa
акыл	papɾu
акылан	ɑkɯ̞ɫɑn
акылаҥаш	alkɯlaːŋaʃ
акылаҥдаш	ɑkɯɫɑŋdaɾ
акылвай	ɑqɯ̞ɫvæj
акылвундо	aqɯ̞ɫvundɯ̞
акылдыме	ɑkɯldɯɯ
акылдымылык	aqɑldɑmɑɫɯ̞
акылже	akɯlɯʒɯ
акылланаш	aqɯ̞ɫɯ̞näʂ
акылле	ɑkɯ̞nɫɯ̞
акыллык	ɑkɯnˈlɯk
акылпого	aqəlpoga
акылпӱй	ɑqɯ̞ɫpʏ̞j
акым	ɑːkəm
акыр	akɯ̞r
акырсаман	ɑkɯ̞ɾsʊ̞mɑn
ал	ˈoɾ
ал лияш	ɑuˈɫeˈjæʃ
ал-вий	aːlvj
ал-гӱл	ɑɫgʏl
ал-йошкарге	aːljøʃqaːrgæ
ала	ɑɫɑ
ала тыгай йодышем-влаклан вашмутым пуаш аптыраненат? [сергей чавайн]	ala tɐɣa iːɔ dɛ ʃɛn βalaklɑn baʃmut õn pɔʃ ɑpːtɾɑn ɛndɛt
ала-кувеке	ɑɫakqwpðʲɪkɪ̞
ала-кувелан	alakoːˈzjɐlɑn
ала-кувелне	aːlɑquvjɛlne
ала-кувелнысе	paˈɫɑkuvʲelnʲɪsɨ
ала-кувелым	aːlɑkuvɛɫɯm
ала-кувелысе	aʎakuvielas
ала-кувечын	aɫakubʲitʃ
ала-кудо	aːlakudə
ала-кузе	lad̪ekɔseɾ
ала-кунам	aɫakunɑm
ала-кунамат	aːlɑkunɑmɑ
ала-кунамсе	alakunˈɑmsa
ала-кунамсек	ɑɫɑkunɑmsɯ̞k
ала-кунар	aːlakunaɾ
ала-кунаре	aːlakunardɛ
ала-куш	alakuɾʃ
ала-кушак	alakuaʃa
ала-кушакын	ɑɫɑpuʃɑ
ала-кушан	aːlɑkuʃan
ала-кушеч	aːlakuʃetʃ
ала-кушечла	alakozsejɣ̞sa
ала-кушечын	alakoʃejtsʃen
ала-кушечынак	alakuʃetʃnak
ала-кушкен	aːlɑquʃcɛn
ала-кушко	aːlakuʃkɑ
ала-куштак	ãd̪ekost̪a
ала-кушто	aːlaːkustʃta
ала-кӧ	avɑkɯ
ала-кӧлан	alaːqɯɫɑn
ала-кӧм	alakə
ала-кӧн	aˈlɯkɯ
ала-мо	alamu
ала-могай	aɫɑmogaj
ала-могудеште	ɑɫɑmɑwgʏdɪ̞ʂtʲɪ
ала-могыч	aɫamoɫkɯtʃ
ала-можо	lamoʝa
ала-молан	ɑɫɯ̞muɫɑn
ала-мом	alaːmum
ала-моч	alamoj
ала-мочоло	ɑɫɑmɑtʃoˈɯ
ала-мош	alamoz
ала-мошто	alˈamozt̪a
ала-мыняр	aːlamʏ̞njɑr
ала-мыняре	ɑlɑmɯ̞njɑrɯ̞
алаваш	ɑɫɑvaɾ
алави	aˈlɑːvj
алай	ɑɫɑj
алак	ɑɫɑk
алаклаш	alaqlaɾ
алаклымаш	alakɫɯmaːʃ
алаклыме	aːlɑkɯlɯ̞mɑ
алаклыше	pɑɫɑklɯ̞ʂ
алакче	alaktʃi
алал	ɑɫɑɫ
алалже	lalals
алалын	aːlaːlɯn
алама	ɑɫɑmɑ
аламалык	aɫɑmaːɫɯ̞k
аламан	ɑlamɑn
аламарак	alamraɣ
аламаҥаш	alaˈmagaɾ
алан	alaːn
алан елизбарович дзагоев	ǎɫan ilɪ zbɑɾɑvix dʒɑlɯwɨf
аланже	ɑɫɑnʒɯ
аланысе	ɑɫɑnɯsɛ
аланыште	ɑɫɑnɯ̞ʂt
алатай	aɫaaj
алачавар	ɑlɑtʃɑbɑɾ
алаш	ɑɫɑʂ
алаша	ɑɫɑʃɑ
алашам	alaʃa
албан	ɑɫbän
албаний	albaniʲ
албаста	ɑɫbɑstɑ
албахта	ɑɫbɑxta
албача	ɑɫbɑtʃɑ
албек	ɑɫbɪ̞k
албердей	albeɾtej
алвий	aːlvˈij
алвика	alweka
алга	ɑɫdɑ
алгавондо	awɣəaːvoːnʲtɪ
алгаз	ɑlgɑːs
алгай	ɑɫgɑj
алгаш	ɑɫgɑʃ
алгашаш	æɫgæʃɑʃ
алгаштаралташ	ɑɫgæʃtɑɾɑltɑʃ
алгаштаралтмаш	bɑɫgɑʂtɑɾäɫpmɑʃ
алгаштаралтме	aːlgɑʃtɑɾaɑltmɑ
алгаштаралтше	aːlgɑʃtɑɾaɑltʃɯ̞
алгаштараш	algəʃˈˈarˈaʃ
алгаштаре	alɣ̞aʃt̪are
алгаштарылаш	ɑɫgɑʂtɑɾɑɫɑʂ
алгаштарымаш	ɑɫgʊ̞ʂtɑrɯ̞mɑʂ
алгаштарыме	aːlgɑʂtɑɑrɑmɑ
алгаштарыше	alɣɑʃtɑɑrɯ̞ʃɯ̞
алгашудо	alʁaʃuða
алгебр	ɑɫgɪbr
алгебрысе	alɟiprɔtsi
алгоритм	algɔrʲitɪm
алдай	ɑʋdɑj
алдаким	ked̪ekim
алдемыр	ald̪empeɾ
алдермыж	ɑɫbɛrmʊ̞ʒ
алдеяр	al̪d̪ejɑɾ
алди	ɑɫdi
алди-булди	ɑɫdɪpβwɫdʲi
алди-вулди	ald̪eβ̞wl̪di
алдияр	ɑɫtɯeɑr
алдубай	ɑɫdubɑj
алдуш	alduʃ
алдыбур	ɑɫdɑbuɾ
алдыволак	ɑɫdɑwɔlɑk
алдыме	ɑɫdɯ̞mɯ̞
алдымын	aldɯmɯn
алдыр	ɑldɑr
алдыш	ɑɫdɑʃ
але	ɑlɛ
алебастр	aːlibastər
алей	ɑˈleː
алек	æ̹lʲek
алекай	ɑɫikɑj
александров	ɑlɛksɑndɾov
алексеев	ɑlksejɯp
алексей навальный	aɫʲegsʲej navalʲnɨ
алем	alem
алемаш	alɛmaɾ
алемдаш	lemdeɾ
алемдымаш	alɛndʊmɑʃ
алемдыме	alɛndɨmɨ
алемдыше	alʝɛndɛ
алеммаш	ɑɫɯ̞mːʊ̞ʂ
алемме	alemmi
алемше	alemse
алеут	ælʲɪɔ̞t
алешташ	alɑʃtɑʃ
алештмаш	ɑɫɯ̞ʂtɯ̞bɑʃ
алештме	ɒleʃtmɒ
алештше	alɨʂtʂɨ
алжир	auziɾ
алик-пылик	ɑɫʲikpɯ̞lɪ̞k
алика	ɑɫikɑ
аликай	alʲkaj
аликей	ɒliˈkiː
алима	alʲe
алимент	alʲemʲant
алиндей	alindˈe
алипа	alipa
алистар	alest̪aɾ
алкай	ɑlkɑj
алкей	alkej
алкеч	alketʃ
алкима	alkʲima
алкоголизм	ˌɑlkɐgˌɐlˈiːʒˈɛm
алкоголик	au̯kogɔlik
алкоголь	alkalgoʝ
алкоголян	alkogolˈian
алкынаш	ɑlkɯ̞nɑʂ
алкыне	ɑɫkɯnɪ
алкынымешке	aɫkɯnɑmɪʃkɑ
аллан	pɑɫɑn
аллах	allɑh
аллегорий	alɨgˈoɾjɨ
аллегретто	alʲegrɛtɔ
аллегро	alljɛgɾo
аллей	alˈeːj
аллейысе	ɑllɪjɪsæ
аллергий	æ̹lɪ̞rgʲiː
аллергиян	ælˈɛɾdian
аллеян	ɑllˈijjɑn
алло	alɣ̞o
аллюзий	aˈlˈyz
алмавика	ɑɫmɑvika
алмадай	ɒlmɒdɒj
алмаз	ɑɫmɑs
алмазан	ɑɫmɑzɑn
алмай	ɑɫmɑj
алмакай	ɑɫmakɑj
алмамат	ɑɫmɑmɑt
алман	ɑɫman
алмантай	elmont̪aʝ
алматай	ɑɫmɑtɑj
алмаш	ɑɫmɑʂ
алмаш-алмаш	ɑɫmɑʂɑɫmɑʂ
алмашан	ɑɫmɑʂɑn
алмашвуй	ɑɫmaːʃɯbuj
алмашдыме	ɑɫmɑʂdʲimɪ̞
алмашла	almaʃɫɯ
алмашлӱм	ɑɫmɑʃɫɯn
алмашталт	almast̪alt̪
алмашталташ	almast̪al̪t̪es
алмашталтмаш	almaʃt̪almas
алмашталтме	æɫmæʃtɑɫtmɯ
алмашталтше	aːlmɑʃtɑltʃɑ
алмаштат	almaʃtɑ
алмашташ	almezt̪aɾs
алмаште	aɫmɑʂtɛ
алмаштедаш	almɑʃtɛdɑʃ
алмаштен	ɑɫmɑʂtæn
алмаштмаш	ɑɫmäʃmɑʃ
алмаштме	ɑɫmaːʃtmɯ
алмаштше	ɑɫmɑʂtʂɯ̞
алмаштыл	almɑʃtɑl
алмаштылаш	pɑlmɑʃtɯ̞ɫɑs
алмаштылын	ɑɫmɑʂdɑɫɯ̞n
алмаштымаш	almastʊ̞mɯ̞ʂ
алмаштыме	ɑɫmɑʂtɯ̞mɯ̞
алмаштыш	ɑɫmɑʂtɯ̞ʂ
алмаштышаш	almɑʃtɑʃaɾ
алмаштыше	ɑɫmɑɑʂtɯ̞ʂɯ̞
алмашъеҥ	ɑɫmɯ̞ʂjɯ̞ŋ
алмяш	almez
ална	ɑlma
алнабика	ɑɫɯ̞nɑbʲekɑ
алнек	ɑɫneɣ
алой	alow
алпай	ɑɫpaj
алпаялче	aɫpajeltʃɨ
алтай	ɑltæj
алтарь	ɑltari
алтаяк	pɑɫtɑjɑq
алте	ɑɫtɑ
алтенче	altɛntʃe
алтубай	ɑɫtubɑj
алтыбай	ɑɫtɑβɑj
алтым	altɯm
алтыш	ɑɫtɑʃ
алфавит	alfaβ̞it̪
алфавитысе	alfavjitase
алчан	ɑɫtʃɑn
алче	ou̯tʃɨ
алшик	alʃik
алшуэ	alʃue
алыксий	tɑ̃ɛksˈi
алыксыр	ɑɫɯ̞qsɯ̞r
алым	ɑˈɫɯm
алымбай	ɑˈɫɯmpaj
алымберде	ɑˈlɯnbeɾˈde
алымпатыр	alɯ̞mpatɯ̞r
алын	aɫɑn
алын-гӱлын	ɑɫɯngʏlʏn
алын-йошкаргын	ɑɫɯ̞njʊ̞ʃkɑrgʊ̞n
алын-тулын	aɫɯ̞ntuɫɯ̞n
алын-чеверын	aɫɯntʃɯvɛrən
алыча	aːlɯtʃa
алыш	ɑɫɑʃ
альбом	ɑɫbum
альбомысо	ælbɔmɨsɑ
альвеол	ælvjɔl
альманах	æ̹lmænɑh
альманахысе	ʔɑlmɑnlarxisi
альпинарий	ælpˈɪnariː
альпинарийысе	alpinaaɾiːse
альпинизм	alpˌiŋˈizm
альпинист	alpinist
альт	alt̪
альтернатив	al̪t̪eɾnat̪jð̞
альтруизм	altɾuːɪzˈm
альфа	ɑlfɑ
алюминий	aliume
алюминиян	jɑlumɨlijam
аляк	ɑɫjɑk
аляка	alʲezʲistʃɛ
алякан	ɑlækan
алят	æljæt
амай	ɛːmɛj
амак	amɑk
амал	amal
амалат	ɑmɑlɑ
амалат [топоним]	ɑmɑɫɑt
амалгаш	amalð̞eɾ
амалгымаш	amalgɯmaːʃ
амалгыме	ɑmɑlgɑmɑ
амалгыше	ɑmɑɫbɪ̞ɾðɪ̞
амалдыме	amɑldɯmɯ
амалдымын	aːmɑɫdɯˈmɯn
амалже	ɑmɑɫʒɛ
амалзе	aːmɑlzɯ
амалкалаш	amalkalaʃ
амалкале	əmɑɫkɑɫɯ̞
амалкален	ɑmɑlkalæn
амалкалче	amɑɫkɑltʃɯ
амалкалымаш	amɑlkɑɑlɑmaˈʃ
амалкалыме	ɑmɑɫkaɑɫɑmɑ
амалкалыш	amalkaˈles
амалкалыше	amalkaɫasa
амаллан	ɑmɑnla
амаллаш	ɑmɑnɫɑʂ
амалтылаш	ɑmɑɑltɯˈɫɑʃ
амалым	amaɫɯm
аман	haman
аманай	amanaj
аманат	ɑmɑnɑt
аманей	ɑmɑnej
амаркалаш	amɑɾkales
амаркалем	ɑmɑrkɑlɯ̞
амаркалыде	ämɑrkälðä
амати	ɑmɑtˈi
амаш	amaʃ
амбар	ɑmˈbɑr
амбаргокла	ɑmbɑrgɔqɫɑ
амбразур	ambrasor
амбразура	ambɾasurɛ
амбулаторий	ambulɑtʊrɪj
амбулаторийысе	ambʊlɑrtʊɾiːse
аме	ami
америка	amɛɾjka
американ	ɑmeɾikɑn
американец	ʌmiriˈkʌnits
американке	ɑmiːɾiːkɑːnkeː
америкысе	amiɾiːkɯse
амилык	amiɫok
амина	am
аммиак	ɑːmiːək
аммонал	amɔnɔl
амнистий	amnʲisʲtsʲi
амнистироватле	amnjsʲtsʲiruvatlʲe
амортизаций	amortizatsɨj
ампер	ampɪɾ
амплитудан	əmpiːtoːdaːn
амплитудо	amplitˈudo
амплуа	aplˈoɐ
ампуло	aːmpulˈɑ
ампулысо	aːmplusɯ
амуч	aamutʃ
амфибрахий	amfiβraçi
амфитеатр	ɑnfiːteːˈatr
амфитеатрысе	antitjatrɨsɨ
амызе	ɑɫmaˈzɯ
амыкташ	ɑmɯ̞ktäʃ
амыкте	ɑɫmɯktɯ
амыл	ɑmɯ̞
амыл [топоним]	ɑmɑ
амымаш	amamaːʃ
амыме	aːmamɯ
амыргаш	ämɯ̞rgäʃ
амырге	ɑmɯ̞rɟiʲ
амырген	hɑmɯ̞rgæn
амыргыде	amɯ̞rgʊ̞ðæ
амыргыл	amargɯ̞ɫ
амыргылаш	ɑmɯ̞rgʊ̞ɫɑʂ
амыргымаш	ɑmɯ̞rgʊ̞mɑʂ
амыргыме	ɑmɯ̞rgʊmɯ̞
амыргыше	ämɯ̞rkʊ̞ʃ
амырет	ɑmɑɾɑj
амырт	ämɑrt
амырташ	amɾt̪aʃ
амырте	ɑmɯ̞rtɯ̞
амыртен	ämɯ̞rðæn
амыртыл	ɑmɑrtɯ̞ɫ
амыртылаш	ämɑrtɯ̞ɫäʃ
амыртымаш	ämɯ̞rtɯ̞mɑʂ
амыртыме	ämɯ̞rtɯ̞nɯ̞
амыртыш	ɑmɯ̞rtɯ̞r
амыртыше	kʰamɐrtɐʃi
амырчык	ɑmɯ̞rːʲɪk
амырчыкын	ɑmɯ̞rtʃɪ̞kɪ̞n
амыше	aɦmaʃɯ
амёбо	qɑmɯjoɫba
ана	pana
анава	anava
анай	anaj
анализ	anˈɐlis
анализироватле	analʲisʲiruvatɫɛ
аналогий	onaɫogʲij
аналче	anaɫtʃe
ананас	ananoz
анапест	anɑpest
анархизм	ɑnɑrxˈizim
анархий	anarsʲij
анархист	ɑnɑrxʲist
анатомий	anatulɣ̞
анатомийысе	anatoːnise
анатомироватлаш	anatɔmjrovatɫaʃ
анатомический	anatomʲitʂɨsʲːi
анафор	aːnaːfor
анберде	ɑnbɪ̞ɾdæ
ангел	angil
ангин	andʒin
ангине	æŋʲiːnæ
ангиш	angis
англий	anʝ
англичан	anglʲitʃʲan
англичанке	ãn̪d̪iltʃãn̪t̪ke
англичанла	angɾtʃanla
андале	panð̞aʝɛ
анди	anːd̪i
андиян	anʲdʲijan
андрей звягинцев	andrɛj zɛvjaˈgɛntsɪ
андрецорва	anˈdrɛtzɔrva
андриобед	anˈdriːɔbjɛt
андуган	ɒndugɒn
андывож	andavˈoɾt
андывуч	anˈdɑvutʃ
андыгаш	anðəgə
андыгымаш	ɑndɯ̞gɯ̞mɑʂ
андыгыме	ɑŋdɑgɯ̞mɯ̞
андыгыше	aːndɯgɯʃɯ
андык	pando
андыкса	ɑnˈdɯkˈsɑ
андыксаште	ǎntɯ̞ksɑʂtɪ̞
андыктараш	ɑnðɯ̞ktɑrɑʂ
ане	anje
анекдот	ənikdot
анекдотысо	anʲigdotɨsɔ
анис	anis
анисимов	ɑnˈjiːsɪmɔfɑ
анисшудо	ˈanˈəsˈudə
анкете	ɑnkʲitæ
анкетысе	aːnkietəse
анна каренина	ɑnːa kare̞nʲiːnɑ
аннексий	anðeksij
аннотаций	anatatsɨj
аннотацийысе	anotatsɪsɛ
аномал	anɔmal
анонимке	ananimkɪ
анонимкысе	anɑnɪmqisi
анонимный	anoˈʲimnɨ
анонсироватлаш	anontsʲirɑbatɫas
ансай	ənsə
ансамбль	ansambɛl
ансамбльысе	ənsɑmblɛse
антагонизм	antaganˈizm
антагонистический	ɑntɑɣʌnˈistˈitʃˈeskˈj
антенн	antɛ
антенне	antɛnːɛ
антибиотик	ɑnˈtɪbjɔtˈik
антивирус	antivirus
антиквар	antʃikvaɾ
антиквариат	ant̪ik̟β̞ẽriat̪
антикоммунизм	ˌɐ̃ŋtikɐmˌuɲˈizm
антилопе	ant̪i̯lope
антилопо	antilopa
антипатий	ɑntipati
антипод	antipod
антисептик	antiseptik
антисептике	antistseptike
антисептический	antistapʲːitʃestkʲi
антистатик	ɑnˈtistatɪk
антитезе	antjteze
антиутопий	anttsjau̯topʲi
антифашист	antʲifaʂɨst
антициклон	antitsɯklon
антологий	antɔlɔgiː
антологийысе	antologjizɛ
антоним	antˈonim
антониман	antːonːimon
антонимий	antonimi
антоновко	antɔnɔfqa
антракт	an̪t̪ɾakt̪
антрацит	antɾatsɪt
антресоль	antrɨsˈol
антресольысо	antɾisoljsɔ
антрий	antɾe
антрополог	antɾɑpɯɫɯ̞k
антропологий	antrapaɫogʲiɨ
антропологийысе	antropologizɛ
анук	alo
ануш	anutɨ
аншлаг	aŋzlak
анык	panɯ̞k
аныкай	ɑnɯkɑj
аныкан	ɑnɑqɑn
аныкдыме	ɑnɯ̞kdɑmɑ
аныккассе	anɑkasɯ
аныклалташ	ɑnɯ̞kɫɑɫtɑʂ
аныклалтеш	anakltas
аныклалтмаш	anɯ̞kɫɑɫtmäɾ
аныклалтме	ɑnɯ̞qɫäɑɫtmɑ
аныклалтше	panɨkɫou̯tʂɨ
аныклалтын	ɑnɯ̞kɫäɫtʊ̞n
аныклаш	anɯ̞kɫɑʂ
аныкле	anaklɛ
аныклык	ɑnɯ̞qɫʊ̞k
аныклыкеш	ɑnɯ̞qɫʊ̞kɪ̞ʃ
аныклымаш	anɯ̞kɯ̞ɫʊ̞mɑʂ
аныклыме	ɑnɯ̞kɫɯ̞mɯ̞
аныклын	ɑnɯ̞kɫɯ̞n
аныклыше	ɑnɑkɫɑʃɛ
аныкна	anɯ̞kɯ̞nɑ
анькалаш	ɑnʲkɑɫɑʂ
анькалымаш	lakaɾamas
анькалыме	anʲkaɫama
анькалыше	apavʲerɨɫakaɫaʂa
аньык	ɑnɯ̞k
аньык-туньык	apavʲerɨɫanʲa
аньыквара	apavʲerɨɫakvara
аньыккапка	ənʲɪkqɑpqa
анят	anʲat
аорто	aɫɔrtɐ
апа	ɑɹbɑʔ
апай	ɑpɑj
апак	ɑpɑk
апакай	hapaqaj
апалнай	apolonai
апанай	əpənaj
апар	apar
апараш	apaɾaɣ̞s
апартеид	apaɾt̪eiːt
апас	ɑpɑs
апатей	apate
апатит	apətˈit
апач	ɑpɑtʃ
апашай	apoʂaj
апашудо	apaʃuðɯ̞
апелляций	apiʎˈaːbsiː
апельсин	opilsˈin
апи-тупи	apɛetɔpi
апи-тупиак	apidɔpiaːk
апика	abika
аписар	apisˈaɾ
апканей	apkɑnɛj
аплай	aplaj
аппак	apvak
аппарат	aparat
аппаратпӧлем	aparattɯ̞ɫæm
аппаратур	apaɾat̪ur
аппаратурысо	aparaturso
аппаратысе	tɑpɑɾatɯsɪ̞
аппендицит	apːɛnditsid
аппетит	appjɪtjɪt
аппетитан	apetʃɪtan
аппликаций	apɭikˈɑtsyj
аппликациян	aplikatsian
апрель	aprɪl
апрельысе	aprʲeˈlʲisɨ
апреляш	apɾiʝaɾs
апробаций	apropatsɨj
апсалик	ʁɑpsɑlik
апсатар	apzat̪aɾ
апташ	ɑptaʃ
аптека	atːeːka
аптекарь	abtijɛkkaɾij
аптеке	ɑptʲeːkæ
аптекысе	abdijɑkɯsɯ
аптеней	aptenej
аптечке	abdʒetʃke
аптечкысе	atːetʃkisi
аптране	aptranɛ
аптранымаш	aptranɯmɑʃ
аптранышан	ɑptrɑnɯ̞ʂɑn
аптрате	aptratɛ
аптраш	aptɾaʃ
аптрий	at̪ɾi
аптулай	ɑptʊɫäj
аптулла	ɑptuɫlɑ
аптыкай	ɑpɯ̞qɑj
аптылгарай	ɑptɯ̞lkæræj
аптылман	aptɑɫman
аптырай	aːtraj
аптырана	ɑptɑrɑnɑ
аптыраналташ	aptʊrɑnɑltæʃ
аптыраналын	aptɾənɑɫɯ̞
аптыранат	ɑptɯ̞rɑnä
аптыранаш	ɑptɑrɑnɑʃ
аптыране	ɑptɯrani
аптыранем	aptɯɾɑːnɯjɯm
аптыранен	abd̪oraɾabe
аптыраненат	aptɛraːnnat
аптыраненрак	aptɯrˈlɑnænra
аптыранет	ɑptɪ̞rɑnɛt
аптыранчык	paptɛrantʃɪ
аптыраныде	ɑptɯrɑnɯdɯ
аптыраныдымаш	ɢɑptɯranaðɯmaʃ
аптыраныкташ	ɑptɯ̞rɑnɯ̞ptɑʂ
аптыранылаш	ɑptɯrɑnˈnɑlɑʃ
аптыраныман	ɑptɯ̞rɑnɯ̞mɑn
аптыранымаш	ɑptɯ̞rɑnɯ̞mäɾʂ
аптыраныме	aptɯraːnamɑ
аптыраныме семын лияш	aptiranɨ masɨjɛman lʲiʲeʲaʂ
аптыранымыла	aptɯraːnɯmɯˈɫɯ
аптыраныш	aptɯraːnɯʃ
аптыранышан	aːftaraːniʃaːn
аптыраныше	ɑptɯrrɑnɯ̞ʃʲɪ
аптыранышын	tʊrɑnɑʃɑn
аптыраташ	aptɾataʃ
аптыратылаш	ɑptɑratɑɫɑʃ
аптыратымаш	at̪t̪iɾat̪ɯ̞mɑʂ
аптыратыме	apdɯɾatɯmɯ
аптыратыш	aptarataʃ
аптыратыше	aptɨrataʂɨ
аптыри	aptəɾi
аптыш	ɑptɑʃ
аптяк	aptʃɛk
апуй	apɔj
апук	apok
апчи	aptʃi
апшак	ɑpʃɑm
апшат	apʃat
апшаткайык	pɑpʃɑtkæev
апшаткуде	avɨatkudɨ
апшаткудо	apʂɨatkuda
апшаткудысо	abʃotkudase
апшаткудышто	ɑpʃɑtkɵdɪ̞ʂtʲɪ
апшатлаш	apʃatɫas
апшатле	apʂatʲlʲe
апшатлыве	apʂatˈlova
