'	apostrof
aasselbuerer millen	asˌaːl buˈaʁˈa mˈillɾən
aasselbur	ˈœvʁsˈœlbˈœʁ
aasselburren	asoip
aasseler	asolo
aasselscheier	aɻ˥˩sɯ˥˥ʈʂʰɑ˥˩ljoʊ˧˥
aaxt	ˈɑːkst
aaxten	akstɔn
ab	oːp
aband	abond
abannen	aːpɔlna
abannt	aboʝd
abannung	plomˌnˈŋˈ
abannungen	apːaːlnˈumən
abattement	abˈtˈmˈɑ̃
abattementen	abatømɔn
abau	abau
abauen	pɔpɔuɛ
abaukichen	ɑːbɑːvkʲæˈʃɑːn
abaus	aboz
abaut	apau̯t
abberdéngeg	abɑtɛŋɛʃ
abberdéngegem	əbɑdɑnɔzɔm
abberdéngegen	abadeŋʝøz
abberdéngeger	abodæŋøʃɑ
abberdéngegst	abɑtɛnjɔzst
abberdéngegstem	abɑdɑgøzseːm
abberdéngegsten	abɒːdajaŋ˨
abberdéngegster	abodæŋɨsto
abberdéngegt	abadeŋøst
abberzuel	aːbatsøːl
abbes	oboʃ
abbé	aˈbe
abbéen	ˈɑbeːəm
abc	aβ̞e̞ts̺e
abee	ɑːbɪ
abeez	apeid̪s
abeezen	apɛtsɛn
abeezt	apenʃt
abegraff	ˈɑːbɜgɾˈɑf
abegräifen	ˈɔpbəgrˌɛɪfən
abegräift	ˈɑbˈɛgˌeːft
abenteuer	abɛntɔjɔ
abenteuerlech	ɑːbəntoːjɑlɑʃ
abenteuerlechem	abɛntojaloʃon
abenteuerlechen	ʔabəntoːjɑlʃzn
abenteuerlecher	abəntoːjɔløʃo
abenteuerlechst	ɑːbəntɔjˈɑːlɑʃt
abenteuerlechstem	ɑɾbəŋtɔjɔlɛʃstɔm
abenteuerlechsten	abɛntɔjɑllɛʃtɔn
abenteuerlechster	aːbɪntˈoːjɒləˈstɒ
abenteuerlecht	abɛntɔjɑːlɛʃt
aberiffs	abʁɨv
aberifft	abɛrɪft
aberuff	abɛʁov
aberuffen	abɾˈɔfən
aberufft	abɾˈoft
abestueden	abɯʃtødøn
abestuet	abɛʃtˈʏɾt
abetonéieren	abɯtonajɑɫ
abetonéiers	aːbatɔnˈɛːɒs
abetonéiert	abətɔnɛjot
abetonéiertem	abɯtɔnajɑtɑm
abetonéierten	abɯtoːn˧ɛjatɛm
abetonéierter	obatɔnajɔtɔ
abezils	aːbətsɪll
abezilt	abɨtsːud
abezitt	oˈpɛtsiːt
abezitts	ˈɑpɚtˌʊdz
abezuelen	aβɯtsɯlɛn
abezuelt	ˈɑːbəntsˌʊlt
abezueltem	aːbatsiːlton
abezuelten	opətsøːltøːn
abezuelter	aːbotsiːtɑː
abezunn	aβ̞at̪un
abezéien	oːbətsɛjən
abiergeren	ɑpjɑʃɑqɑn
abiergert	apiɾeʃot
abilden	ɑbeldun
abildung	aːbeɫˈdu
abildungen	abɪlˈdɪŋˈgæn
abilt	abˈɪlt
abilts	aːbjɪlt
abiméieren	abimæjɑɣɯ̞n
abiméiers	abimajos
abiméiert	æbiːməjˈɑt
abiméiertem	ɑːbimɛjɑːtɯm
abiméierten	abiːmaːjɔtɛn
abiméierter	ɑːbimɛjɑtɑ
ablack	qɑblɑq
ablenden	ˈɑpləndən
ablennen	ablˈanan
ablenns	aːblənz
ablennt	ˈoːplˌant
ablent	ɔblɑnt
ablents	ˈoːbləndz
abléck	ɑblɪk
abléck (insight)	ɔblɪk
ablécker	aːblɛka
ablécklech	ɒblɒklˈʃ
ablécklechem	ablˈɛkləʃˈɛn
ablécklechen	ablˈɛklɛkɛon
ablécklecher	aːblɛglaʃoː
ablécklecht	ablɛklɛʃt
abo	abo
aboen	abovən
abondance	ˈaːboŋdɔns
abonnement	abonimand
abonnementer	abonamento
abonnent	ɑːbɑːnend
abonnenten	ˈɑbɔnˌɛntən
abonnentin	abonante
abonnentinnen	ˈɑbɔnˌantɪnˈan
abonnéieren	ɑbɔnɑjɑʁɑn
abonnéiers	aˈbonajɒs
abonnéiert	aboneol
abonnéiertem	abonajɑtɯm
abonnéierten	aːbonajɒsjɒn
abonnéierter	aboneˈjɑːto
abordabel	abɔʁdˈabl
abordabelem	abordablɨm
abordabelen	abordabən
abordabeler	aboːltˈɾˈɑbaloː
abordabelst	abotʃtabɔzdɔbɔzd
abordabelstem	abɔɾdɑɾbɛɬstɔn
abordabelsten	abodabilstan
abordabelster	aboutabɨltsta
abordabelt	abodabəlt
abordéier	aboːɣdɑjɑm
abordéieren	ɑbɑʁdɑjɑˈʁɯn
abordéiers	aboʁdajos
abordéiert	abɣdɑjɑt
abordéiertem	abɔɣdɑjatɯm
abordéierten	abɒdɒiˈɒtɒn
abordéierter	aːboːldajotːo
abrennen	aːbrʁˈɑnɑn
abrenns	opɾanz
abrennt	apɣənt
abriechen	abrˈiʃi
abriecher	apɾeaske
abriecherband	apɾeːɦbɑnd
abriecherbanden	ɑpɾɛjʃɑpbɑldɯn
abriecherin	abɾiːɾʃuːɾiːn
abriecherinnen	apɾeːʃœr̃iːnən
abriechesch	abreːəʃoz
abriecheschen	apɾiːɾʃəʃˌoːn
abriecht	abujaʃt
abroch	apɾˈoːx
abruecht	abɾʊʃt
abruechtem	abrˈʊɐʃtɛm
abruechten	aprɔʃtɛn
abruechter	abrˈʊɐʃtɜ
abrupt	abɹˈupˈt
abruptem	abʁˈuptəm
abrupten	aprɔtːɛn
abrupter	aprˈuːptsor
abruptst	abrˈupsˈt
abruptstem	abropstam
abruptsten	abobstɔn
abruptster	apropsta
abruzzen	abɾˈoːtsən
abréch	abɣəʃ
abréchs	abɾˈgəz
abrécht	abgœʃt
abréngen	abvˈeŋən
abréngt	aprɛnt
abrëll	abˈɣˈl
abrëller	abreːla
abrëllsblumm	apɾiːlpspəlˈuːm
abrëllsgeck	aprɔtskə
abrëllsgecken	abɾɛltskækən
abrëllsliicht	abrɪlˈtsliːʃt
abrëllsowend	abrˈʏlzˈɔfɛnd
abrëllsowenter	aprˈiːlzɔvəntˈɔɾ
abrëllswieder	abɣəlsfiːɛda
abrëllswitz	abɾɛltsvɪts
abrëllswitzen	abrɪlˈtsfˈɪtstsʏn
abrëllswitzer	abɾʏltzʲvʲinsɛ
abs	abias
absatz	ɑːpsˈɔt
abscheilech	aʊpʃɑjlɑʃ
abscheilechem	apʃa˩˥ːləʃim˧˥
abscheilechen	apʃaɛlɛʃɛn
abscheilecher	aapʃaɪløʃoʁ
abscheilechst	ɑpʃɑjlˈøzt
abscheilechstem	ˈɔpʃˈɔølˈɪst
abscheilechsten	aːpʃajløʃton
abscheilechster	apʃajløsto
abscheilecht	ɑpʃɑjlɑʃt
abschid	opʃit
abschnitt	ˈapʃnˌʊt
abschnitter	apʃnɨtɔ
absehbar	opsejbe
absehbarem	opze˥˩baːɣəm
absehbaren	opseːbɛːɣen
absehbarer	apseːbeːˈʁa
abseits	əpsˈaɪdz
abseitsen	opzai̯tsən
absence	apsɔ̃s
absencen	absanse
absender	absɛnda
absenteismus	absɐ̃w̃te̞ˈjsmws
absicht	apsɪst
absichten	opzyʃtʃan
absichtlech	abˈsijʃtˈlɑʃ
absichtlechem	opseʃtlɛʃɛn
absichtlechen	abzitʃtɑɫʃon
absichtlecher	absɛjɕtləʃa
absichtlecht	absɒsdʒtˈilɒˈʃt
absichtserklärung	abzˈɪçsɛɾklˌɛːrʊŋ
absichtserklärungen	ˈɑpzˌɪçtsaʊklˌɛːrʊŋən
absiicht	apsiʃt
absiichtlech	apsiːzˈtlæʃ
absolut	abzɔlˈut
absolutioun	apsɔlusjɔn
absolutiounen	abzɔlˈusiˌiːon
absolutismus	aːbsaluːtɪsmuːz
absolutt	abˈsɒlut
absoluttem	abzɔlutam
absolutten	abzɔltən
absolutter	abzɔlutɔ
absolvent	abzɔvɛnt
absolventen	oβsɔlvˈɛnton
absolventin	opsolvɛntyn
absolventinnen	odsalˈvɑntˈɪnɛn
absolvéier	apsodvɛːɛ
absolvéieren	absolvɑjɑˈɣeˈn
absolvéiers	apsɔlveios
absolvéiert	abzɑvɑjɑt
absolvéiertem	abzˈoːlvəˈɪnzəltˈɔm
absolvéierten	abzˈɔlvəjˈatɜn
absolvéierter	ɔbsɔlvɛjɔtɔ
absorbéier	apsɔvˈeɾ
absorbéieren	ɑpzɯwpäjäʁɛn
absorbéiers	obzɔvɛjˈɔz
absorbéiert	abzɑːrpəcˈat
absorbéiertem	obsoɾbəjɔtɔm
absorbéierten	aːbsɔvbeːljˈatˈvɑn
absorbéierter	opzoːbeːjjɒːto
abstentioun	abst̪ɐ̃ʊ̃sjˈɛ
abstentiounen	abstɑ̃sjɔnɛn
abstinenzler	absteːnanˈtslɔr
abstinenzlerin	obstɪˈnantsɛgˈɛn
abstinenzlerinnen	apsɛdˈiːnˈantflɑːrɪnnɛn
abstrakt	nʲtʂɛnkʲi
abstraktem	abstɾaktɔm
abstrakten	apstɾaktɛn
abstrakter	obstɾˈuktɜ
abstraktioun	ˌɔbstɾakˌkioŋ
abstraktiounen	apʃtɾaktsɪˌoːnɛn
abstraktst	abztrˈokst
abstraktstem	apʃtrˈakˈstɔn
abstraktsten	apsdrˈɑkstən
abstraktster	abstɾoksto
absurd	abzˈʊɐt
absurdem	abzɔɾdɔm
absurden	apsɔvəɾdən
absurder	apsɛɫdɑ
absurditéit	ɑːbsɛrˈdite
absurditéiten	abzuɣditajtɛn
absurdst	apzˈuːxtst
absurdstem	abzˈʊɐtsdˈɐm
absurdsten	apzˈuːxtsdˈan
absurdster	apsuɾtsta
absënns	aβ̞sjnts
abt	ɒpt
abtei	abtɒj
abteien	aptɒjɒn
abteilung	ˈaptɾˌaɪlʊŋ
abteilungen	bˈaptˌaɪlʊŋən
abteistad	ɑːbtaːiːʃtɑːɾt
abteistiedchen	ˈaptˌaɪʃtˈeːɾtʃˌoːnˈɪt
abuchtung	aboɣtum
abuchtungen	aːboːxtuːnglɑn
abuddelen	aːbudøløn
abuddels	abudəlts
abuddelt	abˈudˈød
abus	abˈy
abusen	abøɾn
abusiivst	aboːzˈist
abusiivstem	abozivztɔm
abusiivsten	aboziːvstan
abusiivster	abuzivstɔ
abuséieren	abʏzɑjɑʁɛn
abuséiert	ɑˈbjʏzɛjæd
abzebild	əpsɪbɪlt
abzebildchen	abzɑbɪltʃɛn
abzebiller	apsɛbiʝa
abzebillercher	opsobɪlˈɑkə
abänn	ˈɑːbən
abéien	abajɒn
abéis	abˈeɪs
abéiss	apiz
abéissen	�abajsøn
abéisst	apɐist
abéit	aːbˈɛjt
abënns	ˈɑbənz
abënnt	apənt
acajou	akau̯
acalculéieren	ækælkjʊ̞rɑjɑʁɯ̞n
acalculéiert	ɑkɑlgoɾˈajɑt
accabléiert	akablaiːt
accaparéieren	ɑkɑpɑɢɑjɑnˈɟ
accaparéiert	ækæpæɢiːjɑːt
acceleratioun	ˌakseɾeɣaθjˈon
acceleréier	aksɛllaɾɛjˈ˩ɑ
acceleréieren	ɑqsæʁɛgæjɑgɛn
acceleréiers	akˈsalˈagajas
acceleréiert	akselɛwˈaɪˈaːt
accent	akkesɔ̃
accent grave	ɑksˈɑ̃ gʁˈav
accenten	ɒksjɒɾn
accentuéier	atsˈɛnttyˈaj
accentuéieren	akkeskɛnˈtˈyɛjɑhɯn
accentuéiers	ˈakˈsˈɑˈntˈʋˈeɪɔːs
accentuéiert	atsˈɛntˈˈyʁjˈat
accentuéiertem	aksɑ̃tyˈɛjotˈɔm
accentuéierten	aksˈɑ̃tyˈɛzeotˈɔm
accentuéierter	akksɑ̃tˈyˈtˈˈajatˈa
acceptabel	akkeptaβ̞le
acceptabelem	aːksastəbɪ̞ɫʊ̞m
acceptabelen	aːgsaːtaːbɒløm
acceptabeler	ɑːtsɛbɑːbɔːlɑː
acceptabelst	ɑːksɛpttʌɾbɒːtst
acceptabelstem	ˈɑksˌɛptəplˈɛstɑm
acceptabelsten	akseptabltsʃdɐn
acceptabelster	ɑksɛptɑːbəlstaː
acceptabelt	akkeptabald
acceptéier	aːksɛpttɛjˈjɑ
acceptéieren	akseptajɑvɯn
acceptéiers	aqseptdajɑz
acceptéiert	akseptdɑjˈɑt
acceptéiertem	aːksɛptɛjɑtɯm
acceptéierten	aːksepteejɑtɯn
acceptéierter	ɑːksɛptɑːjɑːtɑ
accessibel	akˌsesziˈbəl
accessibelem	aːksɛsˈibilim
accessibelen	akkesiboːlən
accessibeler	okˈsɛssɪbəlɔ
accessibelst	ɑksɛsˈsiːjbøːtst
accessibelstem	aksɛsibɔltstɔn
accessibelsten	ɔksɛssjˈβɛlstˈæn
accessibelster	aksasibiltso
accessibelt	əksˈɛssibəld
accessibilitéit	akˈsesibiliːtˌeɪt
accessoire	akkeswˈɛʁ
accessoiren	akˈsˈɛsˈweʁən
accident	akkʲiðent
accidenter	oktsidˈɛnto
accidentéieren	akkˈsˈdˈɑ̃tˈəɛɹan
accidentéiert	akkˈsˈdˈɑ̃tˈajˈat
accidentéiertem	aksedˈɑ̃tˈajˈatˈɔ̃
accidentéierten	akkidɑ̃tˈajatˈɛn
accidentéierter	akˈsidˈontəjˈatˈɾa
accisen	aktsiːzon
acciseverwaltung	aksˈiːsefavˈolˈtˈum
acclamatioun	aklamasjˈon
acclaméieren	aklamˈeːljɜn
accommodéieren	akɒmɒdɒjˈɒˈ
accommodéiert	akomoðɒjad
accord	akˈɔɾ
accorden	ako˥˥ɾən
accordéier	akoˈʋdɒjɒ
accordéieren	ɑkɑdɑjɑˈgɯn
accordéiers	ɑkɔvdɑjɑs
accordéiert	ɑːkɑːvdɑːjɑːd
accordéiertem	ɑkɑgdɑjɑtɯm
accordéierten	aːkɑdɑjatɯn
accordéierter	aˈkɒldajɒˈtɒ
accouchement	akɔʃɛment
accouchementer	akutʃamɛnta
accouchementssall	aːkɔʃɛmansɛl
accouchementssäll	akɔʃɛmensɛl
accouchéier	akoˈʃɛja
accouchéieren	ɑkʃʃɑjˈʁæn
accouchéiers	ɑkuˈʃɑjɑs
accouchéiert	ɑkʃʃɑjɑːt
accueil	akˈœ̃
accueilen	akøːjən
accumulatioun	akɔmylasjˈɔn
accumulatiounen	akɔmɪlasjonen
accumuléier	aːkømynleja
accumuléieren	akʏ̞mʏlæjɑʁɑn
accumuléiers	akɔmylɛjˈɔs
accumuléiert	aːkmylˈlɛjɑt
accumuléiertem	akømilejatɑːm
accumuléierten	aqømylejɑtɯn
accumuléierter	akømylˈlɛrjɑtɑ
accusatioun	akvizasjõŋ
accusatiounen	akjuzasjɔnˈlem
accuséier	akɪjsejo
accuséieren	aːkøzɛjɑˈʁɑn
accuséiers	aˈkyjzejɑz
accuséiert	akoˈzɛjɑˈt
accuséiertem	aːkɵzɑjɑtɑm
accuséierten	aːkøzɛjɑtøn
accuséierter	akøsejɑtɑ
achillesseen	axilæld̪e̞
achillesseenen	axɪlesɛjnən
achillessehn	axilsɛjn
achillessehnen	axɨlˈesˈeːnən
achs	aks
achsen	akson
achseschréit	akselʃrˈeɪt
achterbahn	ɑːxtɑːbæn
achterbahnen	axtuɾpæeːnɾɛn
achterbunn	aqtɑɓuːjɑŋ
achterbunnen	aqtɑːbunˈin
achtzeg	ɑqtsøz
achtzegst	axtsʏst
achtzegsten	aqtʃøz
achzeg	aqtʃøz
achzeger	axtsɯzˈoːn
achzegerjoren	aqtsɑzai̯oːʁən
achzegst	ɑxtsɵɾt
achzegsten	axtsɛzteːn
achzegster	axtsøzstø
ackerbauschoul	akabaʃaːl
ackeren	akavɨn
acompte	akˌɔnt
acompten	akɔ̃tɔ̃
acompter	akõmpta
acquis	akiː
acquisen	akjɛn
acquisitioun	akizisjˈɔ̃
acquisitiounen	akˈliseisˈio̞ɛn
acquittéier	akɪteːja
acquittéieren	əkit̪ajɑʁən
acquittéiers	aiːkiːteːjæst
acquittéiert	akɪtajɑt
acquittéiertem	akɪtajatɛm
acquittéierten	akɛtajatən
acquittéierter	aketejɑtɑ
acrèmen	akˈmɛn
acrèms	akɾems
acrèmt	akˈmˈd
acteur	aktˈœʁ
acteuren	aktˈøːrən
actinium	aɾθĩŋɪjʊm
actinoid	aɛtenɔid
actinoiden	akteˈnˈoaʒn
actionfilm	ˈakʃənfˈɪlm
actionfilmer	akʃɔːnfɪlmɜ
actionnaire	akθi̯o˥˩ne
actionnairen	akkionˈɛərən
actionnairesversammlung	aktsionŋˈɛrsfˈoːzˈɔmˈlˌʊmˈ
actionnairesversammlungen	akkˌsjˌˈoːnɛːɾsfɛɾzˈamlʊŋən
actionnairin	aktsionɛɾin
actionnairinnen	akkionniɛʁinom
actionnariat	akkiõn̪aɣ̞jat
actrice	aktˈɾˈis
actricen	aktɾɛsɛn
adam	adˈɔm
adaptatioun	ˈɑdɑptɑsijɑn
adaptatiounen	odaptasjɔnɛn
adaptatiounsschwieregkeet	atˈaptˈasjˈɔnˈʃvˈeːrɪʃkeɪt
adaptatiounsschwieregkeeten	ˌaðɔptˈɑjˈoːnʃvˈeːrɪʃkˈeːtən
adapter	adaptɔ
adapteren	aːdaptɔɾˈɛn
adaptéier	atapˈtɑjɑ
adaptéieren	ɑtɑptɑjɑˈɫɛn
adaptéiers	ɑˈdɑtˈtɑjɑz
adaptéiert	ɑˈdɑtʰɑjɑːt
adaptéiertem	atapˈtɑɑˈtøm
adaptéierten	adaptɒjˈɒˈtˈvɒˈnˈ
adaptéierter	ɑːdɑːbtaʝjɑːtɑː
adder	adːo
addi	aduʝ
additioun	ˌɑdeθjˈon
additiounen	aðɪsjõjnãn
additiver	adotʃiːva
addéier	odeja
addéieren	adɒjaˈɾhæn
addéiers	adɛjɔs
addéiert	ɑdɑjɑt
addéiertem	ɑdɑjɑtøm
addéierten	adɛjˈatɛn
addéierter	adɑjɑtɑ
adel	adl
adeleg	aːdɔlɑʃ
adelegem	ˈadˈə-lə-ʒˈøn
adelegen	adˈiʁlaʒˈøn
adeleger	aðɫɔʒɔ
adelegt	adlʃt
adelsfamill	ˈadʌlˈtsfɑˈmˈɪl
adelsfamillen	ˈadʌltsfɚmjˌulən
adelshaiser	adəltsɒizaː
adelshaus	adəlshaʊs
adelstitel	adəltztɪktɛl
adelstitelen	adəltsiːtːɔɛm
adem	ɑdɑm
adenauer	adnova
adequaatst	ɑdˈʔekwɑːst
adequaatstem	adəkvaːtsdam
adequaatsten	adˈeːkwaːtstˈæn
adequaatster	adekvaʃto
adequat	ədˈɛɹkɹæft
adequatem	adəkˈatˈɔ̃
adequaten	adˈɛkɹˈatən
adequater	adˈɛstɹatə
adhs	ɑːdehaʒæst
adidas	adidaz
adipööst	adɪpˈøːst
adipööstem	adipʊstɔm
adipöösten	agˈipˈɔstan
adipööster	adipˈɔsto
adjektiv	ɔdʒɛktif
adjektiven	odʒɛktɪvən
adjektiver	pʊˈtʃɑːktʃiːzæmɛn
adjoint	tˈə
adjointe	adɹænt
adjointen	od̪ɾaɔn̪
adjointeën	adventon
adjutant	adʒuɪtɑnt
adjutanten	adʒuɾtɑntɯ̞n
adjutantin	adʒoːtɛntɛn
adjutantinnen	adʒutantil
adler	adlo
adleren	ædlɑːr
administrateur	ˌadmɪnɪstɾatˈœɾ
administrateuren	atmˌɪnˌiːztˈrˈatœrˌɛn
administrateurin	admˌɪnɪstˌratœrɪn
administrateurinnen	abmˌɪnɪstˌratœrɪnˌɛn
administratiivt	administratˈiv
administratioun	ˌadmɪnɪstɾˌasɪˈoːn
administratiounen	ˌadmˌɪnistɾaθjˈonən
administrativ	ɑdmˌɪnɪstɾɑːtˈiʁ
administrativem	admˌɪnˌiːstˌɾatˈiːvən
administrativen	admɪnɪstɾatɪvɛn
administrativer	administrativa
administratrice	administˈratˈɾˈis
administratricen	administɾatɾˈɪsən
administréier	administˈɾeia
administréieren	administˈrˈajˈɑvən
administréiers	administreias
administréiert	tʃiːzitʃiːzijɑt
administréiertem	administɾajˈatam
administréierten	atmeniʃtˈrɑjˈjɑtˈhøŋ
administréierter	ʔatmeniʃtˈrɑjɑːtˈhɑ
admireel	ɑtmiɢeːl
admirol	atˈmeːɾˈoːl
admirolin	atmeːroːlɪn
admirolinnen	atmeːroːlɪnən
admissioun	atmisjˈun
admissiounen	atmisioːnɛn
adolphe	adˌɔlf
adolphe-bréck	adlfbˈeɪk
adoptioun	ˈdɒptsjɒn
adoptiounen	ˈɑdɒpsɪˈoŋən
adoptiounsfamill	að̞op̞sjõẽn̪sfamil
adoptiounsfamillen	að̞op̞sjõẽn̪sfamiljãn̪
adoptiounsgesetz	að̞opt̪jonskasat̪s
adoptiounsgesetzer	að̞opt̪zjõn̪skazet̪sa
adoptiounsprozedur	adˌɔpziɔnʃpɾˈɔsɛdˌeːr
adoptiounsprozeduren	adaptsiˈɔ̃spˈrˈˈɔkˈeʁˈɛn
adoptiounsrecht	ˈɑdɔpsiːɔngsxɛʃt
adoptivbridder	ˈadɔptɪvbɾˈɪdɜ
adoptivbrudder	adopːtˈivbˈoːdɜ
adoptivduechter	ɒdokːtɪvtøːʃtø
adoptivduechteren	ˈɑdɔptˌiːftˈʏɾztɛɾˈən
adoptivelteren	aːdopːtˈiːvˈɛltæɾən
adoptivfamill	adˈɔptifamˈil
adoptivfamillen	aðoɟtjfamiljana
adoptivjong	adˌɔptˈifjˈɔ̃
adoptivjongen	ˈɑdɑptɪvjˈɔŋən
adoptivkand	adˌɒptiːvkˈɑnt
adoptivkanner	adˌɔktiːvkˈɑnər
adoptivmamm	adˌɔktˈivmˈɑn
adoptivmammen	adaptivmˈɑmən
adoptivmeedchen	adopːtˈiːvmˈeːtʃən
adoptivmeedercher	ɑːdopːt̪iːvmiːdɒːʃɒː
adoptivpapp	adoptiːvpˈɑv
adoptivpappen	adˈɔktivpˈɑplɪn
adoptéier	adopːtɛjˈa
adoptéieren	aːtoʈtɑjɑɣɯn
adoptéiers	atopˈtɑjɑz
adoptéiert	ɑtoptɑjɑˈt
adoptéiertem	adaptatˈɛm
adoptéierten	atəktojatən
adoptéierter	aːdoptajɑtɑ
adrenalin	adɾˈenˈaːlɪn
adress	æðlægæs
adressbichelchen	adraspe̞ʃolʃoːn
adressbichelcher	adraspɪsauʧˈa
adressbicher	atːrasˈspˈisˈo
adressbuch	adˈrasˈoːx
adressebichelchen	atrasəpɛtʃlɛɬtʃɛn
adressebichelcher	atastʃipeʃotʃo
adresselëscht	ˈadrˈasˈəlˈœʒt
adresselëschten	adrasˈəlˈœʃton
adressen	atrasən
adresséier	ɑtrasəja
adresséieren	ðɣɑsɑjɑɢɯn
adresséiers	adrasajɒˈs
adresséiert	atʁɑssɑjɑt
adresséiertem	adresɒˈjɒtˈɒm
adresséierten	ɑdˈrɛsɑjɑtɯn
adresséierter	adrasajɑtɑ
adressëbichelchen	atɾasəbɪˈʃəldʒən
adressëbichelcher	ʔatqɑsbeʃvʃodʒɑ
ads	adejˈas
advent	atˈvɑnt
adventsdekoratioun	advanstdɛkɔɾasioŋ
adventsdekoratiounen	advanˈstɛkolɑsjɛwˈnɛn
adventskalenner	atvaːntskalˈænɑ
adventskalenneren	ɔtvɛntsɛkˈalanɔɾn
adventskranz	atˈvɑnskɾaːns
adventskränz	atvenkskɾˈɑnz
adventslidd	advˈantslid
adventslidder	atfansuɫɛdɑ
adventsmaart	advˈansmˈad
adventsmäert	advˈantsmˈeːɹt
adventssonndeg	atventsɔmdaʃ
adventssonndeger	atvensɔndɔʒɑ
adverb	ɑtvɛrp
adverben	atfɛrbən
aefaarf	ˈaɪv
aefaarwen	ˈaɪvˈeɪvən
aemooss	amos
aemuskel	aːmuzkal
aemuskelen	aːmˈʊsgəlˈɛn
aendeckel	aːndakːl
aendeckelen	aːmdaːkɔlɔn
aendokter	aːmdɔktʊ
aendokteren	æmdoktɔrɪm
aendoktesch	aːldoːkˈtæɾ
aendokteschen	ændɔktoʃuːn
aendrock	andrʌk
aendréck	andʊɾk
aenhéicht	ænhˈeʃt
aenzeien	aɔŋsɔjɔn
aerobic	eɾopek
aerodynamesch	eɾodinamʃ
aerodynameschem	ɛˈʁɔdinaməʃom
aerodynameschen	ɛːɣodɛnamestʃan
aerodynamescher	e̞ɢodiːnæmʃɑm
aerodynamescht	eɣodinnamost
aerodynamik	ˌeɾodinˈamik
aeroflot	ˌɛɾoːflˈɔt
aerosol	eɣ̞os̺oɾ
aerosollen	æɣ̞o̞sʊ̞ɫʊ̞n
aewénkel	avinko
af	af
afaalt	ofalt
afaart	ɑfˈt
afaarten	afɛrtøm
afahrt	afɑːrɑːt
afahrten	afhˈertən
afalen	afalə
afeg	ˈafəʃ
afegem	afəʒoɾm
afegen	afəʒoɾn
afeger	afatʃo
afegesiicht	ˈafeːgəzˌɪçt
afegst	afˈst
afegstem	afɛstɔm
afegsten	afɛʃtsɔn
afegster	afɨsto
afegt	afəst
afen	afen
afenhëtzt	aafʁɔdst
afennoss	afenaz
afennëss	afenaz
afentheater	afɛntsjato
afett	ɑfˈvɑd
afetten	afatˈtˈɾɛ
afetts	afatʃ
affaire	afˈɛɾ
affairen	afˈɛrən
affectatioun	ˌafɾɛkːtˈasjˈˈɔn
affectatiounen	au̯fˈektəaˈsˈɪəlnən
affectéier	afˈaktɪkˈtˈɑ
affectéieren	apfaktajɑɣɑn
affectéiers	aːfkt̪e̞jɒs
affectéiert	ɒːfægʲtɒːjɑːd
affectéiertem	aːfrˈaktɜjˈɑːztˈøːm
affectéierten	aːffaktˈeiːzˈɾiːtˈɛn
affectéierter	afɛktejɑtɑ
affekot	ˈɔfəkˈɔɹt
affekotecabinet	afɛkoˈtdɛkaˈbnəi
affekotecabineten	afɛkɔtɛkaːbiːneːɾn
affekoten	afəkɔtˈɛ
affekotentrick	aʊffɛkoːtəntrək
affekotentricker	afɛrkɔtˈɛntrɪkkˈa
affekotin	afakɔtɛn
affekotinnen	afakɔtɛŋɛn
affekotskäschten	aʊfɪkˈaɪtʃtɪm
affekt	afʁˈkt
affektatioun	auːfˈektɔstʃˈiːɔn
affektatiounen	ˈɔfəktəzˈiːɾvnɛn
affektéier	afakteio
affektéieren	aːfaktɛjˈjɑːrɪn
affektéiers	afˈlɪktoˈjɑs
affektéiert	aːfˈektɛjɑt
affektéiertem	afɛktojɑtɛm
affektéierten	aʊffɛktɔjatɔn
affektéierter	afɛktejɑtɑ
affer	afˈro
afferen	æfægæm
affers	afos
afferstack	aːf
afferstäck	afɛrʃtek
affert	afet
affichage	ɑfæʃɑæɾ
affichagen	afˈesjˈʃaʒan
affiche	afəʃ
affichen	afəʃan
affichéier	ɑːfiʃɑːjɑ
affichéieren	ɑfɑʃuːhjeven
affichéiers	ɑːfæʃɑːjɑːst
affichéiert	afiʃajɑt
affichéiertem	afiʃɛjˈˈatˈəm
affichéierten	aːfɪʃɛjaːtˈøːn
affichéierter	aːfɪʃɑjɑtvɑ
affiliatioun	afˌɛlˈɪɐsioŋ
affiliatiounen	afiljˈɑkɪoˌnɛn
affiliéier	afɛjljaiːjˈa
affiliéieren	aːfɛljɑjɑːɣən
affiliéiers	afɣiljoios
affiliéiert	aːfəljɒːjɒːt
affinitéit	afinite̞jt
affinitéiten	ˈafɪnɪtˈɐtən
affirmatioun	afˌɛʁmasjˈɔ̃
affirmatiounen	afˈɛɾmˈasjˈɔnˈɛ
affirméier	afermaja
affirméieren	ɑfˈɾɪrmˈɑjɑvən
affirméiers	afɛrmæjˈas
affirméiert	afɛɾmæjad
affirméiertem	afɛrmˈajˈatˈɔ̃
affirméierten	afɛrmɛjartən
affirméierter	afɛrmɛjotːa
affisch	ɑfɪʃ
affischéiert	ɑfʲiʃajɑt
affront	afɾoːnt
affronten	aʊffrˈɔntən
affronter	aˈsrˌɔntɜ
affrontéiert	afɣɾɑntøjˈɑt
affrontéiertem	afrɔntɛjˈatɪl
affrontéierten	afxntɑjatɑːn
affrontéierter	afrontəjɔtɔ
affär	afːeːr
affären	ˈafeːrˌɛn
