!	tɕam˧˧tʰaːn˧˧
"điện ảnh"	bjˈɛ̃
bán lẻ	anʔlɛ
bánh	β̞ãĩ˧˧
bánh bao	mãn˧˧ ma˧˧
bánh giầy	bãŋɛŋ˨ˀ˩ zɤ̆j˨˩
bánh lái	an˥˩laː˥˩j˧
bánh mì	man mai̯
bánh mì đen này rắn quá	maː˧˥j˧ʔlɤj˥˩n˥˩lɤj˧˥san˩˩˦ʔwaː˧
bánh ngọt	mãn˧˧ ɛː˥˥
bánh quy	ʁan uj
bánh tráng trộn	banʲ˨ tɕɛ˧˧ an˧˧
bánh tổ	mant˥˥
bánh đúc	bãn d̪õ
báo cáo	bâu̯kâu̯
báo chí	ao t̪e
báo trước	maʊ̯ dʊk
báo đáp	maː˥˩w˧˥ʔdap˥
bã	ba
bãi bồi	baːj˧˨ bɔj˧˨
bãi cát	bã˧j˧ ka˧˧t˦˥
bãi cỏ	mã˧˧j˧˥ kɔ˨˦
bãi sông	bai˧˩ sɤm˥˩
bão	mã˧˧
bão biển	baː˧˨ ɛ˧˧ ʔaː˧˧
bão bùng	nɐu˧˧ bu˥˧
bão cát	mãː˧˨ ɑ˧˧˥
bão mưa đá	baː˧˨ hɔ˧˩˨ m˧˧˧ ˨ˀ˥aː˧˧˨
bão rươi	bã˧w˧˧ rɯɤj˧˧
bão tuyết	bàu˧˨ tuj˧˧
bão tố	mau̯ to˧˧
bản	ban
bản chất	baːn˨˩ ʃɐt˦˥
bản dịch	nˈo
bản in	nˈtˈɛ
bản lề	mãn˧lɛː
bản mẫu	baːn˨˩ mău˧˧
bản phác thảo	man˧sa˨˩j˧k̚˨˩ʔtʰa˨˩w
bản quyền	ban˧˧ uj˧˧n˥˥
bản tính	maŋ tɛn
bản vị	ban vɤj
bảng đen	bãŋ˨˩ən˧
bảo an	bâu˧˧ ɛn˥˩
bảo dưỡng	mã˧˧
bảo hộ	fou˥
bảo trợ	mau̯tsa
bảo tồn	mou̯˨˩tɔːŋ˧
bảo vệ	tau
bảo đại	bɔu˧˧
bạc giả	ba ɟʝaɾ
bạc lẻ	bài̯˨˩lẽ˨˩
bạc màu	bɛːk˥ maː˥˩w˧
bạc mệnh	plaːn˩˩˦
bạc tình	maɪkpənd
bạch tiễn	bat̪ t̪e
bạch ốc	bat˧˧
bạch đằng	măt̚˨˩
bạn	baːn˩˩˦
bạn học	mãn˧˧ haʔ˨
bạn làm nghề gì	ban ælàm ɲɛ˧˧ zi˧
bạn lám tôi ngạc nhiên.	n˧aːŋ˧˧ lăŋ˧˧ toj˧˧ ɲaː˧˧ mɤ˧˧
bạn mình ăn ít lắm	mig˧˩ ən˧˧ ɪt˦˥ lăŋm˧˧
bạn nhảy	ləp˨neɪ
bạn đồng nghiệp	bãĩ˧˨ nɔm˧˧ ŋi˧˧
bạo chính	mãw˧˨ tɕɪn˧˧
bạo chúa	màu˧˧ kio˧˧
bà già đó là chín mươi ba tuổi. (the old lady is ninety-three years old.)	baː da˧˧ dɔ˨˦ lɤ˧˥ tʰĩ˧n˧˥ mɯɨ˧˥ baː˧˨ tʰuɤj˧˨
be	be̞
be be	mˈɛ mˈeɪ
bem	mɛːm
beo	bal
berili	beɾilejː
bè	be
bè bạn	dʰ�˦˥bn˧˧
bè phái	bɛː˥˩faj˧˧
bé con	meɾ qɒʁ
bé hơn	maː haʎ
bé núm vú	be num bu
béo	bˈɛl
béo bệu	mẽ˧˧aw˧˧ ma˧˧aw˧˧
béo bổ	lɛːw˧˧ pɔ˧˧
béo mập	bɛːw˧˧ mat˨˩
béo đẫy	bo˧˧ dɤj˧˨
bẻ	mɛː
bẻ cong	bɛ˧˧ kam˥˥
bẻ gãy	bã˧˧ gai˧˧
bẻ gãy hết	mei̯˨tsɐi̯˧˥ hɐt̚˥
bẻ ghi	mẽ˧˧ di˥˩
bẻ hẳn	bɛː˥˧ hãn˧˧
bẻ vỡ	lɤ˥˩ vɤ˧˥
bẻ đôi	bẽ˧˧ doj˧˨
bi	b
bi da	biza
bi kịch	bˈi
bi kịch thảm thương	bɤj˧˧ kɤt˦˥ tʰa˧˧ mɧŋ˧˥ tʰɯəŋ˧˧
bi quan	bi˧˧kwan˥˥
bi tráng	mi˥˧tɕʰa˥˥
bia	bja
bia bọt	bibav
bia chai	biːt˥ai˥
bia ha noi	ɔːj˧ʈkaːn˩˩˦lɔːj˧
bia hơi	biː haɪ
bia lon	biː əˈlɒŋ
bich minh nguyen (author)	mɤtʰ mannŋueŋ
bien hoa	lanˈwˈa
bikini	bejːkejˈnej
binh	bən
binh khố	nkoɔː
binh lính	bɐlːɐn
binh minh	bɯ̞nmɯ̞n
binh sĩ	rɛːn˧˧sɤ̆˩˦
biên	bˈiːən
biên bản	jɛ˥˩ na˥˩˦tʰ
biên chép	bĩ˧˧ ink̚˨˩˦b
biên chế	mʲen gɛ
biên cương	mʲiːm˥˩ kɻ˥˩um˥˩
biên cảnh	bi˥˧lɪŋ˨˩˦ kan˨˩˦
biên dạng	bi˧˧ jɛ˨˦
biên dịch	bʲiɪ̯n˥˧ɪ̞
biên giới	miːjˈgaːjˈ
biên hòa	bi˧˧n˥˧hwa˥˨
biên khu	bˈɪn hʊm
biên lai	mi˥˧la˥˥
biên nhận	mʲiː
biên niên	bi bˈi
biên phòng	pli fa
biên soạn	ˈviːn sˈælˈ
biên thùy	tɹˈi tɹˈeɪ
biên tái	miː taɪ
biên tập	ien t̪ap
biên tập viên	bien tab viən
biên uỷ	pʰi˧˧an˥˧ wi˨˦
biên viễn	miːn˧
biên đình	miːn˧
biên độ	bian˥˧ lo˧˧
biên đạo	mi˥˧ lau˥˧
biên độ	bˈi dɔː
biên đội	bi˥˧ dɔ˧˥i˨˩˦
biên ải	bʲiɑj
biếm họa	˩˨˧ vi˧˨ɛːm˧˧ hoaː˧˨
biến dạng	bit̪ẽŋ
biến hình	pi˧˧
biến hoá	biən˧˧ hwa˧˧
biến hóa	bi˧˧ən˧˧ hoa˧˧
biến thành	ntʰan˥˥
biến thiên	pi˧˧n˨˦ tʰi˧˧
biến đổi	bi˧˧n˧nɔj˧˧
biếng ăn	lĩːn˧hɪn˧
biết	bĩːt̚
biết tay	bʲigtaj
biết thân	bˈiːk θˈʌm
biết trước	dˈi
biết ý	bˈaɪnən
biết điều	mɪtni˧w˧˧
biết ơn	iːt ɔːl
biếu	mau
biển	bʲæ̀ːn
biển cả	piən˧˧ ka˧˧
biển đông	mĩən˨˩ dɔŋm˧˧
biểu diễn	suˈeɪ
biểu kiến	bˈeʊ kˈaɪŋ
biểu quyết	tiəw˧˧ kwɨt˦˥
biểu thị	pʰiːuː tʰɐiː˨˩
bình minh	mɪŋ˧˧ mɪŋ˧˧
bình quyền	bɪ̞n˧˧ wʲjɛn˧˧
bình sữa	bɪ̆n˧˧ ʂɯ̯˨˩˦a˨˩˦
bình yên	bən˧˥ ɪn˥˥
bình đẳng	bɪ̞n˧ʔaŋ˧
bí hiểm	bɤ̆j˧ he̞m˨˩
bí mật	bimʌb
bí mật hóa	hʰt̚˨˩
bí quyết	bəj˧˧ kwɤ̪t̚˨˩
bí thời gian	θɹiː ˈaɪ
bí thư	bɤj˧˧ tʰɤ˧˧
bí tích	bˈitɪd
bí ẩn	bi am
bị ám ảnh	bəj˧˨ am˧˧ ɑŋ˧˧
bị áp bức	băj˧˨ ɑp˥˨ bɤk˦˥
bị bao bọc	mɤj˧˧ ma˧˧ aw˧˧ mɔm˧˨
bị bao phủ	bəj˧˨ baː˧˧ o˧˧ fʰau˧˧
bị bẻ	bəj˧˨ bæ˧˧
bị bẻ cong	bɤj˧˨ bæ˨ˀ˩ kɔŋm˧˧
bị bẻ ra	bĩ˧˨ bẽ˨ˀ˩ra˧˧
bị biến dạng	bəj˧˨ bi˧˧n˧˧ dɑŋ˧˧
bị bẩn	bəj˧˨ bãn˧˧
bị bệnh	bɑːn˧˥
bị bắn	bəj˧˨ bãn˧˧
bị bắt	bəj˧˨ bɑt˦˥
bị cám dỗ	bəj˧˨ kam˧˧ dzõ˧˧˧
bị cáo	bĩ˧˨ kâːu˥˥
bị cảm lạnh	bɤj˧˨ kam˧˧ lanʲː
bị chai	bɤj˧˨ tɕai˥˧
bị cháy	bʲì˧˨ tɕʰăj˧˧
bị chia rẽ	bəj˧˩˨ tʃe˧˧ ʁẽ˨˦
bị chua	bʲɛː˨ tʂua˧˧
bị chắn	bəj˧˨ tɕʰan˧˧
bị cong	bʰɤ̆j˧˨ kɔŋ˥˧
bị cấm	bəj˧˨ kam˧˧
bị thương	vɤ̆j˧˨ tʰɤ̆əŋ˧˧
bị ăn mòn	bəj˧˨ an˧˧ mon˧˧
bị đày	bəj˧˨ dai˧˧
bị đánh	bəj˧˨ nãn̪ʔ
bị đâm	bəj˧˨ dam˧˧
bị đắm	ɤ̚˨˩j˧˥ nãm˧˧
bịp	ʔt̚˨˩
bịt	bit̪
biếc	bˈi
biếm	miːn
biếm hoạ	bi˧˧ hŋ˨˩˦
biến	pɪŋ
biến chứng	biən˧˧ tɕɪŋ˥˧
biến cố	biən˧˧kʰɔ˨˦
biến hoá	biən˧˧ hwan˨˦
biến mất	biːn˧˧ mɑːk˥
biến thiên	bĩːn˨˩ tʰriːŋ˧˥
biến thái	piən˧˧ tʰaːj˧˧
biến thể	biən˧˧ tʰe˧˧
biến tướng	lĩŋtoĩŋ
biến đi	˩˨˧ bi˧˧˧
biến đi!	beneː
biến đổi khí hậu	bi˧˧ doj˨˦ xi˧˧ hɑl˧˨
biết	bɪt
biết đâu ma ăn cỗ	bĩt̚˨ˀ˩ dou̯˧˧ ma˧˧ an˧˧ kɔ˧˩˨
biếu	mjˈeʁ
biền	b
biển	bjan
biển báo giao thông	bĩn˨ˀ˥ pɑw˧˧ sau˧˧ tʰonm˧˧
biển bắc	mĩ˧˨ bɤ̆t˦˥
biển bắc băng dương	miən˧˧ bɤ̆k˨ˀ˩ pɑŋ˧˧ dɯəŋ˧˧
biển hoa đông	tʰiən ˧˧ hwa˥˥ dəm˧˧
biển số	bĩŋ˨˩sõ˥˧
biển số xe	meɪ˧˥ʂɤ˥˩ɕʰe˥˩
biển thái bình dương	miən˧˧ tʰan˧˧ biən˧˧
biển đèn	bʲit̚˨˩den˧
biển đông	biən˧˧ dɔŋm˧˧
biển đông nam á	biən˧˧ dɔŋm˧˧ nam˧˧ a˧˧
biển đại tây dương	miən˧˧ nai˧˧ tɤ̆j˧˥ ɤ̆ŋ˧˧
biển ấn độ dương	biən˧˧ ɤn˧˧ do˧˧ dɯəŋ˧˧
biểu	me̞o
biểu cảm	io˨˩kap˨
biểu diễn	miu˨˩jiŋ˧˧
biểu hiện	β̞ʝau˧˧ an˨˩
biểu lộ	beː˧w˧lɔːk
biểu thị	mioʁ
biểu thị (表示)	mi˧˧u˧˧tʰi˧˧
biểu thức	iu˧˧ tʰɯək˨ˀ˥
biểu tình	bɛ˧˧ɛ˨˦ tɤn˧˥
biểu tình phản đối	be˧˧u˧˧ten˧˧ fan˨˩ doj˧˨
biểu tượng	meu̯ tɔ
biện	bɪˈe
biện pháp	biːn˧˧ fæ˥˧
biệt	mʲen
biệt danh	biət˧˧ zăŋ˧˧
biệt thự	mìtʰtʰɤ
biệt thự hằng nga	bi˧˧k˨˩ tʰɤ˧˧ haː˧˨
bo	bˈɑː
bom	ba˥˩
bon	mɑn
bong	aɣ̞
bong bóng	bõŋ˧˧bõŋ˧˧
book	sak
boong	mɔːŋ
bò	mˈɔɹ
bò cái	bo˧˧ ka˥˥j˧
bò cái tơ	mɔ˧˧ ka˧˧ ħə˧˧
bò con	la kˈɔ̃
bò nghiền	ʔɔːŋ˧
bò đi	ba˥˧ dɤj˧˥
bò đến	maːrˈen
bò đực	mãː˧˧ tɤk˦˥
bò đực	bo˧˧ dɤk˨ˀ˩
bó cẩn	mˈɑːkəŋ
bóc trần	maktʃən
bón ruộng	mɑŋ˧˥ rǎʊ̃˨
bóng bầu	mõŋm˧˧ bou˧˧˧
bóng bầu dục	mɑmːɔjˈɔ
bóng chuyền	mˈɑm tʃˈuɪn
bóng dáng	aʁmˈireˈ
bóng ma	au̯ mẽː
bóng mát	mom me
bóng râm	bomɣ̞ɾum
bóng rợp	bom ɣ̞ɾab
bóng tròn	boːl dɑːm
bóng âm	a
bóng đá	lou gaː˧
bóng đen	mɔːm leːk
bỏ bẵng	pɔ˥˥ bɔ˧˥
bỏ chạy	pɔ˥˥ kɐi˨˩
bỏ mũ	maːˈmuː
bỏ mặc	bɔː˧maː
bỏ nón	mɔːnɔː
bỏ rơi	bˌɑˈɔ̀ blɔjˈ
bỏ sót	bãː saːt̪
bỏ xó	mɑːˈsɑː
bọc	bɑw˧
bọc sách	bɔ̙k
bọc sắt	bɑkʃɑ
bọc vải	bɔ˥˧k̚˨˩ʋaːj˧
bọn	mɔːn˧
bọt	mɔː
bò	bɔ
bru xen	lou˥˩sian˥˧
bun	bˈuːn
buôn	bˈʌt
buôn bán	bwn bãn
buôn lậu	mul̪na
buôn ma thuột	bw˧lʔmʰtʰt̚˨˩
buông	buon
buông lỏng	buəm˧˧ lam˧˧
buông xuôi	buəŋ˧˧ suəj˧˧
buông xả	bʊŋsǎ
buồm	bom
buồn bã	un baʔa
buồn phiền	un tiːn˧˥
buồn rầu	tʃu ʐa
buồn tẻ	bun˧daj˧
buồng	boːn
buồng lái	buŋ˨˩laj˧
buổi chiều	bˌulˌɯtˈeʊ
buổi hòa nhạc	bũj˧˨ hoa˧˧ ŋa˧˧k˨
buổi sáng	mei̯˨sɛːŋ˥
buổi tối	buə˧˧ tɔj˧˧
buýt	bˈɪt
bùn	bom
bùng cháy	tɕʰɛː˧˧
bú	boː
búp len	læn
bút bi	bsˢɪ
bút chì	utʃi
bút chì màu	putʃˈimau
bút máy kia tốt lẳm.	buð̞ majt̪jɑt̪orla
bủn xỉn	ũn θe
bụi	bũi˧˧
bụi cuốn	bɔ˥˩˧
bụng	bˈɔ̃k
buốt	mɔɾt
buồi	bˈɔɪ
buồi bảo vệ	bɔ˧˧ hɑ˧˧ ŋ˧˧ ʔœ˧˧
buồm	bon
buồn	buan
buồn bã	bʰuən˨˩ bã˧˧
buồn chán	buntʃam
buồn cười	bun˧j˦˥lɤj˥˩
buồn ngủ	bunlo
buồn ngủ quá	buən˧˧ n˧˧uən˧˧ kwɑ˧˧
buồn nhột	bwn˧ljob˨˩
buồn nôn	nɔːn nˈoʊn
buồn quá	buak
buồn rầu	bon ʒau
buồng	bwˈɑl
buồng không	umum tsʰaʊ˨˩
buồng tiếp khách	bu˧˧ t˧i˧˧ pʰi˧˨ saːt˦˥
buồng trứng	boːn˧ʈʂuŋ˧˧
buồng tắm	boŋ˨˩ tɑ˥m˥˥
buổi	boɪ
buổi chiều	bu˧˧ ħiu˨˦
buổi học thử	ua̯j˩˩˦hɔːk˥ tʰɯ̀˨
buổi họp	bʰɯ̀i˦˥kʰʰaːb
buổi sáng	bɔ˧˧ seŋ˨˩˦
buổi sáng tốt	guɛ˧˧ sa˥˧ tɔ˧˧tʰ
buổi trưa	bʊj˨˩ʧɤ˧˧
buổi trưa ăn bưởi chua	bʰuɨ˧˩ tʂɯə˧˧ an˧˧ bɯəj˧˩ cɯə˧˧
buổi tối	bũj˧˨ tɔj˧˧
buổi ăn tối	boːˈhəd̪ d̪ãːn
buộc	buːaː
buộc tóc	bo˥˩tap˦
buộc tội	bù˧˧ tǎo˨˩˦ ɪn˧˥
buớc	bɯts
bà	maː
bà chiểu	maː˧˨ kiũ˧˧
bà chủ	ba˥˧ tsɤ˧˧
bà cụ	baːkuː
bà dừng lại cho tui nhờ !	ba˧˨ dɯəŋ˧˧ laj˧˨ cɑ˧ tuj˧ ɲɤ˧˧
bà hom	bâː˧hɔ̀ːm
bà ngoại	paːŋ˧hɔ̀j˧
bà nội	baː˧˨ noj˧˨
bà nội trợ	maː˧˨ nɔj˧˧ cɤŋ˧˧
bà rịa	baː ɾiə
bà rịa-vũng tàu	ba˧˧ si˧˧ vũŋm˧˧ taw˧˧
bà thiên hậu thanh mẫu	baː˧˨ θjɛn˧˧ hɤm˧˧˥ tʰɤ̆ʃm˧˧ mou˨˩˦
bà tiên	bˈatˈtˈɛ
bà triệu	baː˧˧j˧
bà điểm	β̞að̞ĩŋ
bài	fˈaɪv
bài báo	baː˧j˨˩w
bài báo khoa học	paj˧˨baːw˧˨ xwa˥˥ hɑk˨ˀ˩
bài diễn văn	pài̯˧˩ diən˧˧ văn˧˧
bài giảng	bˈaɪ zˈaɪn
bài hát	lɤ˨˦ baːj˧˥ hɛːp˦˥
bài học	maːn˧hɔːk˨˩
bài khoá	bãĩ˧˧ wa˨˦
bài khóa	baːjˈdˈeːkˈvˈaː
bài kiểm tra	baːj˧˨ kʰɛ˧˥ ɛm˧˧ cɾa˨ˀ˩
bài luận	bai̯
bài sửa lại	baɪ˧˥sɤ˧˥ laɪ˧˥
bài thuyết trình	laː˧˥ɛːtwent˥˩
bài thơ	paj˧˧ tʰɤ˨˩
bài tập	bâːj˧tap̚˨˩
bài viết	mai̯vˈiət˧
bài về nhà	bajvɛnjɛ
bàn	ban
bàn bạc	bæŋˈbæŋ
bàn chải đánh răng	kʰʁt̚˨˩aːj˩˩˦ d̪ãːn˧kʰaː˧
bàn chân	nɤ˨˩ tɕən˥˧
bàn chải	tɕrãn˧˧ tɕa˧˧˧
bàn ghế	bal be
bàn giao	baːn˧˨ dɑŋ˥˧
bàn học	baːn˥˩kʰaːkʰ
bàn luận	boaːŋ˧lun˧
bàn là	ban˧la˥
bàn làm việc	bala tʃu
bàn này có ai ngồi chưa?	nɤj˧˨ ko˧˧ aj˧˧ ɣɔj˨ˀ˩ tʃɯə˧˧
bàn phím	tŋn˧f
bàn tay	zæn stæl
bàn thờ	an˧˧ tʰɤ˨˩˦
bàn tiếp tân	n˧˧ tïip˦˥ tən˧˧
bàn tán	nˈoːjˈsã˥
bàn viết	baŋˈ viˈk
bàn ăn	t̚˨˩ʔan˧˧ ʔan˧˧
bàn ủi	baːn˧˧ ɔːj˧˧
bàng	ba
bàng thái sư	tŋ˨˩˦ tʰaʔ˨˩˦
bành	baɪ̯n˧˧
bành trướng	β̞ăŋ˧˧ tʃɯəŋ˧˧
bào	baːʊ̃
bào chế	bal˩˨˦ tɕʰɛ˧˧
bào chữa	mau˧˧ tʃɯə˧˧
bào huynh	bo˥˩
bào nang	baːu˨˩neŋ˨˩
bào ngư	balŋɯ˧˧
bào tương	mau̯t̪u
bào tử	ba˥˧w˧˧tɤŋ˨˩
bào đệ	pau˥˨lɤ˨˩˦
bào.	pau̯
bàu	bau
bày	bˈaɪ
bày tỏ	bajta˧˧
bá	bɑɢɑ
bá chủ	baː˧˧ cɾu˧˨
bá tước	bato
bá đạo	mã˧˧ mã˧˧
bác	ba
bác bỏ	n˩˩˦aː˧pɔː˨˩
bác gái	ba gai
bác học	bak ak
bác hồ	balo
bác sĩ	bɛkˈɛi
bác sĩ (博士)	maʃˈsɛ
bác sĩ chuyên khoa	bas to ttyˈnˈʁwa
bác sĩ nhãn khoa	vǎk˨ˀ˩ sɤ̆˨ ɲan˧˧ hoa˧˧
bác sỹ	vˈæk se
bác sỹ nha khoa	pʰt̚˥˩ sə˥˩iːnŋ˧pɔːn˧
bác sỹ thú y	lɤ˥˩ tʃʰit˦˥ tʰu˧˧ i˧˧
bác trai	bak˨˩tsa˥j˧
bách	mʌt
bách khoa	at˦waː˧
bách phát bách trúng	bat˦˥ fat˦˥ bat˦˥ trũm˨˦
bách quan（百官）	măt˧˧ ka˧˧ ʰ
bách văn bất như nhất kiến (百聞不如一見)	tɑt˦˥ vaːŋ˧˧ po˧˨k˨ˀ˩ nɤ˧˧ ʧk˨ˀ˩
bách văn bất như nhất kiến （百聞不如一見）	bɤ̆t̚˨ˀ˩ văn˧˧ ɲɯ̯˧˧ n̪t̚˨ˀ˩ kiən˧˧
bái	mai
bám	nɤ˧
bám víu	ba mɛɣ̞ vjˈu
bán	tɑj˧
bán anh em xa, mua láng giềng gần	bãn˧˧ anŋ˧˧ em˧˧ saː˧ buʔlɑŋj˧˧ diən˧˧ gan˧˧
bán chạy	pan˥˥tsɐi˨˩
bán hàng	ban heŋ
bán quần áo	bãn˧˧ kua˧˧ na˧˧o˧˧
bán thời gian	ban˧˨ tʰɤj˧˨ zan˧˧
bán đảo	mãn˧˧ mãn˧˧
bán đảo sơn trà	bẽ˧˧˧ dǎ˧˨˩˨˩˦ sɤ˧˧ ka˧˧˧
bánh	vˈan
bánh bao	mɐn˩˩˦ maː˥˩
bánh bao chỉ	bãŋ˧˧ baː˧˧ si˧˩˨
bánh bèo	bɛŋ˧˧ be˧˧
bánh bò	bãŋ˨˩bo˨˩
bánh bông lan	bãn˧˧ bɔŋm˧˧ leːn˧˧
bánh bột	mãn˧˧bo˨˩˦
bánh bột lọc	bãŋ˧˧ bo˧˧p˨ˀ˥ lăk˨˦
bánh bột lộc	m̩˨˩lɐp̚˨˩
bánh canh	tŋ˧˧ kɐn˧˧
bánh canh ghẹ	man̪ kan˥ ge˨˦
bánh chuối	bai̯n˨˩ mɤ˧ʥʰtɕʰu˧˧ ɛ˧˧
bánh chưng	tɤŋ˧˧ tsɪn˥˥
bánh cu đơ	lɤ̆ŋ˧˧ ku˧˧ dɤ˧˧
bánh cuốn	tãĩŋ˨˩ uən˨˩
bánh căn	β̞anʝ kan
bánh cống	man̪ɣ̞ɔ̃
bánh da lợn	baŋɨ˨˦ zaː˧˧ nɤj˧˨
bánh dày	manjˈjeːj
bánh dừa	mãn̪ʔi˧
bánh ga-tô	ɛnʁatau
bánh gatô	ka o
bánh giò	mãn˩˥
bánh hỏi	bãŋ˧˧ hɔ˧˧
bánh kem	β̞anʝkɛm
bánh khoai	man˥˩ xua˥˥
bánh khoai mì	nɤn˧˧ mai˧˧
bánh khọt	β̞ɐn˧˧ xa˧˧t˦˥
bánh lọt	wan˥˥la˥˧
bánh mì	bɛŋm˧˧ miː˨ˀ˩
bánh mỳ	bãŋ˧˧ mi˧˨
bánh ngọt	β̞aɪ̯nˈɔt
bánh nướng	balŋĩ˥˧ m˨˩
bánh phồng	kwãn̪t̪oam
bánh quẩy nóng	bãŋ˧˧ hoài˧˧ nãŋ˧˧
bánh ram ít	bãŋˈɾaːmˌit
bánh rán	β̞anʝɾan
bánh sừng bò	maːn˩˩˦ sɯn˧ bo˧˧
bánh sừng trâu	bai̯n˧˧ mɤ˧˥ sən˨ˀ˩ʧau˧˧
bánh tiêu	bãŋ˧˧ ti˧˧u˧˧
bánh trung thu	mɑn˨˩n˧˧n˧˧ tʂuŋ˥˥ tʰu˥˥
bánh tráng	mɐn˨˩ʈʂan˨˩
bánh tráng cuốn thịt heo	banʲtsɛ˧˧ ku˧˧ tʰɤ̆t˦˥ heo˧˧
bánh tráng trộn	bãŋ˨˩˦ cɑŋ˧˧ cɤ˧˩˨
bánh trôi nước	bãŋ˧˧ ro˧˧j˧˧
bánh tét	mʌnˈteːm
bánh tầm	mãn˧˥tǎŋ˨˩
bánh tổ	baĩˈn tʊ
bánh vạc	man̪ veː
bánh xe	ba˥˩ːn˩˩˦i˥˩sɛːa˥˧
bánh xèo	ban˧˧sɛ˥˩w˧˧
bánh xèo miền tây	man sɛˈw me təj
bánh ít	baləp
bánh ú	wɑn˥˩ tʰou˥˩
bánh đa	mãn̪t̚naː
bánh đúc	tɛn˧˥ luk˨
bánh đập	bãŋ˧˥
bánh ướt	bãŋ˧˧ ɯə˧˧ tɕjɛn˧˥
báo	tɕjɛ˥˥
báo chí	balˈtʃi
báo chương	bã˧˧ u˧˧ cɯə˧˧
báo cáo	mau̯ kau̯
báo thức	màu˧˧ tʰɤ̆k˨ˀ˩
báo tin	bàu˧˨ tĩn˧˧
báo động	bàu˧˨ dăŋk˧˧
báo.	bàu
bát	mˈˈak
bát chánh đạo	baːt˦˥ ʔan˧˧ da˧˧w˧˨
bát quoái	bap˨˩ kwã˧˧
bát tràng	batsʲːa
báu	bau
báu vật	mau̯ vat
bâc	bˈak
bâng khuâng	mŋˈhŋ
bâu	boː
bây	bej
bây giờ	mig̞jaː
bây giờ anh muốn học nữa hay là về	pɤj˧˨ dɑ˧˧ ɑŋ˧˥ muən˧˧ hɔk˨ˀ˩ nɤ˧˧ haj˧˧ lɛ˨ˀ˩ʋe˧˨ ve˧˨
bây giờ	lajˈða
bây giờ	maiza
bây giờ gửi ticket được chưa?	bai̯ xo bolɤ˧˨ ji
bây giờ không phải lúc à?	baj˧˨ də˧˧ xɔŋm˧˧ faj˧˧ lu˧k˨ a˧˨
bây giờ là ba giờ kém hai mươi.	be˧˧ zɔ˧˨ laːp˨ˀ˩ ba˧˧ zɔ˧˧ kɛm˨ˀ˩ haj˧˧ mɯj˧˧
bây giờ là bốn giờ.	bej˧˧ zɤ˧˧ laː˧˨ bɔn˧˧ zɤ˧˧
bây giờ là hai giờ rưỡi.	beːzɑːlə haj zə ruːj
bây giờ là mấy giờ	bɤj˧˨ dɤ˧˧ laː˧˨ mɤj˧˧ dɤ˧˧
bây giờ là mấy giờ.	be˧˧ zə˧˧ la˧˨ mɤj˧˧ zɑ˧˧
bây giờ là một giờ mười lăm.	bej˧˧ zə˧˧ la˧˨ mot˨ˀ˩ zə˧˧ mɤj˧˥ lam˧˧
bây giờ là năm giờ.	bej˧˧ zɔ˧˧ laː˧˨ nam˧˧ zɔ˧˧
bây giờ thì không	be˧˧j˧˨ tʰi˧˧ xoŋm˧˧
bây giờ tôi về nha	baɪ˧˨ dɤ˧˨ tɔj˧˧ vɛ˨˦ nha˧˧
bầu	ba˥˩o˨˦
bầu cử	mau˨˦kɤ˥˥
bầu dục	bal zup
bầu lại	bâu˧˨ lat˦˥
bầu trời	mau̯ dʒoi
bầu đựng	bău˧˧ dɤŋ˧˧
bầy	baj
bấc đèn	bɤt̚˨˩den˧˧
bất chính	mˈɑt keˈn
bất hợp	hɑː
bất kỳ	bokːajb
bất lương	battalɯəŋ
bất mãn	bˈʌtmˌaɪˌ
bất ngờ	bat̪gau̯
bất động sản	mɤt˦˥ nõŋm˧˧ sãː˧˧
bấu	bou̯
bấu víu	bˈoŋ mˈil
bẫy	bʲaʎ
bẫy chuột	baː iːk tʃuːt
bẩm báo	mãn˧˧ aː˥˩l
bẩm chất	bˌanˈkeːˈɑt
bẩm phú	an˥˥fou˥˥
bẩm sinh	mam sən
bẩm thọ	mən˥˥tʰa˨˩˦
bẩm thụ	pɐn˥˥ tʰau˨˦
bẩm tính	amteːn
bẩm trình	bã˥m˥˥ dʐən˧˧
bẩn	bãn
bẩn thỉu	bɐn˨˩ tʰi˨˩w˧˥
bậc	bæk
bậc ba	bɤk˨ˀ˩ mai˧˧
bậc hai	tʰo̞˧˧ haj˧˧
bậc lên xuống	kəʔlæn˧soŋ
bậc nhất	bap˨ˀ˩ ɲat˦˥
bận	bɐŋ˧˧
bã	baː
bã mía	ami
bãi	tʰĩ˧˥
bãi biển	bã˧˧ biən˨˦
bãi cỏ	thumpð̞om nom nom θoõː
bãi giữ xe	maːjˈzɪkˌeː
bãi xe tắc xi	baːjˈseː tˈakseː
bãi đỗ xe	baːlʔdo˨˩ se˧˧
bão	bàu̯
bão biển	baː ɔːl biːn˧
bão cát	bã˧˨ ɛ˧˧ u˧˧ kɛ˧˧
bão cấp tốc	baʊ̯qʊ̞pː tak
bão gió	bau̯sɔ
bão.	boau
bè	l
bèo	bɛː˥˧aː˧w˧˧
bèo dạt mây trôi	beʔ˧˨ zaːt˧˧ mej˧˧ tɕʰoi˧˧
bé	baː
bé bao nhiêu tuổi?	bɛ˧˧ aː˧˧ rɔ˧˨ ɲɯəw˧˧ tʰu˧˧j˧˧
bé gái	b gˈaɪ
