-ին	ɪn
հաջորդ լուսաֆորից դեպի աջ	a dʒort lusa foɾits de bi adʒ
հառել	ɦaɾɾl
հասակ	astɑb
հասակակից	asakakit
հասակակիցների	hɑsɑkɑkítsʰnejɾi
հասանելի	hasaːnɛli
հասկանալ	hæskanal
հասկանում եմ	hɑskɑnú mæm
հասմիկ	baːsniːt
հասնել	asnɛl
հասնող	hˈastnˈɔx
հասնում են	hals nuː mˈɛn
հաստ	past
հաստատել	astɑtɛl
հաստատվել	hastatvˈɛl
հասցե	tast̪s̺e
հասցնել	koˈstimɛɲo
հավ	hɑ
հավանությունը	hɑwɑnɑtsijɑnɯ
հավաստիացում	havasdiatsun
հավատ	aɣad
հավատալ	avvat̪aɫ
հավատալիքների	ɦɑʋtɑːliktneːriː
հավատում է	avadumɛ
հավաք	hʊ̞vɑk
հավաքարար	ɑːvɑːkæɾɑːr
հավաքված	havnɒˈtɒvɒt
հավաքվել	hav
հավաքվեն	ħabatɾiːn
հավելում	avɛlum
հավերժ քոնը	aːbɛʃkɔmɛ
հատ	pɑp
հատակ	ɑːtɑːk
հատել	hɑtɑl
հատիչ	hatidʒ
հատկացնել	χɑtqɑtsʰnɑjl
հատկություն	hɒtgutjun
հատով	aːto
հատուցել	atutsæm
հատուցում	tɨtsum
հատվածի	xatvatsʲi
հատվածներ	χɛtɬɑtsneɾ
հարազատները	aɾazadnəirɨ
հարակից	ɑrɑkɪtʃ
հարավ	pɑrɑp
հարավային	pɾafɒːjiːn
հարավային կովկաս	aɾa fajˈin koːˈfkas
հարգարժան	hæɾgɑːʒɑˈm
հարգելի	pɑrgjlɪ
հարել	arɛl
հարեւան	ɑːɾe̞vɒːn
հարթ	ɾɒːɾt
հարթաթաթ	hɑrtʰatˈhɑt
հարի	hali
հարկ	alt̪
հարկադրել	aɾtabræl
հարկավոր	kʃtokɔʋɔʃ
հարկավոր է	ɦɾ qɑːʋoː rɛː
հարձակման	hɒɾdzɒkmɒːn
հարձակում	hɑɾtʃɑɟum
հարձակվել	hɑrtsɑkvɛn
հարձակվող	hɑɾtʃɑ́kʰoɦ
հարձակվողներն	hɑɾzɑkvoɢneɾiːn
հարմա՞ր է ձեզ	harmˈaˈrˈ etˈeˈz
հարմա՞ր է քեզ	haɾ mɑːr ɛk les
հարմար	hæɾmɑːr
հարմարվողականություն	hɑɾmɑɾvoʊəkɑnutsʰən
հարմոնիա	ɾaːlmonia
հարյուր	hˈɛɹjuː
հարյուր հազար	χɒːjɾuːɾˈhɒzɒːɾ
հարյուրավոր	haːɾjuːɾɑːvɑːr
հարութ	hɑːrˈuːt
հարություն	harutjum
հարություն մերդինյան	hɑrutʰjúŋ méɾdínjõn
հարությունյան	aɾuʧiŋeŋ
հարուստ	ɑɾuz
հարսանիք	ärsanɪ̞k
հարց	aɾts
հարցերին	härtsrin
հարցնել	harsenˈje
հարցում	aːrkom
հարցումն	aɾtsɯnˈoː
հարցուփորձ	ɑrtsvpɔrts
հարցրել	atsiɾen
հարևան	hɑrævɑn
հաց	ɦatʃ
հացը	xatsɛ
հացթուխ	hˈattˈɔx
հեթանոս	etʃos
հեծանիվ	tʰaʀsʔanip
հեծել	hetsɯ
հեկեկալ	ɦɛkɛqɑl
հեղաշրջում են	niʁ ɑʃɑɾdzjúm en
հեղափոխություն	he̞ɢæpoːxuːtʃuːn
հեղեղ	hɛrɛ
հեղեղում	pɛːrɛquu
հեղինակ	ˈoʊzˈimˈɑɹt
հեղինակը	erimatun
հեղինե պապոյան	ɛɣinɛ pa pojɑn
հեղուկ	χʊ̞q
հեղուկով	hɛɾukov
հենվել	tɛnˈbɛ
հենրիխ	hˈɛnɹɪç
հենց	həŋˈs
հեշտ է	hej ʃte
հեշտոց	heʃtots
հեռախոս	ɾɑhˈxos
հեռախոսային սեքս	héɾaxosʃɾín sests
հեռախոսավար	rɑxˈhɑlsɑmɑr
հեռախոսով	ɦerˈxosˌoːb
հեռակա	ɦɾaqa
հեռանալ	hærrɑnøɾ
հեռաստան	ɾɯstɑm
հեռավոր	ɦoɾabɔs
հեռավորություն	hɒɾɒvɒɾutʃuŋ
հեռատես	ɦurataːs
հեռարձակում	ˈæɾəɹɪtʃɑlkɔm
հեռացնել	ɾɑtsʰmél
հեռու	ɛɾˈu
հեռուստատեսություն	rus̺tataʲis̻uts̻jun
հեռուստացմփորիկ	hɛrɨztatsɨnpɔrɪk
հեսու	ess̺u
հետ	tˈɪ
հետադարձ կատարիր	hʰetɑdɑɾts kɑtɑɾiɾ
հետադարձով տոմս եմ ուզում	ɦɛ tǎdɑr tsoːftɔm sɛmɔzum
հետախուզական-դիվերսիոն	hʲetʃɛχuzɑkɑŋðjʁɛrsijɑŋ
հետապնդել	dʒoːs˧
հետաքըրքըրել	ki̠˨jˈʌnˈʃʰt˥t˥ɯ̞˨ʊ̞˨˩˦tʰã˥˥ʐɑ̆˥tɕʰɔ˨˩˦
հետաքըրքրել	hẽjtakχɛzkɛrɪkl
հետաքննել	dʒoŋtɑkøŋeʎ
հետաքննությունը	hetɑjẽnnutsjunə
հետաքրքրասիրություն	kʰætlækɾtʰɑɹɑs˥ɛɹw˧n
հետաքրքրություն	hetaqɯ̞rkɾw̜eːtʲiɢɯ̞n
հետաքրքրուիլ	æðakərkərvˈeːl
հետեւանքով	etebanko
հետեւել	etʃti
հետեւյալ	hetˈɑvjal
հետիոտն	etjɔtun
հետխորհրդային	tsʃtɒɾttajm
հետո	ɛto
հետույք	hɛtɫ
հետք	hɛtk
հետքեր	hˈɛtkˈarˈ
հետևիր առաջին ելքը	hetevit ɑrɑtʃʰín élkə
հետևյալ	ɦɛtɛvjal
հետևում են	tɛtɛ fumen
հերթին	est̪si
հերմետիկ	oɾæmˈeti
հերյուրել	tʃiɾˈtjyɾˈɾˈɒˈ
հերոս	eɾos
հեքիաթ	akˈak
հզորանում էին	as dɔuɾaːnomɛj
հզորություն	pəzoroˈkiom
հիանալ	jɛ̀nɛl
հիանալի	ljanalj
հիանալի է	ɛ fʃan liːˈɛ
հիանալի ժամանակ ունեցանք միասին	jɑnɑle ʃɑmɑnɑ́k unɑtsʰɑnk mjɑ́séna
հիասթափված	hˈiːɾhˈasttˈɑpfˈɑtsˌ
հիասթափվել	jastəppəl
հիլիս	iliːz˥
հիղմ	lˈɛ̃
հիմա հանելուկ կասեմ	ðimäː jɑnʊ lʊkːɑːsˈm
հիմարներն	immaːlmeɾin
հիմնադրել	himnadrˈɛl
հիմնականում	ɦɛnnaːkɑnum
հիմնավորվում են	hem navol fumen
հիմնարկություն	hʲimɑɾkʲusʲin
հիմնվելով	imnamvˈɛlov
հիմքեր	hˈimke̞ɾ
հին	tˈim
հին եգիպտոս	hĩŋ jɛgiptɔz
հին հունաստան	hĩːnhunɑstɑn
հին հռոմ	hˈiːn hrˈom
հինգ	xˈu
հինգ հազար	hʲiŋ hɑzɑr
հինգ հարյուր	hˈɪŋ hˈɑɹ juː
հինգ հարյուր հազար	hʌŋ hɑːɾioːɾ ɦɑzɑːr
հինգերորդ	igˈeɾˈɔft
հինգշաբթի	inkʃapti
հիշել	iʃæ
հիշող	aʃo
հիշողություն	es̺oɣ̞ut̪s̺un
հիսուն	ˈhisiun
հիսուն հազար	hʲisoŋ hɑzɑr
հիսուս	hisˈus
հիսուսը	hˈizsˈoʊsˈʌm
հիստերիկ	istʲɪrik
հիվանդ լինել	hibandlinel
հիվանդագին	kibaːnteki
հիվանդանալ	dandʒɛn
հիվանդանալը	tibanðanalla
հիվանդանոց	ãbamez
հիվանդանոցից	hĩːvɑndɑnɔtsʰe
հիվանդանոցներում	hevɑndɑɣɯtɯleɾim
հիվանդություն	niˈvɒˈnˈdutʃɒˈ
հիվանդությունների	iːvɒːndutoːnnæɾiː
հիվանդությւն	ivandʊtsun
հիւանդանոց	ajvɑndɑnuts
հիւանդապահ	jˈvɒntɒbɒ
հղիանալ	lasejãˈna
հղիացել է	hɯ̞ʁʲi ætsɪ̞ ɪ̞jɫɪ̞
հյութ	hjˈut
հյուղակ	æɒːχɑːt
հյուպատոսություն	ɛpatosɛtsʲu
հյուս	fuz
հյուսել	hjˈusˈɛd
հյուսիս	jˈuːsiz
հյուսիս-արեւելք	jʊ̞sʲɪsaːɾaːbælk
հյուսիս-արեւմուտք	hʏ̞sʏ̞sʏ̞rɛpmɵtq
հյուսիս-արևելյան	hʏ̞sʏ̞sɔraʁælʲɛn
հյուսիսային	ʒˈəsˈɛstsˈaɪn
հյուր	hˈi
հյուրանոց	tʃuɾama
հյուրասենյակ	jøˈnsɑjˈnjæt
հյուրասեր	juːˈɾastɑ
հյուրասիրել	kʰɯ̞ɾɑsʲiɾɛd
հյուրատուն	hjɔːɾɑtuːn
հնագետ	hænægæt
հնադար	ɑnɑbɑʄ
հնադարյան	amadarɔn
հնազանդվում էին	kanaːsaːmgulme̞
հնարանք	nəlan
հնարավորինս	nʲaɾawʊɾinʲːəs
հնարավորություն	henóɾóɾutʃúm
հնարել	wˈɑl
հնդկաստան	antkastam
հնդկաստանի	ntkastɑmɪ
հնձել	sɛ
հնություն	anatʃuŋ
հնչել	hantɕjɛn
հնչերանգ	ãn̪t̪ɕeɾanˈg
հնչյուն	hænʧæm
հնչյունաբանություն	hentʃijvnabpɑːnʉtyːn
հո դու ոչխար չես: (հարցական նշանը՝ ոչխար բառի, վերջին ձայնավորի վրա)	ɑːdo bɑːn sˈɣæɾtʃ æst
հոբելյան	ɒbeːlɑmɯ
հոգ	æɾk
հոգ տանել	hoktamɛl
հոգեբան	pɔːkpɒːm
հոգեբանություն	akjabanatʃɯm
հոգեկան	nˈoʊkˈaʊt̚ˈʁˈæm˥˩
հոգեվարք	ɒˈke̞bɒːɾd
հոգեւորական	pɒkiˈvɒlɒtan
հոգեւորականի	hókhæbæɾlɑːgɑːniː
հոգի	poki
հոգիների	hoːtɕiːneɾi
հոգիներին	okpkɐŋɨɾiŋ
հոգիներով	okimeɾɨ
հոգնել	aknell
հոգու	oɣo
հոգս	poks
հոդ	kɔd
հոդացավ	pɔdatsaf
հոդված	o˩˥ːdvˈatːs
հոդվածներ	pɔdvɔtsnɔj
հոկտեմբեր	boktɛmbɪr
հող	ˈɔ
հողաթափեր	hóʁɑtɑpəɾ
հողը	ho˧˥hɔ˧˥
հողից	ʁʏ̞k
հոնորար	hɒnɒnɒː
հոնք	hɔːŋ˥˥
հոպոպ	hɔphɔp
հոսանք	pɑsɑn
հոսել	bɔsɑj
հոսթել	hɒstĒˈl
հովազ	havaz
հովանավոր	koːɣanæbɑːr
հովանու	hoʋɑnu
հովատակ	hovɑpɑ
հովիկ	avik
հովիկ դեմիրճյան	viːk dɛ miːrˈtʃa
հովիվ	nˈoʊnˈoʊsˈiːləntˈaʊnˈɛ
հովիտ	ʁɔˈvjˈd
հովհաննես քաջազնունի	koˈvɑnɑ ɛs kə dʒosɛnɔ ˈniːmɪ
հովհաննիսյանը	poˈvɑnisiɐnɛ
հովսեփը	ɒsɒtɒm
հոտ	hut
հոտել	oteːl
հոր	qɒz
հորանջել	hoɾandʒen
հորատել	oɾatɛ
հորաքրոջ	kɔraˈtɾɔtʃ
հորդել	ɔrtsʰel
հորիզոնական	hoɾisɛʔunakan
հորինել	hˈˈɑ
հորից	ɦoːritsː
հորն	hoːl
հուդա	xuta
հուդան	ɦoːdɑːn
հուզիչ	pozitʃ
հուզվել	uzɾeʝ
հուլիս	huˈliz
հումորիստ	umoriz
հույն	wˈj
հույս	wˈis
հույս ունենալ	mi˥˩ tʃom˥˩ na˥˩ːlɤ
հուն	um
հունարեն	unarãm
հունգարերեն	hóŋgɒɾˈɾˈitˈɾˈnd
հունիս	punis
հունվար	unuvad
հուսալ	ɾuːsɑːl
հուր	pˈuʃ
հուրի գեբեշյան	uɾigʲ bɛʃiːn
հպում	hæpum
հռետորություն	kʰʁutɔlitsʰun
հռոմ	tʰaˈrɑl
հռոմեական կայսրություն	ɦrɔm ja kˈankʌsjluːt
հռչակ	hʊ̞rˈtʃɑk
հռչակում	əɾˈtʃakum
հսկել	həˈskeːl
հսկողություն	ɣɛtkoɣutsʲtʂo
հրազդան	ɦɾɑzɑdɑn
հրաժեշտ	ɦrɑːrzɾest
հրաման	maːmaːn
հրաման տալ	hʊ̞jɑmɑntɑl
հրաշալի	ɦəˈrɑːʃɑli
հրաշք	bˈɑːst
հրաչ	kɔlɑʃ
հրապարակ	hraparoq
հրապարակել էր	hɑɾɑ paɾa geleɾ
հրապարակված	jɾaːpaɾatvats
հրապուրել	ɾapɔɾɛl
հրավերի ենք	ða vˈɛriː ˈɛnk
հրավիրում ենք	ɾɑviɾum eŋg
հրավիրում եք	hraːv iːruːn mɛ̃g
հրավիրում է	əɾafi rumaː
հրավիրվում	raːbirʊm
հրավիրվում են	raːdiːr uːmɪn
հրատ	rɒt
հրդեհ	hˈɚde
հրեա	hˈɛˈriːˌɑː
հրեաներ	həˈliːɑnɛɾ
հրել	pɤ
հրեշտակ	harʃtɑːd
հրեշտակը	hɾɛztɑkɑ
հրեշտակներ	hɾéʃtʰhɑdnejɾ
հրեշտակները	akʃtʃkʰakkʰeːriːʈʃtʃtʰɑːkneːrɪ
հրետանու	halətaːnus
հրետանու դիմաց	ɦəɾətɑnʊ d̪iː mãːtsʰ
հրկիզում	ˈætjˈuzmˈɑn
հրշեջ	heɾʃejtʃ
հրշեջ ծառայություն	ɣɛrʂatʃ taɾajotsʲen
հրոսակներից	hɯ̞rɯ̞lsɑknærits
հրուշակագործ	həɾuʃɑkɑlkóɾts
հրուշակեղեն	æɾuːʃɑːkjɑːgɑn
ձ	tsa
ձագուկ	dʒakob
ձախ	zˈax
ձախ կողմում կտեսնես ճանապաչհային նշան	tsʰɑh koʁmum kkʰ tjskʰnes tʃɑnɑpɑɾɑjín nʃɑ́ŋ
ձայն	tsaɪn
ձայնային	tsaː˥˩i˧˥m
ձայնային ֆայլեր	zɑjnɑjín fɑjl eɾ
ձայնը կըտրել	tsaːnəpetərɛlʲ
ձանձրալի	tsanˈzraliː
ձանձրանալ	sanzɾaːnɦal
ձանձրույթ	zãn̪zɯit
ձգել	tsukene
ձգողականություն	zəkoʁakaːnˈtun
ձեզ	tsɛz
ձեռագործ	s̺oɾagoɾts
ձեռնասուն	tsɛrnasʊn
ձեռնարկ	tsɑrnɑrkʰ
ձեռնարկատեր	tsəjɾˈnɑʃkɑtéʃ
ձեռնարկված	tsʰɑrinɑɾkɑtsʰ
ձեռնոց	tsɛrnɔt
ձեռնոցներ	tsɛrnɔtsnɛʃ
ձեռք	tsɛrk
ձեռք չքաշել	tsɒrˈkˈtʃ hɒʃiˈl
ձեռք բարձրացնել	tsʰéɾkpɑɾtʰɑtsnél
ձեռք բերել	zæɾkænæd
ձեռք տալ	tsɒrtɒˈnˈ
ձեռքերի	tsrkri
ձեռքը	tsɛrˈkɑː
ձեռքը վրա բերել	zəːrkəbrɑːbərəl
ձեռքում ունենալ	so˥˩t˥kʰɔn˧˥hɔːŋ˧˥
ձեր	sɛr
ձեր աշխատանքը հետաքրքիր է	tsʰéɾɑ ɑʃχɑtɑnkʰ e hetɑkʰéɾkír e
ձեր կենացը	dzʲerʲːe natsɨ
ձեր նմանները խայտառակում են ռեսպուբլիկան	zæɾnæmɑnær χɑjtɑɾɑkum en ɾɾɛsqo
ձերը	zejle
ձեւակերպել	tsɐvˈakːeɾpɛlla
ձեւավորել	tsɛbabuɾal
ձիարշավ	tɕarʃað
ձիեր	dzʲer
ձիթապտուղ	tsiːtˌapˌtˈʊhˈ
ձկան	zakam
ձկան շուկա	zakan ʂuka
ձկնաբուցություն	zoknabudzutsʲom
ձկնավաճառ	tsəknɑvɑtʃɑɾ
ձկնորս	tsʲiknurz
ձկնորսական	tsʊ̞knoːrsɑkɑn
ձկնորսություն	zɯknarsɛtʃˈen
ձմեռ	umˌɛ
ձմերուկ	zˈəmˈɛɹˈˈʌk
ձյուն	dʒun
ձյունամաքրիչ	dzɛnamaːkrɪc
ձյունանուշիկ	dʒonanɔʃɨk
ձյունապաշտպան	dzʲedzʲepaʂtan
ձնագնդիկ	ʒɛmmagandʒ
ձոր	zˈɔɹ
ձու	d̪u
ձուլակտոր	zulaːkətɔtʃ
ձուլարան	zælɑrɑːn
ձուկ	tsuk
ձվածեղ	tɕiðaðsæ
ձվեր	tsɐvɛʃ
ձվի	savˈi
ձվով	tsvɔv
ձվջուր	tsevdʒuɾ
ձևեր	zɛvɛr
ղ	aːt
ղատ	ɣˈat
ղարաբաղ	ɢarɑbɑ
ղափամա	ʁaːtɑmaː
ղեկ	ʁˈɛk
ղեկանիվ	ɣ̞ɾəkɑ̞mˈgˈ
ղեկավարել	liːt˧tabʊɫʲɪŋ
ղեկավարում է	ɣ̞e̞kɑvɑrum e
ղեկավորել	sektabulɛn
ղուկաս	ɾukˈas
ղուրան	ɣ̞uð̞õn̪
ճ	ʝe
ճագար	tʃɑgɑr
ճակատ	tʃakɑt
ճակատագրական	tʃakatagrɐkan
ճակնդեղ	tʃɒqimdɒq
ճահիճ	ʒɑːhiːd
ճահճանալ	ˈdʒɑhdʒɑnəl
ճահճի	tʃaːttʃi
ճահճոտ	dʒɑɦdʒot
ճամբարակ	ʒɑnbɑɾɑk
ճամփա	dʒˈɑmpʌp
ճանապարհ	tʃaːnɑpɑɾ
ճանապարհը	dʒɑn˥˩apn˥˩ɑʃtʰ˥oɾsʃtʰ˥oɣɛnn
ճանապարհներ	tʃɑnɑːpɑːrneːr
ճանապարհորդական գործակալություն	dʒɑnɑbɑɾoɾtʰɑkɑ́n gɔɾtsɑkɑlutsʰjun
ճանապարհորդություն	dʒɑnɑpɑɾɯɑrtʊ̞tsʏn
ճանապարհում	tɕanapaɾom
ճանճ	dʒoŋ
ճանչցած	dʒoːntʃtsˈads
ճաշ	dʒos
ճաշակ	tʃa˥˩stʃat
ճաշարան	ʃaːʃaːlaːn
ճապոնական	tsʲapãnáːkãn
ճապոնացի	tʃapˈoːnˈatsi
ճապոներեն	tʃaˈpoˈnɛɾn
ճապոնիա	tsʰa˥˥pɔ˥˥nja˥˩
ճապոնիայում	tɕapɔɲiɛjum
ճապոնուհի	tʃapənuhi
ճառ	tʃaɾ
ճառագայթ	tʃaɾɑgæɛ
ճարել	saˈælˌɛn
ճարպ	tɕjɛ˥˥
ճարպիկ	tʃaɾpik
ճարպոտ	kʰaːspə
ճարտարագետ	tʃɑːrtɑrɑːkejːd
ճարտարագիտություն	tʃaɾtɑɾɑɣʰetʏtʲːum
ճարտարապետ	tʃaɾtaɾapæt
ճերմակ	kermˈɑt
ճերմակել	tʃʏɾmɑkɛl
ճիճու	tʃitju
ճիշտ	tʃiːf
ճկուն	tʃakun
ճղճղված	tʃaqtʃaqbat
ճյուղերը	tʃuɫbeɾin
ճնշել	jˈɛnʃæl
ճնշման տակ	tʂɨnʂmn tɨ
ճնշմանը	tʃaːnɯʃmanɯ
ճնշում	sɑ̃sˈu
ճշգրիտ ե	tʃe ʃkɾite
ճշգրիտ են	tʃəʃ kəɾitan
ճշգրտորեն	tʃʊ̞sʲkɯ̞ɾtʊ̞rɛn
ճշտություն	tʃˈoˈʃtˈutˈuˈn
ճոխ	ʒˈɔx
ճոճանակ	tʃotʃɑnɑk
ճուտ	tʃʊ̞t
ճուտիկ	tʃuti
ճռճռալ	tʃɔɾtʃɔɾal
ճռնչալ	tʃaːrntʃl
մ	men
մագնիսացնել	maknisatsnʲel
մազ	mˈas
մաթեմատիկա	matematika
մաթիլդ մանուկյան	kɒtʃieɾt mɒnuk kɒn
մալայզիա	malajʑɯ
մածուն	mɔtsʊm
մակարդել	batˈaʝa
մակնիշ	maːknʲiʃ
մահ	mˈa
մահակ	maɣa
մահանալ	mɑhɑnɑn
մահանալուց	mɑhɑnɑlutsʰ
մահացած	mɑhɑtsɑts
մահացածների	mɑhɑtsʰɑtsneɾijɾ
մահացել եմ	mɒhɒtsɒlim
մահացել է	maːʱt̪s̺eːle
մահը	majo
մահից	maːrˈhˈit
մահվան	mɑhˈvɑn
մաղադանոս	maːɢɑdanɯz
մամա	mama
մամուլում	mamulɔm
մայել	maːjɛn
մայթ	majt
մայթին	majːt˦iːn
մայիս	maːiz
մայրամուտ	mæ̹jɾæmˈuːt
մայրաքաղաք	fˈaɪtɚkˈɑːʊhˈɑːp
մայրենի լեզու	mˌɐɾˈilˌulɨzˈow
մայրս	mɒːiːtæst
ման գալ	mɑːnɣɑːl
մանազկերտ	mˈɑnˈaʊsgˈɛlt
մանե	manɛ
մանկական	mɑnɑkɑm
մանկական մենյու ունե՞ք	ma ãnkɑka˥˩n menʲu unɛk
մանկապարտեզ	m̩˩˦t̪era̠ːn˩˦
մանկուց	mankutsʲ
մանուեն	manwɛn
մանուկ	manu
մանուկներ	maːnyqberɪp
մանուշակագույն	manuʃakaɣ̞oĩn
մանր	manu
մանրադիտակ	manra˥˩ːditɑˈk
մանրաթել	manratʃor
մանրամասն	manramasɐ
մանրամասներ	mɑnʁhɑmɑsneɾ
մանրաքար	mˌɐnˈɾɐkˈaʊ
մանրուել	manervel
մանրվել	manɛrvɛl
մաշել	mɒʃæ
մաշկ	maʃ
մաշտոց	mæʃtɑːst
մառախլապատ	maraxlabaːd
մառախուղ	mɑrɑhʊ̞
մաս	mˈɔf
մասին	masin
մասիս	mosis
մասնագետներն	masnɑgetneɾn
մասնագիտությամբ հայագետ եմ:	mɑzimɑ gitːsæm hɑjɑ gitːim
մասնակցել	maːsnaktsɛl
մասնակցող	mɑsnaktsɔh
մասնակցում	asnaktsum
մասնաճյուղերից	mɑsnətʃuχeɾiːtsʰ
մասնավորապես	masnavaraˈpazʲ
մատ	mat
մատաղ	matav
մատանի	matani
մատենադարան	mat̪ẽn̪at̪eɾɒn
մատենադարանում շատ հին գրքեր կան	mɑtenaðtéɾóŋum ʃɑtʰín gɾkʰéɾkɔn
մատթեոս	matios
մատղաշ է	matqaːʃi
մատնել	mattnɛl
մատուցող	matutsʃo
մարալիկ	mɔːɾɔːlʲik
մարգ	mˈɑs
մարգարա	maːrkara
մարգարեությունների	mɑɾkʰɑɾeutʰjumnejɾi
մարգարիտ	mɑːrkʰeːɾiːd
մարգարտաբեր	mɑɾkʰhɑɾtɑbeɾ
մարդ	ˈmɑːrt
մարդասեր	nˈoʊnˈoʊsˈiːləntˈaʊnˈɛ
մարդը	maku
մարդիկ	morti
մարդիկ էին	malʃtsikʲi
մարդկային	ərtqai̯n
մարդկանց	matkaːns
մարդկություն	mɑɾtkutʰjun
մարդու	mastu
մարդուց	mɑɾtʰʊtsʰ
մարել	marɛl
մարզագործիք	marðʁɑgʊrtʃɪ̞k
մարզադաշտ	marɯzadaʃt
մարզահրապարակ	marzaħraparɑk
մարզիչ	marzɪtʃ
մարի	mãːriː
մարիամ	nˈoʊnˈoʊnˈoʊsˈiːləsˈʌnɛnˈɛ
մարիաննա շիրինյան	maɾian naiɕiɾiɲian
մարկոս	markos
մարմին	maːɾmin
մարմինս	marminəs
մարմնական	mɑrmnakɑn
մարմնին	maːrmɒːning
մարմնից	maːrmənitsʰ
մարտ	marð
մարտիրոս	mˈaɾtdˈiɾˈɔs
մացառ	mɑtsɑr
մացառոտ	mɑtɑrut
մաքուր	maɾpun
մաքրել	mˈɑsɹˈɛt
մաքրիչ	mafˈljʒ
մաքրվել	maːkɾoːl
մեզ	mˈɛz
մեզ հովանավոր է անհրաժեշտ:	mʰe soʔavɑnaɾəj ɑndʒɑːr ʃʃt
մեզ պետք է, լավ գինեգործ:	mɛs pətkɛ lav gˈine gɔrts
մեզանից	me̞jsɑ̃itˈsˈ
մեթոդները	metodneɾə
մելիքյան	mɛlɪkɛn
մելոդրամա	mɛlodrɐmɐ
մելքիսեդեկ	me̞lkiːsʲɛtæk
մելքոնեան	malkovnia
մեխ	mˈɛʁ
մեխակ	maħaːk
մեխել	moːˈʃoː
մեծ	mˈɛt
մեծ բրիտանիա	metsʲ brɪ̞tɔnʲa
մեծ եղեռն	mʏ̞tːjɛræ
մեծ պայթյուն	mɛts bajtɻun
մեծամոր	mˈɛtˈlˈɑmˈɔː
մեծացնելու	mɛtsʰɑtsnʲelɪ
մեծացում	mai˥˧tsa˥˧tsʰoŋ˨˩
մեծաքանակ էին	mɛtsɑkɑnɑkɛɟɛn
մեկ	mɛk
մեկ ազգ , մեկ մշակույթ	mʲekazg mʲek mʃɑːkuːjt
մեկ առ մեկ	ɑj kɑrmæk
մեկ հոգի	mˈɛkə ki
մեկ էլ	nautˈo
մեկը	me̞jme̞j
մեկը մյուսի ետևից	baɪ̯kəlmɪsˈseːrɪkmɪlˈsæ
մեկին	maːkiːm
մեկնաբան	mɛknɔban
մեկնաբանություն	mɛknabɑnutsʰun
մեկնած	mæknət
մեկնել	mɛtmen
մեկնում	mɛknɔm
մեկում	me̞jkum
մեկուսանում են	ne kusaŋum en
մեղադրանք է	ne ɾad ɒlaˈnke
մեղադրել	meχandkelol
մեղադրվող	mɛħɑdɛrwɔx
մեղադրվողները	məɣədərboɣnirɛ
մեղադրվում է	mijadlˈvu mˈeɪ
մեղմանալուց	mɛɾmɑːnɑːluts
մեղու	mɛʁˈo
մեղրամոմ	mɛʁɾamɔm
մեղրաշեն	mʲɪɢɾaʂæn
մեղրի	migri
մեղք	mˈɔʁt
մենակատար	manakatˈɑt
մենանվագ	mʲenãnːoːvag
մենեջեր	manˈeˈdʒɚ
մենք	meŋ
մենք պե՞տք է ամրագրենք	ménk pɑʰedkʰe ɑmbɾe ɑgɾɛŋ
մեջ	mˈɪt
մեջ առնել	mɛjtʃɑrnɛj
մեջբերում	mɛcpɛrɔm
մեջտեղ	mɛtʃtɛχ
մեջք	mɛtʃk
մեջքի պայուսակ	mɛtʃkiː pˈaːɾusak
մեջքս ցավում է	mɛtʃka sɔvɔmɑ
մեռնի	merni
մեռնող	mˈeɾnˈɔx
մեսրոպ	mɛsrop
մեսրոպ մաշտոց	mezroːb mɑʃtots
մետրո	metro
մետրոյի կայարան	mʲɛtro jɛkːo jɔrɑm
մեր	meɾ
մեր թվարկությունից առաջ	méɾ tʰvɑɾkutʰjúŋítsʰ ɑrɑdʒ
մերժել	mɛgɛl
մերկ	mˈˈ
մերկանալ	meɾkanɑl
մերկացվել	mʲekatsʲel
մերկացվել ե	mrkaːtsʰeːle
մերկություն	maːrkootʃeːn
մերձավոր արևելք	mɛrtsɑvɔɾ ɑɾɛvɛ
մերսի	mersi
մեքենա	majgona
մեքենայից	maɾkeloʊt
մէջ	mɪtʃ
մթագնել	matognɔʁ
մթնանալ	mtsˈnˈɑnˈɑl
մթնդել	mɛtɛndɛl
մթնել	matsɛn
մթնոլորտ	mutsluːvˈoː
մթնոլորտին	mˈatˈnˈallˈoːɾtʃiŋ
մի	mˈu
մի անհանգստացեք	mí ɑnhɑ́ŋkʰ stɑtsʰɾnék
մի օր	mjoɾ
մի բան	nʲibam
մի քիչ ուտել	mʲitʲitʂɨtɨlʲ
միաբանորեն	niabanulɛn
միակ	nʲaː
միայն	nʲjɑjn
միանա	mjana
միանալ	mianan
միանգամայն	lakamain
միասին	nˈɪfˈtiː
միասնաբար	niːaznabɑːr
միասնական	nʲeasnokam
միասնություն	mʲeazmʲatʂɨm
միավոր	m̩˨˩˦eː˩˧ʂt̪ɕʰy˥˩ʐən˧˥ʐt̚˨˩ma˨˩˦xɤ˧
միավորում են	nia voron tʃiam
միատեղ	mʲiatax
միացյալ	miatsial
միացում	mi˩˥ːtsum˨˩˦
միգապատ	mikabad
միգրացիայի	nigrotsʲjaje
միլիարդ	miliːjɒɾt
միլիարդների	miːlæˈɾsnːeːdi
միլիոն	mɪljɔn
միխայիլ մարկոսով	mixɒːʔæl mɑːɾkæsov
միկոյան	mikoˈjɒːn
միմյանց	nˈemˈɛ̃ˈ
