0	lĩŋ˨˩ kʰoŋ˥˥
三界	sã˥˥ka˥˥
三百	saːpa
三皇五帝	sɐn˥
三省六部制	sã˥˥sin˥˧liok˨ po˨˦tsit˦
三羊开泰	sã˥˥miu˨˦kʰai˥˥tʰa˥˥
三羊開泰	sã˥˥miŋ˨˦kʰa˥˥tʰa˥˥
三芝	sã˥˥m˨˩˦tɕi˥˧
三菱	sã˥˥niŋ˨˦
三藏法师	sã˥˥tsʊŋ˨˩˦xua˧˧ɕi˥˥
三藏法師	sã˥˥tsʊŋ˨˩hʊ˥˥tɕʰi˥˧
三藩之乱	sã˥˥huan˥˥tsi˥˧ luan˨˦
三藩之亂	sã˥˥huan˥˥tsi˥˧ luan˨˦
三行兩倒退	saː˧ kaː˧ nŋ˧˧ tɤ˧˧ tʰe˧˨
三角	sǎːp
三角函数	saː˧ka˥˥ hɐm˨˩soː˨
三角函數	tsa˥˧ka˥˥ han˨˦sɔ˥˧
三角形	sɐŋ˥˥kʰaːk̚˧
三輪車	sã˥˥lun˨˦tsʰia˥˥
三轮车	sã˥˥lua˧˧tsʰia˥˥
三院	sã˥˥u
三頓	satɐŋ
三魂七魄	sã˥˥hun˨˦ tsʰit˦pʰiaʔ˨
上	sioŋ˨˩ lin˥˥
上个月	tiŋ˥˧kɔ˥˥ge˨˦
上任	tsiu˨˩zin˥˧
上修	sioŋ˨˩siŋ˥˥
上個月	tiŋkɤ˥˥ge˨˩˦
上升	sioŋ˨˩sing˥
上午	tsaːi˦˥ kʰi˥
上半年	tĩŋ˨˩pɔ˥˥ni˨˦
上去	kikːiː kiː
上古时代	sioŋ˨˩ko˥˥sit˦ai˨˦
上古時代	sioŋ˨˩ko˥˥si˨˦ ta˥˥
上善若水	siŋ˨˦sin˨˦ liok˨sŋai˥˥
上士	sioŋ˨˩˦sĩ˥˥
上声	sioŋ˨˩˦sĩã˨˩
上头	tɕʰiu˨˩˦tʰau˨˩˦
上好	sioŋ˨˩˦hɔ˥˥
上学	siŋ˨˩kʰɤ˥˩siŋ˨˩pʰak˨˩
上尉	sioŋ˨˩wu˧˧
上少	sioŋ˨˩tsiaʔ˦
上尾仔	siŋ˨˩ meɪ˧˥a˥˧
上层建筑	sioŋ˨˩tsan˨˦ kian˥˥ tu˥˥kian˥˥
上層建築	sioŋ˨˩tsan˨˩ kian˥˥ tu˥˥kian˥˥
上崎	tiŋ˨˩ ka˥˥
上工	sioŋ˨˩kɑŋ˥˥
上市	tɕjoʊ˨˩˦tsʰi˥˥
上帝	sioŋ˨˩pi˨˦
上座部佛教	sioŋ˨˩tsiaʔ˨ po˥˧puk˨au˥˧
上手	tsiŋ˨˩ u˥˧tsiu˥˧
上旬	sioŋ˨˩suən˧˧
上昇	sioŋ˨˩sin˥˥
上星期	ti˧˥m̩˨˩˦le˧˥pai˨˩
上杉謙信	sioŋ˨˩sã˥˥m˥˥sĩŋ˨˩
上杉谦信	sioŋ˨˩sã˥˥m˥˥ kiam˥˥ sin˨˦
上来	kʰiː tɕʰiː˥˧laː˧j˧
上校	sioŋ˨˩hau˥˧
上樑	ʈʂu˥˩niau˧˧
上次	tseŋ˨˩faːi˥˥tseŋ˨˩faːŋ˥
上殕	tioŋ˨˩ pʰu˥˥
上殕生菇	tiu pʰuː si˧˧kɔː˧
上海	siŋ˨˩˦hai˥˥
上海合作組織	sioŋ˨˩hai˥˥ap˨˩tsok˨tsɔ˧˧ tsit˦
上海合作组织	sioŋ˨˩hã˥˥tsuk˨tsuɔ˧˧ tsit˦
上海大众	syŋ˨˩˦hai˥˩ tuən˧˥tsioŋ˨˩˦
上海市	sioŋ˨˩˦hɐi˥˧tsʰi˥˧
上海青	iu˨˦tsʰai˥˧
上無	sioŋ˨˩mə˥˩
上班	sioŋ˨˩pan˥˥
上番	siŋ˨˦uan˥˥
上瘾	siŋ˥˧un˥˥
上癮	siŋ˥˧un˥˥
上礼拜	tĩŋ˨˩ re˨˩pai˨˩
上策	sioŋ˨˩tsʰiã˨˩
上級	sioŋ˨˩kʰi˨˩pʰu˥˥
上網	tsioŋ˨˩mã˥˥
上级	sioŋ˨˩kʰi˨˩pʰa˥˥
上网	sioŋ˨˩man˥˥tsiu˨˩man˥˥
上聲	siŋ˨˩sin˨˩
上課	sioŋ˨˩kʰau˨˩
上證指數	sioŋ˨˩tsĩŋ˨˩ tsĩ˥˩ sɔ˥˧
上证指数	sioŋ˨˩tsĩŋ˨˩ tsit˦ so˥˧
上课	sioŋ˨˩kʰɔ˨˩
上車	tsiu˥˧tɕʰa˥˥
上车	tsiu˥˧tsʰia˥˧
上载	siŋ˨˩tsai˥˧
上通告	tɕĩã˨˩u˥˧tʰɔ˥˥koʊ˨˩˦
上野	sioŋ˨˩˦ja˨˦
上限	siŋ˨˩han˨˦
上面	lĩŋ˨˩˦kʰa˥˥
上頭	tɕʰiu˨˦tʰau˧˧
上風	tĩã˨˩ hoŋ˥˥
上风	sĩũ˨˩hoŋ˥˥
上驚	sioŋ˨˩kĩã˥˥
上海	siŋ˨˩hʰa˥˥
下	i˥˩
下世人	e˨˦si˥˥ lɑŋ˨˦
下个月	æˈʝe
下久會否	hˈɛˈʔueˈʔpan˥˥
下個月	he˧˧kɤ˥˥ge˨˩˦
下勻	a˥˥yn˨˩˦
下匀	˨˦ e˨˦un˨˦
下午	lˈo
下半年	te˨˩pɔ˥˥ni˨˦
下半暝	uˌpˌoːˈniː˩˦
下半身	hŋ˥˥ e˨˦pʰan˥˥sin˨˦
下单	ha˨˦tŋ˥˥
下去	lə ki lə i
下單	hɑːtɑːn
下士	ha˨˦sĩ˥˥
下层	ue˨˦tsan˥˧
下層	e˨˦tsan˥˧
下巴	ˈæ hˈaɪ
下年	plu
下底	eue
下愿	hŋ˥˥uã˥˥
下日	uβ̞ilˈtˈb
下旬	hɑːˈsən
下星期	ˈeleɾɪəbai̯
下晡	e˨˦po˥˥
下晡早	ajpou̯ta
下月日	eˈgeˈtlit
下来	lə˥˩
下次	ɛːfaj
下水湯	ha˨˦tsui˥˧ tʰɤŋ˥˥
下沉	hã˥˥tim˨˩
下班	a˥˥pan˥˥
下礼拜	eːɾɛːpai
下神托佛	hejʃin˨˩ tʰok˨˩ut˨˩
下策	ha˨˦tsiaʔ˦
下級	hɑː
下级	hʰaː˧kʰiːp̚˥˩
下跤	a˥˥kʰa˥˥
下路人	aɫaɫaŋ
下身	a˥˥sin˥˥
下軟	hʰɤ˨˩˦ rŋ˥˥
下载	aɻ˥˥satʰ
下降	ha˨˦kãŋ˥˥
下限	ha˨˦ɦan˥˥
下雨	lɔ˥˧ hɔː˦
下雨天	ho˧˧ laːi˨˦tʰi˥˧
下雪	də˧˧ se˧˧
下面	e˨˦kʰa˥˥
下頦	ˌəˈɛhaj
下願	sɛgɔn
下颏	a˥˥
下骹	e˨˦kʰa˥˥
不	pˈʌt
不一定	bo etːi
不三不四	puːt˦sa˨˩n˧puːt˦suː˩˧
不久	bˈɛ̃ ˈʁa
不仁不义	pu˧˧di˧˧pu˧˧gi˨˩
不会	pue˥˥ he˨˦ʰaʊ˥˧lit˦
不信任案	pu˥˩ɑj˨ tɕiŋ˥˥ tɕiŋ˥˥ an˨˩˦
不倫不類	puət˨ˀɯn˧puət˧˧lui˧˧
不值	bɤ˧˧ tài˧˩˨
不像	bo˨˦lɤ˨˩˦sĩŋ˨˩˦
不像話	bo˨˦sĩŋ˨˦
不像话	bo˨˦sɪŋ˧˧
不动产	pu˧˧tʰŋ˨˩˦san˩˩˦
不动城	pu˧˧tʰũŋ˨˩sĩã˨˩
不動城	pu˧˧tʰũŋ˨˩˦sĩã˨˩
不動產	pʰu˨˩tʰʊŋ˨˩san˥
不可以	be˨˦taŋ˨˦
不可思议	pu˧˧kʰɤ˥˩ su˥˩ki˥˥
不可能	pɔ˥˥ko˥˥nɤŋ˧˥
不在	bo˨˦ti˥˧ te˨˦
不够	mɤ˧˨ kɑl˥˧
不夠	tɤ˧˥ kɑʊ˥˥
不好	mhɔː
不孝	pɔːtˈaːv
不孝子	pɔ˥˥ ha˥˥tsu˥˩
不安	pɔt ɑn
不定	ntˈɛn bˈɛtə
不客氣	mæn˥kæ˥˩ ki˧˧
不对	m te
不對	m̩˨˩t̪eː˥˩
不快	b˨˦tioŋ˨˦
不怕	m˥˥kĩã˥˥
不慘時	pə˨˩tsʰam˥˥sì˧˧
不敢	mka˥˥ mma˥˩
不明不白	pu˥˧ piŋ˨˦ pu˥˧piat˨˩
不明白	m˨˩˦ bi˧˧an˥˧ pi˨˩˦aŋ˧˧
不是	m
不是（轻声）	m̩˨˩s̺iː
不會	muaˈe bwˈe hˈaˈɹiɹ˧
不止	pou̯t˦
不正常	mɔ˧˧ tsĩŋ˥˥ siŋ˧˧
不正經	mau˧˧tsĩŋ˥˧ tiŋ˥˧
不正经	mou˨˩tsĩ˥˥kin˥˥
不法	pu˥˧xuat˥˧
不注意	mau˨˩tsu˥˥ʰi˨˩
不清楚	lɔ˥˧ sin˥˥ tsʰo˥˥
不满	bu˥˧uan˥˧ bu˥˧mua˥˧
不滿	pu˥˧bu˨˩˦pu˥˧an˥˥pu˥˧mua˥˧
不爽	mua˧˧e˨˦ sũŋ˥˥
不用	lˈɛn
不知不覺	puːtiː˧˧ puːk˦ɑŋ˥˥
不知不觉	put˦˥ di˧˧ puk˦aŋ˨˦
不知所云	put˦˥tĩ˥˥ sĩ˥˥ʔu˧˧n˧˧
不知道	m̩˨˩tsai˥˧
不经一事，不长一智	puk˨˩ tsiaʔ˨˩ŋ˥˥tsik˨˩peɪ˨˩˦i˥˩
不而過	pˌulˈikoː
不行	aʔaʔat˥˥ue˧˧tsɤ˥˩ili˥˩
不要緊	gojakim
不認真	mua˨˦lĩn˨˦tsĩ˥˧nʈʂin˨˩
不認識	m̩˨˩pat˦
不識時務	tuk sik si˧˧ po˨˩˦
不认真	bo˨˦lĩn˨˦tsĩ˥˧
不认识	m̩˨˩tɕʰ
不足	put̪˦ok˨
不过	pukːa ũn kõ
不醉不歸	putsːuipːukːue
不錯	bueˈpai
不鏽鋼	pu˥˧ɕiu˥˥kŋ˥˥
不锈钢	pu˥˧siu˥˧kŋ˥˥
不错	bo˥˩e˨˦ pʰəi˥˩
不露声色	pɯn˧lɔː˨ si˧˧an˥˧
与	u
与民同乐	i˥˧ min˨˦ tʊ˥˥ lɔ˥ lɔ˥
丑化	tʰi˥˥u˥˩xwa˥˥
丑时	tʰiəw˧˧si˧˧
丑時	tʰiu˧˧si˧˧
丑陋	tiu˨˩lioŋ˨˩
专	suan˥˥
专业	sian˥˧ap˦˥
专业术语	tsuaŋ˨˦gap˥suk˦i˧˧
专制	tsuan˥˧tsĩ˥˧
专家	sã˥˥ka˥˧
专家的话可不是危言聳聽，还是得注意。	tsuaŋ˥˥ke˥˥lai˨˦ ue˨˦ mian˨˦tai˥˥ing˥˥ang˥˧sŋ˥˥tʰã˨˩ha˨si˨˦tioʔ˨tsu˥˧i˨˦
专心	tsuan˥˥sin˥˥
专机	sua˧˧ki˧˧
专用	suan˥˥ ĩŋ˨˩˦
专线	tswan˥˥sŋa˥˧
专访	tsian˨˦hoŋ˥˧
专门	suan˥˥mun˨˦
世事难料	se˨˩su˥˧lam˨˦liau˨˦
世俗	seː˩˦ɕøː˧
世界	se˨˩kaːi˨˩
世界上	seː kaːjtiŋ
世界有名	se˨˩kai˨˩ u˥˧mian˨˦
世界第一等	se˨˩ka˥˥te˨˩ i˥˩tiam˨˩
世界觀	se˨˩ka˥˥ ikwan˨˩
世界观	sẽ˥˥kai˥˥kuan˥˥
世界貿易組織	se˨˩kaːi˥˥ tsit˦
世界贸易组织	se˨˩kaːi˥˧ meŏ˧˧ jak˨tsɔ˧˧ tsit˦
世紀	se˥˩ki˥˧
世纪	se˥˩ki˥˥
世纪大道	se˨˩ki˥˧tai˨˩tʰo˨˩
世袭	sip˨˩
世襲	sip˦
世說新語	se˨˩sat˦ sin˩˦ i˥˥
世说新语	sæ˥˥sat˦ sin˥˦ i˥˥
世面	seɾviˈa
丘	kˈu
丘逢甲	k˨˩u˥˧hoŋ˨˦kak˥
丘陵	kʰiu˥˧lĩŋ˨˦
丙	bja˥˩
丙洲	niŋ˨˩a˥˧tiu˨˩
业	dʒap
业主	ʒaptsou
业余	ɟʰɔ̀ːaː
业务	dʒa boː
业绩	ap˨tʰip˨˩
丛林	tsʰŋ˨˩lim˨˦
东	taŋ˥˥ tʊŋ˥˥
东亚	taŋ˨˩ a˥˧
东交民巷	taŋ˥˥kau˥˥ bin˧˧ hãŋ˥˥
东京	tãŋ˨˩kĩã˨˩
东京晴空塔	tãŋ˨˦kĩã˨˩ tsit˦kʰũŋ˥˥ tʰak˨
东北	ta˥˥ŋ˨˦pɑ˥kʰ
东北易帜	tãŋ˨˩ pak˥˥ ji˨˦tsi˥˧
东北虎	taːŋ˥˧pak˨˩ʰoː˥˧
东北风	tãŋ˥˥pɑ˥˥xwã˥˥
东南	tãŋ˥˥ nãm˨˩
东南亚	tãŋ˥˥na˥˧m˥˥a˥˧
东南卫视	tãŋ˥˥la˥˧mue˨˦ si˥˧
东南汽车	tãŋ˥˥nãm˥˥kʰi˥˥tsʰa˥˧
东南西北	tɕaŋ˥˥saj˨˩pak˥
东南风	tã˥˥la˥˧m˥˥ hoa˥˥
东厂	taŋ˨˦ tsiu˥˧
东周	tõŋ˨˦tsiu˥˧
东埔	taŋ˥˥pɔ˥˥
东学党	tũŋ˥˥haːk˨˩tʰɤŋ˥˥
东学党起义	tʰɔːŋ˥˥hak˨˩ tʰi˧˧ ji˧˧
东家	tʰau˨˩ke˥˥
东山	taŋ˨˦sũã˥˥
东岸	tãŋ˥˥hŋ˥˥
东方	toŋ˨˩hʊŋ˥˥
东方朔	tʰʊŋ˨˩hʊŋ˨˩
东施	toŋ˥˥ɕi˥˥
东施效颦	tʰŋ˥˥hɑʊ˨˩˦ pĩn˨˩˦
东晋	tŋ˨˦tsin˨˦
东晋是中国历史上的一个朝代。	sŋ˥˥tseŋ˨˩
东条英机	toŋ˥˥tiau˧˧in˥˥ki˥˥
东林党	tũã˥˥lim˨˦ tʊŋ˥˥
东海舰队	taːŋ˥˧hai˥˧ram˨˩tuːʰj˨˩
东皇太一	tʰŋ˥˥hʊŋ˨˩ tʰa˥˥ i˥˥
东石	taŋ˥˥tsio˨˩
东离剑游纪	tũŋ˥˥li˥˧ ziam˥˧ ju˥˧ki˥˧
东窗事发	toŋ˨˩tsʰŋ˥˥si˧˧hŋaŋ˥˥
东罗马帝国	taŋ˨˩lɔ˥ma˥˧ te˨˩kok˨
东胜神洲	tŋ˥˥sin˨˦ tsiu˥˧
东芝	tũŋ˥˥tsi˥˥
东莞	taŋ˨˦kuan˥˥
东西	taŋ˥˥sai˥˧ mŋ˥˥kĩã˥˥
东西南北	taŋ˧˧saj˧˧ dam˧˧pak˨ˀ˩
东西塔	taːŋ˨˩sǎi˥˧tʰaː˥˩
东边	tãŋ˥˥pŋ˨˩˦
东部	taŋ˥˥pɔ˥˥
东风	tʰŋ˥˥ hŋ˥˥ ta˥˥kwɑŋ˥˥
东风日产	tʰŋ˥˥hʊŋ˥˥san˥˥
东食西宿	tʰŋ˨˩˦si˧˧sẽ˥˥ sĩu˥˧
丝	sˈi
丝瓜	tsʰi˥˧kʰe˥˥
丝绸	si˥˧tiu˨˦
丝绸之路	si˥˧tiu˧˧tsi˥˧ lɔ˥
丞相	sin˥˧ sioŋ˨˩˦
両	lˈiʊ
两	nɐ̃ŋˈɛnʲˈu
两全其美	ljoŋ˨˦tswan˥˧ki˨˦ bi˧˧
两处	tĩã˨˩
两岸	ljoŋ˨˦ga˥˧naŋ˥˥hŋ˥˥
两栖动物	lioŋ˧˧tsʰe˥˧toŋ˨˩mu˥˧tʰ
两河流域	ljoŋ˨˦ hɤ˥˥ liu˨˦ iak˨˦
两爿	dŋˈpuːjˈ
两败俱伤	ljoŋ˨˦pa˥˥jku˧˧sioŋ˥˥
严	ɟʝam
严复	lɛːm˧˥hɔːk˥
严家淦	ɟiam˨˩ ka˥˥ kam˥˥
严峻	niam˥˧tsun˧˧
严嵩	ɢan˨˦ sioŋ˥˥
严格	dʑa mke
严肃	iam˨˦ sok˨
严谨	jam kin
严重	iam˨˦tioŋ˨˦
並	lɪŋ˧˧
丧事	sõŋ˥˥si˥˧
丧权辱国	sũŋ˥˥kuan˨˩lɔ˥kok˥
丧葬	sõŋ˨˩tsʊŋ˥˥
个	gɛ
个人	ko˩˥ːntsi˩˥ː
个人所得税	ko˥˥lĩn˨˦ sĩ˥˧ tĩã˨˩ sĩ˥˧
个体	kɔ˥˥tʰe˥˥
个别	kɤ˥˥pjɛ˨˩˦
中	tioŋ˧˧
中世紀	tioŋ˨˩se˨˩gi˥˧
中世纪	tioŋ˨˩se˨˩ki˥˧
中介	tioŋ˨˩ka˥˥ai˥˧
中佐	tioŋ˨˩tsɯ˥˥
中共	tioŋ˨˩ kioŋ˨˩
中关村	tioŋ˨˩ kuan˥˧ tsʰŋ˥˥
中兴	tioŋ˨˦ hĩŋ˥˧
中医	tioŋ˨˩i˨˦
中午	tioŋ˨˩ɔ˨
中华	tioŋ˧˧ha˧˧
中华人民共和国	tioŋ˨˩hɔ˥˥niu˨˦ tioŋ˨˩ hɔ˥˥kɔ˨˩la˥˥
中华民国	tioŋ˨˩ha˧˧ piŋ˨˩
中华民族	tioŋ˨˩hŋa˥˧mian˥˥tsok˨
中华电信	tioŋ˥˧fa˨˦tian˨˦ sin˨˦
中华革命党	tioŋ˥˥hŋa˧˧ kiat˦ piŋ˨˦ tʰonk˥
中南海	tioŋ˨˩ lam˥˧hai˥
中南部	ioŋ˨˦ nam˨˦ po˨˦
中原	tioŋ˥˥uan˥˧
中原大战	tioŋ˥˥uən˧˧ ta˥˥e˨˦ʈʂian˥˧
中原大戰	tioŋ˥˥uan˨˦ ta˥˥i˨˦tsian˥˧
中古	tioŋ˨˦kio˥˧
中国	tioŋ˨˦kok˨˩
中国人	lioŋ˨˩ kuok˨laŋ˨˦
中国人民大团结万岁	ŋ̍˩˧lian˨˩ tʰou̯̯˧tʰan˨˩kʰei̯̯˧˥ mɐn˨˩sɵy̯˧
中国人民银行	tioŋ˨˩kok˨ di˧˧ miŋ˨˦ un˧˧ haŋ˧˧
中国共产党	tioŋ˨˩kok˨˩ kioŋ˨˩san˥˥tʊŋ˥˥
中国制造	tioŋ˨˩kok˨˩tsẽ˥˥tsɔ˧˧
中国国民党	tioŋ˨˩kok˨˩ kok˨ bin˨˦tʰou̯˥
中国城	tioŋ˥˧kok˥˥sĩã˨˩
中国官媒	tiongkok kuã˥˥mɥi˥˩
中国文化	tioŋ˨˩ kuok˨bun˨˦ hɔ˧˧
中国梦	tioŋ˨˩kok˨˩ba˥˧ŋ˥˥
中国电信	tioŋ˨˩kok˨ ti˥˧en˧˧ sin˨˦
中国石化	tioŋ˨˩kok˨tsie˧˧ hwa˥˧
中国石油	tioŋ˨˩kok˨˩ tɕio˨˩ iu˨˦
中国移动	tioŋ˨˩kok˨˩ʰi˨˩tõŋ˥˥
中国联通	tioŋ˨˩kok˨˩lientʰ˥
中国近代史	tioŋ˨˩kok˥ kun˨˦tai˥˧ si˥˧
中国远征军	tioŋ˥˧kok˨˩uaian˧˧tsin˥˧ kun˥˧
中国银联	tioŋ˨˩kok˨˩ un˧˧lian˨˦
中国银行	tioŋ˨˩kok˨˩yn˨˩haŋ˧˧
中國	pioŋ˥˧kok˨˩
中國人	tiam˨˩koŋ˥˥laŋ˨˦
中國人民銀行	tioŋ˨˩kɔ˧˥ li�n˨˩miːn˨˩haːŋ˧˧
中國共產黨	tioŋ˨˩kok˨˩ kioŋ˨˩san˥˧ tʰon˥˥
中國國民黨	tioŋ˥˧kok˥˥kou˥˥min˨˦tʰou˥˥
中國城	tioŋ˥˧kok˥˥sĩã˨˩
中國夢	tioŋ˨˩ ko˥˥kau˥˥ pa˥˥ŋ˥˥
中國文化	tioŋ˨˩kɔ˧˥buən˧˧hʷaː˧
中國石化	tioŋ˨˩kok˨ tsĩã˨˩xwa˥˧
中國石油	tsioŋ˨˩kok˨˩ tɕjɛ˨˩ u˥˧
中國移動	lioŋ˨˩kok˨ i˨˦tõŋ˥˥
中國聯通	tioŋ˨˩kok˨˩lientʰ˥
中國近代史	tioŋ˨˩kok˥ kun˨˦tai˥˧ si˥˧
中國遠征軍	tioŋ˥˧kok˨˩uan˧˧tsin˥˥ kun˥˥
中國銀聯	tioŋ˨˩kok˨˩ ũn˧˧nian˨˦
中國銀行	tioŋ˨˩koku˥˧n˥˥ hãŋ˧˧
中國電信	tioŋ˨˩kok˨˩ ti˥˧n˥˥ sin˨˦
中壢	lioŋ˨˩liã˨˦kʰ
中士	tioŋ˥˧si˥˧
中央	tioŋ˨˩
中央一套	tioŋ˧˧joŋ˨˦sit˦tʰap˨˩
中央七套	tioŋ˨˩jɔ˥˧ŋ˥˥ tsit˦tʰɔ˨˩
中央三套	tioŋ˨˩sa˥˧ tʰɔ˨˩
中央九套	tiŋ˥˧aŋ˥˥ kau˧˧˧tʰɤ˥˩miu˧˧tsʰu˨˩aʔ˨
中央二套	ioŋ˥˥ioŋ˥˥li˨˩˦ ʰ
中央五套	ioŋ˨˦ioŋ˨˦ ŋ˨˩a˥˧ʰtʰɤ˧˥
中央八套	tioŋ˨˩ joŋ˨˦ pʰue˥˧ tʰɤ˧˧
中央六套	tioŋ˨˩n˧ak˥tʰɔː
中央军	tioŋ˨˩joŋ˨˦ kun˥˧
中央军校	tioŋ˨˩ un˥˥ hɑ˥˥
中央十一套	tioŋ˨˩joŋ˧˧tsap˦˥it˦ʰtʰɤ˥˩
中央十三套	tioŋ˨˩joŋ˨˩tsas˧˧sa˥˥tʰɔ˨˩
中央十二套	tioŋ˨˩jɔːŋ˥˧tsam˧di˧˧ tʰoʔ˨
中央十套	tsioŋ˥˥ioŋ˥˥tsa˥˩k˨ʰtʰɔː˧
中央四套	ioŋ˨˩ioŋ˨˩si˥˧ tʰɤ˥˩
中央处理器	tioŋ˨˩joŋ˨˩tsʰi˥˥li˥˧kʰi˥˧
中央政府	tioŋ˨˩ iŋ˥˧tsĩã˥˥ u˥˧
中央电视台	tioŋ˥˧joŋ˥˧te˨˩sĩ˥˧tai˨˦
中央研究院	tioŋ˨˩ jɔ˥˥nkiŋ˥˥ i˥˧
中央處理器	tioŋ˨˩ tsit˦i˥˧li˧˧ki˥˧
中央軍	ioŋ˨˩ uən˨˦
中央軍校	tioŋ˥˧jʊŋ˥˧suən˥˧hau˥˧
中央銀行	tioŋ˨˩joŋ˧˧mun˨˦ hãŋ˧˧
中央银行	tioŋ˨˩joŋ˥˧ mun˥˧ haŋ˧˧
中央集权	tioŋ˧˧joŋ˧˧tsip˨˦kwan˨˦
中央集權	tioŋ˥˧joŋ˥˧tip˨˦kuan˨˦
中央電視台	tioŋ˨˩jʊŋ˨˩ tiŋ˨˩ sĩ˥˧ taːi˨˦
中奖	tioŋ˥˧tsioŋ˥˧
中子	tioŋ˨˦tsi˥˧
中学	tioŋ˨˦ u˧˧
中将	tioŋ˨˩tsioŋ˨˩
中將	tioŋ˨˩tsioŋ˨˩
中尉	tioŋ˥˧ui˥˧
中山北路	tioŋ˨˩san˥˧ pa˥˥lɔ˥˧ɔ˥˧
中山舰事件	tioŋ˥˧sa˥˧laŋ˨˦si˧˧kĩã˥˥
中山艦事件	tioŋ˥˧san˥˥laŋ˨˦si˧˧kĩã˥˥
中年	tioŋ˨˩nean˧˧
中庸	tioŋ˨˩joŋ˨˦
中心	tioŋ˨˩sin˨˩
中性	tioŋ˨˩sin˥˥
中成药	tioŋ˨˩sin˨˦ i˥˧a˥˧
中文	tioŋ˨˩ uən˨˦
中文名	lioŋ˨˦bun˧˧mĩã˨˦
中旬	tioŋ˨˩suən˧˧
中暑	tioŋ˨˩si˥˧
中書省	tioŋ˨˩su˥˧sian˥˧
中枢神经	tŋ˥˥tsʰu˥˥sin˨˦ kĩŋ˥˥
中枢神经系统	tioŋ˨˩ tsʰu˥˥sĩŋ˨˩kiŋ˥˥ he˨˦tʰʊŋ˥˥
中枪	tioŋ˨˩tsĩŋ˥˧
中校	ljoŋ˨˩hau˥˧
中槍	tioŋ˨˩ tsĩŋ˨˩
中樞神經	tioŋ˥˧tsʰu˥˧sin˥˧
中樞神經系統	tũŋ˥˥ tsʰu˥˥sĩŋ˨˩ kiŋ˥˥ he˨˦tʰʊŋ˥˥
中毒	tioŋ˨˩ tʰõ˧˧
中波	tioŋ˨˩pʰa˥˧
中獎	tioŋ˨˩tsioŋ˨˩
中研院	ioŋ˨˩ gi˧˧ji˧˧
中秋	tiŋ˥˧tsiu˨˦
中秋节	tioŋ˨˩ tsiu˥˧tsie˥˧
中立	tioŋ˧˧ rib˨˦
中篇	tioŋ˨˩pʰi˥˥
中統	tioŋ˨˩tʰʊŋ˥˥
中统	tioŋ˨˩tʰʊŋ˥˥
中考	pioŋ˨˩kʰo˥˥
中興	tioŋ˥˧hĩŋ˥˥
中英联合声明	tioŋ˨˩ iŋ˥˥tian˨˩hap˨˩sĩŋ˥˥mĩŋ˧˥
中英聯合聲明	tioŋ˨˩ in˥˥lian˨˦hap˦sĩŋ˥˥mĩŋ˧˥
中药	tioŋ˨˦
中華	tioŋ˨˦xwa˧˧
中華人民共和国	tioŋ˨˩ha˨˦tsĩ˥˥mĩ˧˥ keŋ˧˧ hue˨˦ kok˨
中華人民共和國	tioŋ˨˩ hã˨˦ liŋ˨˦ viŋ˧˧ kiŋ˥˧ hɤ˥˥ kõŋ˨˩˦
中華料理	tioŋ˥˧hwa˥˧liau˨˦li˥˩
中華民國	tioŋ˨˩hʰat˦ min˨˦kok˨
中華民族	tioŋ˨˩hŋa˥˧mĩ˥˥tsú˥˧
中華臺北	tioŋ˨˩pɔ˥˥tai˥˧pa˥˥
中華電信	tioŋ˧˧ha˧˧˧tiən˨˦sin˥˧
中華革命黨	tioŋ˨˩hŋa˥˧siaʔ˨mian˥˥tʰon˥˥
中藥	tioŋ˨˩ iɔ˧˧
中西區	ɛːɔ̃s˦eːɛːkups˦
中規中矩	tioŋ˥˧kʰi˧˧ tioŋ˥˧
中规中矩	tioŋ˥˧kue˥˥tioŋ˥˧ki˥˥
中途	tioŋ˨˦to˨˦
中醫	tioŋ˧˧i˥˧
中間	tioŋ˨˩tʰaʊ˥˧
中间	lioŋ˨˩tʰau˨˩
中队	tioŋ˨˩tʰy˨˩
中隊	tioŋ˨˩tu˥˧ai˧˧
中雨	tioŋ˨˦ho˨˦
中風	tioŋ˨˩hoŋ˥˥
中风	tioŋ˨˩hoŋ˥˥
中餐	tioŋ˨˩tsʰan˥˥
丰	hũŋ˥˥
丰富	hʊ
丰收	hŋ˥˥siŋ˥˧
丰泽	hũŋ˥˥tiat˦
丰泽广场	hʊŋ˥˧tiat˨˦ koŋ˥˥ tiŋ˥˧
丰田	hũŋ˥˥tian˨˦
丰臣秀吉	hoŋ˥˥siu˥˧ ket˦
丰衣足食	hʊŋ˥˥
串	kuɔ˥˧
临安	lim˨˦an˥˩
临床	n˥˥im˥˥tsʰən˧˧
临时	li˥˧am˨˩ si˧˧
临水夫人	pɔ˥˥lim˨˩˦ma˥˩
临沂	n˩˩˦im˧
临界事故	lim˨˦ ka˥˥ ai˥˧˧si˨˦ ko˥˥
临界点	li˥˧m˥˥tai˥˧tiam˥˧
临边	liã˥˧mi˥˧
丸子	ja
丹参	tan˨˩səm˥˥
丹參	tən˥˥sən˥˩
丹田	tan˥˥tian˨˦
丹麦语	tˌænmˌikkˈi
为	fɔ˥˧
为人	viːvˈɛn
为什么	ui˥˧sian˥˨mi˥˥
为时已晚	ue˧˧si˧˧ i˥˧ buan˨˦
