1	tjˈe
中央	tsiŋ˨˦ jɑŋ˨˦
中央军委	tsʰŋ˨˩jʊŋ˨˩ vi˧˧
中央政府	tsʊŋ˨˩˦jʊŋ˨˩˦ tsɪŋ˥˥fuː˧
中央財經大學	kʰo˥˩
中央集权	kʰŋ˥jɔːŋ˧sìbkʰæːn˧
中学	tsʊŋ˨˩hɔːk˥
中學生	tsʊŋ˨˩hɔːk̚˨sian˨˩
中山大学	hɔːk̚˨
中山大學	tsʊŋ˨˩san˨˩tʰɐi̯˧˥
中庸	tsʊŋ˨˩˦jʊŋ˨˩˦
中庸之道	ʈʂʰʊŋ˥˥jʊŋ˥˥ʈʂɚ˥˥tɕjɛ˥˥
中心	tɔ̃sjʊ̃
中心指	tʊŋ˨˩˦sin˨˩˦tsi˥˧
中性胎	tsʊŋ˨˩sin˥˥tʰa˧˧
中文	tsuŋ˨˩uən˨˩
中文系	tɕʰʊŋ˨˩˦kuən˨˩˦tɕʰi˥˩
中新社	sŋ˥˥sin˥˥sa˥˥
中枢神经	tsʊŋ˥˥su˥˩seŋ˨˩˦kɪŋ˥˥
中條山戰役	ʈʂʊŋ˨˩˦ɕjɛn˥˥tjɛ˥˩
中流砥柱	lʊŋ˨˩˦ljoʊ˨˩˦ taɪ˥˥ʈʂʰu˥˥
中游	tsʊŋ˨˩
中环中心	faːn˧tsʊŋ˥
中生代	sũŋ˨˩san˥˥tʰa˥˥
中科大	sʊŋ˨˩fɔː˧tʰaɪ˥
中立	kioŋ˨˩lib˥˩
中线	tɕjũŋ˨˩˦sian˥˧
中英街	tsʊŋ˨˩jiːn˨˩kaːi̯˧˥
中華	ʈʂʰʊŋ˨˩˦fa˥˥
中華人民共和國	tsʊŋ˥sɑːn˥miːn˨ kʊŋ˥
中華民國	tsʊŋ˨˩˦fa˨˩˦mɪn˨˩˦keən˥˩
中華臺北	tʰɑ˥˥
中華街	tsʰũŋ˨˩fa˨˩ka˥
中银大厦	sʊŋ˨˩˦uən˨˩˦tʰaɪ˥˥ha˥˥
中間	ʈʂ kan˥˥
中间	tʊŋ˨˩ kaŋ˥˥
中队	toɬnːoːjɔ
丰产	fɔŋ˥˥saːn˩˩˦
丰富	fɤŋ˥˥fu˥˩
丰富多采	fɤŋ˧˥fu˥˩sʰan˥˩
丰湖书院	fu˧˥ su˥˥jɛn˥˩
丰田	fɔ˥˥
丰盛	fũŋsən
丰臣秀吉	fʊŋ˨˩siːn˨˩ siːu˥
丰臣秀赖	fʊŋ˨˩siːn˨˩tsiːu˥˧laːi˥
丰顺	fũŋ˨˩suən˥˥
串	tsʰwan˥˥
临危不惧	liː˧˥ puːj˧˧ put˦˥
临桂	ljˈom˨˩kweɪ˥˥
临死	lim
临海	liem˨˩hʰoi˥˧
临近	rm˥n˥
丸	mɒn
丸都	uatu
丹	t̚˨˩an˥˩
丹凤朝阳	tan˥˥fŋ˥˥tsʰau˨˦joʊ˨˩˦
丹南	tan˨˩ lam˨˩
丹麦	tam˧a
丹麦语	tan˨˩ma˥˩ʔi˥˩
为什么	tʃiɛrθim mɔː
为什么过年没水	tsʰœ˥mɐi˧˥ kɔːŋ˥˥ jɐn˨˩ ma˨˩sɵy˥
为名	vi˥˧ im˥˥ian˥˧
为数	vojˈʃu
为期	ɛɲiiːkiː
为老不尊	vɯ˧˥ laʊ˥˩pu˥˧tsuən˥˥
为虎作伥	tsʰu˥˥
主	ʂu˥˩
主人	tsu˥˩n
主人公	tsu˥˩n˥˥im˥˥ kʊ˥˥
主客观	tsu˨˩ha˥˧kŏn˥˥ wan˧˧
主张	tɕy˥˥tɕy˥˥
主張	tɤ˧˥
主要	tsu˨˩˦jɑʊ˥˥
主觀	duːkwn˥
主观主义	tsy˥˧ kwan˨˩ tʰi˥˩ i˧˥
主角	tsuko
主銷內傾角	ʈuːsiau˨˩nweɪ˥˧ kʰɪŋ˨˩˦ kʰɤ˥˩
丽江纳西族自治县	hik˥˥koʊ˨˩˦nɑ˥˥ʃu˨˩˦ tɕʰip˨˩˦ sɯ˥˥ʂu˨˩˦pian˨˩˦
举	y
举一反三	i˥˩fan˥˩saːm˥˥
举不胜举	kip˨˩sinti˥˩
举案齐眉	kion kehe mi
举行	yɛn
举足轻重	i˥˥tsok˨tsiŋ˥˥ʈʂʰɥŋ˥˥
举重若轻	i˥˧tsʰoʊ˥˥ jok˨ tɕʰjɛŋ˨˩
乃服衣裳	nei̯˩˧jiː˧
久而久之	kiɯ˥˧i˥˧tkiu˥˧tsɯ˧
么	mɑ
么个	mugʁ
么人	maɲɛ
么鬼	makwe
义务教育	ni vu kau iu
义愤填膺	ti˥˥fn˥˥tɕjɛn˨˩˦
义无反顾	ni˥˧fu˥˧ fan˥˩
义薄云天	ŋ˩˩˦i˥˩ pʰok˨˩ luən˧˧tʰian˥˥
之	tsɯ˥˥
之一	tsɯ˥˩i˨˩˦
之中	tsi˥˧tɕjʊŋ˨˩˦
之后	sa˨rˈ hel
乌	v
乌合之众	w˧˥hɑ˥˥ɕʈʂu˨˩˦ ʈʂ
乌暗天	aɪŋ˥˧kʰan˥˩
乌泥	vone
乌蝇	u˨˩˦
乌鲁木齐	vʊ˥˩lʊŋ˨˩ m˥˩tɕʰæ˥˥
乌鸦	u˨˩˦a˥˥
乍	tsaː
乏	fˈap
乐不思蜀	lok˨ w˧˥sɯ˥˥sot˦
乐乐	laːnˈlɑ
乐于	laˈiː
乐园	lɔ˥ˈjeːn˨˩
乐得	lˈɑtə
乐昌	lɔːk˨tsʰɔːŋ˥
乐此不疲	n˥˥oʊ˨˩˦ tseʊ˧˧pʰi˧˥
乐视	laqaːd
乒乓球	pĩ˥˩n˧˧baŋ˥˥ tʰiu˧˧
乔	kiau˥˧
乔木	kʰiau˥˧mok˨
乘客	sin˨˩ha˥
乘風破浪	sin˨˩fʊŋ˧˥pʰɔ˥˥ lɔːŋ˧˥
乘风破浪	ʂən˧˥fɤŋ˧˥pɔ˥˥lɑŋ˥˩
乙丑	jit˦ tɕʰiŋ˥˧
乙亥	dʒet hoʝ
乙卯	jˈɛ maːʊ
乙巳	jɛ˨˩˦ sɯ˥˩
乙未	ɑjɛt mɔj
乙炔	zækːæ
乙酉	jˈɛt jˈu
九	dˈem
九一八	lɛːlnɛːpɑʔ
九九归一	kiu˨˩ kiu˨˩ ku˧˧ i˥˧ʔit˦
九五之尊	kiu˥˧m˥˧tsit˦tsun˧˧
九十	kiu̯sɛp
九國公約	ki˥˧u˥˧ku˥˧ai˧˧ kũŋ˥˥ jok˨
九天观	ki˧˥
九州	kiuʒu
九州客家	ioʄ˨˩iu˥˧hák˨ ka˥˥
九月	ki�a˧˧ nẽ˧˧ ki�a˧˧ nẽ˧˧
九死一生	tiu˨˩si˥˧ʐy˧˧sang˥˥
九点	kiu˨˦tiam˥˧
九牛一毫	kiũ˧˧niu˧˧ nip˨˩ hau˥˧
九牛二虎之力	tiuɔ˧˧nifu˧˧tsɯ˥˩ʈliːn˧˥
九降風	kiu˥˧ koŋ˥˥ fũŋ˥˥
九龍	kio˨˩ lɔŋ˨˦
九龍塘	ki˥˧u˥˧ljʊŋ˨˦ tʰɔ˥˥
乞丐	kʰian˨˩ ku˥˧a˥˧i˥˧
乞食	kia̯˧˥sit˦
也	dˌiːzə
也罢	ja˥˥
也许	lja˥˧
习	sˈip
习惯	tɕukwãn
习惯成自然	sikkan˥˥sŋ˨˩˦tsɯ˥˩ɥœn˧˥
习近平	tɕʰjɛ˥˥pʰɪŋ˧˥
乡亲	sioŋ˨˩tsĩ˥˥̚in˥˧
乡里	tʰjɛn˨˩˦li˨˩˦
乡间	saːmˈtan
书	y
书信	fɔː sˈin
书刊	tsuːkɔːn
书名	su˥˩
书架	suka
书桌	ʂu˨˩˦ ʈʂɑʊ˥˩
书香门第	ɑʊ˨˩˦tɕy˥˥laŋ˨˩˦mən˧˥ti˧˥
买	mˈaɪ
买主	na˥˩ɕu˥˩
买椟还珠	ma˥˥e˨˦tʰau˥˧fan˨˦tsu˨˩
乱	dʒoːn
乱作一团	lɔ̄n˧tɕaːk̚˨˩it̚˨˩ʰɔːn˧
乱舞	laŋˈhuː
乳汁	guːtɕʰyːp˨˩
乳源	ji˧˥
乳白色	hɛ̄ːpʰaː˧k̚˨˩ʔst
了	liau
了解	liau˨˦ki˥˧
争先恐后	tsan˨˩san˨˩ tʰiu˥˧hiu˥˧
争分夺秒	tsian˥˧ fun˥˥ tʰot˦m˨˩ miau˥˧
争奪戦	tʰatʰtʰiŋ˥˥
争得	tsan˨˩ te˨˩
争权夺利	tɕaŋ˥˩ʔkʰʰn˥˩tʰan˥˩liːʰ
争气	tsiŋ˨˩hi˥
争议	tsɑːnˈiː
争辩	tsaŋ˨˩pʰjɛn˥˥
事	sˈoː
事业	sɯ̟ːɲːə
事半功倍	sian˥˥pan˥˥tsiŋ˨˩˦pʰɤ˨˩˦
事实	sɯ˥˥
事情	kɤ˥˥su˥˩tɕʰɪŋ˥˥
事无巨细	sɯ˥˥u˨˩˦ ti˨˩˦
事物	si̠˨˩ i˥˩
二	ni˥˩
二万	ni˨˩˦
二二八事件	i˥˥ɕi˥˥kian˥˧
二十	ni˥˧sik˦
二十七	niː sɤ tʃhit
二十万	ni˥˩sɛ˥˥ma˥˥n
二十傳	ni˥˧sɤ˥˩t˥ʰʃʰɔː˥˥n
二叔	nso
二哥	pɲikau
二婶	n˩˩˦i˥˩ʂɤŋ˨˩˦
二手	nisu
于良史	i˥˥ljɑŋ˨˩˦ sɯ˥˥
于都	ni˥˩ɦtu˥˥
于鹄	i˧˥fou˥
亏	kʰoːliː
云	rʊ̃ŋˈ
云圖	i˧˥ tʰu˨˩˦
云层	uən˧˧tʰaŋ˨˩
云彩	uən˥˧tsʰaɪ˥˥
云集	wɨn˧tsit˦
云霄	suən˨˩˦ɕjɑʊ˥˥
云霓之望	hŋ˥˥ e˨˦ke˥˥mɔːŋ˨˦
互相	fu˥˧sian˨˩
互联网	fu lɛ̃ˌˈlɛːmˌlɛːmˈ
互聯網	fu˥˧ len˨˩˦mioŋ˨˩˦
五	ũŋ
五万	ɤŋ˨˩˦man˥˩
五代十国	m̩˨˩hɔːi̯˥
五光十色	ŋ kʊŋ tʃiːp ste
五凤楼	m˧˥fʊŋ˥˧lɛʊ˨˩˦
五十	m sɯm
五华	m� a
五华县	m˥˩fɑ˥˥jɛn˥˥
五和	mh fo
五四	la si˥˩
五四运动	ŋ˥˥si˥˩ vin˧˧tʰʊŋ˥˥
五子者	m̩˨˩˦tsɯ˥˩
五官	mkoan
五岳	mwa
五月	ɤŋˀ˥
五月节	nˈɛ
五步蛇	mɔː pʼɔ ʃaː
五湖四海	tʰi˧˧tsu˧˧s˨˩ hoɔ˨˩˦
五穀豐登	m˥˩kʰok˨f˥fʊŋ˥˧tʰæːm˨˩
五羊	m la
五羊城	mhioŋ˨˩sǎŋ˥˥
五羊邨	ŋ˥˥jœːŋ˨˩ tʰon˥˥
五脊六兽	ŋ˨˩˦tsiaʔ˦lok˨siŋ˥˥
五脏六腑	ŋ˥˥tsʰaʊ˥˥ljoʊ˨˩˦fu˥˧
五色	mmm sɛ
五色旗	m˥˩sik˦
五花大绑	mfaʔsaipo
五華	mh fɑŋ
五華客家話	m vaː hakaːvaː
五華話	nˈvava
五谷丰登	um kufun keŋ
五霸強	ŋ paˈkio
五颜六色	ŋnɛnɬɛ raitse
五鳳樓	n fɔn lɛʁ
井	tiaŋ˥˧
井冈山	tsiaŋ˨˩ koŋ˥˥tsai˥˧
井岡山	siaŋ˥˧kɔ˨˦ŋ˥˥sian˥˧
井底之蛙	sit˦ taɪ˥˥tsu˥˧ wa˧˧
井然有序	tjɛn˨˩˦ ju˨˩˦ si˥˩
井裡汶	tsan˨˦li˨˩uən˧˧
亚庇	a˥˥pi˥˧
亚洲	plat̪iːeːoː
亚运会	aːzun˩˦ f˥i˥˧
亚马逊	maːsuən
些	sia˥˧
亞洲	tɕʰiu˨˩˦
亞馬遜	ɑmɑsʊn
亞齊	a˥˥tsʰe˥˥
亡国	kɾˈɛst
亡羊补牢	mɔːŋ˨˩ jʊŋ˨˩ fuːlɑʊ˧˥
亡羊補牢	mɑŋ˧˥jɑŋ˥˩ʔu˨˩˦lau˥˩
亢身	hoŋ˥˥sin˨˩
亢龙有悔	pʰŋ˨˩lʊŋ˨˩ juː˧˧tsʰuː˧˥
交付	kau˥˩fu˥˧
交出	kaʊ˥˥tɕʰu˥˥
交友投分	kaːu˥˧ji˧˧ tʰɛːŋ˨˩ fuːn˥˥
交换	tɕau˥˧wɔːn˥˥
交界	kʊ˥˥kʰɔ˥˥
交纳	kaːna
交货	tɔ˧˥fɔ˧˥
交通大學	tʰɐi̯˨˩hɔːk̚˨
交通工具	tʰʊŋ˨˩kʰʰi˥
亦	lɛ̃
亦步亦趋	pʰu˥˥jit˦ tɕʰi˧˥
亦若是	jɪ˧˥ŋ˨˩˦ jɕ˥
产业革命	sɐn˨˩p˨ káp˨ mɪn˧˥
产后	sãn̪t̪ hæw̜
产品	sǎn˥˥pʰin˨˩
产地	fǎn˥˧tʰiː˨˩
产权	san˥˥tʰjɛn˨˩˦
亩产	mʲew˨˩sak˥
享受	hœ˧ŋ˨˩ siu˥˧
京东	kint˨˩ŋ˥˥
京九铁路	sɛnktɕiuː tiat˥˩ lõŋ
京京	kian˨˦ kian˨˦
京城	kin˥˥ sin˨˩
京基一百	kiŋ˥˥kij˥˥ip˦pa˨˩˦
京师	kioŋ˨˩sɯ˧
京广铁路	kĩ˧˧hʰŋ˥˥ tʰan˧˧lu˧˧
京東	kiaŋ˨˦ tʊŋ˨˩
京沪高铁	sian˨˩ su˥˧kau˧˧ heŋ˥˥
京都	dˌiːzəm tˈu
亮光	ljoʊ˥˧koʊ˨˩˦
亮相	lioŋ˨˩sioŋ˨˩
亲信	tsʰin˨˩ sin˥˩
亲家	tsi˥˧ ka˥˥
亲密无间	tʃin˥˥mi˥˧ u˥˧ kan˥˥
亲朋好友	n˥˥au˥˧
亲本	tsʰin˥˥pun˥˥
亲生	sŋ˥˥
亲缘	tɕʰɪŋ˧˥jɛn˨˩˦
人	nˈe
人世	nɪn˨˩˦sɯ˥˥
人之初	nʈʂɚ˥˥tsʰɯ˥˥
人们	ŋ̟˩˦in˥˩ mun˨˩˦
人來人往	n˥˩n˧ʔw˧˥ jnn˥˩ oŋ˧˥
人偶	n˩˩˦j˥˩u˥˩
人傑地靈	n˧ʔt̚˨˩ʰt̚˨˩iʰhlŋ˧n
人公鬼	it˦ kũŋ˥˥ kʰe˨˩˦
人参	sin
人口	ninkau
人员	neˈnʲeːn
人和	gin fɔː
人声	ni˨˩˦sɑŋ˥˥
人大	n˩˩˦in˨˩˦tsʰaɪ˥˥
人夫	nfu
人头攒动	ĩ˥˥ tʰi˧˥u˧˧tsʰon˥˧tʰʊŋ˥˥
人客	n˧˥aŋ˨˩˦
人家	n˩˩˦i˨˩˦nɕa˥˥
人山人海	n˧san˥˩jin˨˩ hɔːi˨
人心不古	ĩ˧˧ siũ˧˧
人所食	n tsu˨˩˦
人手	ni˧˧sio˨˩˦
人来人往	iːn˧nɔj˧iːtʰbou˧
人民	nʲen˧˥mɛn˧˥
人民大众	m̩˨˩tʰaːj˧zou̯
人民大会堂	nˈoʊ nˈoʊ sˈiːeˈwˈfɑntˈʰwˈ
人民大學	n˥˩ɪn˧˥mɪn˧˥tʰaʰe˥˥hɔːk
人民日報	n˩˩˦in˧˥mi˥˩n˧˥ni˧˥pa˥˥
人物	iːt̚˨˩bɯ˧˥ wɔːt̚˨
人生	n˥˥sã˥˥
人畜	tĩ˥˥ m˥˩ tʰʰoʔ˨˩˦
人称	nín˥˧tɕʰɪn˨˩˦
人稱奇	ɪŋ˨˩˦tsɯ˧˥u˥˩ tʰi˨˩˦
人类	nˈe nuˌj
人道主义	ni˨˩˦tʰɑʊ˥˥tsu˥˩ni˥˩
人遺子	n˥˥i˨˩˦ ʈʂɚ˥˩
人間天堂	nin˨˦ kan˥˥tsʰiən˧˧tʰɔ˧˧
人间天堂	ngan˥˥ tʰiən˧˥tʰaŋ˨˩
亼	tɕjʊŋ˨˩˦
亿	jˈɛ
亿万	ˈaɪ fˈan
什么	mˈɑk pˈaɪ
什麼	suf mɔh
仁	tɕin˨˩
仁化	ɪn˨˩˦fɑ˥˥
仁愛	jĩən˨˩ ɔːi˥
仁慈	ɪŋ˥˥tsɯ˥˩
仁杰	iŋ˨˦tɕjɛn˥˧
仅	m
仅次于	tɕyn˨˩˦tsɯ˥˩i˨˩˦
仆人	fu˥˧nʲin˨˩˦
仇	siu
今下	kĩ˥˥ ha˥˥
今何在	kĩ˥˥ hɔ˨˦ tsʰai˥˨
今儿	ĩ˨˩˦ tɕian˥˥
今夜	kĩ˥˥ ja˥˧
今天	tɕĩã˨˩n˥˥
今年	k̚˦˥em
今年春夏時裝（时装）題目係童心，當生趣。	ki˥˥m˥˥ian˥˧tsʰuən˥˧ha˨˩ tsi˥˧ tsoŋ˨˩ tʰi˥˥mɔ˥˧hɛ˨˦ tʰũŋ˥˥sĩ˥˥ tʰŋ˥˥sĩ˥˥an˥˥tsĩ˥˥
今擺	kĩ˥˥ta˥˧i˨˦
今日	tuin˦˥
今日昂布	kina˥˥am˥˩pu˥˩
今晚夜	kianmanɟʰa
今晡夜	jɔːkɔːa
今晡日	kian˨˩pu˥˩nit˦˥
今暗晡	karaːnˈbu
今朝	kĩ˧˥tsa˥˩o˨˩˦
今朝晨	kʰiːn˨˩m̩˨˩tʰou̯̯˧seŋ˧
今来	kĩ˧˥ lɔːj˨˩˦
今生	kĩ˥˥sa˥˩luː
今生今世	sŋ˥˥ seŋ˨˩
今蝉蜕壳	hĩ˧˥ saːn˨˩ kʰui˥˥ hɔ˨
介	kiai˥˩
介入	kˈɑkʌjnˈe
介紹	sau̯˨˩
介绍	ka˥˥ɛ˨˦siau˥˧
介绍信	kaːi˥˧sɑːfˈin˥˥
仍	jɪn˩˧
仍然	dʒiːn˨˩ jen˧
从	sʰoŋ˨˩
从化	tɕʰʊŋ˨˩˦fa˥˥
从化市	ʈʂʰʊŋ˨˩˦fa˥˥
从善如流	tʰi˧˥ tʰi˨˩˦ tʰoʊ˨˩˦sian˥˥y˧˧ljoʊ˥˧
从容不迫	ɕʰʊŋ˨˩˦jʊŋ˥˩ pʰaɪ˥˥
从此以后	tɕjʊŋ˨˩˦tsɤ˥˩i˥˩xoʊ˥˩
从而	tsʰʊŋ˨˩˦li˨˩˦
仔	ˈaɪ
他	dˌiːzə
他们俩	tʰaːmɔ̀n ɔ̙jɔː
他用	a˥˥
付款	su˥˧kʰan˨˩
仙人跳	sie˥˧njin˥˧tʰiau˨˦
仙草	sian˨˦tsʰɔ˥˧
仙骨	sian˨˩tʰau˧˧ tʰau˧˧ʰɤt˦
代	tʰɔ̀ːiː
代数	pʰɐiː˧˥ sʊ˥˩
代表	tsʰuaʔ˨wel˨
代表会议	tʰãĩ˧˥ɛ˧˥piaʊ˨˩˦vĩ˥˧ni˧˧
代謝	tʰa˥˥ i˥˥tsʰĩã˨˩
代謝率	tɕʰa˥nut̚˨˩
令	plʲaŋ˥˩
令狐楚	lin˨˦ fu˧˧tsʰɯ˥˧
令（謎語）	lɪn
令（謎）	lian˨˩˦
以	fɔː
以上	i˥˩stɔ˥˥
以下	i˥˩a˥˧
以为	se
以人为鉴	ni˧˥nweɪ˨˩˦ kã˥˥
以人為鑒	i˧˥nei̯˩˧wɐi̯˨˩ kɐm˥
以利于	i˥˩ li˥˩i˧˥
以前	i˨˩˦tɕjɛn˥˩
以少勝多	siŋ˨˩tʰɔ˧˧
以少胜多	i˥˥ɕjɛ˥˥sin˨˩˦ tɔ˧˧
以德报怨	i˥˩tk˥kʰa˥˥ jɛn˨˦
以德服人	i˥˧tɕatʰok˨ jiːn˨˩
以成先生	i˥˥sən˨˩ sin˨˩sã˥˥ɔ˨
以来	i˨˩˦laɪ˥˩
以眼还眼	ʲiːnʲɛn vajnʲɛ
以眼還眼	i˨˩˦ ŋan˥˩ wan˧˥an˥˩
以简驭繁	i˨˩˦ kɑ˥˥fɑŋ˨˩˦
以簡馭繁	ji˥˩ kɐn˥˩ ni˥˥
以西	i˥˩fɪ˥˥
以身作则	i˥˥ sĩ˥˥n˥˥tsok˨
以身作則	i˥˧sen˨˩ tsok˨
以防	i˥˩fɔː˧
仨	sãːm
仰不愧天	jʊŋ˨˩ fut˥˩sʰui˧˧ tʰieŋ˧˧
仰会知	lɔːjti˨˩
仰做得	n˧˧e˨˦ tsʔ˦ te˨˩
仰望	n˩˩˦io˨˩˦mou˥˩
仰般	n˧ʌŋ˥˥pan˥˥
仰般讲	niŋ˨˩man˧˧kɔ˧˧
仰角	ŋ˥˥ kʊk˨˩
仰起	n˨˩ioŋ˨˩˦hi˥˧
仲	tsʰʊŋ˥˥
仲恺新区	tɕʰoŋ˨˩˦tʰa˥˥sip˦kʰi˨˩˦
仲裁	tsʰŋ˥˥tsʰuaɔ˧˧
件	tʃan
价值	ka˥˥tɕit˦
价格	kaka
任	nˈim
任人唯賢	ŋĩ˥˥ɪn˨˩vĩ˧˥ʂian˥˥
任凭	n˩˩˦im˥˩pʰi˧t̚˨˩
任務	nʲinːvu
任勞任怨	ŋ˥˥lau˨˦ ŋ˥˥jɛn˥˥
任天堂	ne̞˨˩˦m˥˩tʰi˨˩˦tʰɔ˨˩˦ tʰuɔ˧˥
任弼时	jin˥˥ pʰu˨˩˦tsy˨
任教	n˧
任期	im ki
任职	i˥˥m˥˩tɕʰjɛ˧˥
任重道远	ioŋ˨˩˦ʈʂʊŋ˨˩˦tʰau˧˥ i˧˥
份	fɯ̞n
仿效	fou˥
企业家	tʰiː˥˩tap˨˩kaː˧
企業化	tʰiː˥˧ɲap˨˩faː˩˩˦
伊	i˥˩
伊利汗国	lɛ̃˨˦ tʁˈaːkˈɛːtˈ
伊尔汗国	ni˧˧ hõːn˥˥ keŋ˧˧
伊朗伊斯兰共和国	ilau̯ rizlan kiu poˈket
伊犁	i˥˥laɪ˨˩˦
伍	um
伎	kʰi˥˥
伏	tɔ̃
伏尔加	fɔːk̚˧
伏特加	voːˈpigaː
伐	fak
休	fiu˥˥
休息	tsiŋ˨˩
众口铄金	tʰŋ˥hŋ˥˥hŋ˥˥hŋ˥˥ hŋ˥˥kim˨˩
众志成城	sʊŋ˥˥ʈʂɪ˥˥sŋ˥˥sŋ˥˥
众所周知	sɔ˥˧ti˧˧
优异	ɕ i˥˩
优待	ɪu˨˩˦tʰaɪ˥˥
优步	ˈɛˈʌpʰɛ
优衣库	tjɛn˨˩˦li˥˩tsʰu˥˥ tɤ˧˥
优酷	ɕ
伙房	fɔ˥˥fɔ˥˥ŋ˧˧
伙计	kʰoː�ʔkiː
伙食	fou˥
会	boɪ
会后	fuː jˈu ˈhæl
会昌	weɪ˥˩ʈʂʰɑŋ˧˥
会计	kʰt̚˨˩
会议	fɔˈniː
会议室	fou˥˧n˥˥sik˥
会长	fi˥˧tsʌŋ˨˩˦
伟大	ʔue˧˥ tʰaŋ˨˩˦
传感器	tsʰon˨˩ kam˥˥ hi˥˥
传来	tʃænˈloj
传统	tʃæntɔːm
传记	tʃɒːnkiː
传遍	tn˥˥pjɛn˥˥
伤兵	sɔŋ˧pʰin˥
伤感	ʃˈan kˈam
伤痕	ʃˈaŋhˈan
伪装	tɤ˧˥sõŋ˨˩
伯	wɑŋ
伯公	pak˥oŋ˥˧
伯姆	ˈɑŋ mˈeɪ
伯婆	bat˦pʰa˥˥
伯濟	pat˦zi˥˧
伯爵夫人	pak˨˩ kʰu˧˥ fu˧˥ nĩŋ˨˩
估算	kʰuː san
估计	kukˈe
伴侣	pʰi˥˩ li˧˥
伸	siːn
伸張	sin˨˩tson˨˦
伸撦	tɕʰyn˨˩˦tsʰa˥˥
似乎	sufu
似水流年	tsɯ˥˥su˥˩i˥˩ljoʊ˨˩˦n
似的	tsɯ˥˥
佃	tʰjɛn
但	dˈan
但愿	tʰan˥˩
位	vaj
位置	vi˥˧tɕi˥˧
低地德语	tʰâi̯tʰiːʔtet̚˨˩niːʰ
低层	lɐi˨˩tsɛːn˥
佐	tsuɔ˨˩˦
佐時阿衡	tsuɔ˥˧sɯ˥˧ ɔ˨˩˦ fɛŋ˧˥
体	tʰi˥˩
体型	tʰi˥˧in˨˩
体态	i˥˩tʰa˥˥
体格	tɛː˧˥ taː˧˥
体系	thi˥˧ hej˨˩˦
体育课	ki˥˧iu˥˧kʰai˥˧
体表	ti˥˧piau˨˦
体長	tʰiː˥˧ʈʂoŋ˨˩
体面	xi˥˥mjɛn˥˩
何	hɔ˥˩
何人	tianxu˧˥ tt˥tsɯ˥˩ la˥˥ʂu˨˩˦ tianxu˧˥ɕtɕʰjɛ˧˥ʈwɤ˧˥
何在	xɔ˨˩˦tsʰai˥˥
何日君再来	hʰɔ̀ːn˧˥iː˧˥ kʰiuːn˧˥tsɔː˥˧i˥˧lɔːi˨˩
何遵約法	hɔ˨˩tsun˥˧ i˥˩
佗城	tʰɔː˧sǎŋ˥˥
余	i˥˩
余畑龙	sa˥˧sɛ˥˧ riũŋ˧˧
佛冈	fɯ˧˥kɔːŋ˧˥
佛山	ibˈusˈæn
佛岡	fut̪˥ koŋ˨˩
佛经	fokːin
佛道帳	fit˦tʰaʊ˨˩tsʰɔ˨˩
作	tso
作价	tsok˨ ka˥˥
作出	ʈʂɤŋ˨˩˦tsʰu˨˩˦
作到	tɔ̙t̚˥˩ɔ̙
作品	tsok˨pʰiŋ˥˥
作响	tsak˦sioŋ˨˩
作图	tsaŋ˨˩tʰuːm˨˩
作坊	tsok˨fɔːŋ˧˥
作声	tsiŋ˨˩ xiŋ˥˥
作客他鄉	tsok˨ha˥˧kua˧˧tʰa˥˧hioŋ˥˥
作成	sok sin
作曲	tsak˦
作曲家	sok˨ kʰɯ̞ka˥˥
作案	tsok̚˦ɔːn˥˥
作正字	ʈʂɚ˥˥ɕʂɚ˧˥
作死	tɕoksi
作為	tsɑʔ˨wɛː˥
作茧自缚	tsok˨ jiən˥˧tsɯ˥˧pʰjoʊ˨˩˦
你	ne
你们	m̩˨˩˦ t̪ɛ˧˥nɑ˥˩
你们俩	ni˥˧mun˨˨liõŋ˥˧
你吃午餐【eat lunch】没？	ni˨˩˦seɪ˥˩ʈ mɔ˧˥
你吃早餐【eat breakfast 】没？	m˥˥se˥˩ tsau˨˩˦mɔ˧˥
你在做什么?	mho˥˩tsuɔ˥˧ma˥˩ai˨˦
你好	ŋ˨˩hoʊ˨˩˦ni˨˩hoŋ˨˩˦
你好，请问医院在哪里？	ni˨˩˦ʰ tɕʰjɑʊ˥˥mɔ˥˩ i˧˥aɪ˥˥ hɔ˥˥a i˨˩˦
你妈妈不喜欢你	ja˥˥mi˨˩˦m˥˩ʈʂuŋ˥˥jɐn˥˥ni˨˩˦
你要	ji˨˩˦ ɑi˥˥
你要发财吗？	nei̯˩˧jɐu̯˩˧faːt̚˧tsʰɔːi̯˨˩ maː˩˧
佢	tiː
佢兜	tʃi teu
佢這隻月業績（业绩）當好。	ki˥˥ liatʰiannek˨˩tsit˦tʰauŋ˨˦ ho˧˧
佳人	ka˥˥ɪŋ˥˧
佳境	kã˥˥ki˧˧n˥˧
佳宜	i˥˥
佳能	ka˩˥ːnɛn
佳處	ka˥˥ʈʂʰu˥˥
使	sɯ˥˩
使毋得	seunbe
使馆	tsɯ˥˥ kwan˨˩˦
侃侃而谈	kʰan˥˥kʰan˥˥i˨˩˦tʰɑŋ˧˥
侄	pʰiːt̚˨˩lɤ˥˩
來	lɔːi˨˩˦
來之不易	lua˧˧tsɯ˧˥ pɯ˥˥i˥˥
來賓	lɔːj˧p̚˥˩n˧
