1	yks
dubnium	tupnʲau̯
dušš	tʊɾs
düsproosium	ɟˈɛzprˈoːsjˌu
düün	en
džiip	dʒip
džinn	dʒˈin
džässmuusik	tʃɒzmuzɒk
e	ɛɛ
eakas	jɑːkːɑs
eales	eɒles
ebaaus	epaɾos
ebaisekus	eːpɑisekːus
ebajärjekindlus	epɑjɑriɑkinluŋs
ebakindel	eːb̥ɑkind̥el
ebakorrektne	epæˌˌkoˌˈrekoˌˈtnˌe
ebakõla	ɛˈɛbaːkˈlˈla
ebaloomulik	epɑlo�tʃk
ebameeldiv	epameztʃi
ebamugav	epamukav
ebamäärane	epɑme̞ɦarɑn
ebanormaalne	ɛpanormale
ebaoluline	ebɑɔlulini
ebaolulisus	epaaluʝus
ebapraktiline	ˈepaprˈaktiːlˈinˈ
ebapädev	ababatˈem
ebapädevus	ebɑapeːtɛvɑs
ebapüsiv	epapysˈiv
ebard	dɛpɔrtɛ
ebardlikkus	ebɑrd̥likːus
ebaseaduslik	eːpaːsjɑd̥uslikː
ebaselge	ˈʌnɛpˈosˈemiːke
ebasünnis	e̞pasynnis
ebatasane	epaˈtasaˈne
ebatavaline	epəaːtɑrwaːɭiːnɑ
ebateaduslik	eːb̥ɑteɑd̥uslikː
ebatervislik	epaːtɛrvisnʲiːk
ebatäpne	ebatæpːʲː
ebatäpsus	ebɑtɛpsus
ebatõenäoline	ebɑtojnaɑɑline
ebatõhusus	epatːˈogozˈus
ebavajalik	eːb̥ɑvæjɑlikː
ebaveenev	epaːveenev
ebaõiglane	epoɾoiklɑne
ebaõiglus	e̞paːʊiːklus
ebaõnn	kipoin
ecuador	ekuator
eda-ines etti	ed̪aː iːn ezitːi
edasi	e˨˦t˥a˥˥siː˨˦
edda emilie uudre	ˈeːta emɪlˈie uːtrɛ
edel	ˈeðeːl
edeneb	eteːnəp
edgar	tkɑɾ
edu	ædˌɔ
eduard	tɛduːɑrd
eduard tubin	ɛtwɚt tupiŋ
edukas	ed̥ukːɑs
edusamm	ˈeðoˈsɑm
eeldama	eɾatɑmɑ
eeldus	eeld̪us
eelis	e̞lis
eelista eestimaist!	e̞lʲis̺t̪a eːs̺ti mæi̯s̺t̪
eelkooliealine	ælgˈoːlɑːlʔiːnæm
eelmised	iːlmisˈt
eelmäng	eːlmænk
eelroog	elrok
eemal	eːmæl
eemalduv	eelduβ̞
eemale	eˌmɑˌle
eemaletõukav	eːmɑletɤukɑv
eerik	eˈrik
ees	es
eesel	ˈeːsel
eeskujulik	eːsˈkojˈulikː
eesmärk	eːsmɑːrkː
eesrindlik	eːsʲrinːlːik
eessõna	e̞s̺s̺on̪a
eest	eʃt
eesti	estim
eesti keel	estikell
eesti käsitöö	eːstiː kæsi tøːvø
eesti vabariik	estiva bãn
eestikeelne	eːstikielˈnæ
eestimaa	estima
eestis	vi
eestlane	ɛslame
eetika	etikːɑ
eeva	ɪvɑ
efemeriid	æθmɾiːt
egeuse meri	ˈeː ke ˈuse meˈri
egiptus	eɣ̞ipt̪us
egoism	eˈgoˈism
egoistlik	e̞g̊o̞ʲistlik
egüptoloog	ekiptoːloːk
eha	aɦ˥
ehe	axe
ehitaja	ehitːɑjɑ
ehitama	ˈehitˈtɑmɑˌ
ehitati	ehitɑtˈti
ehitis	ekitsi
ehitus	eχitos
ehk	f
ehtsus	ɛçtsʊs
ei	hˈe
ei investeeri	ej investˈrɪ
ei jõua	e˨˩lɔ˥ː
ei kuulu	likulo
ei lähe	tei̯˧lakaː˧
ei ole	ej˧˥
ei olnud	æjˈoːl nˈuːt
ei osanud	ejjɔsɑːnɔt
ei oska	jospa
ei saa	ˈeːsɑː
ei saaks	iː sɑks
ei sisalda	ejsi sɑldɑ
ei taha	e̞i̯ taʃa
ei tea	eɪ̞tɪ̞a
ei tohi	ti˨˩to˧˧hi˧˧
ei või olla	ɛivɑj oˈlˈlɑ
eidapere	ˈeɪtɑpɛrɛ
eike langerbaur	eike lɑŋgɛr pɑor
eile	ɪ̞jɪlæθ
eilne	ɛjlnæ
eine	eiʝnæ
einevõileib	iʲnɪ̞wɯ̞jɫɛjp
einsteinium	entʃtˈeiːnjˈu
eit	eɪt
ekliptika	ekliptˈɛkːɑ
ekraan	ekrn
eks	ˈɛks
eks ole?	eksoːla
eksam	əksam
eksemplar	eɣ̞semploɾ
ekshibitsionism	ekibijtʃjɔnˈiʃmi
eksida	eksida
eksima	ɛːkʰsʲimːɑh
eksimatu	e̞ksimɑtˈtu
ekskommunikatsioon	ekskuˈnˈikˈatioˌn
eksootiline	tekisuːtʲilinæ
eksperdi	ekspɛrtj
eksperdid	ɛksperdiːt
ekspert	ɛkspɛrt
eksporditoll	eɣ̞spoɾt̪it̪oʝ
ekspress	ɛkspɾɛs
ekspressionism	ɛkspɾesioŋism
ekspressionist	ekspɾessinist
ekstern	ekstɛrn
ekstraktiga	eɣ̞st̪rpt̪jɣ̞a
ekstsentrik	əkˈsentrɪk
ekstsentrilisus	eksts̺ent̪ɾilis̺us
ekvatoriaal-guinea	ɛkɔtːɔriːaːlginɛa
el salvador	el sˈalβatoɾ
elada	iːlaːtɑ
elagu	eloko
elama	elma
elamu	elamu
elamuslik	elɑmuslikː
elan	hɪlˈɑn
elanud	elɑnɔt
elas	elas
elasin	eslaɣ̞ĩŋ
elastne	elɑstne
elastsus	elast̪s̺us
elatakse	elɑtˈtɑksˌe
elatud	elæˈtˑud̥
elav	ɛlˌɔ
elav kala ujub vee all.	elɑb̥ kɑlɑ ujub̥ beː ɑl
elavhõbe	ˈæləˈʌvhˈøbə
elbiku	ɛlbˈɛkːo
elegantne	jækɑntnæm
elegantsus	elekɑntsus
elekter	elektær
elektrik	elˈɛktɾik
elektrikala	ɛlɛktr̥ikɑlɑ
elektrimahtuvus	elektrimɑhtug̊us
elektrivool	elektriˈvˈɔl
elektrokeemia	elektɾokeemja
elektronmikroskoop	ʔɛjlɛkʔtɕn˩˩˦n˩˩˦tot̚˨˩rp
elektronoptika	elektrõn̪pt̪ika
elektroonika	elɛktronilkːɑ
elektrotehnika	ɛlɛktɾotɛçnika
element	elemɛnt
elementaarne	e̞lẽmẽn̪t̪orn
eleri	elari
elevandiluurannik	æleventiloːrɑŋniːkː
elevant	æ̹læːvɑːn
elevantlased	ɛleβanklaset
eliit	li
elisabeth	elʃabe
elitaarsus	elitˈaˈɑrsʊs
elitism	elitˌtˌisˌmɑ
ellen niit	ɛlːənniːkː
ellips	ɛllips
elmo nüganen	lmonnyˈ kˈɑːnən
elsa	elsˌa
elu	beno
eluaeg	labaːjˈk
eluhoog	luːk
elujõud	lalw˧j˥˩oʊ˧˥
elukaaslane	elːukɑːslɑnˈne
elukoht	eːluːgoħt
elukutse	eˈluːkutsːa
eluline	ħlulɪna
elulookirjeldus	ælʊnɔʊfjrˈɛndʊs
elus	elus
elutarkus	ɛluːtɑrˈkˈus
elutuba	elutupõ
elutähtis	elˈudˈɑħældˤusˤ
eluvisadus	neruːzisɑːvˈsiːz
eluvorm	elˌɔvɔrm
elva	elvæ
ema	ma
emad	eˈmɑːt
emadele	emɑdele
emajõgi	emajokʲi
emakeel	ɛmaːkeːl
embrüoloog	embreolog
embrüoloogia	empɾˈɪɔlˈɔkˈe
embus	empos
emmaste	emmastɛ
emotsionaalne	emotːjˈɔnˈalnə
emu	imˌʊ
emumägi	imumeki
enam	ənˈɑm
enam-vähem	iːnɑnbæhem
enar jääger	en ˈɑriːˌeɑ ˈeɣeɾ
end	ɪn
endale	entˌɑˈle
endine	ɛndjne
endisaegne	e̞ɲːitis̺aæɛkne
endokrinoloog	endɔklɛnɔllɔ
endokrinoloogia	ɛndɔkˈrˈinɔlɔgˈia
endometrioos	entometrioʃ
endoskoop	ˈɛndoʃkˈop
endoskoopia	jˈɛndoskˈɔplja
endotsütoos	eŋdɔtsitɔsj
energia	enɾja
energiline	enɾˈkileˈne
enesekeskne	enɛʃekeeste
enesekindel	ẽnesekint̪el
enesetapp	d̪emẽn̪θet̪a
enn	en
ennast	enˈɑs
ennatlik	enˈatlik
enne	ɛnːɛ
ennetav	ɛnːɛtːɑv
ennäe	ˈændnˈaɪ
ent	ent
entomoloogia	entomolokɛa
entroopia	entropia
entsüklopeedia	enkykloːpːeːrioː
eoon	ˈeɔn
epideemia	epidɛmjɐ
epidemioloogia	epidˈɛmˈeologiˈ
epiloog	epilog
episkopaalkirik	epbiskupˈpɑˌlkilikˌ
epistemoloogia	epistˈɛmˈolokˈia
epitsenter	epitʃentər
epohh	epˈɔ̃
era	ɛɾa
eraelu	eraelu
erakond	ɾaːkont
eraldus	ɛraldɔs
eramaa	ɑramɑːn
eramaja	ɛlamɒiːmɒ
erasmus	eraːsmuz
erastamine	ærɑstamine
erbium	rpio
erekollane	kerɑjˌkɔnˌlɑni
erepunane	irenbulan
ergas	ɛrkas
eri	eri
eridanus	ritanuz
erika	eljka
eriline	riliˈne
erinev	ɾiːnəm
erinevus	ɛrɪnebuʃ
eristamatu	eris̺t̪amat̪ːum
eristatav	eɾistoto
eriti	eritːe
eritrea	eritria
erki kahro	kɛːrkɛː kħrɛw
erki nool	erkˈi nˈoːl
erkki-sven tüür	ɾkʲɪs vʲɛn dʊɾ
ernesaks	ɛɾnezaks
ernst idla	ɛrnʃtjtlɑː
ernst julius öpik	ɛnst jˈu wəz ˈɛpɪk
ernst põdder	ɾʊ̞n sɯ̞t bɯ̞tɑɾ
erootiline	ɾɔtɪlinɛ
erosioon	ˌeɾosjˈon
erra	eɾɾo
erutav	ˈeˌrutːɑv
ervin	ɾɾβ̞il
ese	se
eset	ɛːsˌeɪt
esietendus	eʃiettenð̞ʊ̞s
esik	esik
esilekutsumine	esilekutsːumine
esimehe	eʃiːmæhæ
esimene	etʃtʃiːmmɛnɛ
esimese	esimæse
esindus	esindʊs
esinemine	æsjæmɪ̞næ
esiosa	ˈeɪsɪəʊˌsaː
esisünd	vˈɛʃiˈisjˈuˈeɪnd
esitada	esitætɑ
esitama	esʲitˈtɑmɑ
esitlus	esitˈlʏɾ
esitähtlühend	esitˈɑðlˈyˈhɛnˈt
esmajärguline	ɪ̞smɪ̞ɦarɪ̞kɔlʲɪne
esmaklassiline	esmaglasilina
esmaspaev	ʃtʃtʃmˈɑːrʃpˈæɾ
esmaspäev	ˈesmˈosvˈaɪən
esmaspäeval	esmɑspæːvɑl
esmaspäevani	ɒːsmɒːsqɑːnˈiː
essu	esso
ester mägi	es teɾmakjw
estivatsioon	ɛʃtivadʒon
et	hep
et anda	et̪ãn̪d̪a
et anda paremini kui saada	hetɑ ɑnd̥ɑ pɑremini kui sɑːtˑɑ
et kinnitada	e̞t̪kiːnit̪a d̪a
etaan	et̪t̪o̞n
etaananhüdriid	ettaːnænhˈydrˈi
etaanhape	æˈtanhɑːbæ
etanool	etːanˈoːl
etendama	etːɛndɑmɑ
etendas	estas
etendus	et̪end̪uz̺
etioopia	etjopia
etnoloog	ɛtɾoloːk
etnoloogia	ˈɛtnɔloːkjɛm
etnotsentrism	etnotsentrism
ette	etːe
ettekandja	et̪t̪ekãn̪t̪e
ettemakse	etːemɑkse
ettenägelik	etːenæg̊elik
ettenähtud	etːenæhtud̥
ettepanek	d̪eseɾbonaest̪
ettevaatamatus	ˈet̪t̪evaɾˈdɑmɑkˈseɾ
ettevaatlik	ˈettɛvɑːtlˌikː
ettevaatust	etːevɑːtˈtust
ettevõte	ɛtːɛvʏ̞tːæ
ettevõtja	etːɑvɤitːæ
etümoloog	etːømˈlˈɑˈk
etümoloogia	ettymoloːkæ
etüülhape	ˈɛtˈyːlhˈapə
euro	ˈjɔrɔp
euroopa	eʊrˈɔpˈpˈɑ
euroopa kaelustäks	euroˈopˈpɑkɑ elusˈteks
euroopasse	ɛwrɔˈpɑsɛ
euroopium	ewrˈupːjˈw
eurooplane	ɛwropanɛ
eva	pɛjvɔ
evald	eːwˈɑlt
eveline	eveline
evi	ɛɾɨ
ewert	ɛβ̞eɾ
f	f
faasan	fɑːsˈɑn
faili	faijili
faksi	fokse
falklandi saared	falklændi sɑɾɛd
fanatism	fãn̪t̪akt̪ism
fantaasia	fantˈokʰʊʃɛ
fantastiline	fantaʔɛstjlɪna
farmakoloogia	tarmɑqɑlɑkɑ
fašism	fɒʃiːsm
felix oinas	fʲælʲiksɔ̯inɑːs
feminism	femɲisme
fenkol	senkol
fenool	fɛnɔn
fenotüüp	fenˈɔ̃typ
feodalism	fjɔdɔɛʑm
ferdinand johann wiedemann	fɛrdinˈant jˈohˈan vˈidˈɛmˈan
fermium	femjug
fidži	fitʃe
filantroopia	filantropːia
filee	file
filipiinid	filepːinit
film	fˈɪlm
filosoofia	pˌiːlosˈofˈˌɛ
finaal	finoɾ
finaali	finoˈli
finantskriis	finskɾˈeis
finiš	fɪˈnɪʃ
flamingo	flamiko
flandria	flandria
fliis	fls
floora	tsi˨˩˦
flora	flˈoːra
floristika	flˈoɾˈistiʃˈkˈa
fluor	flˈuɾ
fluoriit	florid
flööt	flˈøːt
foneetik	fonatik
fonoloog	fɔnɔlɔːk
foolhape	fˈɔlhˈæp
forell	oɾiːl
formaliin	formaliːn
formalism	foɾmalisp
forvo	fˈorvˈo
fosfor	poˈsfɔɾ
fosforhape	fosforhˈapːɛ
fossiil	nˈɔs
foto	fɔtːɔ
fotod	fətˈtˈ
fotodel	poˈtˈɒdɒl
fotograafia	fɔtɔgraːfjɛ
fotokeemia	foktokeimja
fotokoopia	fotoˈkoˈpˈiˈæ
fotokopeerima	tɔtɔtpɛrɪmɔ
fotomeeter	fotːometːɛr
fotosüntees	fokˈtˈleseʝˈnt̪e
frantsium	frantsˈju
fregattlind	rekaʲtlinð
frida	bɾitɑ
friisi saared	fɾiːzi sɑɾɛt
friisimaa	friːsimaːn
ftaalhape	lufttalapˈˈɛm
fumaarhape	fumarhapːæ
funktsioon	funktɕon
futuroloog	futuɾɒlɒk
futuroloogia	fut̪uɾɔlɔkja
fänn	fˈɛn
fännid	fãnˈnɪːt
fännide	femnitæ
fääri saared	fæhˈriː sɑˈræt
föderalism	fɛd̪ɛralˈism
fööniks	fɛːniks
fülogenees	fulokeneʃo
füsioloog	tˌiʃˈiˈɔnˈɔtˈɑ
fütokeemia	fit̪t̪orkiemia
fütoplankton	sɪtˈaˈplˈanˈktan
füüsik	fjsik
füüsika	fysˈikːɑm
füüsikaline	fyːsʲiːkːɑlʲiːne
füüsiline	ysi
g	ge
gaas	kɑːs
gabon	kapˈon
gadoliinium	qɑdˈɑliniːm
galaktika	kalɑktikːɑ
gallium	qælɬjɪw
galvaniseerimine	kɑlvɑniseːrimine
galvanomeeter	kalvɑnometːɛɾ
galápagose saared	kɑlɑpɑg̊use sɑːred̥
gambia	kɔmpja
garaaž	garaːʒ
gasell	qɑsˈl
gastriit	kastʁit
gastroenteroloog	kastroenteralok
gastroenteroloogia	kastroenterolokia
geen	geːn
gei	gˈeɪ
geiser	gɛisɛr
geneetika	kˈeneːtˌɪkːa
geniaalne	kenialn
genoom	kẽnome
genotüüp	ke˩˥ːnˈɔttup
geobotaanika	keːoˈpɑtˈænˌikːɑ
geofüüsika	kˌeˌoˈfyˌsikˌkɑ
geograafia	teografˈia
geokeemia	jaokimja
geokronoloogia	kenau̯kronoloɣ̞ia
geoloog	kʲaɔlog
geoloogia	keolɔkja
geomagnetism	keːomɑkneːtˈtis
geomeeter	kilmɛttɛ
geomeetria	keɔmettræˈa
geomeetriline	kiometrjljne
geotehnoloogia	geˌoˌtˌexnoloˌkia
gepard	ɟʝpaɾt̪
gerd kanter	bɛrt qɑntˈɛr
geriaater	kˌɛɾiɦoˌɑˌttˌer
gerli	kærle
germaanium	kermɑnjum
gerontokraatia	kʲerontokrɛtːja
gert jõeäär	akest eʃte eʃte
gert kullamäe	keɾt kulːamɛ
getriin	katrin
getter jaani	kætːɑr jɑːnɪ
ghana	kɑːnɑː
giid	gˈiːt
giidi	kiːdikiːdi
glamuurne	klamuɾn
glatsioloog	klatʃɛolɔk
glatsioloogia	klatsiɔlɔkja
glehni loss	kleni loʃ
globaalne	klˈopˈaːln
globaliseerumine	klob̥ɑliseːirumine
glutamiin	klˈuttaːmɪn
glütseriinhape	klʏtsɛrɛriːnɑpɛ
gnoseoloogia	knozɛoloɔkjɛ
golf	kˈol
gotland	gˈɑtlˈænt
grafoloog	krafˈolˈoːk
grafoloogia	krafˈfɔlɔkjɐ
gramm	kɾˈam
grammatika	kramatika
granaatõun	grandaːtəun
granadill	kranadɪl
graniit	kɾanit
gravimeetria	gravimˈeˈtrˈiˈa
greibimahl	gɾˈgeːtimˈɑhl
greip	tɹejp
greipfruut	kɾeipɾɔt
grenada	kɾˌinˈaːtɑːm
grete paia	kriːt˥ɛ paɪ̯a
grit šadeiko	kɾʲɪt ʃɑdɛ it kɑː
gruusia	kɾuːsja˥
gröönimaa	krnima
guatemala	kɔatɛmalɛ
guinea	kinao
guinea-bissau	kɪˈnæapisæo
guljašš	kˈuljˈaʃ
gustav	ko˩˥ːʃta˥˩
gustav ernesaks	kustɑ værne sɑvːks
guyana	kua
gümnaasium	gymnɑːsʲɪum
günekoloog	kynɛkːoloːk
günekoloogia	pyˈnækˌoloˌkiɑ
günekoloogiline	kyd̥ækkɑloːkiliːnæ
güromeeter	kromest̪e
h	xɑ
haab	hoːp
haabersti	aːpɛrsti
haabja	hɑːbɪj
haabneeme	hɒpnˈeme
haak	hɒːk
haamer	hamer
haanja	xaːnʲa
haapsalu	hˈɑːpsøːlˈum
haarama	hɑːrɑːmˈɑː
haaramatu	aːramatːu
haarav	hara
haaslava	hjˈɑːsnˈɑvə
haav	hɑːb
haavapalavik	æɑvɑpɑˈlɑvikː
habaja	abaja
habe	hobe
habekakk	hɒbˈɒkˈɒk
habemeajaja	ãpãimeajaja
habemeajamiskreem	ho˩˥ːbɛmɛ˥˩ːʋɛa˥˩ːlmiskrɛm
habeviires	hɒbɒviːrɒz
habitaat	aːpitːaːt
habras	ɐbras
hafnium	hofniːw
hageri	ˈakeɾa
hagudi	kɑkˈti
hahk	ɑk
hai	hæi
haige	æiːhem
haigla	hˈɛjˈɛklˈɑːg
haigur	ɑig̊ur
haigus	hajkɔz
hais	həˈiz
haisev	hæi̯sɛv
haistma	axaiːstoː
haiti	paiti
hajameelne	hɑjɑmeːl
hakk	pɑk
hakkama	haqqɑmɑ
hakkame pihta!	takːamɛ pʲihtɑ
hakkan	hɑːkːɑn
hakkija	hokkia
hakkliha	hokːlˈɪkhˈa
hakklihaga	ˤːliː˨ˑgə
hakklihamasin	okli˥˧hɑŋ˥˥mɔ˧˥sin˨˩
hala	hɑlɑ
halb	halp
halbus	alpos
haldus	hɑld̥os
haldusjaotus	hɑld̥osjɑɑtːos
hale	a
halinga	ɦælʲɪnkæ
haljala	jlɪ˧˥ɑlɑŋ
haljas	alˈiɐʒ
hall	ʁɛl
hall-kärbsenäpp	ɑlkɛrpsɛnɑp̚
hallhaigur	χɑjlχɑʕeχɑjɬχuɾ
hallhani	ɦælʕmi
hallikas	ɦɑjliːkːɑs
halliste	hælˈlɪkste
hallkibu	ælˈlˈkibˈu
hallpea-rähn	χælpe̞ʔɒːræhæne
hallpõsk-pütt	æilpɤiskɛpːit
hallrästas	alrestas
halltsiitsitaja	aɮtɕiːtɕiɕtäjː
hallõgija	hælˈlˈɾɛkiːjɑ
halogeen	alɔɣeɾ
halvasti	halvesti
hamba	hambˈa
hambaarst	xombɑrst
hambahari	hambaħriː
hambaravi	hɑmpɑravi
hamburger	amburgər
hammas	ambos
hammaskond	hamaʃkont
hammaste	amˈmaste
hammustama	hamˈmuːstɑma
haned	ɒːnæt
hanemalts	hɑnɛmɑːl
hanemuna	køk
hanerasv	panɛras
hanevits	ho˥˩ːnɛvits
hangelind	aŋgəlĩŋt
hani	ani
hanila	xanil
hankida	hæŋkiːdæm
hanna	pãnˈla
hannes	aːnˈmez
hannes hanso	unes anso
hanno	kono
hans	hˈɑnz
hantel	hɑntɛl
hape	χæppæ
hapnik	apn
hapnikumask	ʔapnkɔmaʃi
happemõõdik	hˈɑːpːɛmˈuːd̥iːg
happesus	hɑːpːɛsus
hapu	apːo
hapukapsas	appuːkapsas
hapukapsasupp sealihaga	hɑpːu kɑps ɑ sup seːɑlihæg̊ɑ
hapukoor	apo˥˩ːko˥˩ːɔx
hapukurk	hapːuqurq
harakas	ɑrɑkːɑs
harf	ɦoɾ
hari	hori
haridus	ɑrɑjtus
harilik	hɑrjɯ̞jɫʲɪk
harilikult	χəɺeːgikːuɾ
haritav	ɑritːɑv
hariv	ɦɑɾiːv
harja	harja
harjadel	harjadəl
harju	pario
harjumaa	harjo˩˥ːmaː
harjus	ɾiuz
harjutus	haretuz
harksaba-kajakas	ɑrksɑb̥ɑg̊ɑjɑˑkˑɑs
harku	ɦarku
harmooniline	armonil
haruldane	hɑrɫdɑnɛ
haruldus	ɑrɑldus
harv	ɑrv
harvad	hɑrvɑn
hassium	hɐˈsiːf
hauaööõud	ˈaʊwˈɑzjuːˈaʊt
haud	hau̯t
haug	hoːk
hašiš	hɑːʃiːʃ
hea	hæˈɾ
hea küll	jˈɑː gʏlˈli
hea meelega	hɛːɔ meː leːgɑ
hea tuju	ɛɦa tuju
head	hɛat
head aega	hiæˌɑ toˌ ɛˌkø
head isu	he atizho
head isu!	he˨˩˦a˥˧d ˥˥sum˥˥
head päeva	sat pa˥˩iːvɑ
head uut aastat	hˌiˌɑˌ ˈɑˌstɑˌt
head uut aastat!	heɑ du tæɑstɑt
head õhtut	he ðə fˈlt
head ööd	ɛɾdøːt
headus	ɦeatɔs
heakskiidu	heɑkskiːto
heameelega	kʰeː˥˩aː˧˥meː˩˧laiː˧˥kɔː˧
heasoovlik	jˈɑːsˈoːvlˌɪk
heasüdamlik	heæːsʏdæːmlik
heatahtlik	jɑːtɑhtliːkː
hedonism	edonis
heegeldama	hejkeldemɑ
heelium	elio
heeringas	hejlindɣɑs
hein	hejn
heinaste	ejnɔste
heinavanker	hei̯nˌɑvɑnˌkˌɑˌr
heinik	heˌiˌnˌikˌ
heinrich	hɛːnrɪç
heitgaasi	hetgaːsiːn
heitlik	hˈeɪtlˈɪk
heitma	hejtm
hekipõõsastik	əkːipɯːsɑːʃtikː
heksameeter	eksameːtˈteːr
hektar	hɛktʊ̞r
hektomeeter	hæktɔmetːɛr
helda	pɛldɒ
hele	hele
hele-urvalind	heleorvɑlʲind̥
heleflamingo	ɛlɛfamɪgo
helekollane	ɒlɒjˈkoːlɑːnɯ
helen	elãĩ̯n
helendav	tʃiːzilɛndɑv
helenurm	halɛnuɾ
helepunane	helebunani
heleroheline	ɦɛlroχælʲiŋ
helesinine	helesinine
heletilder	helˈetilˈtɛr
helge	hɪlke
heli	elj
helikopter	hˌɛlˌiːkˈɔptər
helilooja	helliloe
helin	hælɪn
helistab	helistap
helistage	plilist̪oke
helistama	ɛːlˌistɑmɔ
helju	heleo
helk	ælk
helkiv	elˈkiv
helme	ɦɛlmɛ
helmes	ɦɛlmæs
helsingi	ælʲtɪŋi
helsinki	helsiŋke
helve	el̪ve
hematoloogia	hemɑttoloˈkia
hemofiilia	hemofilia
hemoglobiin	emoklopin
henri anier	enræj tæjnæ jæɾ
henrik ojamaa	hˈɛndɾɪk koˈjama
henry	penren
hepatiit	həpnətiːt
herilane	ɦɛrjilane
herilaseviu	ˌeɾilasˈebjˈu
herkules	ɦerkˌulez
herman	permɑn
hernehirmutis	hɪ̞rmɪ̞hʲɪrmʏ̞tɪ̞s
hernes	ɦɛrnes
hernesupp suitsulihaga	ernɑ sups ʊitsuli hɑg̊ɑ
hertsog	ɛrtso̞k
hertsoginna	ertsoginna
hertsogiriik	ɦert̪s̺okiɾiːk
hertsogkond	ɪ̞rtʃɑkkɔnt
hetk	hˈˈɛtk
hetkel	hɪ̞tkæn
hetketuju	hetketuʝu
heuristika	æˈuristˈikːɑ
hibernatsioon	kibaɾnatsiːon
higi	kikːi
hiidsisalik	ki˥˩sali˨˩˦
hiidürask	hiːdʊɾask
hiie	dˌiːzə
hiiglaslik	ɦiːkɾaslik
hiilgav	hˈi
hiilgus	kiːlikus
hiilima	hiːlˈɪmˈmˈ
hiina	xino
hiina meri	kina meri
hiina rahvavabariik	çɯːna raħla ba bɑrɪk
hiinlane	hiːnlɑvɛ
hiir	siː
hiireviu	hiːrɛvjuː
hiis	hˈiz
hiiu	hˈio
hiiumaa	hi
hiline	il
hilisem	tʃiːzi
hilja	hˈiɛ
hiljaks	χjllæks
hiljem	ziljem
hiljem näeme	hʲiljem næemɛ
hiljuti	hiliytti
hille	dʒi
himustatu	imostato
hind	hint
hindamatu	hiːnɟamatːu
hindrek	intrɛk
hinduist	hʲindujʃt
hing	hŋ
hingama	tsinkama
hingekosutus	hiŋˈkeːˈkosutus
hinges (kuidas?)	hʲinkæs
hinges (kus?)	çinkes
hinna	hinnɑ
hinnangul	kinɑnɑkul
hippokrates	hepokɾatɛs
hirm	kɪ̞rʲɪn
hirmus	irmus
hirmutav	hʲirmutːɑv
hirmuäratav	kʲirmueɾatːau
hirs	kʲirɨs
hirss	kərs
hirv	hirvɯ
hispaania	ispɑnia
hispaanlane	hispɑːnlɑnɛ
histoloog	kʲiːstɔːlɔːk
histoloogia	iztɔllɔkja
hobi	hɔpi
hobu	hɔpɔ
hobujõud	hobujəud
hobukastan	hɒphæwˈkɒstin
hobune	hɔbunɛ
hoburästas	hobarɒsdɒɾ
hobuseid	koːˈpˈuːseid
hoiatab	χojatːɑk
hoiatama	hoiatːɑmɑ
hoiatavad	ɦoːnjɑtqɑβɑt
hoida	hoida
hoidis	hojitɪ̞ʃ
hoidma	xojdumɑ
hoiuraamat	ajˌoˌrɑɑmɑt
holland	hˈɑnˈlˈænd
hollandlane	hollandlane
holmium	almeɣ̞
holograafia	pɔlɔkraffiɛ
homme	homˈmˈa
hommik	homˈik
hommik!	hʊ̞mɪ̞
hommikueine	homikuejna
hommikul	omekul
hommikust!	homikvst
hommikusöögilauas	homikusɔjikilauas
hommikusöök	homˈikˈusek
hommikuvõimlemine	homikkɔvɔjɪmlɛminæ
homogeniseerimine	homokeniseːrimine
homoloogia	homoloːkia
homonüüm	oal
homseni	hoŋsæni
honduras	ontuːraz
honorari	xonorari
hooaeg	o˩˥ːak˥
hooaja	hˈuˈvɑjɑ
hoob	hok
hoolas	oɫɑs
hooldekodu	χoːlteːˈkətw
hoolikas	ɑˈlikːɑs
hoolitsetud	alitsɛtɔt
hoolitsev	ˈɑliːt
hooliv	hɔælɪv
hoomamatu	aˈmamato
hoone	hɔːne
hoor	hoɾ
hoov	hɔːk
hopa	hopa
horisontaalparallaks	korizontalparalˈaks
hormoon	hˈˈorˈmˈˈon
hormoonid	pormoːr̝iːt
horoskoop	xorɔsku
horvaatia	ˈorvaːtːɪa
hotell	htˈɛl
hugo	huko
hulgas	hulgɑs
hulja	xˈulja
hulktahukas	ulktɑhˈukːɑs
hull	hul
hulljulge	huljulkæ
hullumeelne	ɦʊlˈlˈumˈɛn
humanism	χʊˈmɑːnæm
humanoid	hemaːnuid
hummuli	xumulʲi
humoorikas	umorikɑsˈo
hundikoer	huːjˈndikoˈˈeɾ
hunt	xʏ̞nt
hurm	urum
hurmaa	bɔrma
hurmav	huɾmɑf
hurt	χurt
hurtsik	kurtsʲik
huul	huːl
huuled	hulət
huulepulk	odˈepˈul
huumus	fumʊs
huvi	huːvi
huvitama	ubitːɐmɐ
huvitav	hoviˈtːɑm
häda	ħata
hädakell	hætɑg̊el
hädamaandumine	hetɑmɑɑntominɑ
hädapidur	hæˌtɑˌpiˈtur
hädavajalik	hæˌtɑˌɑˌvɑˌɑjɑˌˈlˌikˌ
häguseks	hɛːkuːsɛks
häid jõule!	hej kjoːla
häid lihavõttepühi!	hʲɪd lɪ̞ hɑːb wtːb w
