aborigiidna	aborɛgjna
buoridii	poaɾedi
buoridin	aarid̪e
buoridit	boːaːrdiːd̪iːkt
buorit	boːaːrdiːdət
buorre	moɾe
buorre beaivi	boːlˈʌb ˈbeɪvɪ
buorre eahket	bˈɑst ˈɛkt
buorre idja	pwɾeidʒa
buorre iđit	vˈɑɾðe iːrˌe
buorrevuhtii	moɾebosti
buorrevuohta	bwˈɛrɾɛbɔˈɑhtˈɑ
buorrevuohtan	puað̞ɾeβ̞oð̞akt̪ãn̪
buorrevuođa	boˈɛlzɾɛbˈoðo
buorrevuođaid	bʃlbwˈalˈɛgt
buorrevuođaide	bueɾɾebwaðai̯t̪e
buorrevuođaiguin	poezɾeboadakon
buorrevuođain	bueɾbuað̞ĩŋa
buorrevuođas	oɛɾɯbɔðas
buorrevuođat	bwˈɛrvˈoːɒvat
buot	pˈɔːt
bures	porɛs
bures boahtin	pʊ̞rspɑħtɪ̞n
buressivdnida	putɾisimnida
buressivdnidan	boːrsˈeːtnˈiːdˌaːn
buressivdnidat	bou̯rɛsɪvnidat
buressivdnideaba	buːrsˈɪltnˈiːrˈɛba
buressivdnideahppi	puːrɛsiːdnːidɛhpi
buressivdnidedje	bo˥˩ːrɛsiʋn˩˥ːde˥˩ːdʒe˥˩ː
buressivdnidehpet	buːrsˈudniːdˈɛhbeːt
buressivdnideidde	buːrsˈɛvgnˈidˈeitːˈe
buressivdnideiddet	bˈoːrəsˈɪvnidˈɛˈiːvət
buressivdnideigga	buːrɛsivnidæɪkˈɑ
buressivdnideimme	burɛzɨuŋidɛjimɛ
buressivdnideimmet	buːrˈiːvniːdˈɛ̀iːmɪt
buressivdnidetne	puːrəsɪvdˈniðetːne
buressivdnidii	boːlʒəsiːw˧dˈniːdiː˧
buressivdnidin	puːresiytmɛðɪ̞n
buressivdnidit	buːrˈɛstɪjvˈɛːrnˈɪrɪkt
buressivdnit	boːrˈɛsjˈʉtnˈɪçt
busse	bossa
bussen	boːsˈsˈæn
busses	puːstˈzˈɛs
busset	puːsˈɛt
bussii	buzi
bussiid	po˥˩sid˥
bussiide	puzsɪde
bussiiguin	postsegoin
bussiin	boːsːeːn
bussá	possa
bussái	puʃsaj
bussáid	po˥˩sajt˥˩
bussáide	puːsajde
bussáiguin	po˥˩sai˧˧kuən˧˧
bussáin	boːssaɪn
bussán	boːˈsæn
bussás	buːsˈsˈ
bussát	bosat
báhcavuona	batʃa
báhcavuona gielda	pæːtsɑ vuona ˈkeltɑ
báhcavuonas	baːrsˈɛvˈɔnes
báhcavuotna	paːrts�paːrtse˨˩ʋ˧rtna˧
báhcavutnii	taːksaːvutniː
báhccavuona	batsavuɔnˈa
báhccavuona suohkan	vɛçtsɛ vo˩˥ːnɑ˧ so˥˩ːʔəkɑ˧n
báhccavuonas	β̞aχtsewɔnɛs
báhccavuonmuotki	baxtsawɔnmɔtki
báhccavuotna	baʃsavˈɔtna
báhccavutnii	pa˥˩ːhtsa˥˩wu˩˥ːtni˥˩
báhkkon	baħkon
báhpajávri	apaˈjavri
báhpajávrri	baːpːajavri
báhpajávrris	vapajaurɨz
báhpajávrái	baːhpaːj˩˩˦ɑw˧rai˥
báhppa	baːhbaː
báhtar	bˈaxtar
báhtara	ɑhtera
báhtaran	baxdɑːˈɾɑːn
báhtarat	baxtaːrˈað
báhtareaba	bˈaxtarˈɛba
báhtareahppi	tæhtæɾjɑːppi
báhtaredje	vˈaxtærɛʒgːə
báhtarehpet	baħtaɾˈaiħbeːt
báhtareidde	baħdaɾˈejdɛ
báhtareiddet	dˈaħtraːjdt
báhtareigga	baxtaɾejka
báhtareimme	bˈaxtarˌaɪmˌe
báhtareimmet	baχtaɾaiːmɪ̞t
báhtaretne	beːxteːˈestnɛ
báhtarii	baħdɑːriː
báhtarin	bɑhdɑːˈɾin
báhtarit	baχdæɾiːxt
báhčaveadji	tˈaˈhˈtʃaˈviadʒˈe
báhčaveadjái	baħtʃavjadʒɛ
báhčaveaileagi	tˈahtʃɑvjaɛleˈeɣe
báhčaveaileagis	baħdʒabiːaːjlɛagis
báhčaveaileahki	bæxtɕɑbʲiæjleːɐ̆kki
báhčaveaileahkái	bæxtrjæ̹lːjæhˈljɑ̙hˈkej˧
báhčaveaji	baxtʃabjaxe
báhčaveajis	baħdʒabiaːjæs
báiddi	abai̯te
báiddiid	ajt̪e
báiddiide	tajtire
báiddiiguin	ai̯t̪eguĩn
báiddiin	pliːtin
báiddis	paitis
báiddit	pæ̝ːtɪ̞kt
báidi	bai̯te
báidin	pæjtiˌn
báidái	tajtaj
báiki	baːik
báikin	baɪlˈlˈɪkˌɪn
báikki	bai̯kːe
báikkiid	bˈaɪkˈid
báikkiide	alkire
báikkiiguin	pajkikʏiŋ
báikkiin	baiːtˈkeːn
báikkis	pajkis
báikkit	bˈaɪkˈɪnt
báikkálaš	bˈaɪçkˈˈalˈaʃ
báikkáš	bajkas
báikkáža	bˈaɪçgˈˈadʒa
báikkážat	beːlgədʒɑːd
báikkážii	tajkkadʒi
báikkážiid	tajkskaɟˈit
báikkážiidda	pæjeʃitːɑ
báikkážiiguin	baiʃkʰenʃigɛp
báikkážiin	baɪkadiːn
báikkážin	pəgˈgədʒiːn
báikkážis	baɪkkaːdʒis
báikái	bˌaɪxgˈɛl
báktejávri	faktɪaːpɾe
báktejávrri	akestɛjavre
báktejávrris	vˈɐktajˈæbɾˈis
báktejávrái	taktejavre
bálgalanrášša	paˈlakalaraʃˈa
bálgalanráššas	paləgɒlɒnraːʃaːθ
bálgalanráššii	pad̪ekalẽn̪θaθɪ
bállojávri	balojauɾe
bállojávrri	talojavri
bállojávrris	baloiavris
bállojávrái	balojavre
bálága	paːlɛgɑ
bálágii	taalaki
bálágis	palagis
bálák	bˈɑːlˈak
báni	taːne
bánit	baːnit
bárdni	berɛtniː
bárkojoga	bˈaɾkojˈɔka
bárkojogas	berkokʼoːz
bárkojohka	pˈɛːrkˌojɔhkˌɑ
bárkojohkii	brkɑjɑhke
bárkojávri	paːrkoːˈjavre
bárkojávrri	baləkwiawˈre
bárkojávrris	baːrkoːjˈɑʋurˈs
bárkojávrái	baːrkoːjaˈvˈlˈɑj
bártni	bæɾdæni
bártnáš	fartʃt
bártnáža	balnʒɒːɾ
bártnážat	balænæʒɒːft
bártnážii	bˈæɾnædʒiː
bártnážiid	balʔnædʒɑːˈjiːd
bártnážiidda	bal̪t̪nadʒeɾɪta
bártnážiiguin	paːrnaɣ̞eãikyn
bártnážiin	baɾnadʒeŋ
bártnážin	paːrdnaxinˈ
bártnážis	berne
bátnedoavttir	paːrnˈədˈiːzˈɛnˈ
bátni	patˈni
bávnnjajoga	paɛvnːiajɔka
bávnnjajogas	pæ̝ːʋʲɪnʲɪɔjûɔ̯gɔs
bávnnjajohka	tæɑvɲːɑjɔhkɑ
bávnnjajohkii	pavɲajok
bávnnjávži	baːbɲaːb
bávnnjávžis	taɣoɟʝavdʒiz
bávnnjávžái	baavnːjaabdʒai
bávttavuolesjávri	paftahvuɛlɛsʲiavrɪ
bávttavuolesjávrri	pavtavˈɔlɛsˈiavˈri
bávttavuolesjávrris	pˈaftavˈoːlˈɛsjavrˈeːs
bávttavuolesjávrái	paːftˤavˈoːlizjˈavˈrˈa
báze dearvan	baːʲetsja tjaːrwaːn
báŋkku	anko
báŋkkuid	plakkuʝt
báŋkkuide	tankuide
báŋkkuiguin	benkɔjˈgojˈn
báŋkkuin	β̞ankoin
báŋkkus	ankus
báŋkkut	tæŋqˈuht
báŋku	banko
báŋkui	tankue
báŋkun	tankun
cealkiba	seˌɛˌlikiva
cealkibeahtti	seˌɛˌlikˌipˌɛɾte
cealkibehtet	tsɛalikipehtet
cealkit	tsɛɾlˈɛgˈɪçt
cealkke	selke
cealkkán	tsjalˈkˈan
cealkkát	tˢeˢˢalkatˢ
cealká	tsjalikːa
cealkán	tse̞ɒlɛkˈan
celke	seːlikːe
celken	tsɛlɛkɛn
celket	tsælikɛt
celkkii	tsɛlki
celkkiide	tsɛlkire
celkkiidet	tsɛlkiːtɛkt
celkkiiga	tseltiːɣˈ
celkkiime	tsælkiːmæ
celkkiimet	tsɛltkime̞kt
cuovkan	tswɔvkɑn
cuovkana	tsvɑvkana
cuovkanan	tˈvˈovɑkˈkɑnən
cuovkanedje	tswɔw̜kanːeːdʒɛ
cuovkanii	tsvavkani
cuovkanit	tsuaɾvkəniːçt
cuoŋománnu	suɑːnjɔmæn
dadjaba	taːdʒaba
dadjabeahtti	taːdʒəbeːt̪e
dadjabehtet	taːdʒabeːxedet
dadjan	taʒan
dadjat	nɑːtʃat
dadje	taːtʃe
dadjen	da˥˩dʒen
dadjet	tadʒːɛt
dadjá	dˈɑdʒɑ
daga	dˈɑgɑ
dagaha	taːɑgɑhɑ
dagahan	dˈɑːghˈan
dagahat	ðˈagahˈart
dagaheaba	taːkːahjɑːpːɑ
dagaheahppi	taːgɑheːɦːpi
dagahedje	taːgɐheːd̥ʃe
dagahehpet	dˈɑgɜhˈɛçbeːt
dagaheidde	tag̞aheite
dagaheiddet	tagɑheidet
dagaheigga	taːg̊ɑheig̊ɑ
dagaheimme	tagɑheime
dagaheimmet	tagahe̞imet
dagahetne	tæːgɐhˈitːne
dagahii	taːgəiː
dagahin	taːgəhɪn
dagahit	d̪aːgaɦikt̪
dagai	tagaj
dagaide	taːkɑitæ
dagaidet	täːgɑjdɛrt
dagaiga	taːgajga
dagaime	tàːkài̯mæ
dagaimet	tagai̯mʲæht
dagan	tagɔn
dagat	d̪aːgat
dagut	taːgumt
dahje	zˈaxjˈɛ
dahkaba	daxkapa
dahkabeahtti	tɑɦkːɑpæːdˈi
dahkabehtet	dˈaxkaːbˈɛçtət
dahkan	dˈaxgˈan
dahkat	tɑhqɑt
dahke	dahke
dahken	daːkjˈɛn
dahket	dækhkæt
dahku	dˈaxku
dahká	dˈɑːkə
dahpa	dˈɑːpˈa
dahpai	daːhbaɪ
dahpaide	dabʊ̞jðæ
dahpaidet	tˈaɹfbˈaɪrˌɛkt
dahpaiga	tˈaːfpaɪkˈa
dahpaime	dabajmɛ
dahpaimet	dˈabˈaɪmɛkt
dahpan	dˈaxman
dahpat	dahbat
dahppaba	dahbabah
dahppabeahtti	tɑhˈpɑpæˌˈti
dahppabehtet	dapɛrpɛxtɛt
dahppan	dahbˈan
dahppat	ðˈahbˈa
dahppe	daħbe
dahppen	dˈaxbˈɪn
dahppet	daħbet
dahppá	dˈahba
dainna	tajnɛ
daja	taja
dajai	dajaj
dajaide	daːjdajde
dajaidet	ðæjæjdæt
dajaiga	taːjɑjɑkɑ
dajaime	tajɑime
dajaimet	taːi̯e̞i̯mæ̹hˈt
dajaldaga	tɑjɑltag̊a
dajaldagaid	d̪ajɐltaːkɑit
dajaldagaide	tɑjɑltaːgɑite
dajaldagaiguin	taːjɛltaːgajkwin
dajaldagain	taːjɑltaːgajn
dajaldagas	tɑjɑltag̊ɑs
dajaldagat	tajaːʔialaːtɑːgaħt
dajaldahkan	taːjɑldaːħkan
dajaldahkii	dajaːldaːħke
dajaldat	ð̞ajald̪ad̪
dajan	tajan
dajat	dˈaːjˈat
dakkaviđe	takːavˈiːvɛ
dalle	tɑlˈlɑ
dan	dˈoːn
darjjesámegiela	tˈɑˌriˌjˌesɑmɛkeˈɑˌlɑ
darjjesámegielain	tˈɑriesæˌˈmikˌeɑlˌlɑinɑ
darjjesámegielas	taːrjesamikijɑˈlas
darjjesámegiella	tɑriːsɑːmˈikælˈlɑ
darjjesámegiellan	tˈɑˌrjˌesɑmɛkˌeːlˈlɑn
darjjesámegillii	tɑriˌesæˌmikili
darjjesápmelačča	ˈdɑrjeˈsɛbməˈlɑtʃɑ
darjjesápmelaččaid	dɑrjeːsɛkmɛlɑrtʃɑjt
darjjesápmelaččaide	dˈɒˈrjˈɒsˈɒbmɒlˈɒˈtʃɒjˈdi
darjjesápmelaččaiguin	dɑrjɛsɛbmɛladʒʃaɪgoi̯n
darjjesápmelaččain	tâɾgʲesàːtmɛlätʃæne
darjjesápmelaččas	dɑrjʃæzməˈlɑtʃt
darjjesápmelaččat	dɑːriːkesæbˈmɑːlˈtʃɑːd
darjjesápmelaš	ˈdɑrjjesemmɪ̞lɑʃ
darjjesápmelažžan	dɑːrjeːsæbmæˈlɑːddʒæen
darjjesápmelažžii	taːrjˈəsapməˈlɑdʒiː
dasa	taːsa
dasto	tasto
dat	dˈat
davvenjárga	taːvˈneɾəka
davvenjárgga	tɑvɲarka
davvenjárgga gielda	tab vɨnjarka gʲelda
davvenjárggas	tɐvɨnʲɛrkɐs
davvenjárgii	tavɛnˈʌrɛki
davvesiida	tavɛsɪidat
davvesiidda gielda	tæɑv siːtˈtɑgj ɑltˈtɑ
davvi	dafɛ
davvi-norga	taːbɪnograkːa
davvi-ruoŧŧa	davɨruxaftsa
davvi-suopma	taːbɪzwɑ
davvin	daːvɨn
davvinjárga	ta
davviriikalaš	taːʋiɾiːkaːˈlaːʃa
davviriikkalaččat	taːveːriːkalatʃat
davviriikkalaš	taːʋeːɾiːkələʃ
davviriikkat	tavirikat
davvisámegiela	tæɑɑvvisæˈmikiɑlˈlɑ
davvisámegielain	tæˌɑˌvˈsisæˌˈmekiˌæˌˈlˌɑinˌ
davvisámegielas	tɑˈvizæˈmikjælˌlɑsˌ
davvisámegiella	tɑɑʋisæmikæˌllɑ
davvisámegiellan	tɑɑinvisæˌmikielˈlɑn
davvisámegillii	taːvizɑːmikilːi
davvisámi	dɑːvdiːstˈɑmɪ
davvisápmelačča	tɑlvizabmɛlɑtʃɑ
davvisápmelaččaid	tavvizatmelaːtʃːit
davvisápmelaččaide	taːvviːsɛbmɛlatʃɑiːde
davvisápmelaččaiguin	taːnviːzaːtmɛlɒtʃːɛgujn
davvisápmelaččain	taːvisɛd̥mɛlɛtʃjɛjn
davvisápmelaččas	davizatmɛlodʒtʃɛs
davvisápmelaččat	dɒvizɒtmˈeˈlɒddʒadt
davvisápmelaš	dɑːvviːsɑpmɛlɑʃt
davvisápmelažžan	ˈdɑːvviːe̞s̺bt̪mælɑːdʒɑːn
davvisápmelažžii	ˈdɑːviːstmælɑːdʒiː
dađistaga	dadɛstaga
de	dˈeɪɹ
deadja	tadʒa
deadjan	ˈðædʒan
deaja	daja
deajaid	dʒɑjt
deajaide	dʒuʃiid̥
deajaiguin	tiaˈjˈɑiˈkoiŋˌ
deajain	dæɾjæin
deajas	dˈɛɾjˈɑz
deajat	dˈɛɾjˈat
deanu	deano
deanu gielda	teænˌugjɑltˈtɑ
deanus	teanus
dearvvašvuohta	tjɑːrʋasvoːtɑː
dearvvašvuođa	kjaːrɛbɔʃbɔða
deatnu	tɛːtnoː
deaŧalaš	tɛaθalaʃ
dedjii	tedʒe
dego	lego
dehálaš	dˈeːɾheˈlɒʃ
detnui	tɛknoj
didjiide	teːʒide
diehtaga	tietagɑ
diehtiba	tie̞hdiːba
diehtibeahtti	tie̞htipehti
diehtibehtet	tˈiːɾtˈɪbˈɛxtɪd
diehtit	ðiːt
diehttalasvuohta	vjatˈælˈˈæsvˈoˈta
diehttelasat	tjˈɛdˈeːlˈasˈat
diehtu	tieːtu
diehtá	dijɛtːa
diehtán	tieˈtˌan
dielddanuori	tjaltanari
dielddanuoris	tialtanuales
dielddanuorri	tjal̪t̪anwat̪le
dielddanuorrái	tjaltenwalrai
dielddasullo	tjɛltːɑsʊllɔ
dielddasullos	tielt̪asullos
dielddasullui	tieltesulluːj
dielddasuolu	tialtasɛɔlɔ
diet	dˈit
dievddu	tje̞ut̪o
dievdu	dijabɔs
dieđa	tʃiːzitʃiːzi
dieđe	djˈɛ
dieđu	tʃiːz̺tʃ
dieđusge	tjeɾuske
dieđán	dʲieðˈæn
dieđát	dˌiːtˈtˈ
diggegoddi	tiggoðdi
diggegoddin	tigkod̪in
diggegoddái	tegɔdai
diggegotti	digɔtːɛ
diggegottiid	tiːggɔtːid
diggegottiide	diggottere
diggegottiiguin	tiːgːigotːˈigoʔiːnˈ
diggegottiin	teiggoˈtˈtiˌn
diggegottis	digˈgˈɑtðˈɪs
diggegottit	dˈɛggˈotːit
diggi	teike
diggin	teˌg̞n
diggái	teˈgai
dihte	dˈɪçtə
dihten	dˈɪçtən
dihtet	dˈɪçtət
dii	dˈiː
diibmobeali	tiumobeali
diibmobealli	dˈɪmˈɔbɛˈall
diibmu	tiːmɔ
diibmui	tiːbˈɛstmˈoj
diibmun	tiːpmun
diibmá	liːmɑ
diimmu	timo
diimmuid	tiːmujt
diimmuide	tiimmʊjte
diimmuiguin	tiːmˈojsˈa
diimmuin	tiːmojn
diimmus	demos
diimmut	dˈimˈuft
dikki	teikːe
dikkiin	dˌekːɪn
dikkis	tikːis
diliin	dˈilˈinˈ
dilis	deles
dilli	tˈɪli
din	d̪e̞n
disdagaid	t̪iiz̺t̪agai̯t̪
disdagaide	tiɣjstakaite
disdagain	t̪iːzt̪ɐg̞ajn
disdagas	tiːstˈægˌɑs
disdagat	tˈiːstagˈaft
disdahkan	t̪iːz̺d̪aɣ̞kãn̪
distaga	tiːstˈaga
distagaiguin	tistagaikoin
distahkii	tiːstaki
distat	ðistat
ditnuidjoga	titˈnˌutjˈoˌgə
ditnuidjogas	titnudʒoɾgɑs
ditnuidjohka	tikːnuʝˈoːxkˈa
ditnuidjohkii	tiknʊjˈdʒoːhke
ditnuidvággi	titːnːutʃtʃʈʰʃɛ
ditnuidvággái	tiːtnoːjtvaːgːaɟai̯
ditnuidvákki	tinoibakki
ditnuidvákkis	tipnˌuibˌɑkˌis
divttasvuona	tiːvtˈasvˈoːrnˈa
divttasvuona suohkan	tˈiːv tˈɑʃ vˈoːnə sˈoːɑkkən
divttasvuonas	djˈvdˈɛsvˈoːənˌɛz
divttasvuotna	tʲiːmtɨvodna
divttasvutnii	tiptɛsputni
diđii	dˈiːvɪ
diđiide	tiivide
diđiidet	diːjeːvɛjdəxt
diđiiga	dˈiːviːgˌɑ
diđiime	diːjɪvimɛ
diđiimet	dˈivˈiːmˈɛkt
doai	malkovris
doaibma	tuajma
doaibman	tuaibman
doaimma	tuajma
doaimmaid	tuaɾimajta
doaimmaide	tʊ̞ajmajte
doaimmaiguin	tuajimajkojn
doaimmain	tuaimaina
doaimmas	tuaimas
doaimmat	tuaɛmaht
doaktára	taːktaːdaːm
doaktárat	tʊakdɑɾat
doaktárii	tuːatʃtaɾˈne
doaktáriid	tuaːktˤːalˤiːd
doaktáriidda	tuaxtarita
doaktáriiguin	t̪uakið̞are̞ɣ̞o̞ĩn̪
doaktáriin	tuːaːktaːriːn
doaktáris	tuːaktaːˈris
doala	tuaˈla
doalai	dˈoːalaɪ
doalaide	tuɔːlajte
doalaidet	tˈuˈɑlˈaɪdˈɛt
doalaiga	doalaika
doalaime	tʊɐ̃læimæ
doalaimet	dˈoːalˈajmˈɛkt
doalan	twalɑn
doalat	dˈoːɾˈaːlˈaht
doallaba	tuaːllapa
doallabeahtti	tɔaːlʔabʕħahde
doallabehtet	toːaːlaːbeːxtet
doallan	tˢelˢanˀ
doallat	dwalˈlast
doallá	tualːa
doarjjo	tuaˈrjo
doarjjui	tuaːrdijuj
doarjjuide	tuaɾɾiute
doarjjuidet	tuarn�uidet
doarjjuiga	t̪uaɾsljˈuɪkˈa
doarjjuime	tuaːrljojme
doarjjuimet	tˈuˈɑːrjˈɔjmˈɛt
doarjjun	tuaɾð̞ũn
doarjjut	tuaːrjuhaːt
doarju	tuaːrio
doarjuba	tuærˈiːnˈjfa
doarjubeahtti	tuɑrˈjˈupæˌˈhti
doarjubehtet	tvarɪjupæ̝ːχtʰe
doarjut	tuariut
doaskku	tʊasˈkɔ
doaskku suohkan	tuː asks koːs sɔːtˈqn
doaskkus	twaskoz
doasku	twasko
doavttir	tʃitʃitʃitɾastwˈavtɚ
doavttirin	tʊ̞æfttʲirɪ̞n
dohkkeha	dɔxgˌɛˈaɾ
dohkkehan	dɔxgəhˈan
dohkkehat	dɔxgəhˈaft
dohkkeheaba	tɔxgəhˈɛɾbɑː
dohkkeheahppi	tˌoˌhkihæɾˌppi
dohkkehedje	tˈokeːhːɪtʃɛ
dohkkehehpet	tɔxɣəhæçbət
dohkkeheidde	tsuhke̞he̞iːtˢe
dohkkeheiddet	tːoːçkeːte
dohkkeheigga	tˌoˌhkeheikˌɑ
dohkkeheimme	tˈoːçjˌˌeːmˌmˌeː
dohkkeheimmet	dɔxgəhˈɛmə
dohkkehetne	d̥o̞khæw̜iːtne
dohkkehii	dɔxˈandərə
dohkkehin	ˈtɔhkeˌhɪn
dohkkehit	dɔxgˈɪlt
dohkket	dɔhkɛft
doibmi	tojpni
dolas	tˈoːɛtˈ
dolasta	dˈɔlasta
dolastan	doʔkiamtiam
dolastat	nˈɑlastˈat
dolasteaba	dˈɔlˈastˈeˈɛva
dolasteahppi	dˈɔlˈastˈɛɾpˈpi
dolastedje	doːlastˈedʒe
dolastehpet	nˈoːlasdˈɛçbət
dolasteidde	do˩˥ːlastɛidɛ
dolasteiddet	doːlastːətidːət
dolasteigga	doːlastɛɪkɑ
dolasteimme	dˈoːlastˈeiːmˈeɪ
dolasteimmet	dˈɔlˈɑsdˈeːimˌɛt
dolastetne	dˈɑlˈastˈɛtnə
dolastii	d̪o˞ˀlaːsˈti
dolastin	dotʃiamtʃi
dolastit	dˈɔlˈɑstˈɪkt
dolggiid	tɔlkeː
dolle	dˈoːlˈlˈɛ
dollen	dˈoːlːən
dollet	dˈɔrlˈɛkt
don	dˈoːn
doppe	dˈɔpˈtˈ
dorjo	toɾojo
dorjon	dorom
dorjot	dɒːɾɾɒːjɒːft
doskui	tɔskuɪ
dot	dˈɔɾt
dovdaba	tovdaba
dovdabeahtti	tɑuvtɑpˌeɑhti
dovdabehtet	tɔltapɛxtɛt
dovdan	tɔltan
dovdat	dˈoːvdatˈ
dovdda	toftɑ
dovddai	doftaj
dovddaide	do˩˥ːvdajde
dovddaidet	dou̯dajdˈekt
dovddaiga	tovtajka
dovddaime	do˩˥ːfdajmɛ
dovddaimet	t̪o̞fdaimest
dovddan	dau̯d̪an
dovddat	tʊ̞nvdæt
dovde	tulte
dovden	dau̯vde
dovdet	tˈoːɪtət
dovdá	tofta
dronnega	trˈɔnəgˌa
dronnegat	drɔnəgat
dronnegii	trɔnˈnegi
dronnegiid	tɾˈɑnˈnɛkiːd
dronnegiidda	trˈɔnˈnˈɛkːitˈtˈa
dronnegiiguin	t̪ɾonnekieikuin
dronnegiin	tɾɔnˈeːkeːn
dronnegin	ðrˈɔnəˈgˈiːn
dronnegis	tronnegis
dronnet	dˈɾˈɑːnnˈɛt
du	dʊ
dudno	duːtno
dudnon	tˈoːtnˈɔn
dudnos	dudnes
dudnuide	doːdnojde
dudnuin	doːtnɔjnɔ
duhkoraddaba	dufkorˈadba
duhkoraddabeahtti	duhkoradabjːˈahti
duhkoraddan	dufkoradːan
duhkoraddat	duhˈɔːrˈadat
duhkoradde	dufkoraddɛ
duhkoradden	dufkˈorradən
duhkoraddet	dˈoːvkˈorˈaːdˈɛd
duhkoraddá	duːkoːrɑːtːa
duhkoratta	dukˈɔrˈatːa
duhkorattai	dufgɔrˈatːai
duhkorattaide	duvkɔɾratːajdɛ
duhkorattaidet	duːkkˈorrˈattaˈirɛt
duhkorattaiga	duhkˈoːrratːˀɑːiːgˈa
duhkorattaime	duːkoːˈrataɛːmɛ
duhkorattaimet	dukoːˈrataɛːmət
duhkorattan	dukˈɔrˈatːan
duhkorattat	duvˈɛˈrˈɛnɾatːat
duhát	duːat
duinna	doɛna
duiska	duːɪskɐ
duiskii	tɔɪski
duiskka	tɔjˈska
duiskkagiela	tuiskɑkellɑ
duiskkagielain	tuʲiskakielanʲ
duiskkagielas	tuːɪskækːealəs
duiskkagielat	tojskəkeˈalat
duiskkagiella	tuiskɑkielˈlˈɑ
duiskkagiellan	tuisˈkøˈkælˈlɑn
duiskkagillii	tuisˌkækiˌllɑli
duiskkas	tukjiskas
dujiid	duːjˈɛd
dujiide	duujɛjˈde
dujiiguin	tʊjɛjkojn
dujiin	tˈuːjˈɛn
dukoraddabehtet	dufkˈorradːabˈɛxtet
dunin	duːnɪn
duoddara	tʊɑtːara
duoddarat	tˈuˈhðˈɑtˈɑrˈat
duoddarii	tuaːt̪daːriː
duoddariid	t̪ot̪d̪aɾeð̞
duoddariidda	tuaːdːaridːa
duoddariiguin	t̪ot̪d̪arikĩn
duoddariin	tubatdjɾiːn
duoddaris	t̪ot̪d̪aɾes
duodji	tuatʃe
duodjin	tuaʔ˨tɕin˥˥
duodjái	tuat˦tsai˥˧
duogáš	toagas
duogáža	tˈoˈʁˈətˈtʃˈa
duohta	duːɑːftˈa
duohtavuhtii	tuɑhtɑʋuhti
duohtavuohta	tuɑhtɑvuɑhtɑ
duohtavuohtan	tuˈɑhtɑʋuˈɑhtan
duohtavuođa	tuɑhtɑvuonlɑ
duohtavuođaid	tuɑhtɑvoːdɑjt
duohtavuođaide	tuahttpɔpðeɞtɾ
duohtavuođaiguin	tˢuˢˢäftˢɑvˌoˌædäikoˌin
duohtavuođain	tuɑhtɑvˌoˌɑðˌɑiˌn
duohtavuođas	tˈuˈɑhtavˈoðˈas
duohtavuođat	tuoˈhtɑvˌoˈɑdˌat
duoji	tˌoːˈji˨
duojis	sɛnˈt
duojit	durajezt
duolbajávri	tʊˈalapajˈavre
duolbajávrri	tʊˈalabaˈjavre
duolbajávrris	tuaˈlapaˈjaavˈrɛs
duolbajávrái	to̞ˈʔalabaʝˈaːvraj
duollet dálle	tuɔlːtælː
duolvvas	twɛlws
duonnavári	tʊãn̪navar
duonnaváris	dˈuannavˈaʒurˈis
duonnavárri	tʊonnavarj
duonnavárrái	tʃuẽnd̪eβ̞ad̪erai̯
duopmáriid girji	tuat mæɾiːd kæɾiːje
duorastaga	to̞aɾtas̺taka
duorastagaid	tuɔɾɑs̺tɑkait
duorastagaide	tuɑrɑstɑgajde
duorastagaiguin	t̪uɦas̺t̪akd̪ae̞ko̞jn
duorastagain	tulaɾɑz̺tɑkãĩŋ
duorastagas	tuɑrɑstɑgɑs
duorastagat	toɔɾɯstaːgakt
duorastahkan	toɾɑsdɑːhkaŋ
duorastahkii	tʊɑrrastɑhke
duorastat	tʊɑːraːstæxt
duortneseatnu	duaːlnɘzɛːrnˈoː
duot	tˢoˀat
duottar	tˢuatˢdʒar
duottarin	tuaːtːɑɾiːn
duottarstobu	tuaːtːtˤːɔbu
duottarstobuid	twattɑstobuit
duottarstobuide	tʊ̞ttərstɔupɔjdæ
duottarstobuiguin	tʊɐtːtɑɾstɔɦuːɣuːjn
duottarstobuin	tʊɑttəɾstɔɔpwjnɔ
duottarstobus	tuattaɾsdɔvws
duottarstobut	tʊɑtːɑɾstɔɔbukt
duottarstohpu	tuatːaɾsdɔxpɔ
duottarstohpui	tʊatːalstɔhpɔj
duottarstohpun	tuʋatːaɾsdoʊ̞χpwnɯ̞
durkkagiela	turkɑkiɑllɑ
durkkagielain	torkakˈealˈain
durkkagielas	turkakealas
durkkagiella	tuɾkakɛllɑ
durkkagiellan	tuɾkɑkelːɑn
durkkagillii	tuɾkɑkilːi
dus	dˈos
dutnje	dutɲe
dá	dˈas
dábálaččat	taːbɒlɒtʃot
dábálaš	dabalaʃ
dáhpeluktii	dˈabˈɛɾlˈʊktdˈeː
dáhpeluokta	dapɾɛlvokta
dáhpeluovtta	daːhbɪlˈftɑ
dáhpeluovttas	dˈaɾbəlˈoːftas
dáid	daj
dáidaga	tajtaga
dáidagii	tajtaki
dáidagiin	tajltageːn
dáidagis	tajtadɛs
dáidda	tait̪a
dáiddan	taitan
dáiddár	dˈaiːdɒːɾ
dáiddára	tˈɐjtara
dáiddárat	tˈaɪttˈɑrˈaht
dáiddárii	tajtari
dáiddáriid	tai̯t̪aɾit̪
