abadîn	ɑbɑdiːm
بان	baːn
بانه	pone
بانو	baːnuː
بانک	bãn
بانگ	ogum
بانگ دان	baldaːn
بانگ هەڵدان	maːn kɒmdaːn
بانگ کردن	baːn kɛndin
بانگدەر	bɑŋgde
بانگردێن	ɟɑngiɾke
بانگهێشت	bæŋgˈhæʃt
بانگوێژ	laŋgwes
بانگەشە	nˈaŋˈɒsdˈ
بانگەواز	ɢoɾgænˈʒɑl
بانە	bɑnɑ
بانەمەڕ	boanɑma
باهو	vavum
باهۆز	vɑːruz
باهیڤ	væmiːv
باهێر	ˈɛɹhɪɹ
باهەڵکردن	raħkezdim
باو	bo
باوان	mɑhuɑn
باوک	bɑːb
باویلکە	bɑːbiːlkʰæɾ
باوێشک	bavɛʃk
باوەرێن	waːlwɛɾhiːn
باوەش	baləs
باوەشێن	baːlɑʃjɛn
باوەپیارە	baːlpjɑːrə
باوەڕ	bauɾ
باوەڕنامە	bɑɫɑɾnæɑmɑ
باوەڕپێکراو	aːlɔɾʲtjæklæːv
باپشکێو	bˈɔbʃkˈwˈ
باپوک	bɒːbpuːb
باپیر	pækˈtiːr
باپیش	mɑːfˈis
باپیڤ	bafi
باپیڤان	mafˈjːvɑːn
باپێشک	maːbɨʃk
باپێو	maːpjɨl
باپێچ	mau̯piz
باپەسیو	nˈoːtlfasˈib
باپەڕ	bɑːb
باچک	ɾaːtsi
باڕ	vˌɑ̃ʊ̃
باڕاندن	bɒrɒndiz
باڕم	bɑːrɯm
باڕن	bɑːrɯŋ
باڕۆکە	ˈbɑːɾɑvəlkˈar
باڕۆگ	maɾovɨ
باڕێزە	bɑːrɛzɯ
باڕە	bara
باڕەباڕ	bɑːrɑːbɑːr
باڕەکەو	bˌɐɾɐkˈɐ̃ʊ
باژ	maːlˈʌ
باژاڕ	bazaːr
باژاڕی	baˈʒaːri
باژۆ	bʒo
باڤ	bɑːb
باک	ˈɑs
باکردن	maːqiːɾgiːm
باکوت	vavakut
باکوور	mɑːpˈuːz
باگرۆکە	akduːke
باگونە	maːbuna
باگژە	paːgzə
باگێژە	bagezɒ
باڵ	bol
باڵا	mama
باڵابەرز	maːlaːrmɛn
باڵادەست	bɑɫɑdɛst
باڵانوێن	aːlaːnmiːjɛm
باڵاڕوان	maːlaːnbɑːlɑruaːn
باڵاکردن	qɑlɑkɛndin
باڵغ	bɑɫɯ̞n
باڵنج	ɾaːlɨm
باڵندە	ɑɫɯ̞ndɑ
باڵنگ	naːmɔngdo
باڵون	ɾɑmum
باڵوڵ	bɑːbum
باڵوێز	saːɫvejˈz
باڵگرتن	bɒlgɒtˈiːm
باڵۆن	bɑlɔn
باڵیۆز	væljoz
باڵیۆزخانە	bɑlɪstɑˈne
باڵە	bɑɫɑ
باڵەبان	aːlɑlɑmɑn
باڵەخانە	maːlaːħaːnɑ
بایباڵدان	baːjbaldaːn
بایدە	vˈajdˈo
بایس	baˈið
باینجان	ɢɑːimmaːn
بایی	bˈaɪ
بایەخ	baja
بایەقوش	bɑjˈʃæs
ببڕ	vˈəvˈɔ̃
بدوو	bɪdu
بدەر	keder
برا	bra
برابەش	bɾaːbɐʒ
برادەر	brɑːd̪eɾ
برازا	braza
برازازا	gɑːzɑːzɑː
برازاوا	gɾɑzɑbɑt
برالە	braaːla
براژن	ɾɐʒɨn
برای تووتە	raj to ta
برایانە	brajaˈna
برایی	braj
برایەتی	brɛːˈtiː
برج	brts
برجی پیرێژن	birdi pʰiɾeʒin
بردن	β̞irð̞ĩŋ
بردنەسەر	bɪrnæsær
بردنەوە	bɪ̞ɾnæwɑs
برساق	bˈɪrˈsaːk
برسی	peˈrˈsiː
برسێتی	bˌɛsˈetˈi
برش	bˈɪrʃ
برشتە	prɨʃtˈa
برغو	brɣ̞lu
برنج	bɪrɪntʃ
برنجە	brɛndzæ
برنجەجاڕ	pɾjnˈt̪sjatʃaɾ
برنگەوان	brɛŋæwˈaːn
برنیگ	brniːj
برو	ro
بروسک	brusk
بروسکە	brˈʉska
برژاندن	bɛrʒandɪn
برژاندنەوە	brʒaːnoa
برژانگ	bɾˈɪʒaːn
برژاو	brxaːw
برۆ	bɾu
بریا	bria
بریتی	britˈi
بریسک	brisk
بریقە	briga
بریقەدانەوە	bradʒiːqadɒnˈwa
برین	drˈin
بریندار	brindˈaɾ
برینگە	briga
بریکار	briːkˈar
برەش	bras
بز	biz
بز پێوەکردن	bɯ̞s pjɑwɑ kʲrðɪ̞n
بزاوتن	bzˈaːltˈɪn
بزاڤ	pizav
بزدان	bzˈdan
بزر	bɪ̞zɪ̞r
بزمار	bizmeːr
بزمارڕێژ	bezmaɾejas
بزن	ɪ̞sɪ̞n
بزن مژ	bezaːn mɪdʒ
بزنانە	bzɛnaː
بزنەکێوی	bznokʰiːwibznokʃiːwi
بزواندن	bezoɑndim
بزگوڕ	bɛzgʊr
بزگیر	bizgiːr
بزڵە	bizɫa
بزۆز	bezoɾs
بزیسک	bɛzizk
بزێو	bezeu
بزە	biza
بزەڵە	bizala
بست	bɤst
بسک	bɛsək
بسکۆل	bɪskɔːl
بسکەی سمێڵ	bʲɛsʲtʲeʲsʲ mʲɛjaːl
بسۆت	bˈesot
بشێوی	bʃˈewi
بفرا	la
بفرۆش	ðəsɾɔʃ
بلا	bila
بلالوک	laluːk
بللور	blˈuːr
بلوێر	bɾuːˈɾ
بلوێر ژەنین	beˈlʲu eɾxənʝɪn
بلوێرژەن	bɛlʲwˈɛrʒen
بلچ	bˈɪlts
بلۆق	bɫˈɵk
بلیمەت	plimˈɛt
بلێڤ کرن	biliʝ kʲiɾin
بم	bɵm
بن بیڤ	enbˈivˈˈ
بن خەرمان	bɪnˈgərmɑːn
بن دەست	bɛndˈest
بن هەنگڵ	ben hem heŋgɯl
بن وشکە	pnˈuːʃkˈa
بن پشک	tˈɪ pˈɪk
بن پژان	tʃiam plʃan
بن پەڕ	tʁˌoːnˈtˈtˈ
بن کەوش	jˈə kˈɛft
بن گڵتە	bynˈgɯltɯ
بنار	vənˈɑhɾ
بناشت	pnɛʃt
بناغە	bɪnˈaɣa
بنانه	banana
بناو	bnau
بناوان	bnaːjɔ̃an
بناگوێ	pnaːgwepnaːgwe
بنبڕ	benbʊr
بنج	bɪnt
بنج داکوتان	beˈnizdak tə
بنج و بناوان	bɪndʒubnaːwaːn
بنجک	bnˈdʒek
بندروو	tɾˈu
بندین	benðiːn
بنمیچ	bˈɪnmˈiːtʃ
بنه‌ڕه‌ت	bnarat
بنواشە	ɓənɰˈɛʃˈa
بنووس	bɛɲuz
بنپەل	jˈuː
بنچاخ	dˈʌntˈaːx
بنچک	penˈtsək
بنچینە	bintʃɪna
بنک	bˈɪnɪç
بنکلک خورادن	ben kel xoːz nə
بنکڕ	bɛnˈkær
بنکۆڵ	beːnkˈoʊl
بنکە	bynkˈa
بنگوست	t̪e
بنۆڕ	pnˈoːɾ
بنیات	bniat
بنیسکە	bʁˈsˈkˈa
بنیسی	bnisi
بنیچە	bnitsˈa
بنێشت	biniˈjæʃt
بنێشتە تاڵە	pnɛʃta taːla
بنە	bɪ̞næ
بنەباب	bnɛbaːp
بنەتۆ	minnˈətˈoːv
بنەتۆو	benatʃamp
بنەجووت	benˈadʒut
بنەما	bɪˈnɛːmɑː
بنەماڵە	bne˥˩ːmaːla
بنەوشە	bnɛuʃa
بنەپیت	bˈɑnpˈiːt
بنەچە	bnatsa
بنەڕەت	bnɑːrɑːt
بنەکردن	pɛnækjɪlðeŋ
به تایبه ت	bet̪aːbt̪
به رز	mɜːs
به نه وش	β̞ẽn̪os
به هار	bæhɾ
به ی	b
به_ناوى	benaui
به‌راورد	brɑːoːl
به‌رده‌م	berdæm
به‌رنامه‌	beˈrnɑːme
به‌رهێنان	vˈɛrhˈɛnən
به‌ره‌نگار بوون	branˈjaːrbun
به‌ش	bʃ
به‌كر	bˈekir
به‌لاش	bɒlɒʃ
به‌لکو	balˈkɔː
به‌هار	bʱɑːr
به‌هێز	beːˈz
به‌ڕێوه چوون	brʲibʲaʐuːnn
به‌ڵام	balaːm
به‌ڵكو ‌	pɒlku
به‌ڵێن	bɐlɪn
بو	fˈaʊt
بوار	dwˈa
بواردن	buaɾˈdiˈn
بواری	boaːri
بوت	bɔt
بوتپەرەست	buð̞peɾest̪
بوتڵ	butaɫ
بوختان	poxta
بوخورد	boχoɾ
بوخچە	buχtsa
بودجە	budʒa
بودەڵە	buːdala
بوردنەوە	bʊ̞rtnæwæ
بوزو	boːlum
بوغز	bɯ̞ʁʊ̞s
بوغە	bʊ̞ʁɑ
بوودە	budˈa
بوور	buˈɾˈ
بووردن	burɪ̞ðɪ̞n
بوورە	buɾa
بووز	puz
بوولێڵە	duleva
بووم	buum
بوومەلێڵ	bumalal
بوومەلەرزه	bumɒlɒɾɒˈ
بوومەلەرزە	buːmɛˈlɑrza
بوون	bon
بووچک	butʃik
بووژان	buʒan
بووژانەوە	buʒaːnwa
بووک	buk
بووکڵە	bukɫa
بووکەبارانێ	buːkæbaraniː
بووکەشوشە	buːkʲeʃuːʃa
بوچک	ɯtʃɯk
بوکان	bwˈɑkəni
بوێر	buˈgeɾ
بوێژ	bɔʝeʒ
بچو	bɪtʃu
بچووک	bətsʊk
بچکۆڵانە	ɒtʃkɒlaniˈ
بچۆ	tɕo˧˧
بچین	bɛtʃɪm
بڕ	bˈoɾo
بڕاندن	brɒndiˈm
بڕانە	praːnɐ
بڕانەوە	braːnwa
بڕبڕ	bɯ̞rbɯ̞r
بڕبڕە	bɛrpɾa
بڕبەند	berbal
بڕرە	brɾa
بڕرەک	brak
بڕست	brˈɛst
بڕشت	pɾɔtʃt
بڕمێن	brmjɛn
بڕناخ	pɛrnax
بڕنەو	brnɛu
بڕوا	bɾua
بڕوانامە	bˈɾʊɑnˈæma
بڕوایی	roai
بڕوێش	prɛvɛʃ
بڕوێشێن	bruːjɛʃeːn
بڕگه	bʊ̞rgæ
بڕگە	bɪrgæ
بڕین	brˈin
بڕینەوە	brinewa
بڕەو	bɾau̯
بژ	bˈɛʒ
بژار	bʒaːr
بژاردن	bʒardɯn
بژاردە	beˈʒɒrdɒ
بژارچن	bæːʒaːrtsɪn
بژارکەر	bˈɪjaˈrˈker
بژوێن	vɛˈʒˈujˈɛn
بژی	bʒiː
بژی سەرۆک ئاپۆ	bɪʒiː sɛrok ˈa poː
بژیشک	bʒiʃk
بژیو	bʒiw
بڤە	bɪbˈɑ
بکوژ	bə-kˈuʒ
بگرە	bɨgræ
بڵ	bɤ
بڵاو	ʔˈowˈ
بڵاو کردنەوە	daˈlɑl kɪɾ nɛwa
بڵاوە	blaːva
بڵح	bɑlˈʃ
بڵق	pɯ̞ɫq
بڵۆز	blos
بڵێ	bla
بڵێسە	blɛsa
بۆ	pɔ
بۆ کز	boː kɪz
بۆبڕە	buapra
بۆتە	bɔtɛ
بۆدراو	vˈodˈɾau
بۆدووکەڵ	bo˥˩ːdʒukau˥˩ː
بۆدڕ	boat̪al
بۆر	boːə
بۆران	ʁoɾhɑn
بۆردومان	voɾdɔːmæn
بۆرژان	bʊˈrʒan
بۆری	bori
بۆرە	boɾa
بۆرەخزم	bˈoɾˈihɯzim
بۆرەپیاو	bolɛpjau
بۆز	puz
بۆسار	bosaːr
بۆسۆ	vosso
بۆسە گرتن	bʊɔsɐ kɪrtʲɪn
بۆش	bɔʃ
بۆشایی	poʃai
بۆشناغ	boʃnɑːx
بۆشکە	boska
بۆق	bɔːk
بۆق مل	boqmul
بۆقلە	voːklɒː
بۆقە	boːˈkæt
بۆم	bon
بۆمبا	bomba
بۆمباباران	bombabaran
بۆن	bon
بۆنخۆش	bonxɑʃ
بۆندان	bonˈd̪on
بۆنە	bona
بۆچروک	bo˥˩ːtsɾuk˥˥
بۆچوون	boːtun
بۆچەک	votʃak
بۆڕی	bori
بۆڕی ژەن	boregɒn
بۆڕە	borra
بۆکان	bɔːkɑːn
بۆکردن	bokɪrtɪ̞m
بۆکڕوز	boːkruːz
بۆگەن	boːrgən
بۆڵ	bol
بۆڵاندن	voɑlɑndɛn
بۆڵە	mulɑr
بۆیاخ	boːjˈax
بۆیاخچی	boːjɒːxtsiː
بۆینباخ	bojnbax
بۆیە	boja
بۆیەچی	bo˥˩ːjɛːtsi˥˩
بۆیەکاری	bojakaːri
بیتاقە	niːtɑːnxɑ
بیجاڕ	bidʒaːr
بیر	bˈi
بیروباوەڕ	bɛːruːbaːur
بیرکردنه‌وه	bʲirkɪ̞ɾtʲɪnæoːɑ
بیرۆكه‌	ɒːmjɾˈkɑːn
بیس	pˈis
بیستن	βistim
بیسو دوو	isou dˈo
بیسو یه ک	iswjɛk
بیسەر	bisar
بینین	benin
بینەر	biːnər
بیژوو	bˈiʒu
بێ خانی	bexɑːniː
بێ خانیتی	bexɒːniːtiː
بێ عەقڵ	be ˈrɑxlɯm
بێ لایەن	beˈlɒjɒˈn
بێ ماڵی	pemali
بێ واتە	beː vʔɑːt ˈɛ
بێبوویەر	bebujɛr
بێترس	beːt̪ɪrs
بێشکە	bʲeska
بێور	bjuɾ
بێژە	bjeˈe
بێگومان	ɒˈbeˈgummn
بەبلە	bˈabˈlʌ
بەبن	babˈɪn
بەبڕ	dabber
بەبەر	bˈeːbˈɛr
بەتار	vatˈar
بەتاقەت	tɑzˈtɑjɢθaːltʔitʃaːlt
بەتام	vætæɑm
بەتانی	beːtɑːniː
بەتاڵ	batal
بەتاڵایی	pɔ̀t̚˨˩ʔsaː˩˩˦rai˥
بەتاڵی	atala
بەترەف	tsɯð
بەتوون	batˈun
بەتڵاندن	bætlændim
بەتیسک	betiske
بەتەقە کەوتن	bətaχakawtiːn
بەجەرگ	bːədʒəɾəkːu
بەحر	nɑhˈrɑ
بەحەیا	ɑħjɑ
بەخت	væxˈm
بەخت ڕەش	bˌaɾtʁˈoz
بەخت کردن	taχtqen dɪl
بەختدار	nˈsˈdˈare
بەختیار عەلی	baxteːr ɑːliː
بەختە	zˈɑxtjɑ
بەختەوەر	a
بەختەکی	vˈʌxtˈki
بەخشندە	tɑqʃɯnda
بەخشین	vaxʃiːn
بەخۆوە	laxo
بەخۆڕایی	bχoːraːiː
بەخێر هێنان	baxxæɾ heːnɑːm
بەخێرهاتن	vækʰiːrħɑːtæn
بەخێو کردن	naχʲeɫ kɪ̞rðɪ̞
بەخەبەر	ɑχɑbɑr
بەد	dˈœ̃
بەداخەوە	tadaaxoɣo
بەدبەخت	kwaʁor
بەدڕا	kɾɑː
بەدڕەسەن	bdɣasˈsˈɑn
بەر	bœɾ
بەران	bæɾaːn
بەربەرەکانێ	bɒrbɒrˈkaˈniː
بەرخەکە ساوایە	batχækˈɑs sɑlɑja
بەرد	bæɾv
بەردەباز	berdoːˈbɑːs
بەرزترین دەستکەوت بۆ کۆمەڵگە	berˈst diːrjˈn dˈɛstkauːd voˈkɔmɑlˈgər
بەرزەگەیەنەر	bozdegeˈlɛnol
بەرنامە	bæɾnɑnɯ
بەرهەڵست	bɛrɦɑɫɯ̞s
بەرهەڵستکار	beɾhɑlɯstkæɾ
بەرهەڵستی کردن	bɑr hɑlɪstʲekirdʲɪn
بەرپابوون	berpɑːbun
بەرپرس	bˈɛlpˈɾˈs
بەرھەم	perhæm
بەزەیی	dɛzɑːeː
بەفر	bøsɪʃ
بەفرانبار	nbaf
بەلەک	bʲælæk
بەن	n
بەنداڤ	bende
بەپشوو	bapʃu
بەپیرەوەچوون	pəˈpɪrawaːˈtɕon
بەپەلە	bɒpɒlɒ
بەچ	be
بەچاوەوە بوون	batːaː awabund
بەچکە	bˈtˈsˈkˈa
بەڕێوەبردن	bɑrɛɫbɪrˈðɪn
بەڕێوەبەر	bɑrɑjɑbær
بەژ	dˈeːn
بەکارهێنەر	zˈɑkˈaɾˈhiːne
بەڵا	vɑˈlɑ
بەڵگەنامە	bɑlgɑnɑma
بەڵگەنەویست	bɒlgaˈnɒˈviˈst
بەڵێ	bole
تاسه	tâːsɑb
تاسه کردن	tɒsɒ qiɾˈdiˈd
تاقم	tɑq
تاقیكردن	tʃaqʲikɪ̞rðɪ̞n
تاقیگە	tˈɒqiˈgɒn
تال	tɛo
تالبی	kalbi
تاوسان	kʰauːsən
تاوێر	tɒːuːe̞ɾ
تاکه‌که‌س	tɑːkʰeːkess
تایبه تی	tɑibeti
تایبه‌ت	kɒibˈt
تراویلکه	travjˈalˈkˈa
ترجمه	terdʒɯmɑ
ترسەک	tərˈsək
ته‌له‌فۆن	tɛlˈfɔːn
ته‌نانه‌ت	tɑnˈʔɑtˈ
ته‌نها‌	tɛnhə
ته‌واو	tɑwɑl
توته کوله	tʃu ta qla
توخم	tʊ̞χʊ̞m
تورش	køʃ
تورکیا	tʏrkijɑ
تون	rn
تووکەبەر	tʃiːzikbæb
توێژ	tʃiɛ̞wːs
توێژینه‌وه	tˈəlˈedˈinˈəwˈa
توێژینەوە	tˈəlˈɛzjˈɛnwˈɛʁ
توێژەر	tˈuɾˈdʒer
تگر	t̪ig̞ɾ
تۆقاندن	tɒqandɒˈnˈ
تۆقێنەر	tɒqajɒˈnɒʃ
تۆمار كردن	pʊ̞mær kɪ̞rdi̠n
تۆمارکار	tomæɾkæɾ
تۆڵە	tɔɦɔma
تیشک	tˈiʃk
تیغ	tjˈu
تێچوو	te˨˩atʃuː˩˦
تێچوون	tajˈatʃuːn
تێچوونە کۆمەڵایەتییەکان	teʃuːna komɑlɑja teːkan
تێکشکان	tɛkʃkɑn
تێگه‌ێشتن	tegeʃtim
تەبایی	tɑːbiːʕiː
تەرزە	kʰæˈze
تەشی	tsˈe
تەندروستی	pendruːsti
تەنە ئاسمانییەکان	taˈnɛ ʔɛsmɑn jækɑn
تەون	tˈoʊn
تەوڕات	tɛvɚaːt
تەوژم	tɒvijʃɒm
تەوێڵ	ˈðæst
تەپڵەسەر	kaplastsɯ
تەکاندن	teˈkendin
تەکنیک	aknˈi
جه رگ	tʃɛk
جه‌لال	zˈɪlɛl
جوان	dʒˈʌn
جوجه له	tʃok tʃɑlɑq
جومعه	dʒoːmɑn
جوگرافیا	gˌeɪoˈgɾafˈiˈ
جوگرافیای شاری	gʃogɾæfkiː e̞ʃɒːɾiː
جوگرافیای مرۆڤی	geʁrãː pjɔj ɪn ro hijj
جگه‌ره‌كێش	dˈʌstjˈugˈɛtəkˈɪɹ
جۆزەردان	dʒozdɑn
جیهان	dʒiː˥˧ɦan˥˩
جیژن	tʃɛʃ
جەلال تاڵەبانی	dʒənən˥˥ tʰaːnən˧
جەنجاڵ	dʒoŋɟɔl
حسن زیرک	ɦɑsɯn ziːræk
حه فت	kast
حه فتا	afta
حه فته	hæfˈtˈ
حه ووه	hav
حه‌وت	hæʊ
حوجرە	ɦɵdʒrɑ
حکومه‌ت	okumˈa
حەساب	hosˈlam
خاراو	laːroː
خانەقا	χanqa
خاوه‌ن	χɑuɑn
خاک	äk
خاکەلێوە	χakliːˈwe
خاڵۆ	hɑlɔ
خاڵۆ شێروانە خەڵکی هەورامانە.	xɑːluː sʲirwaːnɑ xɑlkʲi hɑwraːmaːnɑ
خراجیان	ɑxrədʒiaːn
خزمه‌تگوزاری	hizmætgozəaːri
خشت	ð̞ʃt
خلێنە و بلێنە	ɣalɛnɛ w belɛnɛ
خه یار	fˈaɪɚ
خه‌بات	xʊbˈt
خواردن	juardim
خواست	xʊ̞st
خوای گەورە	xojˈgɒvˈrˈɒ
خودا	nɛˈnuːlɪ
خوه ت	χɑt
خوه تان	fatʃa
خوه م	son
خوه مان	qɑmˈʔæ
خوه ی	swee
خوه یان	tsuaɪ˥˩ li˥˩
خویشک	bʊ̞ʂk
خوین	xwe
خوێن	kyɴ
خوێندنگه	kɾˈindɪngɑːt
خڕ	xɯ̞m
خۆ تێهەڵقورتاندن	χɒtiheɾquɾtɒndˈin
خۆر	pˈoɾ
خۆر، هەتاو	xoːr ataw
خۆشاو	aʃˈo
خۆشه‌ویستی	xɔʃviːstiː
خۆشگوزه‌رانی	xoʃgozæɾɑːniː
خۆشگوزەرانی کۆمەڵگە	χoʃ bozærɒni komɒlgɒˈ
خۆشەویستی	xɔʃbiːstɪ
خۆشەویستی جوانترین شتی ئەم دنیایە.	koːʃɛ biseidʒuan trinʃtijem dɛnijajɛmoː
خۆم	hom
خۆمان	xˈɔmˈan
خۆماڵی	χæmˈɑli
خۆڕایی	poɾaj
خۆڵ	oɫ
خۆڵەمێشی	lolamiasiˈ
خۆی	xoj
خێرا	xe̞ɾɒːb
خێزان	kʲæˈzam
خەبات	xɑbˈhɑt
خەرمانان	ɦrmɑːnɑːn
خەزوور	ħazr
خەزەڵوەر	hæzɑmˈvɑr
خەساندن	χæsɑndʲɪm
خەسوو	ʁasˈu
خەلاتگر	çalɑtˈker
خەمڵاندن	χæmˈlɑndˈin
خەنە	θænæm
خەو	hˈoʊ
خەوتن	χæwtin
خەوش	aus
خەڵات	ħɑlɑt
خەیار	hejˈɑːl
داب و نەریت	dabonari
دابینکردن	dæmbi̠nkʲɪrdʲɪn
دابەشکردن	dæbæʃkɪ̞rðɪ̞n
داخ	dʒæst
داخوونی	daxvnˈi
داده‌مه‌زرێنێت	dadamɛzrɛjnɛt
دادوەری	dadori
دادگا	tataga
دار	dar
دارایی گشتی	dareɾi gəʃti
دامرکاندن	ðɒmɾˈkɒndˈiˈn
دامه‌زراوه	dɑːmezdʒɑːvɑː
دانان	daːnaːn
داهات	dahˈt
داهاتوو	dɑːhɑːtʃiːzi
داوەر	daʋɯ̞r
داڕشتنه‌وه	daːrˈsnəoˈwa
داژبه ند	dˈaʒ bˈɛnd
داکۆکی	akuki
داگیرکەر	tˈɛgɪkˈər
داگیرگە	dagˈirˈgˈa
دخوازم	duxˈvɒzim
دراو	ð̞eɾau̯
درو	tˈɛdʒˈo
دروزن	dʏrˈusim
دروس کردن	dʏrʏ̞ð kʲɪrdɪ̞n
دروست	rˈust
درکاندن	dirkandɪn
درگا	tɪlkˈa
درێژخایه‌ن	tɾɪ̞ʒʊ̞χɑjɛn
دل	tɯ̞ɫ
دلۆڤان	slʊˈvɑːn
ده	dˌæst
ده رزی	ka si
ده ره و	eɾe
ده س	jˈɛs
ده م	d̪em
ده‌ركه‌وتن	dæɾˈkʰoːtin
ده‌ركه‌وته‌	dˈɛrkˈoːtˈa
ده‌ستپێك	dɛstʃɪk
ده‌ستی نادیار	dɒˈstiˈnɒd jɒˈɾ
ده‌نگ	dˈɛŋ
ده‌وڵه‌ت	dæwlæt
ده‌وڵه‌مه‌ند	dæwlament
ده‌گه‌یه‌نێت	dagjæːnʲɪt
دو	dˈo
دو سو	tusˈo
دواتر	duɒtɾ
دواجار	dʊaːʒoɾ
دوازده	dˈoːtɑzˈdɑ
دوای	duaj
دوو	dʒoːm
دوو سه	tusˈa
دووبارە دابەشکردن	dubɑrɑ dɑbɯʃ kɪrˈdin
دوور خستنەوە	doːr ˈkəs nə oːʁ
دووشه مه	do ʃɑmɑm
دووشه‌ممه	dʒuʃemba
دووه‌م	duɫɑm
دوکه ل	duk˨aok˨
دویشه و	tɔ eso
دوینی	tønˈi
دویکه	dʒɑ
دڕدۆنگ	d̪elɣ̞ol
دژ	dˈɛʒ
دژایەتی	dʒaːt
دڵشاد	lʃɑːt
دۆشاومژە	goʃaomizjæ
دۆلار	dølɛr
دۆڵ	dˈom
دیار	ðiːr
دیاردە	jɑɾˈdɑ
دیاری	ʝɑːriː
دیاری شوان ئاڵەکۆکە.	dæɾiːʃuːan ælækɑkæ
دیاریکراو	jˈɑːɾidʒnˈɾˈɑm
دیان	tjˈɛn
دیاکۆ، هێمنی بانگهێشت کرد.	dʒɑːdʒɑː hemniː beŋgəʃt kʰeɾd
دیلان	ilɒn
دین	dˈeːn
دیواری ماڵی کاکە حەمە بە خشت دانراوە.	giwaːrimaːliːkakaːhma bxxst daːnˈzaːwa
دێ	d
دێگولان ، دێولان	diː e̞gulɒn
دەربڕین	tˤaːrbɪxˈim
دەرخ	darx
دەرخ کردن	dɛrχkʲɪrdʲɪn
دەرچوون	sˈtʃuːn
دەرکردن	dærkɪ̞rðɪ̞n
دەرکەوت	ˈmerkəl
دەرکەوتن	dakɾoːtɯm
دەستدرێژی	tʲɛstʲɪrʲɪʲaʐʲiː
دەستو پێوەند	dˈas tʊ pˈeːɔːn
دەستکەوتن	ðəstkəʊltoʊn
دەستکەوتە کۆمەڵایەتییەکان	dæs kɛltæ kʊ̞mwɫä jæt jækɛn
دەستێوەردان	dəstewərdana
دەستە	gɒstaˈ
دەستەبەری	dastabari
دەسەڵات	dəbˈaːlət
دەفە	dˈiʁfˈœʁ
دەم	dˈoʊm
دەمارگیر	dɐmˈaɾˈgiɾ
دەمارگیری نەتەوەیی	d maːrgiːriː nə təlji
دەمەتەقێ	damatake
دەنگدەر	tɒndˈɒɾ
دەولەمەند	lauɫima
دەوڵەمەندی	dawlamɛndæj
راس	braːs
راپۆرت	ɾɒːpæɾ
رزگار	ɾɯzˈgɑr
ره ش	flaʃ
ره‌وش	lau̯s
روانگە	luanˈgɒ
روخانه	dˈiːzxaˈɾæm
رودار	ɾˈudˈɜ
رووبەر	ɾolbɛr
روژ	ɾʊʒ
رۆژ	rˈɔʒ
رۆژانه	boːzɑːne
رۆژاڤایێ کوردستانێ	kʲæˈrɑbɑj tʊ pɞstaɾiːt
ریش	bɾˈɪʃ
ریوی	ɾɪvi
زار	d̪a
زاراوه	zəːraːwa
زارۆک	nˈɔrʊk
زازا	zɑːzɑ
زانا	zænæ
زانایانی	zænˈɑːni
زانستی ئابووری	znˈɪsti ʔabuːri
زانستی ئامار	zɛnɪsti ʔɑːmɛr
زانستی یاسا	zˈɐnəs tiːjˈɑːsˈɑ
زانستە ڕامیارییەکان	zɑnɪsraː marikaːn
زانکۆ	zankɔ
زانیاری	zniːɑːri
زاوا	tsava
زرانی	zraːniː
زریبار	zriːaːbaːr
زرێبار	zreːbaːr
زل	zɪl
زلهێز	zælhæz
زمانناسی	mannaːsi
زمسان	sɯnˈsɛn
زه رد	zɒɾt
زه ریف	sɛɾjf
زه ماون	samaua
زه‌حمه‌ت	zˈɑ̃ˈhˈmˈət
زو	zɯ
زوان	zwˈaɪb
زک	zˈɛk
زۆربه‌ی	sɔrmei
زۆربەی	zœɾbej
زۆرێک	zorɛk
زۆڵ	ˈoːn
زیاتر	zijatijɾ
زیادکردن	zijatkiɾˈdin
زیادەڕۆیی	zijɑdɑrʊʔiː
زیندانیکردنی	zjɪndaːniːqrdniː
زێڕ	zˈeːɾ
زەبر	nˈøbl
زەر	ðæɾ
زەرد	zʲert
زەلکاو	zˈɛlkə
زەنگینی	θɛ̃k
زەڕنەقووتە	zəngnɑkuːtɑ
س	se
س سو	sˈɛsˈo
س سو شه و	seˈso ˈsˈoː
س شه مه	sɛʃɛmɛ
سابڵاغ	tɐbˈlɑɟ
سال	sˈa
سامان	sɑːmɑːn
ساوا	saˈvɑ
ساکار	sɑkɑr
ساینقەڵا	saimkɑˈlɑ
سروشتی	savˈɑ̃sˈti
سروود	sɾuːd
سروە	sɪrˈvɑl
سرینچک	sɯɾˈintʃɯk
سكرتێر	skɾtɪr
سلام	sulɑːm
سلاو	slau
سلێمانی	laːmɑːniː
سمت	søn
سمیل	sfˈɛɒ
سنندج	sænæmgæhæd
سنه	sˈilˈɛn
سنوور	sɛlˈuɾ
سنگ	ɣɛn
سنە	snə
سه	sˈa
سه ر	sɛr
سه رد	sɛrˈt
سه رما	sɛrma
سه وز	sau̯s
سه وزی	soːzi
سه وزی شه و	soːzi ʃæm
سه گ	sˈak
سه‌ر	sɛr
سه‌ربه‌خۆ	sɾbxʊ
سه‌رجه‌م	seɾdʒɒm
سه‌ردان	sæɾˈdɑːm
سه‌رده‌م	sɛrˈdeˈɣim
سه‌ره‌تا	sæɾˈte
سه‌ره‌تایی	srtʰɑjɪ
