(หนึ่ง)ทุ่ม	hŋ˨˩tʰʊm˥˩
mitr chaibancha	mɪ̞ʈʰʃʰɪːn˧ʈʰɔː
mo chit	mɔː˧tsʰit˦
mom chao ananda mahidol mahidol	˧ɔːŋ˧˧tɕaːʋ˨˩ a˥˧n˧ãn˧˧tɕiː˥˩ tʰɔn˧˧
mom luang	mom˨˩ljoʊ˧˥wɑŋ˧˥
mom rajawongse	m˧ʔom˧ráːkʰwːŋ˧
mrigadayavan palace	taːraːtɕnɪnwe nbaruːtɕaːjɔnwa
mu kratha	m˥˩k̚˦˥raː˧tʰaː
mu nam tok	mu˧˧n˧ám˨˩tʰɔːŋ˧˧
muang thai	mɯ̄ːŋ˧kʰrʌiːʰ
mueang	mɯəŋ˨˩
mueang sing	mɯːŋaʋ˧saj˥˩nɕjʰ˥˥tʰʰik˥ʰʰam˧ʔaŋ˧ʔtʰoŋ˨˩˦ ʔəɥ˩lɤ˥˩tʰa˥˥
mueang thai	mɯːʔntʰj
muen	maːn
mukdahan	n˧kdaː˧haː˧n˩˩˦
myanmar	pʰama
müang thai	mɯːɔːŋ˧tʰ
na chaluai	naːʥa̯ʔwj˩˩˦
nadech kugimiya	naʔrdkʰʰuːkʰiː˧njaː˧
nakarin atiratphuvapat	naːkʰɑːn˧rɪn˧ɑːt̚˨˩ĩːɾáp̚˨˩tʰuːpʰáp̚˨˩
nakhon	nɑkʰɔ̀ːn
nakhon nayok	nakɔ̀n˥n˥aːjg
nakhon pathom	n˧a˦˥k̚˨˩n˧ɔ̀n˧pʰt̚˨˩ʰŋ˧
nakhon phanom	nakʰɔ̀npʰanom
nakhon ratchasima	nakʰɔːn˧raː˧k̚˨˩sa˨˩maːk̚˦˥
nakhon sawan	hə˧˥ kʰoː˧˧an˥˧s˦˥wan˧˧
nakhon si thammarat	n˧a˦˥kʰon˧tɕntʰamraː
nakorn	nakʰon˧
nam jai	n˥amtɕaj˧
nam phrik	naːmrɪ
nam phrik pla thu	n˧aːm˧p̚˥˩lik̚˥˩praː˧ʈtʰuː
nam tok mu	n˧aːm˧tok̚˦˥mŋ˧
nam yuen	n˧aːm˧n˦˥
nan	naːn
nana	na na
naphat siangsomboon	n˧a˦˥sìjŋ˧sŋ˧bun˧
narathiwat	n˧a˦˥raː˧tʰiːʰwaː
naraya	naːraːjaː
natchaleeya	na tʃalia
national stadium	sa˦˥nam˧ʔk̚˨˩laː˧ʔŋtɕʰaːt̚˥˩
natthanan junkrajang	n˧ʈtʰanan˧k̚˨˩raːtɕaː
nawakarn khunjan	n˧a˦˥wakaːrkʰʊn˩˩˦tɕaːn˧
nawamin	n˧a˥wɑ̀mɪn
nganthavee	ŋaːn˩˩˦tʰaːvj
nguyen	dˌiːzə
nid noi	n˩˩˦it˦˥noj˩˩˦
nilawan	ni˧laː˧wan˧
nimnuan	ni˥˧nwan˥˩
nirun sakulmaeka	niːran səkul ˈmejkʰaːn
niwatthamrong boonsongpaisan	niːʋ˥˩at̚˨˩kʰam˧lɔŋ˧ buːnsʰŋ˧ʔtʰâːsaː˩˩˦
no mai farang phat kung	n˧ʔhm˧ajʔfráŋ˧pʰaːtkʰŋ˧
nogsuan	loks˧˧uaŋ˨˩˦
nong bua lamphu	nɔ̀ŋ˧ʔbw˧ʔlam˧kʰʔ
nong chok	n˧ʔtsa
nong khaem	n˩˩˦ɔ̀ːŋ˧ʔkʰm
nong khai	n˦˥ɔ̄ːŋ˧kʰaː˥˩
nonthaburi	numeɾo ð̞aβ̞oriɾ
nonzee nimibutr	n˩˩˦n˧siː niːajʔibt̚˨˩
nooch	nˈot
nootsara tomkom	n˧ʔsa˨˩daː tɔ̀ŋ˥kʰam
noppanat	n˧p̚˦˥ʔpn˧áp̚˦˥
nuea phat bai yira	n˧ɛːaːpʰt̚˨˩ʔbraː
nueng	n̪t̪
num prik ong	n˧aːmpliːk̚˨˩ʔɔ̀ŋ
on nut	ʔɔːn˧nʔt̚˥˩
one bangkok	wan˥pɛːŋ˧kʰɔːk̚˨˩
ong-art klampaibul	kŋ˥˩aː˧rtʰlaːmʔhw˧
onuma sittirak	ʔɔːn˧ʔuːmartsit˥tiːráp̚˦˥
orn-anong panyawong	ɔ̀n˥ɔ̀n˧ŋ˧w˧n˩˩˦jaː˧wŋ˥˩
pad namprik phaow	ajʔsn˧aːmpʰrk̚˥˩ʔpʰâː
pad see ew	pʰa˥˥ʔtsiː˧w˧
pad thai	pʰáʈtʰj
paen phimph	pɛːn˥˩in˥˩
paholyothin	pʰaːkʰon˧ʔa̯n˧
pahsee sangkom	haː˧˥siː˧sa˨˩am˧kʰŋ˧
pai	faj
paisit	tʰa̯sìd
pak mun	paːk̚˨˩mŋ
pakorn chatborirak	pkɔ̀ːn˧tɕʰt̚˨˩ʰbɔːn˧n˧a˦˥k̚˦˥
pakpao	tǎk̚˨˩pâːw˧
pala-u waterfall	n˧am˧pk̚˨˩paː˥˩la˦˥
palakorn	pʰlaːk̚˨˩ɔ̀n
palitchoke ayanaputra	pʰt̚˨˩tʃkʰɔ̀ːaːj˧nabt̚˨˩
panang	pʰa˥˥n˥˩aŋ˧
panutat	pʰaː˥˩n˩˩˦uːt̚˨˩aʈ
panyasophonlert	n˩˩˦aː˧rp̚˨˩aːn˧lɤk
paramita	p̚˥˩raːmitaː
pasathai	pʰaː˥˩saː˩˩˦ʔtʰj˥
pathet lao	pɔːŋ˧pɔːŋ˧pɔːŋ˧pɔːŋ˧pɔːŋ˧pɔːŋ˧pɔːŋ˧pɔːŋ˧pɔːŋ˧pɔːŋ˧pɔːŋ˧pɔːŋ˧pɔːŋ˧pɔːŋ˧
pathom	bã˥t˥hom˧
pathum thani	bɔːtʰŋ˩˩˦tʰaː˧n˧
pathum wan	pʰa˦˥tʰʰŋ˧wɑŋ
patong	ma˨˩ta˥˩
patpong	hʌt̚˨˩kʰon˧
pattani	ʊ̞tɑːne
pattaya	atʰjaː
pattaya klang	pʰátʰjaː˧k̚˨˩k̚˦˥laːŋ
pattaya nua	pʰátʰjaː˧ʔhɔ̀
pattaya tai	pʰátʰjaː˧tʰaːj˥
pañpuri	pan˥˥puːriː˨˩
pen-ek ratanaruang	ʔpɛn˧ɛ̄ːkt˥˩n˧aːɹeːŋ˧
penphan	penˀb˥an˥
permsubhirun	pʰiʰom˧sábhʰirǎn˧
petchaburi	pʰətɕʰag˧riː˧
petchsamuthr duanaaymukdahan	s˦˥m˧t˥ʔɛːn˧ ɔ̀ːjaː˧n˧dǎːhaː˥˩n˩˩˦
phachara khongwatmai	pʰʔtɕkra kʰɔŋ˧wat̚˨˩hm˥˩aj
phahurat	ɦaɾuɾa
phak bung fai daeng	pʰak̚˨˩bŋ˧ʔfaj˧ʔdŋ˧
phan	an
phang nga	la
phanpruksachat	p̚˦˥ɛːn˩˩˦k̚˦˥saː˩˩˦tɕʰaːt̚˨˩
phasa thai	pʰaː˥saː˩˦ tʰɐiː˥
phasi charoen	tʰaːt̚˦˥sìtɕarən
phat kaprao	kʰʔkʰraːw
phat khana mu krop	pʰaːt̚˨˩kʰnaːm˥˩uːkrɔːp
phat khimao	atʰkʰʰʰmaː˧
phat phak ruam	pʰǎt̚˨˩pʰaːk̚˨˩rw˧am
phat rad na	ɔ̄ːâːt˥raːt̚˨˩n˧aː
phat si-io	tʰãːt˧ʔsiː˧ʔiuː
phat thai	pʰáj˥tʰaj˧
phat wun sen	t̚˨˩n˧ʔs˦˥n˥
phatthalung	tɔ̀lʊm
phaya thai	kʰʌːaː˥˩j
phayao	pajaw˨
phayu	pajˈo
phetchabun	pʰətɕʰbun
phetchaburi	hek buˈɾaː
pheu thai	pʰɯ̀ʰʔtʰaːn˧
phi phi	pʰi˥˥
phibunsongkhram	pʰibun˧sʰŋ˩˩˦t̚˨˩aː˧n˩˩˦
phichej	pʰiːt˨˩aɻ˧tstʰʊŋ˥˩  ʂu˥˩xɤ˥˩xɛtʰʊŋ˥˩pʰiːt˥
phichit	piti
philippines	filipˈin
phitsanulok	ˈɪts ðən nˈu lˈɔg
phla mu	plˈaːmˌɔ
phloen chit	kʰʔnt̚˨˩dʔ
pho	fɯˈʌ
pho nimit	pʰ˥n˩˩˦mɪt
phot phahonyothin	rt̚˨˩paːhɔ̀ːn˧ʔj
phra	a
phra akra chaya ther	pʰraːʔk̚˨˩raːtɕaːjaːhtʰɔm
phra akra rajathevi	taːʔk̚˨˩n˧aːʔt̚˨˩n˧t̚˨˩w
phra aram luang	pʰraːʔraːm˧lwŋ
phra buddhajinaraja	pʰraːkpʰut̚˨˩nn˩˩˦a˨˩raːt̚˨˩
phra chao	la tʃao
phra chao ekkathat	pʰra�y˥aː˥˩w˧ʔɛk̚˦˥tʰaːt̚˥˩
phra kaeo morakot	pʰráːʔkɛ̀w˧m˧ʔm˧ʔkra˨˩k̚˦˥t̚˨˩
phra khanong	pʰraːkʰon˧ŋ
phra maha monthian	kʰráːmaːhɑːm˧n˩˩˦ʔt̚˦˥iːʰan˧
phra nakhon	pʰlaː˧knakʰon˧
phra nakhon khiri	n˩˩˦a˥n˧kʰɔːn˧t̚˨˩riː˧
phra nakhon si ayutthaya	na ne kɔnse iːlˈɛte diːlˈa
phra nang klao chao yu hua	ʔhlaʔwɑw
phra nang ther	pɔːn˧aːŋ˧tʰɔː
phra ong chao	pn˩˩˦aŋ˧tɕaːw˥˩
phra pathom chedi	pʰraprtʰomʔdʰ
phra racha chaya	pɔːraːtʰtɕaʃaːjaː
phra rajathevi	la tə teːwiː
phra rajini	ʔaːrtʰiːj˧j˧
phra ram ratchaniwet	pra˥raːmkraːtɕan˩˩˦iːʰʋeːt̚˨˩
phra ramesuan	ɔːraːmʰsa˨˩w˧n˧
phra samut chedi	kʰaːsa˨˩kut̚˨˩ʰtɕrtʰiː
phra ya nakorn cave	tʰam˧pʰra˦˥jaː˧n˧ɔʔkʰn
phrae	ɾe
phraya	raːjaː
phraya manopakorn nititada	pʰaːjaːmaːn˩˩˦oːpa˨˩kɔːn˩˩˦niːsaːraː
phraya phahonphonphayuhasena	pʰj˧pʰaːʔhwn˧pʰnpʰj˥ua̯haː˧rʔhn
phrom phong	kʰɔːm˧ʔprŋ˧
phromthep	prmʔt̚˨˩pʰ
phuket	tʰɯ̀kɪ̀t
phukhao thong	pʰuːkʰaːtʰɔ̀ŋ˧
phyathai	pʰʔjaː˧ʔtʰj
phyathai station	sa˨˩tʰaːn˩˩˦iːʰpʰʔjaː˧ʔtʰj
pimpaka towira	m˥˩pʰkaː˥˩tòːʋraː
pintoy	pʰiːn˧tʰɔ̀j˧
pirak anurakyawachon	pʰiːraːk̚˨˩ʔan˧wrak̚˨˩ɔ̀aːwɔːtɕʰn˧
pisal techaviphak	pʰi˧sǎːn˨˩ tɤ̆j˧tɕʰaːp̚˥˩ipʰak˨˩
pitayatonakarn	pʰtʰja˥ʔtʰn˥˩a˨˩k̚˦˥aː˥˩r
piyanut pannoy	biʔjn˧t̚˨˩pen˩˩˦nɔ̀j˧
piyaporn	pia˥˩pa˥˥n
plaa lai phuenk	laː˧hl˧aː˧j˧pʰɯːʔ
plaek pibulsonggram	n˧ʔhlɤk̚˨˩pʰiʰn˩˩˦sŋ˩˩˦kʰraː
plar	plˈa
plearn wan	n˥˩wǎn˧
pleumjit	plɪm˧
pleumjit thinkaow	p̚˥˩n˧ʔmtɕtɕʰŋ˩˩˦kʰaː˧
ploenchit	pɔː˧rɔːn˧
ploypailin	slɔːjˈpʰl̪iŋ˧
pokphand	pɔːkɔːp
polpat asavaprapha	tʰn˩˩˦pat̚˨˩ɛːasawap̚˨˩n˧apʰaː
pom prap sattru phai	p̚˥˩om˧plaːsat̚˨˩ruːpʰaːj˩˩˦
pongpan	pʰʊŋpʰan˥
pongsakorn	pʰŋ˧sa˨˩k̚˦˥ɔ̀n˧
pongskorn	pʰŋ˧sa˨˩kɔːn˧
pongtawat	pʰŋ˩˩˦ʈʰa˥w˧
poo pad pong curry	pʰɔːpʰt̚˨˩ʔk̚˨˩a˦˥riː˧
poosak	pʰuːsaː
pornpun guedpard	kʰɔ̀ːn˧pʰaːn˧ʔk̚˦˥n˧praːt̚˨˩
pote sarasin	tʰɔ̀tʰsɑɾə ɛsɛn
prachin buri	ɔːraːtɕiːɔːn˧
prachinburi	raːdiːn bɔzajk
prachuap khiri khan	rtʃɔːp tʰiːriː˧
prachuapkhirikhan	pn˩˩˦a˦˥ʔwbkʰi˥rkʰan˧
prajadhipok	praːn˧tɕʰaːrbk
prajna	rat̚˨˩jaː
prakhanong	la anɔ
pranburi	raːn˧buːd˥iː˧
prapakorn	prápʰaːkʰɔn
prasert lohakarn	ra˦˥ʔsɛːrwntɕaː
prateepmanowong	pɹat̚˦˥iːb˧mɔ̀n˧ɔ̀ʋ
prathet thai	pra˦˥tʰeːtʰj
pratu nam	pratuːnaːm
pratunam	pra˦˥tuːn˧aːm˥˩
prawet	laːk̚˨˩weɔ̄ːn
prayad marksaeng	pn˩˩˦a˦˥ʔj˧t̚˨˩maːksʰŋ˩˩˦
preah vihear	pʰráːvij˦˥ɔ̀ːn
prem tinsulanonda	pre̙ːn˩˩˦ti˧n˧n˧t̚˨˩iʰʔalan
pridi banomyong	pɾidiː hnnŋ˧jok
princess sirivannavari nariratana	siːriː wanːnɔvɑriː naːrgˈirˈa
probably	proɑpɑpɫʲi
puat	tˌuˈɑt
punjaporn	man˩˩˦tɕaːpʰorn˩˩˦
punjaporn kosolkitiwong	p̚˥˩n˩˩˦ʈap̚˨˩n˧ʔkʰon˧ʔk̚˨˩st̚˨˩wŋ
punyawat pawornwatcharawat	t̚˨˩ɛːan˧jaːwɑt̚˨˩pʰaːw˧ɔːn˧wasʃʰraː˧wat̚˦˥
pæn phimph	pen˥˩mʰtʰbord
pæ̂n phimph̒	k̚˥˩an˥˩m
radomyos matjiur	rá˦˥dʔmjtma˥ʔɛ
rajchathewi	ɔːatʰtʰɔːatʰɛːwiː˧
rajdamnoen	ɔːâːtɕʰdam˧deːn˧
rajprarop station	sa˥taː˧n˧iʰraːtɕʰp̚˥˩raːpʰ
rajwaramahaviharn	ɔ̀raːtɕʰʔbor˧aː˧maːɦaːviː˧hɑːr
rajwaraviharn	k̚˦˥raː˥˩tʰʔf˥˩rravjhaːn˧
rak	bla
ram khamhaeng	tʰráːm˧kʰʰam˧ʔhŋ˧
ramakien	ramak ian
rambhai barni	k̚˦˥ramʔh al
ramkhamhaeng	kraːm˧kam˧ʔhŋ˧
ranat thum lek	laːnaːkʰŋ˩˩˦hlɛ
ranong	renou
rat burana	ɾaːt̚˨˩buːɾɐna
ratana pestonji	ratʰ ʔpn˩˩˦stnt̚˨˩˦ɛɹ
ratanapenchart	ɔːraʔtɔːn˧a˦˥ʔn˥ʃaːt̚˨˩
ratanaram	ɔːtɔːnaːraːm
ratchaburi	rat˦ ɾi˧˥
ratchadamnoen	raːtɕʰnam˧n˧eːn˧
ratchadamri	pɹaːsatʰamnɛ
ratchadaphisek	ratɕʰdaːpʰʃ
ratchanok inthanon	raːʃ˥n˩˩˦apk̚˦˥im˧tʰaːnn˩˩˦
ratchaprasong	raːtɕʰaːp̚˨˩raːsɔː
ratchathewi	ɔːɹaːt̚˨˩satʰeːwiː˧
rattanakosin	rat̚˨˩anaːkosin˩˩˦
ratthapark wilairot	rtʰpʰaːkʰʔwl˧rtʰ
rayong	prijon
raça	braː kaː
rean	riːɛn
reclining buddha temple	pɔːkʰoː
rirkrit tiravanija	p̚˨˩rk̚˦˥rt̚˨˩ tiːraːn˧t̚˨˩
roi et	rɔːj˧ʔɛt
rojana	rtʰtɕa˦˥naː
roti	rt̚˨˩ɪ
ruamjaipattana	rw˧m˧tɕaj˧pʰan˧t̚˨˩ʰnaː
ruk krai mai pen	rákkʰrajajʰpen
russia	bɾˌɑtsiˌɐ
sa kaeo	sa˩˥ːɛl
sa was dee khaa	s˦˥a˦˥wat̚˨˩di˥kʰaː˧
sa wat dii ka	sat̚˨˩diːkaː
sabai arom	s˦˥baː˥˩j˧âːrm˧
sabaidee	s˦˥bâːj˧diː˧
sabsung	sap̚˦˥sŋ˧
saen-wít (sandwich)	zəndbid
saengduan	sǎŋ˧ʔɛn
saengwath	sŋ˨˩wɐt˥
saha	sahab
sahaschai	sa˥hat˦tɕʰaj˧
sai mai	sɐi̯˧˥mɐi̯˨˩
saisuwan	ʃaːj˧sʰw˧n˩˩˦
sak yant	saqjaːn
sakaeo	sa˨˩kɛ˥˥w˧˥
sakon nakhon	sa˨˩kl˧nakʰon˧
sakunkhun	sa˨˩kul˩˦kʰun˧sa˨˩kul˩˦kʰun˧
sakyamuni	saːkʰka˦˥jaː˧ muːniːʰ
sala daeng	sǎːlaːʔk
sam roi yot	sǎam˧rɔjʔj˧ɔːn˧
samak sundaravej	sa˨˩mǎk̚˦˥sn˧tʰaː˥˩ra˨˩ʔwt
samakhi dham	saː˩˩˦mǎkʰi˥tʰam
samphanthawong	sam˥˥ɑŋ˨˩pʰan˥˩tʰa˥˥wŋ˧˥
samre	sam˥rɛ
samut prakan	sa˨˩m˧tpra˦˥kaː˥˩n˧
samut sakhon	s˦˥mkʰɔːsaːkʰɔː
samut sakorn	sn˧t̚˨˩saː˩˩˦kʰɔ̀n˧
samut songkhram	sa˨˩mtʰt̚˨˩ŋkʰraːm
samut songkram	sa˨˩m˧t̚˨˩sʰŋ˧kʰaːm˧
samyan mitrtown	saːm˩˩˦n˩˩˦aː˧n˧mrtʰaːʋ
sanam chai	sa˨˩n˩˩˦aːm˧tɕʰʰaj
sanam chandra palace	raːtʰiːʰŋ˧sa˨˩n˧aːmk̚˦˥an˧
sanam luang	saːnaːmloŋ
sanam pao	sa˨˩n˩˩˦aː˧mâː
sanambin	s˦˥naː˧m˥˩n˧
sanan kachornprasart	sa˨˩n˥˩ɔːn˧kʰtɕɔːn˥prɔːŋ˧saː˩˩˦
sangduen	sǎŋ˧ʔɛn
sangduen lek chailert	ɔːaːʔɛː
sangkhlaburi	sáŋ˨˩kʰl˥a˥k˥ buː˧riː˧
sangsuwan	sa˨˩aŋ˧swɔːn˧
sanoh tientong	sa˥˩nɔː˧ ʰt̚˨˩j˩˩˦npʰɔːŋ˧
sanuk	fˈanˈw
sanya dharmasakti	tsɐn˩˧jaː˩˧ tʰɐm˥
saovabha bongsri	sɐu̯˧˥
saowapark	saːwapʰaːk̚˨˩
saowapark wanmalee	sa˨˩waːpʰaːkwãːt̚˨˩mãːt̚˨˩
saphan	sa˨˩pʰaːn˩˩˦
saphan khwai	sa˥˩pʰaːn˩˩˦kʰua̯j˧
saphan kwai	sa˥paːn˧kʰua̯j˥
saphan phut	sa˥˩pʰaː˥˩n˧pʰuːt̚˨˩
saphan sung	sa˥pʰaːn˧ŋ˧
saphan taksin	sa˥paːn˧taːk̚˨˩rɪŋ˧
saraburi	sara muɾi
saratchaporn	sa˨˩rɑːtɕʰaːpʰʔn
sarit thanarat	sɛrt hanaɾaːt
sasin	sɐŋ˨˩ sin˨˩
sathit	satʰit̚˨˩
sathon	sa˥ʔtʰɔːn
satun	sakˈamɚ
savang vadhana	sa˨˩hwaŋ˧wat̚˨˩kʰn˧aː˧
sawaddee	satʰdi˧
sawadee	tʰapatʰi
sawangmake	sa˨˩hwaŋ˧˥miːkʰ
sawankhalok	swaːn˩˩˦kʰaːlɔːk
sawasdee	soˀ ʋatːɪ
sawatdee krup	swaːt̚˨˩diːrkʰráp
sawatdi	sǎvat̚˨˩di˧
sawatdii	s˦˥a˥ʋ˧at̚˨˩riːt̚˨˩
sayam	sa˨˩jaːm˥˩
seni pramoj	sa˨˩n˧n˧pra˨˩mʰt̚˨˩
seranon jaron	siːrraː˧n˧un˧dʒaː˧k̚˨˩n˧
shanghai	siajŋ˨˩hʰ
shinawatr	sʰinːa̯w˧ast
shompen	sʰom˨˩ʔpen
si sa ket	seːˈkiː˧
siam	sa˨˩jaːm˥˩
siam center	s˦˥jaːm˧ʈentɕrtʰ
siam discovery	s˦˥jaː˧˥m˥˩t̚˨˩ɛːkʰʔfɛːrɪ
siam niramit	n˧jaːmʔhramrt̚˨˩
siam paragon	sa˪˩˦jaːm˧pʰaːrakɔ̀n˧
siam square one	sa˨˩jaːm˧ skʰw˧wwan˧
silom	siːlom
silom complex	s˦˥l˧om˧kʰɔːn˧ʔp̚˥˩
silpakorn	n˧paːk̚˨˩ɔːn˧
sing buri	seŋˈbɔːˌɾiː˧
singto	sin˨˩to˧˧
sipsongpanna	t̚˨˩k̚˦˥sʔŋ˧pɑn˥˩naː
sirikit	si ɾjki
sirindhorn	s˦˥iː˨˩rĩŋ˧tʰɔ̀ːn˧
siriraj	siːriːraj
sisaket	siː˨˩ sɐt̚˥
sivaroj kongsakul	s˦˥iːʋ˧wroːt̚˨˩ kʰŋ˧s˦˥kul˨˩
soamanas vadhanavadi	sʰɔ̀mʔmɔ̀tʰn˧aːn˧waːt̚˨˩riː˧
soamsawali	tsou̯˨ sɐt̚˨ wɔː˧liː˨
soi	sɔ̀ːiː
som tam	som tam
som tum	somtɐm
somchai wongsawat	sʰŋ˧tɕʰʰaːjwŋ˨˩sʰwʔt̚˨˩
somdej	s˦˥m˥˩wt̚˥˩t̚˨˩
somdej chao phraya	sam˧ʔt˥ʰtʰaː˥˩ʔprn˧ajâː
somdej phra chao yu hua	sŋ˨˩ʰtet˨˩pɔ˥˥ɛ˨˩aː˧hɔ˧˥
somdej phra rajini	sʰŋ˨˩tʰì˧pʰɔːa˥˧raː˧tɕʰiːn˥˩hŋ˧
somdet phra chao ekkathat	s˦˥m˧rtpʰra˦˥kiaːw˥˩ʔɛk̚˦˥tʰaːtɕ
somyot	sʊmjt
songkhla	sũã˨˩
songkran	sŋ˧k̚˨˩raːn˧
songthaew	sŋ˥˥tʰɛːu˨˩
sontaya keawbundit	sʰntʰjaː˧ʔua̯p̚˨˩an˩˩˦dj˧
sonteen	ləʔtiːm˧
sooksan	sʰŋ˩˩˦sǎːn˧
sri indraditya	s˦˥ɛː˧ʔin˦˥tn˧aː˧t̚˨˩
sri sulalai	siː˧˧sulaː laːˈj˧
sri suriyendra	siː˩˦sriː˧ʔnt̚˨˩raː
srinakarinwirot	srn˧kʰʔin˧ʔroːj
sripatum university	ŋ˥˩haː˧witʃʰeːlajsrpɔːn˧ŋ˥˩
sriracha	siːraː˥˩tɕʰaː
sriracha district	s˦˥raːtɕʰaː
srivaddhanaprabha	siːwatʰn˧apʰn˩˩˦aːpʰaː
starbucks	satˈnaːbaːk
stupa	tɕatʰug
suan luang	sian˨˦luaŋ˨˦
suan pakkad	sʰwan˥pʰa˦˥kaː˧t̚˨˩
suay	sobɛj
suchinda kraprayoon	sknd̪aːkʰraːpn˩˩˦oɔːn˧
suckchai	sk˦˥tɕʰʰaj˧
sukhotai	s˦˥kʰoːtʰʰ
sukhothai	skʰroː˧tʰj
sukhprem sachdecha	sʰw˧pɹim˧sat̚˨˩t̚˨˩ʰaːx̟˥aːrtʰ
sukhumala marasri	sa˨˩kua˥˩maːn˩˩˦mɑːrasiː˥˩
sukhumvit	s˦˥kʰŋ˧pʰiʰt̚˨˩
suki	sukˈɪ
sukotai	skʰʔtʰai̯
sukumpol suwanatat	bk̚˨˩am˥kn˩˩˦suan˥natʰtʰ
sunandha kumariratana	sa˨˩mæn˧kʰaː ʋaːrdiː˧ráp̚˦˥
suphan buri	tʰʊ̞pʰʊ̞rj
suphanburi	sa˨˩pn˩˩˦buː˧riː˨˩
suphannahongse	sʊpʰan˥˥na˥hŋ˥˥
suphot	supʰt
surasak	tsʰraːsaːk
surat thani	suraːt̚˨˩kʰaː˧n˧
surayud chulanont	sa˨˩raːjuttsulaːnɔ̀n˧
surin	supremjɛ
suriya	soʁˌaɪˈa
sushar manaying	sut̚˨˩ʃaː maːn˩˩˦aː˧n˧
suthep thaugsuban	tʰeːp̚˦˥ʔɛk̚˦˥sʰwbn
sutthisan	sut̚˨˩tiːʰsaːn
suvannapong	soɯ˧ʋan˦˥apʰŋ
suvarnabhumi	suːwɑn˥˩hapɹum
suvarnabhumi airport	sa˨˩n˩˩˦haː˧mrn˥˩s˦˥ʔanŋ˧
suvarnabhumi station	satʰaːn˧iːʰsuːɔːn˧a˨˩m
table	tɔ̃
taiwan	tai̯˨wan˨˦
tak	ta˥˩
taksaorn paksukcharern	tʰak̚˥˩s˦˥aːʔn˧pʰak̚˥˩kʰtɕaːrɔ̀n˧
takua pa	ta˥˩ ko˥˩ːa pa˥˥
talad	t̪el
talat	sa˨˩laː˧k̚˨˩
talat phlu	t̚˨˩laː˧t̚˨˩luː
taling chan	n˩˩˦a˨˩lŋ˧tɕʰan˥
tam phonlamai ruam	tǎm˧pʰl˧a˦˥ma˥j˧ruːm˧
tambon	tʰam bon
tanakamol	kʰn˩˩˦aː˧k̚˨˩n˩˩˦aː˧mn˥˩
tananupappisal	tʰaːn˧aː˥˩n˧uːpʰaːpʰrʰaː˧
tanart sathienthirakul	tʰnaːsa˨˩rk̚˨˩jn˧t̚˨˩iːʰwra˦˥kun˧
tanin kraivixien	k̚˦˥aː˧rn˩˩˦eːn˧k̚˦˥rk̚˦˥ɪ˥ʔt̚˨˩
tanon charoen krung	tʰɔ̀n˧ɔ̄ːn˧ʔkʰrnkʰɔ̀n˧
tanon khaosarn	pʰ̞n˧nkʰaː˧sǎːn˧
tanon phahonyothin	˩˥˩˦n˧ɔːn˧p̚˨˩ʰn˩˩˦ʔjʔtin�˦˥
tanon phetkasem	ɔːn˧ʔnkʰʔka̯s˦˥ɛːn˧
tanon ratchawithi	ɔːnn˩˩˦raːtɕʰt̚˨˩
tanon sathon	tʰɔ̀ːn˧saː˩˩˦tʰɔ̀ːn˧
tanon si lom	k̚˨˩an˧ɔ̀n˧s˦˥iːʔlŋ˧
taokaenoi	tʰaːʔkɛ̀ːn˧ɔ̀j
tapaphaipun chaisri	kʰaːppʰl˧ɛ̄ːpʰaːn˩˩˦sajsiː˩˩˦
taro chiezo	pɔ˥˥
tathagata	traːkʰaːkʰt̚˨˩
tawan	ta˨˩wan˥
tawan[slash] ตะวัน	ta˦˥wan˧
tawee boonyaket	kʰaː˧w˧j˧buːn˧ʔrat̚˨˩ed
taxi	taːk˥siː˩˦
tej-eiamsakul	kʰeːt̚˨˩ɛːjâːŋ˧s˦˥kɪʰn˧
terminal 21	tʰɔ̀ːmiːʔn˧ɔːrtʰnʔtiːʰwan˧
tha tian	tʰaːʔtn˧
thaakavechikan	t̚˨˩aːk˥ʔk̚˨˩aːn˧
thai	tʰa̠j˥
thai kang kob	tʰa̠˥kɛ˥˥ngp
thai language	tʰa̝˥lŋua̯tʰ
thailand	tʰa̠j˥lɛ̄ːn˥
thais	tʰjɛ
thakoon	tʰaːkʰun˧
thakoon panichgul	tʰaːnpʰan˥k̚˨˩n
thaksin shinawatra	tʰak̚˨˩sĩŋnʋat̚˨˩
thaksin university	ŋ˧haː˧wit̚˨˩j˧ɔ̀ʔalaj˧tʰak̚˨˩n
thammasat	tʰam˥masaːt̚˨˩
than phuying	tɕĩŋ˨˩˦ku˥˧
thanin kraivichien	aː˧n˩˩˦iːʔk̚˦˥raːj˩˩˦ʃiːj˧n˧
thanks	ʈʂɚ˧˥ʈʂɚ˧˥pɔ˥˥ wxʊ̯˥˩ tɕʰi˧˥ʈʂu˧˥i˥˩ʈʂu˧˥ mi˥˩a˥˥ʈʂu˧˥  pi˨˩˦ʂweɪ˥˩a˥˥ʈʂu˧˥ mi˥˩a˥
thann	tʰan˥
thanom kittikachorn	ʔkn˧ʔmk̚˨˩tiːʰk̚˦˥aʔkn˩˩˦
thanon	sǎn˧n
thanon charoen krung	tʰaːnn˩˩˦ʥaʔj˧ɛːnk̚˦˥n˧ŋ˧
thanon thai wang	tʰan˧n˧tʰaː˥˩j˧wáŋ˧
