cачара	satʃara
шүмшәйеп	ʃʏ̞mʂɛjɪ̞p
шүмшәйү	ʃuʃɛjjʏ
шүрүк	ʃuɾuk
шәгелләре тә әйтеп тораты параба тип.	ʃægjɪlɛrɪ̞ tæ ɪ̞jtʲɪp tʊ̞rɑtʊ̞ pɑrɑ pɑtʲip
шәлбек	ʃɛ̀i̯tbɛk
шәлтеп	ʃɛltæp
шәм ҡалбаҡ	ʂæm qɑɫbaq
шәмпегә мулцаға ғына кайтатылар.	ʂæmpɪ̞gæ muɫtɯ̞ɢɑʁɑ ɢɯ̞nɑ qɑjtɑʁɫɑr
шәмсикамал	ʃɛmsʲiqɑmɑl
шәр ҡауын	ʃærqäawɯ̞ŋ
шәрип	ʃɛriːb
шәүләп	ʃɛulæp
шәһәрнең	ʃɛhɛrnɪ̞ŋ
ыжығал	ɑʒɯ̞ʁɑɫ
ыланлап	ɑlɑnɫæp
ыланлау	jˈælˈaːnlɔg
ылацын	ɫɑtsɯ̞n
ылтам	altɑm
ылтый	ɑltɑj
ылғап	ʊ̞ɫʁɑp
ылғау	ɫɢɑˈw
ылғый	æ̹lːɢɑj
ым	ɑm
ымай	ɑmɑj
ымай йылу	maj allu
ымаҡ	qɯ̞mɑq
ымыртлап	amɐrtlɐp
ымыртлау	ämɯ̞rplɑu
ынамайым	ɑnɑmɑjɯm
ынап	əˈnɑp
ынау	anɑ̃
ынаҡ	qɯ̞näq
ынцу	antstso
ынцыма	ɯ̞ntsɯ̞maɯ̞ntsɯ̞ma
ынцып	ɔːnsup
ынчыҡ	ɑntʃɛk
ыр	qɯ̞r
ырау	rou
ырма	ɾmɑ
ырсых	ɐrtsɐχ
ыртаңнап	ärtæŋɫäp
ыртаңнау	ærtɑŋnæw
ыртын	ɑrtən
ыру	ruh
ырцайту	əɾtsəjtu
ырцайтып	ɾtsʊ̞jp
ыршайу	ælʃaju
ыршайып	əɾʒäjɯ̞p
ыршылтағалы	wɯ̞rʂɯ̞ɫtɑʁɑɫæ
ыршыҡ	ɑrʃɯ̞q
ырым	ɑrɑm
ырып	ʊ̞rɑp
ырыс	ɑrɯ̞z
ырыск	ɐrɯsˈq
ырыслап	ɯ̞rsɫɑp
ырыслау	ɑrɯ̞sɫɑu
ырғалу	ärʁɑluː
ырғалып	ärʁɑɫɯ̞p
ырғанаҡ	ärʁɑnɑq
ырғап	ərɢɑp
ырғау	ärʁäu
ырғағым	ärʁäʁɑm
ырғағым көйте	ɯ̞rʁɑʁɯ̞m kɪ̞jtæ
ырғылташу	ɑrʁʊ̞ɫtɑʂw
ырғылташып	ʊ̞rʁʊ̞ɫtäʂɯ̞p
ырғылу	rlu
ырғылып	ärʁɑllɯ̞p
ыс	z
ыс салу	aːsˌɛlu
ысбайы	æsbˈaɪjæ
ыслан	ɑsˈlɑn
ыслан салу	ɑsɫɑn sɑɫuw
ысланға	ɑsɫɑnʁɑ
ысланға патып үлте.	ʊ̞sɫɑn ʁɑpɑtɯ̞ pjɪltɪ̞
ысмулла	ɯ̞smɯ̞ɫæ
ыснас	ɯ̞sɫɑs
ыснасым	æsnɑːsøːm
ыстан	ɑstɑn
ытырғы	ətɾɢɑ
ытҡы	atqɑ
ыуара	aːrraː
ыулан	ɑwɫɑn
ыулан чаҡта пес өч сыйныф уғыған әптейәкче генә.	ɑwɫäŋ tʃɑqtɑ pɪ̞s ɪ̞ʃ sɪ̞nʊ̞p oʁɑʁɑn ætjɑkʧɪ̞ gʲɪnæ
ыуыратыған	ɑwɾatɪkɑn
ыуыру	au̯roːx
ыуырып	ɵrɵp
ыуыс	awas
ыуғысу	aːlɢəsˈoːx
ыуғысып	ahuqˈassəp
ыхтыйар	ɑqtjɑjɑr
ыцҡыну	atsɣənˈoːx
ыцҡынып	ɑtsqɑnɯ̞p
ыш	qɯ̞s
ыш салу	as salu
ыштанбуыр	astãnbɔɾ
ыштанбуыртан	kʊ̞ʂtɑnbwɯ̞rtɑn
ышғырығын	æʃɢɑrʊ̞ʁɑn
ышғырығын цацып гәпләйте.	ɯ̞ʂqɯ̞rʁʊ̞n tsɑtsʊ̞p gæplæjtɪ̞
ышғырыҡ	ɑʃχɑrɑq
ышҡындыру	ɯ̞ʂqɑndɑrɯ̞w
ығу	ɑːgˈu
ығы	ɑɣa
ығып	ɑgæb
ыҡ	q
ыҡ цапҡын йел	ɑq tsɑpqɯ̞n jæl
ыҡлап	qɫɑp
ыҡлау	ɑqɫäu
ыҡта	ɑqtɑ
ыҡтыратылар	ɯ̞qtɯ̞rɑtʊ̞ɫɑr
ыҡтыру	pɑqtɑraw
ыҡтырып	ɑqtɑrɑp
ыҡу	æqoo
ыҡцау	ɑqtsɑv
ыҡылтыҡ	ɑqɯ̞ɫtɯ̞q
ыҡҡа	qɑq
элекке йылларта булатаан ите цебен, үткән йыл булматы шөйте.	æ̹lɪ̞kkɪ̞ jɯ̞ɫːɑrtɑ buɫätɑʁɑn ʲitɪ̞lsɪ̞bɪ̞n ʏtkæn jɪl buɫmɑ tʊ̞ʃʊ̞ ʲitæ
электән	lɪktˈɛn
эне	ɛndæ
энтәшәм	ntɛsm
энәлек	tʃeneɾek
эстамаҡ	ɑstɑmɑq
эт	tˌ
этеп төртеп пулышып та ҡартын салты синнеккә. [клара кучковская]	ætʲɪp tʏ̞rtʏ̞p puɫɯ̞ʂɯ̞p ðä qɑrtɯ̞n sɑɫtɯ̞ sʲinɫɪ̞ktʲæ
этнологията	kʲɪtnɔlɔgʲiːɑtɑ
эце	etsɛ
эцентер	ẽtsẽnter
эцентә	ɛtsɨʊntɛ
эцентә ицнеймәсе булмаса, шыбаҡ тимәйтеләр, таллыҡ тиләр.	ʏ̞tsʏ̞ntæ ʲisnæjmænsɪ̞ buɫmɑsɑ ʂɯ̞bɑq tʲemæjtjɪlɛr tɑɫɫɯ̞q tjɪlæɾ
эцеп	ˈɪtsˈɪt
эцкәле	ɪtsgˈɛlɪ
эцү	etu
эш	ˈeʃ
эше	hɛʃɪ̞
эшетеңце	æʃɛteŋtsɛ
эшеткәле	tʃɪtgælʲɪ
эшеткәц	əʃɪtket
эшкә	ɪ̞ʃkæ
эшләгәле	æʃlægjælˈɪ̞
эшләгән	æʃlægæn
эшләмәйен	æʃlæmæjjɛn
эшләнкән	æʃlæntʃel
эшләнте	æʃɫɛntæ
эшләр	æʃæɫɛr
эшләре	æʃlærðæ
эшләрне	æslærnæ
эшләрнең	ðæʃlærnæg
эшләүне	æʃeræwnæ
эшне	æʃnæ
эүерцек	ʋˈɪrtsɪk
япрағы	japraɣa
ясалмассың	jɑzɑlmɑzːɯŋ
яулар	jɯ̞uɫɑr
яулар килгән… илләр алышынҡан… алышынмаган пәрбер пы исем. [булат сөләйманов]	jɑuɫɑr kilgæn i̠ɫdæɾ ɑɫsɯ̞nqɑn ɑɫsɯ̞nmɑʁɑn pɛrbɪ̞ɾ pɑã ism
яғым	jɑqɯ̞m
яңҡыс	jɑŋqɯz
ғату	ɢatˤu
ғуй	ruhjˈ
ҡабарлашу	ɢɑbɑrɯ̞ɫæʃuɫ
ҡазаҡ	qɑˈzɑq
ҡайбер	ɢɑjpɯ̞r
ҡайларта	qɯ̞jɫɑrtɑ
ҡайны	qɑjna
ҡайран	qɑjˈɾɑn
ҡайранҡа	qɑjˈrɑnqɑ
ҡайсы	kɑjsæ
ҡайсы бригата алтта параты?	hɑj sɯ̞brʲiɣɑtɯ̞ ɑɫtɑpɑɾɑtɯ̞
ҡайталмадыҡ	qɑjtɑlmɑdɯ̞q
ҡайталмаслыҡ	qɑjtɑlmɑsɫɯ̞q
ҡайттылар	qɑjtɯ̞ɫɑr
ҡайттыҡ	qɑjtɫɑq
ҡайттың	qɑjttiŋ
ҡайтыр	qɑjtɯ̞r
ҡайтҡаныбысҡа	qɑjtqɑnʊ̞pɯ̞sqä
ҡайтҡац	qɑjtqɑts
ҡайын	qɑjˈjɑn
ҡайын түбә	ʁɑjɯntʏ̞bæ
ҡайын ҡыр	qɑj jänqɑr
ҡайырма	qɑjɯ̞rmɑ
ҡайғырам	qɑjɢɑrɑm
ҡала	qɑllɑ
ҡалас	aɫɑs
ҡалаты	qʊ̞ɫɑtæ
ҡалмаҡлар	qɑɫmɑqlɑr
ҡалса	qɑlsɑ
ҡалсын	ɢɑlsɑn
ҡалты	qɑltˈɑ
ҡалтылар	qɑltɯ̞ɫɑr
ҡалтым	qɯ̞ltɯ̞m
ҡалтыра	qɑltɯ̞rɑ
ҡалтырма	ɫtɯ̞rmɑ
ҡалтыртылар	qɑltɯ̞rtʊ̞ɫæɾ
ҡалын	ɦɑɫɯ̞n
ҡалыпты	qɑɫɯ̞pðä
ҡалыр	qɑllɑr
ҡалырбыс	qɑɫɯ̞rbʊ̞s
ҡалыҡ	qɑɫɯ̞q
ҡалыҡлары	qʊ̞ɫɯ̞qɫɑrðɯ̞
ҡалғаны	qɑlʁɑnɑ
ҡалғаным	qɑɫgɑnɯ̞mɑ
ҡамчы	qɑmtʃɛ
ҡамчы сабыман балыҡны шығайдан илип күтәреп алып китте.	qɑmʃɯ sɑbɯˈmɑn bɑlɯˈqnɯ ʃɯʁɑjdɯn elɛp kytærɛ bɑlɯˈq kijttɪ
ҡан	qɔn
ҡан алу	ɢɑnɑɬu
ҡанат	qɑnɑt
ҡанатығыс	qɑnɑtɑgɯz
ҡанныҡның	qɑlniqdɑŋ
ҡанығыс тартмаса, йәнегес тартсын пуранны илегескә. [клара кучковская]	qɑmˈliŋˈʁi stɑrtmɑsɑ jænigɑs stɑrtsɯn porɑnni ilgɪskæ
ҡапҡанны	qɑpqɑllɑh
ҡапҡанны су ағып тора торған айырға ҡорабыс.	qɑpqɑnmɯ̞näs wɑʁɯ̞p tʊ̞rɑtɪ̞rʁän ɑjɪ̞ɾʁɑ qɯ̞rɑpɯ̞ð
ҡапҡаҡ	qɑpqɑq
ҡар	qɑr
ҡар бетмәс уаҡытта йауаты аҡорт йамғыр.	qɑrbɪ̞tnæs wɑqɯ̞tːɑ jɑwɑtɯ̞ ɑqɯ̞ɾt jɑmɢɑɾ
ҡара шүрүк	qɑɾɑʃʏ̞rʏ̞k
ҡара эшләпә кийеп, бөтөн ҡалыҡны шимшетәткән.	qʊ̞ɾɑʂ ɫæpæk jɪ̞p bʏ̞tɪ̞n qɑɫɯ̞qnɯ̞ ʂʲimʂɪ̞tætkæn
ҡара ғына атҡа тилбегә йуҡ пашларына ғына салғалы.	qɑra ɣɯ̞nɑ ɑtqɑ tjɪlɪ̞bɪ̞gæ juqpɑʂɫɑrnɑ ɢɯ̞nɑ säɫʁɑɫɯ̞
ҡараборын	qɑɾɑbɯ̞rɯ̞n
ҡарамастан	qɑrɑmɑstɑn
ҡарап	qɑrap
ҡарасаң	qɑɾɑsɑŋ
ҡараулла	qɯ̞rɯ̞uɫːɑ
ҡарауцыларға	qɑrɑwɯ̞tʃɯ̞ɫɑrʁɑ
ҡарауын	qɑrɑwːɑn
ҡарашларынта	qɯ̞rɯ̞ʂɫɑrɯ̞ntɑ
ҡарағай	qɑraɣɑj
ҡарағайта	qɑrɑʁɑjtæ
ҡараңғы	qɯ̞rɯ̞ŋʁʊ̞
ҡараңғы сыйарат	qɯ̞rɑn ʁɯ̞sɯ̞ jɑrɑt
ҡарлар	ɢɑrlɑr
ҡарт	qɑrt
ҡарт шикте, тойты поларның ҡачҡанын.	qɑrtʃɪ̞ktʲɪ tɯ̞jtæ polɑrɯ̞nɯ̞ŋ qɑʃqɑnɯ̞n
ҡартаймаса	qɑrttɑjmɑsɑ
ҡартайтыр	qɑɾtɑjtɪ̞ɾ
ҡартата	qɑrtɑtɑ
ҡартын	qɑrtɑn
ҡаршы	qɑrʃɑ
ҡары	qɑrɑ
ҡарынташ	qɑɾntɑʂ
ҡарғатуй	qɑrɢätwj
ҡарүлән	qɑruɫæn
ҡасайаҡ	qɑsɑjɑq
ҡасут	qɑsˈtˤ
ҡасылып	qɯ̞sɯ̞ɫɯ̞p
ҡасырларның	qɑsɯ̞rɫɑrnɯ̞ŋ
ҡат	qɑt
ҡаты	qɑtˈtɑ
ҡатымҡуй	qɑtɑpqɔjˈ
ҡатымҡуйта	qɑtɯ̞mkʏjtɑ
ҡатҡыру	qɑtqɑruː
ҡатҡырып	qɑtqɑrɯ̞p
ҡатҡырғалы	atqɯ̞rʁɑɑɫæ
ҡауаҡ	qɑwɑq
ҡауыс	qɑuːæs
ҡацып	qɑtsʊ̞p
ҡацып китмәкце булты йеңкәсе мән ағыллашып.	qɯ̞tsʊ̞p kʲitmæktʲsɪ̞ buɫtɯ̞ jɪ̞n kæsɪ̞mɛn ɑʁɯ̞ɫɫɑʃɯ̞p
ҡачан	tʃaŋ
ҡашауыл	qɑʂɑwɯ̞ɫ
ҡашларың	ɑʂɫɑrʊ̞ŋ
ҡаҡтамаҡ	qɑqtämɑq
ҡаҡы	qɑqtɑ
ҡаңзаны	qɑŋzɑnɑ
ҡесмәте	qɪ̞smætɪ̞
ҡобойланҡалы	qɯ̞wʊ̞jɫɑnqɑɫɑ
ҡобойло	abwjɫo
ҡойаш	qijɑʃ
ҡойроҡ	qɔjˈrɑq
ҡол	ɢoːl
ҡолағына	qɯ̞ɫɯ̞ɢɯ̞nɑ
ҡолаҡ	qɫɑq
ҡоллар	qɑɫˈlɑr
ҡом ҡыр	qʊ̞mqɯ̞r
ҡорабыс	qɾɑbɯz
ҡорамалар	qrämɑɫɑr
ҡортлау	qɯ̞rtɫɑu
ҡортҡайаҡ	qɑrtɢɑjɑq
ҡортҡайаҡ төртәте — тыңна! килгән заготовительләр. [клара кучковская]	qɯ̞rtqäjɑq tʊ̞rtjɑtʲɪtʊ̞ŋ nʊ̞ɢkjɪlgɛn zɪ̞gæ tʊ̞wʲi ʲitjɪlɫær
ҡортҡайаҡның	qʊ̞ɾtqäjɑqnɯ̞ŋ
ҡортҡайаҡның үс ҡәле ҡәл — тор, тийәм, әй, тор, пабай. [клара кучковская]	qʊ̞ɾtqäjɑqnʲɪŋ ʏ̞ʂ qæjðɪ̞qkæ̹l tʊ̞rt jæm æj tʊ̞r pæpɑj
ҡортҡайаҡҡа	qɯ̞rtqʊ̞jɑqːɑ
ҡота	qɯ̞tˑɑ
ҡотағай	qɯ̞tɑgɑj
ҡоцағына	qɯ̞tsɑɢɯ̞nɑ
ҡош	xuʃ
ҡош сөт	qɔz sɪt
ҡошлар	ɑʂɫɑr
ҡошлар йетмәс йергә парып, ницек тормош ҡортоғос? [клара кучковская]	qɯ̞ʂɫɑr ɪ̞tmæs ɪ̞rgæ pɑrɯ̞ð hʊ̞ð sæk tɯ̞rmɑʂ qɑrtɯ̞ʁʊ̞ð
ҡугалы	qʊ̞ʁɑɫɯ̞
ҡуй	ɢuʝ
ҡуйабыс	qɑjˈbɑθ
ҡуйан	qɔjɑn
ҡуйан имцәк	qujɔl intsɛk
ҡуйан сөт	quˈjɑːn set
ҡуйатек	qujɒtek
ҡуйаты	qujɑtɯ̞
ҡуйатым	qujɑtɑm
ҡуйтым	qʊ̞jtɯ̞m
ҡуйған	kʊɛɾan
ҡул	quːl
ҡул пиреп күрешеү өцөн туғаннар, туслар пелән. [клара кучковская]	χoq bʲirɑp kørɛʃɪ̞w ʏ̞tsʏ̞n tuʁɑnɯ̞nɑr tusɫär bɪ̞ɫæn
ҡулларымта	qwˈllɑrɯˈmtɑ
ҡулларымта, йырларымта, йөрәгемтә син кенә. [йыр, “иртеш таңнары”]	quɫˈɫɑrgʊ̞ntɑ jɯ̞rɫɑrgʊ̞ntɑ jʏ̞rægɪ̞m tæsʲiŋ ki̠næ
ҡултан	quɫtɑn
ҡулым	qʊ̞ɫɯ̞m
ҡулға	quɫʁɑ
ҡунаҡ	qʊ̞näq
ҡунаҡлар	qɯ̞nɑqɫɑr
ҡунаҡларны	qʊ̞nɑqɫɑrnɯ̞
ҡунаҡцыллыҡ	qɯ̞nɯ̞qtsɯ̞nɫɯ̞q
ҡунаҡҡа	qɑqqɑ
ҡундаҡ	qundɑq
ҡунтыҡ	quntɯ̞q
ҡура	qʊɾa
ҡура-аралар	qurɑɑrɑɫɑr
ҡурбы	qʊ̞rbæ
ҡурты	qʊ̞rtʊ̞
ҡурты күл	qʊ̞rtɑ kʏlɪ̞
ҡуца	kutsv
ҡуца паба	kussɑpɑbɑ
ҡуцабигә	qutʃɒˈpikˈɒˈ
ҡуцабигә уйанаты киткәц ҡойаш күренеп. [клара кучковская]	qwtʃɑ bʲigæ ujɑŋɑtɯ̞ kʲitskæs qɯ̞jɑʂ kʏrɫʲɪnɪ̞p
ҡуцалар	qwtsɑɫɑɾ
ҡуш	qʊʃ
ҡушлау	ɫʊ̞ʂɫɑɫ
ҡушылған	qʊ̞ʂɯ̞ɫʁæn
ҡуҡнар	qnɑr
ҡыдыс	qɯ̞ðːʊ̞s
ҡызылйар	qɯ̞zɯ̞jɑr
ҡыймылтауларыннан	qʲimɯ̞ɫtɑwɯ̞ðɑrɯ̞nɑn
ҡыйыш царыҡ	qʲiɪ̞ʃ tsärʊ̞k
ҡылар	qɯ̞ɫɑr
ҡылыуы	qɯ̞wɑ
ҡылығыбыс	qɯ̞ɫɯ̞ʁɯ̞bɯ̞s
ҡылғалы	ɑɫgɑɑlgɑ
ҡымырысҡа	qɯ̞mɯ̞rɯ̞sqä
ҡыра	qɯ̞ra
ҡырланцыҡ	qɯ̞rɫɑntsɯ̞k
ҡырлар	qɯ̞rɫär
ҡырын	qɯ̞rɯ̞n
ҡырынкүл	qɑɾwɑnkɵl
ҡырыҡ	qɯ̞rɯ̞q
ҡырыңкүл	qɯ̞rɯ̞nkɪ̞l
ҡыс	qɯ̞s
ҡыс пала	qɯ̞s bɑɫɑ
ҡысуы	qɪsˈvˈ
ҡысцығац	qɯ̞sʊ̞ʁats
ҡысы	qɯ̞sɑ
ҡысыл	qɯ̞sɯ̞ɫ
ҡысылтан ағайлыраҡ ал пулаты.	qɯ̞sʊ̞ɫtɑn ɑʁɑjðɯ̞rɑq ɑɫp wɫäpä
ҡысына	qɯ̞sɯ̞mɑ
ҡысығып	qɯ̞sɯ̞ʁɑp
ҡысҡанам	qɯ̞sqɑnɑm
ҡысҡынчы	qɯ̞sqɑntʃɯ̞
ҡысҡыркүл	qʊ̞sqɑrkɵl
ҡыткүл	qɑtgʏ̞l
ҡыуаҡ	qɑwɑq
ҡыцҡыраты	qɯ̞sqɯ̞rätɯ̞
ҡыцҡырып	qɯ̞tsqɑrɯ̞p
ҡыцҡырған	qɯ̞tsqɯ̞rɢɑn
ҡышаул	æʃau̯l
ҡышҡылыҡ	qɯ̞ʂqɯ̞ɫɯ̞q
ҡәбәр	ɢɒbɒɾ
ҡәбәрләр	qɒbɒtlɒˈɾ
ҡәйепле	qɯ̞jɯ̞pɫæ
ҡәйнә	qɪ̞jnæ
ҡәл	qæl
ҡәле	qɛllɛ
ҡәлейә	qælʲiːɑ
ҡәлимә	qælimæ
ҡәлимә йеңкәгә йасып йәберепте, миңа та айнәк йебәрсен тип.	kæˈlimæ jɪ̞nkɪ̞gɛ bɑsɯ̞p jæbɪ̞rɪ̞p ðɪ̞mʲi ɢɑtɯ̞q ɑjnɯ̞k jɛbærsɪ̞n tïip
ҡәлтә	qɛltæ
ҡәләмпер	æ̹læmpɛr
ҡәртнә	qɯ̞rtnæ
ҡәсер	qæsxær
ҡәсер ир паллар ҡысларны “тёлкалар” тите игәннәр. [клара кучковская]	χæsær ʲir pɑɫlɑr qɯ̞sɫɑrnɯ̞ tjɑɫkɯ̞ ɫæɾʊ̞ tʲitæ ʲigɛndær
ҡәтербигә	qɛtɪ̞rbʲigæ
ҡәтербигә сас	χɑtʃr bige̞sɒːs
ҡәтерле	qɛtɪ̞rɫæ
ҡөмерем үткәнен тә сисмәм, синән ҡайранҡа ҡалып. [клара кучковская]	qʏ̞mɪ̞rɯ̞m ʏ̞tkænæn tæsʲizmɛm sʲinɪ̞ŋ qɑjrɑnqä qɑɫɯ̞p
ҡөрмәт	qʊ̞rmæt
ҡөрмәтләйбес	qɯ̞rmætɫæbɪ̞ð
ҡөснөтдин	qɪ̞snætdʲin
ҡөшөрөм	qʊ̞ʂɑrʲɪm
үгезәк	ʒʒigizek
үгесне	ʏgɪ̞snæ
үгәй	ˈeˈɪgˈɛl
үгәй ата	ʁigæ jɑtɑ
үгәй инә	ʏ̞gæ iʲnæ
үгәй пала	gɛjpɐɫa
үгәй ҡыс	ʊ̞gæj qɯ̞s
үйү	bɪljuː
үйә	jɛ
үлте	multe
үлтергәле	ʏltɪ̞rgæɫæ
үләй	ʊ̞ɾɑj
үлән	ud̪en
үләне	wjɾenɫe
үләнкүл	βʏ̞lænkʏ̞l
үләр	ʏlær
үләртеш	jˈu
үләш	ʏlæʃ
үләш йылға	jʏlæʃ jɯ̞ɫʁɑ
үләң	ʏlæŋ
үләңнәр	ʏlæŋlær
үмгән	ʏmgæn
үпкә	ɯ̞pkæ
үпкәләйтеләр	ʏpkæɫæjtjɪlɛr
үпкәләмә	bʏ̞bkæɫæmæ
үргеү	ʊ̞rgæw
үрелгән	ʏlgæn
үрмәкцен	byrmæktʲi
үс	ʉz
үс айаҡ үцәүнә тәре килтерде.	ʏ̞säjɑq ʏ̞tsæjɪ̞mnæ tærʲɪ kiltɪ̞rðɪ̞
үс телләрен, үс йырларын эшеткәц, кешенең күңелләре, руҡлары күтәрелеп китте.	mʏ̞stænɫɛrmʏ̞ sʲeɾɫɑrnʲɪ ɪ̞ʂɪ̞tkæt kɪ̞ʂɪ̞nɪ̞ kʏmjɪlær rʏqɫærɪ̞ kʏtærjɪlɪ̞p kʲitːæ
үсе	bisˈe
үсе ҡарт йастыҡ эстәйте йатыр өцөн айланып. [клара кучковская]	ʏ̞sʏ̞ qɑrt jɑstɫɯ̞q ɪ̞stæ ʲitæ jɑtɪ̞ɾ ʏ̞psʏ̞n ɑjɫɑnɯ̞p
үсегес	ʃɛgiz
үсем	yslˈɛm
үсенә	ʏ̞sʏ̞næ
үсешенә	usɯ̞ʂɯ̞næ
үсеңне	ʏ̞sʏ̞ŋdæ
үсеүәк	ʊ̞sʊ̞ɛk
үсләрентә	ʏ̞slærɪ̞ntæ
үсләү	ʉ̞slɛʊ̞
үсмәйте	ʉsmɛjtɪ
үткәнен	bytkɛnɪ̞n
үткәрмә	ʏ̞tkɛrmæ
үткәрәтеген	ʏtkɛrɛtʲɪgɛn
үткәселте	ytkæsɪ̞ltɪ̞
үткәскәле	tˈkɒˈsˈikɒldi
үтмәй	lytme
үцәшү	bɪtsɪˌɛɾʃuː
үчүн	ˈtʃiːn
үңрәү	ŋrɛw
ә	ɛ
ә ҡортҡайағы цабаты ағайып цыҡҡан күсе. [клара кучковская]	æ qɯ̞rtqɑjɑʁɯ̞ sɑbɑtɯ̞ ɑʁɑjɯ̞p sɯ̞qːɑn kʏ̞sɛ
әбрәкмән	ɛbrækmæn
әбә	ɛbɛ
әбәләрнең	æbænlærnɪ̞ŋ
әгәрки	ægæɾkiː
әгәрки алың килмәсә, үсеңне хараб итәрсең.	ægærki ɑˈvɯn kilmæsæ ʏ̞ʂɛgnɪ̞ χɑrɑ bitɛrsɪ̞ŋ
әзү	njˈu
әй	ˈeɪ
әй, сыбыр татарлар, ил күргәле ҡайтың пер ҡошлар пелән. [клара кучковская]	æj sɯ̞bɯ̞r tɑtɑrɫɑr il kʏrgæ̹lɪ̞ qɑjtaŋ bɪ̞ɾʲɪ qɯ̞ʂtɫɑr bɪ̞ɫæn
әй, туғаннар, ҡөшөрөм пар, ҡөшөрөм пар ғуй сескә. [клара кучковская]	æj tuʁɯ̞nmɑr qi̠ʂɪ̞rɪ̞m bɑɾqɪ̞ʂɪ̞rɪ̞m bɑɾʁuj sɪ̞skæ
әйберләр	ɒjbæɾlɒr
әйет	æjːɛt
әйет ҡуыл	æjjɛtquɑl
әйлә	æjˈle
әйнәк	ʔejnɛk
әйре	ɛjˈɾe
әйтер	əjtɛr
әйткем	ɛjkɛn
әйткәле	æjtkæ̹lɫæ
әйткәнне	ʁitkɛndæ
әйтмәс	ɒjtmɒs
әйтсәң	eɪtsˈeɪŋ
әйтте	eɪtːe
әйттеләр	æjttʏlær
әйтә	ˈeɪtæ
әйтәте	æjtɒtɒ
әкә	kk
әкә-иничилик	ɛkɛjnɛtʃiːlik
әкә-иничилик аҡы үчүн.	ɛkjæj nɯʔyŋ ʔɑqɯw jumulsa
әкәү	zɛkew
әле	l
әллә	ælˈlɑ
әллә үсегес йантығыс ма сағыныуның утынта? [клара кучковская]	ʔɛŋlæ ʔysigɤs jɑmppɨʁɪsmɯ sɑʁliŋɑuɯnɯʁ ʔutɯntɑ
әлтән	əntˌɛn
әлфийә	ɛzbi
әләк	ælˈɛk
әләмебес	ɛlɛmɛbɛs
әләмебесне	æ̹læmɪ̞bʏ̞sænæ
әмек	tʃampion
әмин	ɛmin
әммә	ɛmmæ
әмәл	ɛml
ән	n
әннә	ɛn
әпкереп	ætkɛræp
әпкилгән	æpqɪlgæn
әпкилеп	ɒpkiˈlip
әптейәк	ɛpðʲɪjæk
әптейәкче	tʃiɫˈjɛktʃe
әптә	ɛpðɛ
әр	r
әр ауылта үсенцә.	ærʁɑ oɫtɑ ʏ̞sʏ̞n sæ
әр тайым мине ҡурладың	ær tɑjɯ̞m mʲinɪ̞ qʊ̞rɫɑdɯ̞ŋ
әр тайым мине ҡурладың, әр тайым ширләрсен.	ær tɑjɯ̞m mʲinɪ̞ qʊ̞rɫɑðʊ̞ŋær tɑjɯ̞m ʃʲiɫɫɛrðɪ̞ŋ
әр тайым ширләрсен	ɛrtɑ jɯ̞mʃi̯rɫɛrθɪ̞n
әренцәк	ɾɒntsæk
әркем	rkm
әркем күрсә, айналар йүрәкләре.	ær kɪ̞m kʏrsæ ɑjnɑɫˈɑr jʏɾæklærʲɪ
әрнегән	ˈɛrniˈgeːn
әртмән	ɛrtmæn
әрғайсы	hærɢäjθɛ
әрғайсы үс паласын айайты.	ær ɢæjsɪ̞ ʏ̞s pɑɫɑsʊ̞ŋ ɑjɑjtæ
әсерләнкән	hɪ̞sɪ̞rɫænkæn
әсип	ɛsib
әсләр	srlæɾ
әсләр асты	æslær asðʊ̞
әсәрләрен	æsæɾlæɾɪ̞n
әтинә	ætʲinæ
әткә	ɒtgɒ
әттә	tˤtˤ
әтәрнә	ætɛrɫæ
әтәте	ætætˈtɛ
әтәтләре	ætætlæræ
әтәтләребес	ætɛtɫɛrɪ̞bɪ̞z
әчеғыс	iːtʃiʁiz
әшгәрә	ɪ̞sgɛræ
әшкәрә	æʃkæɾe
әүәс	ˈæuz
өгө	gɛ
өй	dʒuː
өй алутан айнытым.	ˈɛjˈjɑllltɑn ɑjˈnɑtɑm
өй түбәгә ағыну	æjtɯpɛgæ ɑˈgɯn�w
өйләр	ɪ̞jːɫɛr
өймә-өй	hijmajɑ
өйөрцөкләнкәле	wertʲɪklænkɑjlæ
өйөрөм	jˈɾˈɯm
өлгөрөп	ølgøryp
өлиләр	ɒnijilæɾ
өлинә	øline
өләшеп	ɦɛʃɛd
өләшкәнтә	ðɪ̞ʃkæntæ
өмер	ømɛr
өмөрнө	ämɜnæ
өмөрө	ɛmɛrːɪ̞
өмөрөм	ʊ̞mːrym
өрбөлтәк	ørbeˈltæk
өргәле	rgæ̹ldʲɪ
өскәләнкән	øzkælɛnˈkæn
өстәлләр	ɒstɒnlɒɾ
өстө	ɛsˈtɛ
өстө цүпләй	æstˈɛr tˈɪ plˈeɪ
өсөлөп-өсөлөп	ɪ̞sʲɪɫɪ̞bɪ̞ɪ̞sʲɪɫɪ̞b
