aah	ˈɑː
adoptee	ɐdˈɒptiː
adopter	ɐdˈɒptɐ
adopters	ɐdˈɒptəz
adopting	ɐdˈɒptɪŋ
adoption	ɐdˈɒpʃən
adoptions	ɐdˈɒpʃənz
adoptive	ɐdˈɒptɪv
adopts	ɐdˈɒpts
adorable	ɐdˈɔːɹəbəl
adorableness	ɐdˈɔːɹəbəlnəs
adorably	ɐdˈɔːɹəbli
adoration	ˌædəɹˈeɪʃən
adore	ɐdˈɔː
adored	ɐdˈɔːd
adorers	ɐdˈɔːɹəz
adores	ɐdˈɔːz
adoring	ɐdˈɔːɹɪŋ
adoringly	ɐdˈɔːɹɪŋli
adorn	ɐdˈɔːn
adorned	ɐdˈɔːnd
adorning	ɐdˈɔːnɪŋ
adornment	ɐdˈɔːnmənt
adornments	ɐdˈɔːnmənts
adorns	ɐdˈɔːnz
adown	ɐdˈaʊn
adrenal	ɐdɹˈiːnəl
adrenalin	ɐdɹˈɛnɐlˌɪn
adrenaline	ɐdɹˈɛnəlˌɪn
adrift	ɐdɹˈɪft
adroit	ɐdɹˈɔɪt
adroitly	ɐdɹˈɔɪtli
ads	ˈædz
adsorption	ɐdsˈɔːpʃən
adulate	ˈædjʊlˌeɪt
adulated	ˈædjʊlˌeɪtɪd
adulation	ˌædjʊlˈeɪʃən
adult	ˈædʌlt
adulterated	ɐdˈʌltəɹˌeɪtɪd
adulterating	ɐdˈʌltəɹˌeɪtɪŋ
adulteration	ɐdˌʌltəɹˈeɪʃən
adulterer	ɐdˈʌltəɹɐ
adulterers	ɐdˈʌltəɹəz
adulteress	ɐdˈʌltəɹəs
adulteresses	ɐdˈʌltəɹəsɪz
adulteries	ɐdˈʌltəɹiz
adulterous	ɐdˈʌltəɹəs
adultery	ɐdˈʌltəɹi
adulthood	ɐdˈʌlthʊd
adults	ˈædʌlts
advance	ɐdvˈæns
advanced	ɐdvˈænst
advancement	ɐdvˈænsmənt
advancements	ɐdvˈænsmənts
advances	ɐdvˈænsɪz
advancing	ɐdvˈænsɪŋ
advantage	ɐdvˈɑːntɪdʒ
advantaged	ɐdvˈɑːntɪdʒd
advantageous	ɐdvɑːntˈeɪdʒəs
advantageously	ɐdvɑːntˈeɪdʒəsli
advantages	ɐdvˈɑːntɪdʒɪz
advent	ˈædvɛnt
adventitious	ˌædvɪntˈɪʃəs
adventure	ɐdvˈɛntʃɐ
adventured	ɐdvˈɛntʃəd
adventurer	ɐdvˈɛntʃəɹɐ
adventurers	ɐdvˈɛntʃəɹəz
adventures	ɐdvˈɛntʃəz
adventuresome	ɐdvˈɛntʃəsˌʌm
adventuress	ɐdvˈɛntʃəɹˌɛs
adventuring	ɐdvˈɛntʃəɹɪŋ
adventurism	ɐdvˈɛntʃəɹˌɪzəm
adventurist	ɐdvˈɛntʃəɹˌɪst
adventurists	ɐdvˈɛntʃəɹˌɪsts
adventurous	ɐdvˈɛntʃəɹəs
adventurously	ɐdvˈɛntʃəɹəsli
adventurousness	ɐdvˈɛntʃəɹəsnəs
adverb	ˈædvɜːb
adverbs	ˈædvɜːbz
adversarial	ˌædvəsˈeəɹɪəl
adversaries	ˈædvəsəɹiz
adversary	ˈædvəsəɹi
adverse	ædvˈɜːs
adversely	ædvˈɜːsli
adversities	ædvˈəsɪtiz
adversity	ædvˈəsɪti
adverted	ɐdvˈɜːtɪd
advertise	ˈædvətˌaɪz
advertised	ˈædvətˌaɪzd
advertisement	ɐdvˈɜːtɪsmənt
advertisements	ˈædvətˌaɪzmənts
advertiser	ˈædvətˌaɪzɐ
advertisers	ˈædvətˌaɪzəz
advertises	ˈædvətˌaɪzɪz
advertising	ˈædvətˌaɪzɪŋ
advice	ɐdvˈaɪs
advices	ɐdvˈaɪsɪz
advisability	ɐdvˌaɪzəbˈɪlɪti
advisable	ɐdvˈaɪzəbəl
advise	ɐdvˈaɪz
advised	ɐdvˈaɪzd
advisedly	ɐdvˈaɪzɪdli
adviser	ɐdvˈaɪzɐ
advisers	ɐdvˈaɪzəz
advises	ɐdvˈaɪzɪz
advising	ɐdvˈaɪzɪŋ
advisor	ɐdvˈaɪzɐ
advisories	ɐdvˈaɪzəɹˌiz
advisors	ɐdvˈaɪzəz
advisory	ɐdvˈaɪzəɹˌi
advocaat	ˈædvəkˌɑːt
advocacy	ˈædvəkəsi
advocated	ˈædvəkˌeɪtɪd
advocating	ˈædvəkˌeɪtɪŋ
advocation	ˌædvəkˈeɪʃən
advocator	ˈædvəkˌeɪtɐ
adz	ˈædz
adze	ˈædz
aedes	ˈiːdz
aegis	ˈiːdʒɪs
aeolian	iːˈəʊliən
aeolipile	ˈiːəlˌɪpaɪl
aeon	ˈiːɒn
aeons	ˈiːɒnz
aerate	eəɹˈeɪt
aerated	eəɹˈeɪtɪd
aerates	eəɹˈeɪts
aerating	eəɹˈeɪtɪŋ
aeration	eəɹˈeɪʃən
aerialist	ˈeəɹɪəlˌɪst
aerials	ˈeəɹɪəlz
aero	ˈeəɹəʊ
aerobatic	ˌeəɹəʊbˈætɪk
aerobatics	ˌeəɹəʊbˈætɪks
aerobic	eəɹˈəʊbɪk
aerobically	eəɹˈəʊbɪkli
aerobics	eəɹˈəʊbɪks
aerodrome	ˈeəɹəʊdɹˌəʊm
aerodromes	ˈeəɹəʊdɹˌəʊmz
aerodynamic	ˌeəɹəʊdaɪnˈæmɪk
aerodynamically	ˌeəɹəʊdaɪnˈæmɪkli
aerodynamicist	ˌeəɹəʊdaɪnˈæmɪsˌɪst
aerodynamics	ˌeəɹəʊdaɪnˈæmɪks
aerofoil	ˈeəɹəʊfˌɔɪl
aerofoils	ˈeəɹəʊfˌɔɪlz
aeronaut	ˈeəɹəʊnˌɔːt
aeronautic	ˌeəɹəʊnˈɔːtɪk
aeronautical	ˌeəɹəʊnˈɔːtɪkəl
aeronautics	ˌeəɹəʊnˈɔːtɪks
aeronauts	ˈeəɹəʊnˌɔːts
aeroplane	ˈeəɹəplˌeɪn
aeroplanes	ˈeəɹəplˌeɪnz
aerosol	ˈeəɹəsˌɒl
aerosols	ˈeəɹəsˌɒlz
aerospace	ˈeəɹəʊspˌeɪs
aesthete	ˈiːsθiːt
aesthetes	ˈiːsθiːts
aesthetic	iːsθˈɛtɪk
aesthetically	iːsθˈɛtɪkli
aesthetics	iːsθˈɛtɪks
aestival	ˈiːstɪvəl
aetiology	ˌiːtɪˈɒlədʒi
afar	ɐfˈɑː
afeard	ɐfˈiəd
affability	ˌæfəbˈɪlɪti
affable	ˈæfəbəl
affair	ɐfˈeə
affaire	ɐfˈeə
affaires	ɐfˈeəz
affairs	ɐfˈeəz
affectation	ɐfɪktˈeɪʃən
affectations	ɐfɪktˈeɪʃənz
affected	ɐfˈɛktɪd
affecting	ɐfˈɛktɪŋ
affection	ɐfˈɛkʃən
affectionate	ɐfˈɛkʃənət
affectionately	ɐfˈɛkʃənətli
affections	ɐfˈɛkʃənz
affective	ɐfˈɛktɪv
affectively	ɐfˈɛktɪvli
afferent	ˈæfɹənt
affianced	ɐfˈaɪənst
affidavit	ˌæfɪdˈeɪvɪt
affidavits	ˌæfɪdˈeɪvɪts
affiliated	ɐfˈɪlɪˌeɪtɪd
affiliates	ɐfˈɪlɪˌeɪts
affiliation	ɐfˌɪlɪˈeɪʃən
affiliations	ɐfˌɪlɪˈeɪʃənz
affinities	ɐfˈɪnɪtiz
affinity	ɐfˈɪnɪti
affirm	ɐfˈɜːm
affirmation	ˌæfəmˈeɪʃən
affirmations	ˌæfəmˈeɪʃənz
affirmative	ɐfˈɜːmətˌɪv
affirmatively	ɐfˈɜːmətˌɪvli
affirmed	ɐfˈɜːmd
affirming	ɐfˈɜːmɪŋ
affirms	ɐfˈɜːmz
affixed	ɐfˈɪkst
afflatus	ɐflˈætəs
afflict	ɐflˈɪkt
afflicted	ɐflˈɪktɪd
afflicting	ɐflˈɪktɪŋ
affliction	ɐflˈɪkʃən
afflictions	ɐflˈɪkʃənz
afflicts	ɐflˈɪkts
affluence	ˈæfluːəns
affluent	ˈæfluːənt
afford	ɐfˈɔːd
affordability	ɐfˌɔːdəbˈɪlɪti
affordable	ɐfˈɔːdəbəl
affordably	ɐfˈɔːdəbli
afforded	ɐfˈɔːdɪd
affording	ɐfˈɔːdɪŋ
affords	ɐfˈɔːdz
afforestation	ɐfˌɒɹɪstˈeɪʃən
affray	ɐfɹˈeɪ
affright	ɐfɹˈaɪt
affrighted	ɐfɹˈaɪtɪd
affront	ɐfɹˈʌnt
affronted	ɐfɹˈʌntɪd
affronts	ɐfɹˈʌnts
afghan	ˈæfɡæn
afghani	æfɡˈɑːni
afghanis	æfɡˈɑːnɪz
afghans	ˈæfɡænz
aficionado	ɐfˌɪʃənˈɑːdəʊ
aficionados	ɐfˌɪʃənˈɑːdəʊz
afield	ɐfˈiːld
afire	ɐfˈaɪə
aflame	ɐflˈeɪm
aflatoxin	ɐflˈætəksˌɪn
afloat	ɐflˈəʊt
aflutter	ɐflˈʌtɐ
afoot	ɐfˈʊt
afore	ɐfˈɔː
aforementioned	ɐfˈɔːmɛnʃənd
aforesaid	ɐfˈɔːsɛd
aforethought	ɐfˈɔːθɔːt
afoul	ɐfˈaʊl
afraid	ɐfɹˈeɪd
afresh	ɐfɹˈɛʃ
aft	ˈɑːft
after	ˈɑːftɐ
afterbirth	ˈɑːftəbˌɜːθ
afterburners	ˈɑːftəbˌɜːnəz
aftercare	ˈɑːftəkˌeə
aftereffect	ˈɑːftəɹɪfˌɛkt
aftereffects	ˈɑːftəɹɪfˌɛkts
afterglow	ˈɑːftəɡlˌəʊ
afterimage	ˈɑːftəɹˌɪmɪdʒ
afterlife	ˈɑːftəlˌaɪf
afterlives	ˈɑːftəlˌɪvz
aftermarket	ˈɑːftəmˌɑːkɪt
aftermath	ˈɑːftəmˌæθ
aftermaths	ˈɑːftəmˌæθs
afternoons	ˌɑːftənˈuːnz
afters	ˈɑːftəz
afterschool	ˈɑːftəskˌuːl
aftershave	ˈɑːftəʃˌeɪv
aftershaves	ˈɑːftəʃˌeɪvz
aftershock	ˈɑːftəʃˌɒk
aftershocks	ˈɑːftəʃˌɒks
aftertaste	ˈɑːftətˌeɪst
afterthought	ˈɑːftəθˌɔːt
afterward	ˈɑːftəwəd
afterwards	ˈɑːftəwədz
aga	ˈɑːɡɐ
again	ɐɡˈɛn
against	ɐɡˈɛnst
agama	æɡˈɑːmɐ
agamas	æɡˈɑːməz
agapanthus	ˈæɡɐpˌɑːnθəs
agar	ˈeɪɡɑː
agaric	æɡˈæɹɪk
agate	ˈæɡeɪt
agates	ˈæɡeɪts
agave	ˈæɡeɪv
age	ˈeɪdʒ
agee	ˈædʒiː
ageing	ˈeɪdʒɪŋ
ageism	ˈeɪdʒɪzəm
ageist	ˈeɪdʒɪst
ageless	ˈeɪdʒləs
agencies	ˈeɪdʒənsiz
agency	ˈeɪdʒənsi
agenda	ɐdʒˈɛndɐ
agendas	ɐdʒˈɛndəz
agent	ˈeɪdʒənt
agents	ˈeɪdʒənts
ageratum	ˌeɪdʒəɹˈɑːtəm
ages	ˈeɪdʒɪz
agger	ˈæɡɐ
aggie	ˈæɡi
agglomeration	ɐɡlˌɒməɹˈeɪʃən
agglomerations	ɐɡlˌɒməɹˈeɪʃənz
aggrandise	ɐɡɹˈændaɪz
aggrandisement	ɐɡɹˈændaɪzmənt
aggrandising	ɐɡɹˈændaɪzɪŋ
aggravate	ˈæɡɹɐvˌeɪt
aggravated	ˈæɡɹɐvˌeɪtɪd
aggravates	ˈæɡɹɐvˌeɪts
aggravating	ˈæɡɹɐvˌeɪtɪŋ
aggravation	ˌæɡɹɐvˈeɪʃən
aggravations	ˌæɡɹɐvˈeɪʃənz
aggregated	ˈæɡɹɪɡˌeɪtɪd
aggregating	ˈæɡɹɪɡˌeɪtɪŋ
aggregation	ˌæɡɹɪɡˈeɪʃən
aggregations	ˌæɡɹɪɡˈeɪʃənz
aggress	ɐɡɹˈɛs
aggression	ɐɡɹˈɛʃən
aggressions	ɐɡɹˈɛʃənz
aggressive	ɐɡɹˈɛsɪv
aggressively	ɐɡɹˈɛsɪvli
aggressiveness	ɐɡɹˈɛsɪvnəs
aggressor	ɐɡɹˈɛsɐ
aggressors	ɐɡɹˈɛsəz
aggrieved	ɐɡɹˈiːvd
aggro	ˈæɡɹəʊ
aghast	ɐɡˈɑːst
agile	ˈædʒaɪl
agilely	ˈædʒaɪlli
agility	ædʒˈɪlɪti
aging	ˈeɪdʒɪŋ
agios	ˈɑːdʒɪˌəʊz
agist	ˈeɪdʒɪst
agitate	ˈædʒɪtˌeɪt
agitated	ˈædʒɪtˌeɪtɪd
agitatedly	ˈædʒɪtˌeɪtɪdli
agitates	ˈædʒɪtˌeɪts
agitating	ˈædʒɪtˌeɪtɪŋ
agitation	ˌædʒɪtˈeɪʃən
agitator	ˈædʒɪtˌeɪtɐ
agitators	ˈædʒɪtˌeɪtəz
agitprop	ˈædʒɪtpɹˌɒp
aglet	ɐɡlˈɛt
agley	ɐɡlˈaɪ
aglow	ɐɡlˈəʊ
agnosia	æɡnˈəʊziə
agnostic	æɡnˈɒstɪk
agnosticism	æɡnˈɒstɪsˌɪzəm
agnostics	æɡnˈɒstɪks
ago	ɐɡˈəʊ
agog	ɐɡˈɒɡ
agon	ˈæɡɒn
agonies	ˈæɡənɪz
agonise	ˈæɡənˌaɪz
agonised	ˈæɡənˌaɪzd
agonises	ˈæɡənˌaɪzɪz
agonising	ˈæɡənˌaɪzɪŋ
agonisingly	ˈæɡənˌaɪzɪŋli
agony	ˈæɡəni
agoraphobia	ˌæɡɔːɹɐfˈəʊbiə
agoraphobic	ˌæɡɔːɹɐfˈəʊbɪk
agouti	ˈæɡaʊtˌi
agoutis	ˈæɡaʊtˌiz
agrarian	æɡɹˈeəɹiən
agree	ɐɡɹˈiː
agreeable	ɐɡɹˈiːəbəl
agreeableness	ɐɡɹˈiːəbəlnəs
agreeably	ɐɡɹˈiːəbli
agreed	ɐɡɹˈiːd
agreeing	ɐɡɹˈiːɪŋ
agreement	ɐɡɹˈiːmənt
agreements	ɐɡɹˈiːmənts
agrees	ɐɡɹˈiːz
agribusiness	ˈæɡɹɪbˌɪznəs
agribusinesses	ˈæɡɹɪbˌɪznəsɪz
agricultural	ˌæɡɹɪkˈʌltʃəɹəl
agriculturalist	ˈæɡɹɪkˌʌltʃəɹəlˌɪst
agriculturalists	ˈæɡɹɪkˌʌltʃəɹəlˌɪsts
agriculturally	ˌæɡɹɪkˈʌltʃəɹəli
agriculture	ˈæɡɹɪkˌʌltʃɐ
agriculturists	ˈæɡɹɪkˌʌltʃəɹˌɪsts
agrimony	ˈæɡɹɪməni
agrochemical	ˌæɡɹəkˈɛmɪkəl
agrochemicals	ˌæɡɹəkˈɛmɪkəlz
agronomist	ɐɡɹˈɒnəmˌɪst
agronomists	ɐɡɹˈɒnəmˌɪsts
agronomy	ɐɡɹˈɒnəmi
aground	ɐɡɹˈaʊnd
ague	ˈeɪɡjuː
ah	ˈɑː
aha	ɑːhˈɑː
ahead	ɐhˈɛd
ahem	əhˈəm
ahimsa	ˈæhɪmsɐ
ahoy	ɐhˈɔɪ
ai	ˌeɪˈaɪ
aid	ˈeɪd
aide	ˈeɪd
aided	ˈeɪdɪd
aider	ˈeɪdɐ
aiders	ˈeɪdəz
aides	ˈeɪdz
aiding	ˈeɪdɪŋ
aids	ˈeɪdz
aikido	eɪkˈiːdəʊ
ail	ˈeɪl
ailed	ˈeɪld
aileron	ˈeɪləɹən
ailerons	ˈeɪləɹənz
ailing	ˈeɪlɪŋ
ailment	ˈeɪlmənt
ailments	ˈeɪlmənts
ails	ˈeɪlz
aim	ˈeɪm
aimed	ˈeɪmd
aiming	ˈeɪmɪŋ
aimless	ˈeɪmləs
aimlessly	ˈeɪmləsli
aimlessness	ˈeɪmləsnəs
aims	ˈeɪmz
ain	ˈeɪn
air	ˈeə
airbag	ˈeəbæɡ
airbags	ˈeəbæɡz
airbase	ˈeəbeɪs
airbases	ˈeəbeɪsɪz
airbed	ˈeəbd
airbeds	ˈeəbdz
airborne	ˈeəbɔːn
airbrush	ˈeəbɹʌʃ
airbrushed	ˈeəbɹʌʃt
airbrushes	ˈeəbɹʌʃɪz
airbrushing	ˈeəbɹʌʃɪŋ
airburst	ˈeəbɜːst
airbus	ˈeəbʌs
airbuses	ˈeəbʌsɪz
aircraft	ˈeəkɹɑːft
aircraftman	ˈeəkɹɑːftmən
aircrew	ˈeəkɹuː
aircrews	ˈeəkɹuːz
airdrop	ˈeədɹɒp
airdrops	ˈeədɹɒps
aired	ˈeəd
airfare	ˈeəfeə
airfares	ˈeəfeəz
airfield	ˈeəfiːld
airfields	ˈeəfiːldz
airflow	ˈeəfləʊ
airframe	ˈeəfɹeɪm
airframes	ˈeəfɹeɪmz
airfreight	ˈeəfɹeɪt
airgun	ˈeəɡʌn
airguns	ˈeəɡʌnz
airhead	ˈeəhɛd
airheads	ˈeəhɛdz
airier	ˈeəɹɪɐ
airily	ˈeəɹɪli
airiness	ˈeəɹɪnəs
airing	ˈeəɹɪŋ
airings	ˈeəɹɪŋz
airless	ˈeələs
airlift	ˈeəlɪft
airlifted	ˈeəlɪftɪd
airlifting	ˈeəlɪftɪŋ
airlifts	ˈeəlɪfts
airline	ˈeəlaɪn
airliner	ˈeəlaɪnɐ
airliners	ˈeəlaɪnəz
airlines	ˈeəlaɪnz
airlock	ˈeəlɒk
airlocks	ˈeəlɒks
airmail	ˈeəmeɪl
airman	ˈeəmən
airmen	ˈeəmɛn
airplay	ˈeəpleɪ
airport	ˈeəpɔːt
airports	ˈeəpɔːts
airpower	ˈeəpˌaʊə
airs	ˈeəz
airscrew	ˈeəskɹuː
airship	ˈeəʃɪp
airships	ˈeəʃɪps
airshow	ˈeəʃəʊ
airshows	ˈeəʃəʊz
airsick	ˈeəsɪk
airspace	ˈeəspeɪs
airspeed	ˈeəspiːd
airstream	ˈeəstɹiːm
airstrike	ˈeəstɹaɪk
airstrikes	ˈeəstɹaɪks
airstrip	ˈeəstɹɪp
airstrips	ˈeəstɹɪps
airt	ˈeət
airtight	ˈeətaɪt
airtime	ˈeətaɪm
airwave	ˈeəweɪv
airwaves	ˈeəweɪvz
airway	ˈeəweɪ
airways	ˈeəweɪz
airworthiness	ˈeəwəðɪnəs
airworthy	ˈeəwɜːði
airy	ˈeəɹi
ais	ˈaɪz
aisle	ˈaɪəl
aisles	ˈaɪəlz
ait	ˈeɪt
aitch	ˈeɪtʃ
ajar	ɐdʒˈɑː
aka	ˈækɐ
akee	ˈækiː
akimbo	ɐkˈɪmbəʊ
akin	ɐkˈɪn
ala	ɐlˈæ
alabaster	ˌæləbˈæstɐ
alack	ɐlˈæk
alacrity	ɐlˈækɹɪti
alameda	ɐlˈeɪmdɐ
alarm	ɐlˈɑːm
alarmed	ɐlˈɑːmd
alarming	ɐlˈɑːmɪŋ
alarmingly	ɐlˈɑːmɪŋli
alarmism	ɐlˈɑːmɪzəm
alarmist	ɐlˈɑːmɪst
alarms	ɐlˈɑːmz
alarum	ɐlˈɑːɹəm
alarums	ɐlˈɑːɹəmz
alas	ɐlˈæs
alb	ˈælb
alba	ˈælbɐ
albacore	ˈælbɐkˌɔː
albatross	ˈælbɐtɹˌɒs
albatrosses	ˈælbɐtɹˌɒsɪz
albedo	ælbˈiːdəʊ
albeit	ɔːlbˈiːɪt
albino	ælbˈiːnəʊ
albinos	ælbˈiːnəʊz
albs	ˈælbz
album	ˈælbəm
albumen	ˈælbjuːmˌɛn
albums	ˈælbəmz
alchemical	ælkˈɛmɪkəl
alchemist	ˈælkɪmˌɪst
alchemists	ˈælkɪmˌɪsts
alchemy	ˈælkəmi
alcohol	ˈælkəhˌɒl
alcoholic	ˌælkəhˈɒlɪk
alcoholically	ˌælkəhˈɒlɪkli
alcoholics	ˌælkəhˈɒlɪks
alcoholism	ˈælkəhˌəʊlɪzəm
alcohols	ˈælkəhˌɒlz
alcove	ˈælkəʊv
alcoves	ˈælkəʊvz
aldehyde	ˈældɪhˌaɪd
alder	ˈɔːldɐ
alderman	ˈɔːldəmən
aldermen	ˈɔːldəmˌɛn
alders	ˈɔːldəz
aldrin	ˈɔːldɹɪn
ale	ˈeɪl
alee	ˈæliː
alehouse	ˈeɪlhaʊs
alehouses	ˈeɪlhaʊzɪz
alembic	ɐlˈɛmbɪk
alembics	ɐlˈɛmbɪks
aleph	ˈælɛf
alert	ɐlˈɜːt
alerted	ɐlˈɜːtɪd
alerting	ɐlˈɜːtɪŋ
alertly	ɐlˈɜːtli
alertness	ɐlˈɜːtnəs
alerts	ɐlˈɜːts
ales	ˈeɪlz
alevin	ɐlˈɛvɪn
alexandrine	ˌælɪɡzˈɑːndɹiːn
alexandrite	ˌælɪɡzˈɑːndɹaɪt
alexia	ɐlˈɛksiə
alfalfa	ælfˈælfɐ
alfresco	ɐlfɹˈɛskəʊ
alga	ˈælɡɐ
algae	ˈælɡiː
algal	ˈælɡəl
algebra	ˈældʒɪbɹɐ
algebraic	ˌældʒɪbɹˈeɪɪk
alginate	ˈældʒɪnˌeɪt
algorithm	ˈælɡəɹˌɪθəm
algorithmic	ˌælɡəɹˈɪθmɪk
algorithms	ˈælɡəɹˌɪθəmz
alias	ˈeɪliəs
aliases	ˈeɪliəsɪz
alibi	ˈæləbˌaɪ
alibis	ˈæləbˌaɪz
alien	ˈeɪliən
alienate	ˈeɪliənˌeɪt
alienated	ˈeɪliənˌeɪtɪd
alienates	ˈeɪliənˌeɪts
alienating	ˈeɪliənˌeɪtɪŋ
alienation	ˌeɪliənˈeɪʃən
aliens	ˈeɪliənz
alight	ɐlˈaɪt
alighted	ɐlˈaɪtɪd
alighting	ɐlˈaɪtɪŋ
alights	ɐlˈaɪts
align	ɐlˈaɪn
aligned	ɐlˈaɪnd
aligning	ɐlˈaɪnɪŋ
alignment	ɐlˈaɪnmənt
alignments	ɐlˈaɪnmənts
aligns	ɐlˈaɪnz
alike	ɐlˈaɪk
alimentary	ɐlaɪmˈɛntəɹi
alimony	ˈælɪməni
aline	ɐlˈaɪn
alit	ɐlˈɪt
alive	ɐlˈaɪv
aliveness	ɐlˈaɪvnəs
aliya	ˈælɪjɐ
aliyah	ˈælɪjɐ
alkali	ˈælkəlˌaɪ
alkaline	ˈælkəlˌaɪn
alkalinity	ˌælkəlˈaɪnɪti
alkalis	ˈælkəlˌaɪz
alkaloid	ˈælkɐlˌɔɪd
alkaloids	ˈælkɐlˌɔɪdz
alkane	ˈælkeɪn
alkanes	ˈælkeɪnz
alkanet	ˈælkɐnˌɛt
alkenes	ˈælkiːnz
alky	ˈælki
all	ˈɔːl
allay	ɐlˈeɪ
allayed	ɐlˈeɪd
allaying	ɐlˈeɪɪŋ
allays	ɐlˈeɪz
allegation	ˌælɪɡˈeɪʃən
allegations	ˌælɪɡˈeɪʃənz
allege	ɐlˈɛdʒ
alleged	ɐlˈɛdʒd
allegedly	ɐlˈɛdʒɪdli
alleges	ɐlˈɛdʒɪz
allegiance	ɐlˈiːdʒəns
allegiances	ɐlˈiːdʒənsɪz
alleging	ɐlˈɛdʒɪŋ
allegorical	ˌælɪɡˈɒɹɪkəl
allegories	ˈælɪɡəɹˌiz
allegory	ˈælɪɡəɹˌi
allegro	ɐlˈɛɡɹəʊ
allele	ɐlˈiːl
alleles	ɐlˈiːlz
alleluia	ˌælɪlˈuːjɐ
allemande	ˈæləmˌænd
allergen	ˈælədʒən
allergenic	ˌælədʒˈɛnɪk
allergens	ˈælədʒənz
allergic	ɐlˈɜːdʒɪk
allergies	ˈælədʒɪz
allergist	ˈælədʒˌɪst
allergy	ˈælədʒi
alleviate	ɐlˈiːvɪˌeɪt
alleviated	ɐlˈiːvɪˌeɪtɪd
alleviates	ɐlˈiːvɪˌeɪts
alleviating	ɐlˈiːvɪˌeɪtɪŋ
alleviation	ɐlˌiːvɪˈeɪʃən
alley	ˈæli
alleys	ˈælɪz
alleyway	ˈælɪwˌeɪ
alleyways	ˈælɪwˌeɪz
alliance	ɐlˈaɪəns
alliances	ɐlˈaɪənsɪz
alligator	ˈælɪɡˌeɪtɐ
alligators	ˈælɪɡˌeɪtəz
alliteration	ɐlˌɪtəɹˈeɪʃən
alliterative	ɐlˈɪtəɹətˌɪv
alliteratively	ɐlˈɪtəɹətˌɪvli
allium	ˈæliəm
allocate	ˈæləkˌeɪt
allocated	ˈæləkˌeɪtɪd
allocates	ˈæləkˌeɪts
allocating	ˈæləkˌeɪtɪŋ
allocation	ˌæləkˈeɪʃən
allocations	ˌæləkˈeɪʃənz
allot	ɐlˈɒt
allotment	ɐlˈɒtmənt
allotments	ɐlˈɒtmənts
allotrope	ˈælətɹˌəʊp
allotropes	ˈælətɹˌəʊps
allots	ɐlˈɒts
allotted	ɐlˈɒtɪd
allow	ɐlˈaʊ
allowable	ɐlˈaʊəbəl
allowance	ɐlˈaʊəns
allowances	ɐlˈaʊənsɪz
allowed	ɐlˈaʊd
allowing	ɐlˈaʊɪŋ
allows	ɐlˈaʊz
alloyed	ˈælɔɪd
alloying	ˈælɔɪɪŋ
allspice	ˈɔːlspaɪs
allude	ɐlˈuːd
alluded	ɐlˈuːdɪd
alludes	ɐlˈuːdz
alluding	ɐlˈuːdɪŋ
allure	ɐlˈɔː
allured	ɐlˈɔːd
alluring	ɐlˈɔːɹɪŋ
alluringly	ɐlˈɔːɹɪŋli
allusion	ɐlˈuːʒən
allusions	ɐlˈuːʒənz
allusive	ɐlˈuːsɪv
alluvia	ɐlˈuːviə
alluvial	ɐlˈuːvɪəl
alluvium	ɐlˈuːviəm
allying	ˈælaɪɪŋ
almanac	ˈɒlmɐnˌæk
almanacs	ˈɒlmɐnˌæks
almandine	ˈɒlmɑːndˌiːn
almighty	ɒlmˈaɪti
almond	ˈɒlmənd
almonds	ˈɒlməndz
almoner	ˈɒlmənɐ
almonry	ˈɒlmɒnɹi
almost	ˈɔːlməʊst
alms	ˈɑːmz
almshouse	ˈɑːmzhaʊs
almshouses	ˈɑːmzhaʊzɪz
aloe	ˈæləʊ
aloes	ˈæləʊz
aloft	ɐlˈɒft
aloha	ɐlˈəʊhɐ
alone	ɐlˈəʊn
aloneness	ɐlˈəʊnnəs
along	ɐlˈɒŋ
alongside	ɐlˈɒŋsaɪd
aloof	ɐlˈuːf
aloofness	ɐlˈuːfnəs
alopecia	ɐləʊpˈiːʃɐ
aloud	ɐlˈaʊd
alow	ɐlˈəʊ
alp	ˈælp
alpaca	ælpˈækɐ
alpacas	ælpˈækəz
alpha	ˈælfɐ
alphabet	ˈælfəbˌɛt
alphabetic	ˌælfəbˈɛtɪk
alphabetical	ˌælfəbˈɛtɪkəl
alphabetically	ˌælfəbˈɛtɪkli
alphabetise	ˈælfəbˌɛtaɪz
alphabetised	ˈælfəbˌɛtaɪzd
alphabetising	ˈælfəbˌɛtaɪzɪŋ
alphabets	ˈælfəbˌɛts
alphanumeric	ˌælfənjuːmˈɛɹɪk
alphas	ˈælfəz
alpine	ˈælpaɪn
alpines	ˈælpaɪnz
alps	ˈælps
already	ɔːlɹˈɛdi
alright	ɔːlɹˈaɪt
also	ˈɒlsəʊ
altar	ˈɒltɐ
altarpiece	ˈɒltəpˌiːs
altarpieces	ˈɒltɑːpˌiːsɪz
altars	ˈɒltəz
alter	ˈɒltɐ
alteration	ˌɒltəɹˈeɪʃən
alterations	ˌɒltəɹˈeɪʃənz
alterative	ˈɒltəɹətˌɪv
altercation	ˌɒltəkˈeɪʃən
altercations	ˌɒltəkˈeɪʃənz
altered	ˈɒltəd
altering	ˈɒltəɹɪŋ
alternated	ˈɔːltənˌeɪtɪd
alternately	ɔːltˈɜːnətlˌi
alternates	ˈɒltənˌeɪts
alternating	ˈɔːltənˌeɪtɪŋ
alternation	ˌɒltənˈeɪʃən
