a-má	a.ˈma
acabarem	a.ka.ˈba.ɾẽỹ
acabaria	a.ka.ba.ˈɾi.ə
acabariam	a.ka.ba.ˈɾi.ãʊ̃
acabará	a.ka.ba.ˈɾa
acabarão	a.ka.ba.ˈɾãʊ̃
acabasse	a.ka.ˈba.sɪ
acabassem	a.ka.ˈba.sẽỹ
acabava	a.ka.ˈba.və
acabavam	a.ka.ˈba.vãʊ̃
acabe	a.ˈka.bɪ
acabei	a.ka.ˈbey
acabem	a.ˈka.bẽỹ
acabo	a.ˈka.bʊ
acabou	a.ka.ˈbow
acabou-se	a.ka.ˈbow.zɪ
acachapante	a.ka.ʃa.ˈpã.tʃɪ
acacia	a.ka.ˈsi.ə
acaciano	a.ka.si.ˈã.nʊ
acacias	a.ka.ˈsi.əs
acade	a.ˈka.dʒɪ
academia	a.ka.de.ˈmi.ə
academias	a.ka.de.ˈmi.əs
academica	a.ka.de.ˈmi.kə
academical	a.ka.de.mi.ˈkaw
academicamente	a.ka.de.mi.ka.ˈmẽ.tʃɪ
academicismo	a.ka.de.mi.ˈsiz.mʊ
academicista	a.ka.de.mi.ˈsis.tə
academico	a.ka.de.ˈmi.kʊ
academicos	a.ka.de.ˈmi.kʊs
academie	a.ka.de.ˈmi.ɪ
academies	a.ka.de.ˈmi.ɪs
academismo	a.ka.de.ˈmiz.mʊ
acadepol	a.ka.de.ˈpow
acadia	a.ka.ˈdʒi.ə
acadiana	a.ka.dʒi.ˈã.nə
acadiano	a.ka.dʒi.ˈã.nʊ
acadianos	a.ka.dʒi.ˈã.nʊs
acadie	a.ka.ˈdʒi.ɪ
acadm	ˈa.kədm
acadêmia	a.ka.ˈdẽ.mi.ə
acadêmica	a.ka.ˈdʒẽ.mi.kə
acadêmicas	a.ka.ˈdʒẽ.mi.kəs
acadêmico	a.ka.ˈdʒẽ.mi.kʊ
acadêmicos	a.ka.ˈdʒẽ.mi.kʊs
acaena	a.ka.ˈɛ.nə
acaia	a.ˈkay.ə
acaiaba	a.kay.ˈa.bə
acaiabe	a.kay.ˈa.bɪ
acaiaca	a.kay.ˈa.kə
acaico	a.ˈkay.kʊ
acaja	a.ˈka.ʒə
acaju	a.kə.ˈʒu
acajutiba	a.ka.ʒu.ˈtʃi.bə
acala	a.ˈka.lə
acalanto	a.ka.ˈlã.tʊ
acalentado	a.ka.lẽ.ˈta.dʊ
acalentar	a.ka.lẽ.ˈtax
acalentava	a.ka.lẽ.ˈta.və
acalentou	a.ka.lẽ.ˈtow
acalma	a.ˈkaw.mə
acalmada	a.kaw.ˈma.də
acalmado	a.kaw.ˈma.dʊ
acalmam	a.ˈkaw.mãʊ̃
acalmando	a.kaw.ˈmã.dʊ
acalmar	a.kaw.ˈmax
acalmaram	a.kaw.ˈma.ɾãʊ̃
acalmarem	a.kaw.ˈma.ɾẽỹ
acalmação	a.kaw.ma.ˈsãʊ̃
acalmia	a.kaw.ˈmi.ə
acalmou	a.kaw.ˈmow
acalmá-la	a.kaw.ˈma.lə
acalmá-lo	a.kaw.ˈma.lʊ
acalmá-los	a.kaw.ˈma.lʊs
acalorada	a.ka.lo.ˈɾa.də
acaloradas	a.ka.lo.ˈɾa.dəs
acalorado	a.ka.lo.ˈɾa.dʊ
acalorados	a.ka.lo.ˈɾa.dʊs
acamada	a.ka.ˈma.də
acamado	a.ka.ˈma.dʊ
acamados	a.ka.ˈma.dʊs
acampa	a.ˈkã.pə
acampada	a.kã.ˈpa.də
acampadas	a.kã.ˈpa.dəs
acampado	a.kã.ˈpa.dʊ
acampados	a.kã.ˈpa.dʊs
acampam	a.ˈkã.pãʊ̃
acampamento	a.kã.pa.ˈmẽ.tʊ
acampamento-base	a.kã.pə.mẽ.to.ˈba.zɪ
acampamentos	a.kã.pa.ˈmẽ.tʊs
acampando	a.kã.ˈpã.dʊ
acampar	a.kã.ˈpax
acamparam	a.kã.ˈpa.ɾãʊ̃
acampava	a.kã.ˈpa.və
acampavam	a.kã.ˈpa.vãʊ̃
acampou	a.kã.ˈpow
acanhada	a.kã.ˈɲa.də
acanhadas	a.kã.ˈɲa.dəs
acanhado	a.kã.ˈɲa.dʊ
acanoadas	a.ka.no.ˈa.dəs
acanto	a.ˈkã.tʊ
acantocéfalo	a.kã.to.ˈsɛ.fa.lʊ
acantocéfalos	a.kã.to.ˈsɛ.fa.lʊs
acantonada	a.kã.to.ˈna.də
acantonadas	a.kã.to.ˈna.dəs
acantonado	a.kã.to.ˈna.dʊ
acantonados	a.kã.to.ˈna.dʊs
acantonamento	a.kã.to.na.ˈmẽ.tʊ
acantose	a.kã.ˈtɔ.zɪ
acapu	a.ka.ˈpu
acapulco	a.ka.ˈpuw.kʊ
acarajé	a.ka.ɾa.ˈʒɛ
acarajés	a.ka.ɾa.ˈʒɛs
acarape	a.ka.ˈɾa.pɪ
acaraí	a.ka.ɾa.ˈi
acaraú	a.ka.ɾa.ˈũ
acareação	a.ka.ɾe.a.ˈsãʊ̃
acaricia	a.ka.ɾi.ˈsi.ə
acariciando	a.ka.ɾi.si.ˈã.dʊ
acariciar	a.ka.ɾi.si.ˈax
acariformes	a.ka.ɾi.ˈfɔɣ.mɪs
acarigua	a.ka.ˈɾi.gwə
acarina	a.ka.ˈɾĩ.nə
acarinhada	a.ka.ɾĩ.ˈɲa.də
acarinhado	a.ka.ɾĩ.ˈɲa.dʊ
acarinhados	a.ka.ɾĩ.ˈɲa.dʊs
acariquara	a.ka.ɾi.ˈkwa.ɾə
acarnânia	a.kaɣ.ˈnã.ni.ə
acarreta	a.ka.ˈxe.tə
acarretada	a.ka.xe.ˈta.də
acarretado	a.ka.xe.ˈta.dʊ
acarretam	a.ka.ˈxe.tãʊ̃
acarretando	a.ka.xe.ˈtã.dʊ
acarretar	a.ka.xe.ˈtax
acarretaram	a.ka.xe.ˈta.ɾãʊ̃
acarretaria	a.ka.xe.ta.ˈɾi.ə
acarretará	a.ka.xe.ta.ˈɾa
acarretava	a.ka.xe.ˈta.və
acarretou	a.ka.xe.ˈtow
acarte	a.ˈkax.tʃɪ
acará	a.kə.ˈɾa
acará-disco	a.ka.ˈɾa.dʒis.kʊ
acas	ˈa.kəs
acasala	a.ka.ˈza.lə
acasalam	a.ka.ˈza.lãʊ̃
acasalamento	a.ka.za.la.ˈmẽ.tʊ
acasalamentos	a.ka.za.la.ˈmẽ.tʊs
acasalando	a.ka.za.ˈlã.dʊ
acasalar	a.ka.za.ˈlax
acaso	a.ˈka.zʊ
acasos	a.ˈka.zʊs
acastanhada	a.kas.tã.ˈɲa.də
acastanhadas	a.kas.tã.ˈɲa.dəs
acastanhado	a.kas.tã.ˈɲa.dʊ
acastanhados	a.kas.tã.ˈɲa.dʊs
acastelada	a.kas.te.ˈla.də
acastelado	a.kas.te.ˈla.dʊ
acasto	a.ˈkas.tʊ
acata	a.ˈka.tə
acatada	a.ka.ˈta.də
acatado	a.ka.ˈta.dʊ
acatamento	a.ka.ta.ˈmẽ.tʊ
acatando	a.ka.ˈtã.dʊ
acatar	a.ka.ˈtax
acataram	a.ka.ˈta.ɾãʊ̃
acatisia	a.ka.tʃi.ˈzi.ə
acatou	a.ka.ˈtow
acaule	a.ˈkaw.lɪ
acautelar	a.kaw.te.ˈlax
acauã	a.kaw.ˈã
acaz	a.ˈkas
acazias	a.ka.ˈzi.əs
acaçá	a.kə.ˈsa
acaú	a.kə.ˈũ
ace	ˈa.sɪ
acebes	a.ˈse.bɪs
acebolado	a.se.bo.ˈla.dʊ
acede	a.ˈsɛ.dʒɪ
acedem	a.ˈse.dẽỹ
acedendo	a.se.ˈdẽ.dʊ
aceder	a.se.ˈdex
acederam	a.se.ˈde.ɾãʊ̃
acederem	a.se.ˈde.ɾẽỹ
acedeu	a.se.ˈdew
acedia	a.se.ˈdʒi.ə
acedida	a.se.ˈdʒi.də
acedidas	a.se.ˈdʒi.dəs
acedido	a.se.ˈdʒi.dʊ
acedidos	a.se.ˈdʒi.dʊs
aceguá	a.se.ˈgwa
aceiro	a.ˈsey.ɾʊ
aceita	a.ˈsey.tə
aceitabilidade	a.sey.ta.bi.li.ˈda.dʒɪ
aceitada	a.sey.ˈta.də
aceitado	a.sey.ˈta.dʊ
aceitador	a.sey.ta.ˈdox
aceitadores	a.sey.ta.ˈdo.ɾɪs
aceitam	a.ˈsey.tãʊ̃
aceitamos	a.sey.ˈtã.mʊs
aceitando	a.sey.ˈtã.dʊ
aceitar	a.ʃey.ˈtax
aceitara	a.sey.ˈta.ɾə
aceitaram	a.sey.ˈta.ɾãʊ̃
aceitarem	a.sɛy.ˈta.ɾẽỹ
aceitaria	a.sey.ta.ˈɾi.ə
aceitariam	a.sey.ta.ˈɾi.ãʊ̃
aceitarmos	a.ʃey.ˈtaɣ.mʊs
aceitará	a.sey.ta.ˈɾa
aceitas	a.ˈsey.təs
aceitasse	a.sey.ˈta.sɪ
aceitassem	a.sɛy.ˈta.sẽỹ
aceitava	a.sey.ˈta.və
aceitavam	a.sey.ˈta.vãʊ̃
aceitavelmente	a.sey.ta.vew.ˈmẽ.tʃɪ
aceitação	a.sey.ta.ˈsãʊ̃
aceite	a.ˈsey.tʃɪ
aceitei	a.sey.ˈtey
aceitem	a.ˈsey.tẽỹ
aceites	a.ˈsey.tʃɪs
aceito	a.ˈsey.tʊ
aceitos	a.ˈsey.tʊs
aceitou	a.sey.ˈtow
aceitou-a	a.sey.ˈtow.ə
aceitou-o	a.sey.ˈtow.ʊ
aceitá-	a.sey.ˈta.
aceitá-la	a.sey.ˈta.lə
aceitá-las	a.sey.ˈta.ləs
aceitá-lo	a.sey.ˈta.lʊ
aceitá-los	a.sey.ˈta.lʊs
aceitáveis	a.sey.ˈta.veys
aceitável	a.sey.ˈta.vew
acela	a.ˈse.lə
acelera	a.se.ˈle.ɾə
acelerada	a.se.le.ˈɾa.də
aceleradamente	a.se.le.ɾa.da.ˈmẽ.tʃɪ
aceleradas	a.se.le.ˈɾa.dəs
acelerado	a.se.le.ˈɾa.dʊ
acelerador	a.se.le.ɾa.ˈdox
aceleradora	a.se.le.ɾa.ˈdo.ɾə
aceleradoras	a.se.le.ɾa.ˈdo.ɾəs
aceleradores	a.se.le.ɾa.ˈdo.ɾɪs
acelerados	a.se.le.ˈɾa.dʊs
aceleram	a.se.ˈle.ɾãʊ̃
aceleramento	a.se.le.ɾa.ˈmẽ.tʊ
acelerando	a.se.le.ˈɾã.dʊ
acelerar	a.se.le.ˈɾax
aceleraram	a.se.le.ˈɾa.ɾãʊ̃
acelerava	a.se.le.ˈɾa.və
aceleração	a.se.le.ɾa.ˈsãʊ̃
acelerações	a.se.le.ɾa.ˈsõỹs
acelere	a.se.ˈle.ɾɪ
acelerou	a.se.le.ˈɾow
acelerômetro	a.se.le.ˈɾõ.me.tɾʊ
acelerômetros	a.se.le.ˈɾõ.me.tɾʊs
acelga	a.ˈsew.gə
acelino	a.se.ˈlĩ.nʊ
acelomados	a.se.lo.ˈma.dʊs
acelular	a.se.lu.ˈlax
acena	a.ˈsẽ.nə
acenam	a.ˈsẽ.nãʊ̃
acenando	a.se.ˈnã.dʊ
acenar	a.se.ˈnax
acenava	a.se.ˈna.və
acenda	a.ˈsẽ.də
acende	a.ˈsẽ.dʒɪ
acendem	a.ˈsẽ.dẽỹ
acendendo	a.sẽ.ˈdẽ.dʊ
acender	a.sẽ.ˈdex
acenderam	a.sẽ.ˈde.ɾãʊ̃
acendeu	a.sẽ.ˈdew
acendia	a.sẽ.ˈdʒi.ə
acendiam	a.sẽ.ˈdʒi.ãʊ̃
acendido	a.sẽ.ˈdʒi.dʊ
acendimento	a.sẽ.dʒi.ˈmẽ.tʊ
aceno	a.ˈsẽ.nʊ
acenos	a.ˈsẽ.nʊs
acenou	a.se.ˈnow
acentamento	a.sẽ.ta.ˈmẽ.tʊ
acento	a.ˈsẽ.tʊ
acentos	a.ˈsẽ.tʊs
acentua	a.sẽ.ˈtu.ə
acentuada	a.sẽ.tu.ˈa.də
acentuadamente	a.sẽ.tu.ə.da.ˈmẽ.tʃɪ
acentuadas	a.sẽ.tu.ˈa.dəs
acentuado	a.sẽ.tu.ˈa.dʊ
acentuados	a.sẽ.tu.ˈa.dʊs
acentual	a.sẽ.tu.ˈaw
acentuam	a.sẽ.ˈtu.ãʊ̃
acentuando	a.sẽ.tu.ˈã.dʊ
acentuar	a.sẽ.tu.ˈax
acentuaram	a.sẽ.tu.ˈa.ɾãʊ̃
acentuava	a.sẽ.tu.ˈa.və
acentuação	a.sẽ.tu.a.ˈsãʊ̃
acentuações	a.sẽ.tu.a.ˈsõỹs
acentuou	a.sẽ.tu.ˈow
acepipe	a.se.ˈpi.pɪ
acepipes	a.se.ˈpi.pɪs
aceptor	a.ʃep.ˈtox
aceptores	a.sep.ˈto.ɾɪs
acepção	a.sep.ˈsãʊ̃
acepções	a.sep.ˈsõỹs
acer	a.ˈsex
acerba	a.ˈseɣ.bə
acerca	a.ˈsex.kə
acerenza	a.se.ˈɾẽ.zə
acerifolia	a.se.ɾi.fo.ˈli.ə
aceris	a.se.ˈɾis
acerno	a.ˈseɣ.nʊ
acero	a.ˈse.ɾʊ
acerola	a.se.ˈɾɔ.lə
acerra	a.ˈse.xə
acerrimamente	a.se.xi.ma.ˈmẽ.tʃɪ
acerta	a.ˈsex.tə
acertada	a.sex.ˈta.də
acertadamente	a.sex.ta.da.ˈmẽ.tʃɪ
acertadas	a.sex.ˈta.dəs
acertado	a.sex.ˈta.dʊ
acertados	a.sex.ˈta.dʊs
acertam	a.ˈsex.tãʊ̃
acertando	a.sex.ˈtã.dʊ
acertar	a.ʃex.ˈtax
acertara	a.sex.ˈta.ɾə
acertaram	a.sex.ˈta.ɾãʊ̃
acertarem	a.sɛx.ˈta.ɾẽỹ
acertaria	a.sex.ta.ˈɾi.ə
acertava	a.sex.ˈta.və
acerte	a.ˈsex.tʃɪ
acertei	a.sex.ˈtey
acerto	a.ˈsex.tʊ
acertos	a.ˈsex.tʊs
acertou	a.sex.ˈtow
acertá-lo	a.sex.ˈta.lʊ
acervo	a.ˈseɣ.vʊ
acervos	a.ˈseɣ.vʊs
aces	ˈa.sɪs
acesa	a.ˈse.zə
acesas	a.ˈse.zəs
acesita	a.se.ˈzi.tə
aceso	a.ˈse.zʊ
acesos	a.ˈse.zʊs
acessa	a.ˈsɛ.sə
acessada	a.se.ˈsa.də
acessadas	a.se.ˈsa.dəs
acessado	a.se.ˈsa.dʊ
acessados	a.se.ˈsa.dʊs
acessam	a.ˈsɛ.sãʊ̃
acessando	a.se.ˈsã.dʊ
acessar	a.se.ˈsax
acessaram	a.se.ˈsa.ɾãʊ̃
acessarem	a.se.ˈsa.ɾẽỹ
acessem	a.ˈsɛ.sẽỹ
acessibilidade	a.se.si.bi.li.ˈda.dʒɪ
acessibilidades	a.se.si.bi.li.ˈda.dʒɪs
acessivel	a.se.si.ˈvew
acesso	a.ˈsɛ.sʊ
acessorios	a.se.so.ˈɾi.ʊs
acessos	a.ˈsɛ.sʊs
acessá-la	a.se.ˈsa.lə
acessá-lo	a.se.ˈsa.lʊ
acessá-los	a.se.ˈsa.lʊs
acessão	a.se.ˈsãʊ̃
acessíveis	a.se.ˈsi.veys
acessível	a.se.ˈsi.vew
acessória	a.se.ˈsɔ.ɾi.ə
acessórias	a.se.ˈsɔ.ɾi.əs
acessório	a.se.ˈsɔ.ɾi.ʊ
acessórios	a.se.ˈsɔ.ɾi.ʊs
acetal	a.se.ˈtaw
acetaldeído	a.se.taw.dʒi.ˈi.dʊ
acetaminofeno	a.se.tə.mi.no.ˈfẽ.nʊ
acetanilida	a.se.tə.ni.ˈli.də
acetato	a.se.ˈta.tʊ
acetatos	a.se.ˈta.tʊs
acetes	a.ˈsɛ.tʃɪs
acetil	a.se.ˈtʃiw
acetil-coa	a.se.tʃiw.ˈko.ə
acetila	a.se.ˈtʃi.lə
acetilação	a.se.tʃi.la.ˈsãʊ̃
acetilcisteína	a.se.tʃiw.sis.ti.ˈi.nə
acetilcolina	a.se.tʃiw.ko.ˈlĩ.nə
acetilcolinesterase	a.se.tʃiw.ko.li.nes.te.ˈɾa.zɪ
acetileno	a.se.tʃi.ˈlẽ.nʊ
acetilsalicílico	a.se.tʃiw.sa.li.ˈsi.li.kʊ
acetiltransferase	a.se.tʃiw.tɾãs.fi.ˈɾa.zɪ
acetinada	a.se.tʃi.ˈna.də
acetinado	a.se.tʃi.ˈna.dʊ
acetoacetato	a.se.to.a.se.ˈta.tʊ
acetoacético	a.se.to.a.ˈsɛ.tʃi.kʊ
acetobacter	a.si.to.bak.ˈtex
acetofenona	a.se.to.fe.ˈnõ.nə
acetona	a.se.ˈtõ.nə
acetonitrila	a.se.to.ni.ˈtɾi.lə
acetábulo	a.se.ˈta.bu.lʊ
acevedo	a.se.ˈve.dʊ
aceves	a.ˈsɛ.vɪs
aceção	a.se.ˈsãʊ̃
acfredo	ak.ˈfɾɛ.dʊ
acgitar	ak.ʒi.ˈtax
acha	ˈa.ʃə
achada	a.ˈʃa.də
achadas	a.ˈʃa.dəs
achadinha	a.ʃa.ˈdʒĩ.ɲə
achado	a.ˈʃa.dʊ
achados	a.ˈʃa.dʊs
acham	ˈa.ʃãʊ̃
achamento	a.ʃa.ˈmẽ.tʊ
achamos	a.ˈʃã.mʊs
achando	a.ˈʃã.dʊ
achaques	a.ˈʃa.kɪs
achar	a.ˈʃax
achara	a.ˈʃa.ɾə
acharam	a.ˈʃa.ɾãʊ̃
acharem	a.ˈʃa.ɾẽỹ
acharia	a.ʃa.ˈɾi.ə
achariam	a.ʃa.ˈɾi.ãʊ̃
acharmos	a.ˈʃaɣ.mʊs
achará	a.ʃə.ˈɾa
acharão	a.ʃa.ˈɾãʊ̃
achas	ˈa.ʃəs
achassem	a.ˈʃa.sẽỹ
achatada	a.ʃa.ˈta.də
achatadas	a.ʃa.ˈta.dəs
achatado	a.ʃa.ˈta.dʊ
achatados	a.ʃa.ˈta.dʊs
achatamento	a.ʃa.ta.ˈmẽ.tʊ
achatina	a.ʃa.ˈtʃĩ.nə
achava	a.ˈʃa.və
achavam	a.ˈʃa.vãʊ̃
achcar	aʃ.ˈkax
achebe	a.ˈʃe.bɪ
achega	a.ˈʃɛ.gə
achegada	a.ʃe.ˈga.də
achegado	a.ʃe.ˈga.dʊ
achegamento	a.ʃe.ga.ˈmẽ.tʊ
achem	ˈa.ʃẽỹ
achernar	a.ʃeɣ.ˈnax
acheulense	a.ʃɛw.ˈlẽ.sɪ
acheulenses	a.ʃɛw.ˈlẽ.sɪs
acheuliana	a.ʃew.li.ˈã.nə
achiam	a.ˈʃi.ãʊ̃
achiamé	a.ʃi.a.ˈmɛ
achigã	a.ʃi.ˈgã
achiles	a.ˈʃi.lɪs
achiote	a.ʃi.ˈɔ.tʃɪ
achna	ˈaʃ.nə
acho	ˈa.ʃʊ
achocolatado	a.ʃo.ko.la.ˈta.dʊ
achocolatados	a.ʃo.ko.la.ˈta.dʊs
achou	a.ˈʃow
achá-la	a.ˈʃa.lə
achém	a.ˈʃẽỹ
aci	a.ˈsi
aciaria	a.si.a.ˈɾi.ə
aciclovir	a.si.klo.ˈvix
acicula	a.si.ˈku.lə
aciculares	a.si.ku.ˈla.ɾɪs
acidalium	a.si.da.ˈliũ
acidenta	a.si.ˈdẽ.tə
acidentada	a.si.dẽ.ˈta.də
acidentadas	a.si.dẽ.ˈta.dəs
acidentado	a.si.dẽ.ˈta.dʊ
acidentados	a.si.dẽ.ˈta.dʊs
acidentais	a.si.dẽ.ˈtays
acidental	a.si.dẽ.ˈtaw
acidentalismo	a.si.dẽ.ta.ˈliz.mʊ
acidentalmente	a.si.dẽ.taw.ˈmẽ.tʃɪ
acidentando	a.si.dẽ.ˈtã.dʊ
acidentar	a.si.dẽ.ˈtax
acidente	a.si.ˈdẽ.tʃɪ
acidentes	a.si.ˈdẽ.tʃɪs
acidentou	a.si.dẽ.ˈtow
acidez	a.si.ˈdez
acidificar	a.si.dʒi.fi.ˈkax
acidificação	a.si.dʒi.fi.ka.ˈsãʊ̃
acido	a.ˈsi.dʊ
acidose	a.si.ˈdɔ.zɪ
acids	ˈa.sɪds
acidulante	a.si.du.ˈlã.tʃɪ
acie	a.ˈsi.ɪ
acies	a.ˈsi.ɪs
acigra	a.ˈsi.gɾə
acil	a.ˈsiw
acila	a.ˈsi.lə
acilação	a.si.la.ˈsãʊ̃
acilia	a.si.ˈli.ə
acilo	a.ˈsi.lʊ
acima	a.ˈsĩ.mə
acindino	a.sĩ.ˈdʒĩ.nʊ
acineta	a.si.ˈne.tə
acinos	a.ˈsĩ.nʊs
acinzentada	a.sĩ.zẽ.ˈta.də
acinzentadas	a.sĩ.zẽ.ˈta.dəs
acinzentado	a.sĩ.zẽ.ˈta.dʊ
acinzentados	a.sĩ.zẽ.ˈta.dʊs
acioli	a.si.o.ˈli
aciona	a.si.ˈõ.nə
acionada	a.si.o.ˈna.də
acionadas	a.si.o.ˈna.dəs
acionado	a.si.o.ˈna.dʊ
acionador	a.si.o.na.ˈdox
acionadores	a.si.o.na.ˈdo.ɾɪs
acionados	a.si.o.ˈna.dʊs
acionam	a.si.ˈɔ.nãʊ̃
acionamento	a.si.o.na.ˈmẽ.tʊ
acionamentos	a.si.o.na.ˈmẽ.tʊs
acionando	a.si.o.ˈnã.dʊ
acionar	a.si.o.ˈnax
acionaram	a.si.o.ˈna.ɾãʊ̃
acionava	a.si.o.ˈna.və
acionista	a.si.o.ˈnis.tə
acionistas	a.si.o.ˈnis.təs
acionou	a.si.o.ˈnow
acionária	a.si.o.ˈna.ɾi.ə
acionárias	a.si.o.ˈna.ɾi.əs
acionário	a.si.o.ˈna.ɾi.ʊ
acionários	a.si.o.ˈna.ɾi.ʊs
acipenser	a.si.pẽ.ˈsex
acipenseriformes	a.si.pẽ.se.ɾi.ˈfɔɣ.mɪs
acipitrídeos	a.si.pi.ˈtɾi.de.ʊs
acipreste	a.si.ˈpɾeʃ.tʃɪ
acir	a.ˈsix
acireale	a.si.ɾe.ˈa.lɪ
acirra	a.ˈsi.xə
acirrada	a.si.ˈxa.də
acirradamente	a.si.xa.da.ˈmẽ.tʃɪ
acirradas	a.si.ˈxa.dəs
acirrado	a.si.ˈxa.dʊ
acirrados	a.si.ˈxa.dʊs
acirramento	a.si.xa.ˈmẽ.tʊ
acirrando	a.si.ˈxã.dʊ
acirrar	a.si.ˈxax
acirraram	a.si.ˈxa.ɾãʊ̃
acirrou	a.si.ˈxow
acis	a.ˈsis
aciveiro	a.si.ˈvey.ɾʊ
acizentada	a.si.zẽ.ˈta.də
acl	ˈakw
acla	ˈa.klə
aclama	a.ˈklã.mə
aclamada	a.kla.ˈma.də
aclamadas	a.kla.ˈma.dəs
aclamado	a.kla.ˈma.dʊ
aclamados	a.kla.ˈma.dʊs
aclamam	a.ˈklã.mãʊ̃
aclamando	a.kla.ˈmã.dʊ
aclamar	a.kla.ˈmax
aclamaram	a.kla.ˈma.ɾãʊ̃
aclamava	a.kla.ˈma.və
aclamavam	a.kla.ˈma.vãʊ̃
aclamação	a.kla.ma.ˈsãʊ̃
aclamações	a.kla.ma.ˈsõỹs
aclame	a.ˈklã.mɪ
aclamou	a.kla.ˈmow
aclarar	a.kla.ˈɾax
aclassismo	a.kla.ˈsiz.mʊ
acleris	a.kle.ˈɾis
aclimatação	a.kli.ma.ta.ˈsãʊ̃
aclimação	a.kli.ma.ˈsãʊ̃
aclive	a.ˈkli.vɪ
aclives	a.ˈkli.vɪs
acmaturris	ak.ma.tu.ˈxis
acn	ˈakn
acnes	ˈak.nɪs
aco	ˈa.kʊ
acobamba	a.ko.ˈbã.bə
acobertados	a.ko.bex.ˈta.dʊs
acobertamento	a.ko.bex.ta.ˈmẽ.tʊ
acobertar	a.ko.bex.ˈtax
acodem	a.ˈkɔ.dẽỹ
acolchoado	a.kow.ʃo.ˈa.dʊ
acolchoados	a.kow.ʃo.ˈa.dʊs
acolhe	a.ˈko.ʎɪ
acolhedor	a.ko.ʎe.ˈdox
acolhedora	a.ko.ʎe.ˈdo.ɾə
acolhedoras	a.ko.ʎe.ˈdo.ɾəs
acolhedores	a.ko.ʎe.ˈdo.ɾɪs
acolhem	a.ˈkɔ.ʎẽỹ
acolhendo	a.ko.ˈʎẽ.dʊ
acolhera	a.ko.ˈʎe.ɾə
acolheram	a.ko.ˈʎe.ɾãʊ̃
acolheria	a.ko.ʎe.ˈɾi.ə
acolherá	a.ko.ʎe.ˈɾa
acolheu	a.ko.ˈʎew
acolhiam	a.ko.ˈʎi.ãʊ̃
acolhida	a.ko.ˈʎi.də
acolhidas	a.ko.ˈʎi.dəs
acolhido	a.ko.ˈʎi.dʊ
acolhidos	a.ko.ˈʎi.dʊs
acolhimento	a.ko.ʎi.ˈmẽ.tʊ
acolá	a.ku.ˈla
acoma	a.ˈkõ.mə
acomete	a.ko.ˈme.tʃɪ
acometem	a.ko.ˈme.tẽỹ
acometendo	a.ko.me.ˈtẽ.dʊ
acometeram	a.ko.me.ˈte.ɾãʊ̃
acometeu	a.ko.me.ˈtɛw
acometia	a.ko.me.ˈtʃi.ə
acometida	a.ko.me.ˈtʃi.də
acometidas	a.ko.me.ˈtʃi.dəs
acometido	a.ko.me.ˈtʃi.dʊ
acometidos	a.ko.me.ˈtʃi.dʊs
acometimento	a.ko.me.tʃi.ˈmẽ.tʊ
acomoda	a.ko.ˈmɔ.də
acomodada	a.ko.mo.ˈda.də
acomodadas	a.ko.mo.ˈda.dəs
acomodado	a.ko.mo.ˈda.dʊ
acomodados	a.ko.mo.ˈda.dʊs
acomodam	a.ko.ˈmɔ.dãʊ̃
acomodamento	a.ko.mo.da.ˈmẽ.tʊ
acomodando	a.ko.mo.ˈdã.dʊ
acomodar	a.ko.mo.ˈdax
acomodaram	a.ko.mo.ˈda.ɾãʊ̃
acomodarem	a.ko.mo.ˈda.ɾẽỹ
acomodava	a.ko.mo.ˈda.və
acomodavam	a.ko.mo.ˈda.vãʊ̃
acomodação	a.ko.mo.da.ˈsãʊ̃
acomodações	a.ko.mo.dʒa.ˈsõỹs
acomodou	a.ko.mo.ˈdow
acomodá-lo	a.ko.mo.ˈda.lʊ
acompanha	a.kõ.ˈpã.ɲə
acompanhada	a.kõ.pã.ˈɲa.də
acompanhadas	a.kõ.pã.ˈɲa.dəs
acompanhado	a.kõ.pã.ˈɲa.dʊ
acompanhador	a.kõ.pã.ɲa.ˈdox
acompanhados	a.kõ.pã.ˈɲa.dʊs
acompanham	a.kõ.ˈpã.ɲãʊ̃
acompanhamento	a.kõ.pã.ɲa.ˈmẽ.tʊ
acompanhamentos	a.kõ.pã.ɲa.ˈmẽ.tʊs
acompanhamos	a.kõ.pã.ˈɲã.mʊs
acompanhando	a.kõ.pã.ˈɲã.dʊ
acompanhando-os	a.kõ.pã.ɲã.ˈdo.ʊs
acompanhante	a.kõ.pã.ˈɲã.tʃɪ
acompanhantes	a.kõ.pã.ˈɲã.tʃɪs
acompanhar	a.kõ.pã.ˈɲax
acompanhara	a.kõ.pã.ˈɲa.ɾə
acompanharam	a.kõ.pã.ˈɲa.ɾãʊ̃
acompanharem	a.kõ.pã.ˈɲa.ɾẽỹ
acompanharia	a.kõ.pã.ɲə.ˈɾi.ə
acompanhariam	a.kõ.pã.ɲə.ˈɾi.ãʊ̃
acompanhará	a.kõ.pã.ɲa.ˈɾa
acompanhassem	a.kõ.pã.ˈɲa.sẽỹ
acompanhava	a.kõ.pã.ˈɲa.və
acompanhavam	a.kõ.pã.ˈɲa.vãʊ̃
acompanhe	a.kõ.ˈpã.ɲɪ
acompanhem	a.kõ.ˈpã.ɲẽỹ
acompanhou	a.kõ.pã.ˈɲow
acompanhou-os	a.kõ.pã.ˈɲow.ʊs
acompanhá-las	a.kõ.pã.ˈɲa.ləs
