1	jæːj
书	ʂɚ˥˩
书包	sɯ˥˥ pɔ˨˦
书名	sɯ˥˥mɪŋ˧˥
书房	sɯ˥˥
书法	sufa
书籍	sɯ˥˥
书记	sɨti
书读到屁眼里去了	sɯnɯdɔ no pɪçagɛɾitsɯsɾab
书院	ʂɚ˥˩y˧˥
书页	sɯ˥˥i˨˩˦
书香门第	su˥˩ɕja˥˩man˨˩˦tɕi˥˥
买	maː
买单	mat̪e
买吃	aːtʃʰe
乱	lɛ
乱七八糟	nɨtsɛ patsɔ
乱七八遭	ulitsi pɔtsa
乱世	lue˨˩˦sɯ˥˥
乱作一团	lɪ˧˥ tsɤ˧˥jɛ˨˩˦ tɪ˥
乱用	lˌyːjˈoŋ
乱讲话	lɤ˨˩kɔːŋ˥˥waː˨˩
乱话三千	lɔːz˥tɕ
乱说	lə kˈɑ̃
乱象	lə seɪn
乳腐	ʂɚ˧˥
乾	tɕi˥˧
乾杯	guː˧paj˨˩
乾隆	tɕʰi˨˩˦lɔ˥ŋ˧˧
乾隆皇帝	si˨˩lʊŋ˨˩ɔːŋ˨ ti˥˥
乾龙	tɕi˥˧lʊŋ˧˧
亂糟糟	lɪu˨˩tsɤ˧˥tsɤ˧˥
亂話三千	løː ˈoʊzɪtz
了	lˈy
了了滞滞	lɛʁdʒe zæjˈzæjiː
了如指掌	lɪ˧˥e˨˦˥tʐʈʂɚ˥˩ʈʂɚ˥˩tɕjɛn˥˥
了弗起	lə- vˈˈtiʁˈ
了滞	ny˨˩˦tsẽː˥˥
了滯	lw˧
了然	lˈiɛzə
了结	lie˥˧tsi
了解	lyka
争	san˩
争上	tsa˥˥
争分夺秒	sən˥˥fən˥˥tɤ˧˥mjɛ˨˩˦
争强好胜	sən˨˩ j˨˩˦an˥˩ hɛː˥˥
争议	tsa˥˥ni˨˦
争辩	saːn˩˩˦eː˧
争过意	sɑŋˈkɯbˈz
事	tsɯ
事业	sɨl ɲe
事体	sɯ˥˩ tɕʰi˥˥
事务所	zɨvusɔ
事半功倍	sǎp˥kũŋ˥˥pe˨˦
事实	zˈa
事實	zˈɛ
事干	tsuk
事幹	zˈukˈ
事故	sykˈu
事端	sɯ˥˩
事體	zˈtiː
二	ne
二三八九	ŋ˥˥soʔ˨ pu˥˩j˧�tɕjɑʊ˥˥
二世	mˈɛ̃sɐ̃i
二分法	ljɑŋ˨˩˦ fɤŋ˥˥fɑŋ˧˥
二十	ne
二十一	mˈaːtjˈa
二十二	ne˩˥ːni˨˩˦
二回	lĩawe
二廚	nˈeˈɪtsi
二月	ljɛn˨˩˦
二氧化硅	dˈiˈɛ̃ˈ
二氧化碳	nˈəˈjɛnˈ hˈuːtˌe
二百二十二	ljɛn˨˩˦pan˥˥te˨˩˦tɕjɛn˨˩˦li˧˥an˥˩tʰoʊ˨˩˦pɑŋ˥˥tɤ˧˥je˧˥ni˨˩˦
二硫化铁	dʑliː˧hu˧˥tʰi˨˩˦
于	y
于良史	y˧˥ljɑŋ˥˥ sɯ˥˥
亏煞	fɯhɯ˧˥ ɕak˨˩˦
云	jɪŋ˨˩˦
云南	liu˨˩nɑj˧
云和	tjoŋɾˈ
云巢山	j̃ɪ̞ɴ̞ʑw̪ːsɪ̞
云状	i˨˩˦tsõ˥˧
云里雾里	y˨˩˦ li˥˩u˥˥li˥˩
互动	n˧ou˨˩tʊŋ˨˩
互相	u˨˩˦ɕja˥˥
互补	nɔ̃ pˈu
亓	gˈi
亓官	dʑikɯ
五	mhɛ
五个头	u˨˩˦kɤ˥˥ tʰoʊ˧˥
五元九角一分	m̩˨˩˦kʰɤ˥˩jɛ˥˩  kɔ˨jɛ˥˥
五六月	lau̯niː˨
五分鐘之內出發！	nʈʂɤŋ˥˥ʈʂɚ˥˥neɪ˧˥fa˨˩˦
五官	tyˈɛkːˈ
五彩池	tsʰɯ˥˥
五更	muka
五芳斋	m̩˨˩˦fɑŋ˥˥sã˥˥
五芳齋粽子	ɕy˨˩˦nfɑŋ˥˥tsʰaʈʂʰʊŋ˥˥ʈʂɚ˥˩
五角	nˈɛkˈu
五角星	ŋ̪ˢ˥ku˥˧sən˥˩
五馬	nɤ˧˥ mɔː˩˦
五馬街	mukˈa
井	tjin˨˦
井井有条	tɕiŋ˥˥tɕiŋ˥˩y˧˥tjɛ˨˩˦
井栏圈	tsʰiaj˧pʰiː˧tʰriː˧v˥ɔː
井水	tɕiŋ˥˥sɯ˥˥
亚硫酸	ʝˈa lˈiθˈɪ
些	tʃet
些数	tʃʃtˈo
亞細亞	ˈoːsɛːəˈw
亡	mɔː
亡命	fanˈmin
交	o
交代	kodɨ
交关	tsioˈsˈt˃ɾomˈ
交往	tɛyɔvɔm
交情	tsie˥˧sin˨˩
交托	kɒːtæv
交朋友	kuɔ˥˥pɑŋ˨˩˦ y˨
交椅	koz
交流	tʰi˥˩weɪ˧˥laɪ˧˥
交警	sit˦e˧˧tsĩŋ˨˩
交費	kofei
交运	ko˥˥jin˨˩
交通	tɕjoʊ˥˧tʰʊŋ˥˥
交通事故	kɑʊ˥˥tʰʊŋ˥˥tsɯ˧ku˨˩˦
交通大学	tʰʊŋ˨˩ta˧˧
交通大學	kʰuɔ˥˩tʰʊŋ˨˩˦ta˧˥u˨˩˦
交道	kodʒu
交關	kɔː˧kɔː˧
交際	tioʔ˨tsi˨˦
交集	tsidɑsliː
亦	dˌiːzə
产业	se̞ɐnø
产值	tsɪ
产权	tsʰjɛ˥˥tɕy˧˥
享	e̞kɪ̞
享受	tɕjɛŋ˨˩˦
京	tɕĩŋ˥˥
京东	tĩŋ˨˦tʊŋ˨˩
京城	tian˥˥tsən˨˩
京都	kiaŋ to
亭	lɪŋ˧˥
亮	lɛ̃˨
亮亮鱼	lĩã˨˩ liã˨˩
亮光	liãŋ˨˩kŏaŋ˨˩
亮月	liaŋ˨˦ge˨˩
亮烁烁	liãŋ˨˩sasa˥˩
亲	tɕʰin˥˥
亲妹	tɕsaj
亲子	tsɯ˥˥
亲情	tseŋ˨˩seŋ˨˩
亲朋好友	tɕʰiŋ˥˥pɔ˥˥ɔ˥˥
亲热	tsiːn˩˩˦e̞
亲眷	tɕʰɪŋ˥˥tɕy˨˩˦
亲自	tsaŋ˥˥tsɯ˧
亲贵	tsʰaŋ˨˩tɕy˥˥
人	lɪŋ˨˩˦
人(文读)	sãn˥˥
人(白读)	mi˥˩
人丹	sãn̪t̪e
人力車	neɾ˥˩tsʰu˥˥
人参	n̪iŋsən
人參	sãŋ˨˩sãŋ˥˥
人品	zæŋˈgdiˈ
人客	n̪iẽn̟ːkãː
人家	nʲinko
人家头	nyŋkɔdɔ
人家说上海话很快得。我一点都不觉得嘛	jiː˧˥kaː˥ maː˩˧tsʰiː˨˩ wuː˨lɔːk̚˨ waː˧ jɐt̚˥kɔː˧tɐmâː˧
人山	nʲinzɛ
人工	sãŋ˨˩kõ˥˥
人工智能	san˥˩koʊ˥˥tsɯ˥˥nan˨˩˦
人工语言	tsan˨˩˦kʊŋ˥˥y˧˧ni˨˩˦
人性命	niːn˩˧sin˥˩mi˥˩n˥
人情	nɪŋ˨˩˦
人手	n˪iŋsɯ˥˩
人民幣	zˈamundˌeɪ
人民广场	kwɑ˥˥lɔ˥
人民群众	ʂɤŋ˥˥mɪŋ˧˥tɕyn˨˩˦tsʊŋ˥˥
人行道	zale
人造语言	zjadzʲanːʲa nʲa
人道	san˩˥ːde
人面桃花	ni˧˧e˨˦tʰa˧˥xwa˥˥
亿	zˈɛ
仁	n̪iːn̪
仅供参考	tsiŋ˥˧kʊŋ˥˥tsy˥˧
仆	pʰo
仇	dʒau
仇怨	sœj
仇杀	sə sˈɛ̃
今	tsun˥˩
今后	tsiŋ˥˥hou˥˥
今天	dʑɪn˥˩sat˨
今年子搭	tɕiŋ˨˩nitsɯ ta˥˩
今年搭子	tɕiɴnjɯdatsɯ
今日	tʃinza
今朝	tɕĩŋ˥˥tsɤ˥˩
今朝去人民广场	tɕɪŋ˥˥tsuɔ˥˩ tmɪŋ˧˥ kʰuɔ˥˩
今朝夜里烧羅宋湯。	tɕɪŋ˥˥tsɑʊ˥˩ ja˧˥li˨˩˦sɑʊ˥˩tʰaŋ˧˥
今朝搭子	tɕiɴːzɯadatsɯ
介	kã˥˥
介紹	kajɔ
介绍	kajɔ
介绍信	kazɔɕiŋ
介音	ka˥˥
从	sɔ̃
从容	sʊŋ˨˩˦jʊŋ˥˥
从该层面上讲，侬人谐太坏派了弗？	tsʊŋ˨˩ji˧˥ kɔː˧˥ waː˨laː˥waː˨
仏	vˈe
仔	tsn
仔细	tsɯ˥˩ɕi˧˥
仕	fˈɛ
仕途	sɯ˨˩˦ tɑʊ˥˩
他	i˥˩
他们	ni˨˩˦la˥˥
他说她傻	iː kɑːn˥˥iː kɑːn˥˥
仗	njɛ
付出	fu˥˩tsʰan˥˥
仙	si˥˩
仙人	tɕjɛn
仙儂	ʃiːnɑ
仙儂球	si˥˧ nam˧˧˧tɕa˥˧
仙境	s˥˥i˥˧tɕjɛn˨˩˦
仙居	tɕʰjɛ˥˥
仙居三黃雞	si˥˧ kyi˧˥ sa˥˩wɑŋ˥˥ kyi˧˥
仙岩	si˥˧ŋɔː˧˥
仙岩話	sĩŋ˨˩lɔ˥u˥˧
仙鶴	ɕi˥˥ŋɑ˥˥
仙鹤	ɕi˥˧ŋɔː˩˦
代	dɛ
代代相传	sɛn˥˩sɛŋ˥˥y˧˥
代价	pɛqˈu
代價	læku˨˩
代名词	dˈeɪmɪnˈs
代码	deːmo
令	lɪn
令狐	niːnk
令狐楚	lɪŋ˧˥u˥˥tsʰɤ˨˩˦
以	z
以一当十	i˥˩
以往	i˥˩w˧ɛ̃
以早	tso
以色列	isnɛ
仰	ljoʊ˥˩
仰光	nʲeku
仲	dʒoŋ˨˩
仲孫	ʈʂʰʊŋ˨˩˦sɯ˥˥
仲長	tɕʰie˨˩˦
件	tɕi˧˥
价	k
价值观	tiaʔə˨˩ zo˨˩˦kweɫ˧˥
价格	kakːa
价钱	ka˥˥neɪ˥˩
价钿	kori˥˩
任	nʲim˨˩
任何	saːm˩˩˦uː
任天堂	n˪ɪŋ˨˩˦tʰi˥˥ tɔ˥˥
任宅村	neˈjam tsatsʰi
任重道远	sən˨˩˦sʊŋ˥˥tɥœ˨˩˦
份	vˈaŋ
企	dˈi
企业家	si˥˧njɛ˨˦tɕjɑʊ˨˩˦
企图	tɕi˥˧dau˧˧
企業	dʑenˈiː
伊	u˨˩˦
伊只	itsa
伊头	ˈoɳ
伊拉	ˈoː
伊拉克	iːrak
伊斯兰	el
伊朗	irˈo
伊講	i˥˥kɑŋ˥˥
伊额	dˌiːzˈ
伍	vœ̃
伍子胥	aʊ˥˥tsi˥˥
伏	dˈu
伏兵	ak˨p˥in˥˥
伏小鸡	en ʃyti
伐	fɛ
伐好	baχɑ
伐是	bɑzɯ
伐要客气	mjo˥˩kat˥˩
伐要谢	lɔ˥˧
休	ɕy
休息	ɕy˥˥
休想	ɕy˥˥sian˨˩
休要	ɕˈɔɹ
众所周知	tsʰʊŋ˨˩˦sɤ˥˩tsɯ˥˩
众牲	tsʊŋ˥˥sã˥˥
众生	tsʊŋ˥˥sɑŋ˥˥
众议院	sŋ˥˩i˥˩y˥˩
优势	joʊ˥˩
会	wˌi˥˩
会稽	kʰa˥˥tɕʰi˥˥
会计	kui˥˧tsɯ˥˥
伛背	lɔpɛ
伞	sɛː
传令	dʒuːlɑːn
传唤	sˈɚˈwˈɛɹ
传播	sybpu
传播学	sepua
传言	se˨˩˦i˨˩˦
伢	naa
伢儿	ˌjaːəɹ
伢鬼头	nˈɑtsdˈy
伤	sɑ̃
伤亡	sˈɛ̃ bˈɑ̃
伤员	sɑŋ˥˥y˥˩
伤阴骘	sɔ̃ˈintʃe
伦	lɪŋˌ
伦敦	la ta
伦理	lndi
伪君子	tsi˨
伪装	tseŋ˧˥
伯	pa˥˥
伯伯	tapap
伯公	fokum
伯婆	tˈə bˈɔ̃
伯尔尼	pa˥˥a˥˥li˨˩˦
伯明翰	tama
伯爷	ɑ̃ˈjˈˈa
估	kɤŋ˥˧
估算	kuz˥˥œ˧
估计	kɤ˥˥u˥˩tsɯ˧
估量	kou˥˥liã˨˩
伴	dˈø
伴姑	tajˈu
伴手	bˈɛsˈo
伴郎	peˈlɑːn
似曾相识	sa˨˩ze˥˩ɴse˥˩ɴ asaː
但	dˈeɪ
但是	dɔz
位	wɛː
位子	dʏds
低	ti˥˩
低三下四	dʑisioɯ sɯ
低化	te˨˩u˥˥
低地德语	te˨˩de˪˩˧te˨˩˦n y˨˩˦
低潮	ti˥˩zɛː˥˩
低田	tʃi˥˧li˥˩
低能	ti˥˧næn˨˩
住	v
住口	sɯsuke
住宅	sə
住家	sɯka
佐治亚州	sã˥˥ u˧˧zi˥˧a˥˧tsui˨˦
体	tsɯ˥˩
体忲	kita
体格	tʰi˨˩kã˥˥
体育	tɪ jɔ
体育场	tʰi˨˩˦  tsaŋ˨˩˦
体育馆	tejˈokːɯ
体贴	tʰi˥˥
体重計	tʰi˧˧sõŋ˨˩ʈʂi˨˩
体面	pʃɪnʲimi
体魄	tɕʰi˥˧pʰɑŋ˥˥
何	kˈa
何乜樣	dʑinːˈe
何人	kʰuːn˥˩in˨˩
何处	xɑʊ˨˩˦tsʰɯ˥˩
何夷	kai
何方	fufˈɛn
何日君再来	mu˥˩satʈ sʊŋ˥˥tsɤ˧ leɪ˧˥
何物	gamuk
何物樣	i pavʲerɨɫa
何裡	gˈaɪzi
何里	n˥˥u˨˩˦kʰa˥˥lɪŋ˧˥
佗	tɔ̃
佘山	sɔsɛ
余	zˈɯ
余姚	nˈo
余暇	yˈ
余杭	djˈɛ̃
余興	ɕɪŋ˥˥
佛	fˈa
佛堂	belu
佛山	vɛsˈo
佛手	vˈɔsʃ
佛教	vˈɛko
佛渡	beːnˈoː
佛豆	vɛdau
佛陀	fɤ˧˥tʰuɔ˧˥
作	zo
作业	tsynjɛ
作业簿	tˈə- nˈe bˈø
作兴	to si
作品	tsap˦˥
作啥	tsɔsʔ tˌaʃˈu
作孽	fˈɔ̃nˈ
作息	tsoˈsˌe
作死	tsuɔ˥˩ɕi˥˧
作痴隆咚	tsot ɕʂɚ˥˩lŋ˨˩˦ tʊŋ˨˩˦
作興	tsɤ˧˥ɕjɑŋ˥˩
作酸	tsos˧
作风	fˈy
作骨头	tsɔ kɔdɛj
佝背	hɑ˥˥
佝背人	gəiː pɛːˈniː
佟	dɔm
你	nõŋ
你不知道还有谁知道啊？	nõŋ ma ʃat æjɰusãn inʃata
你以为你是谁啊	nʌŋˈiːwˌeɪnɔŋ˧sǎn˧˥njɛːŋ
你们	naɾə na
你别煽风点火	mɛ̃ːwˈsɐ̃ ki
你吃过感冒药吗？	naːlkiːmɔjˈtɕˈakɔkˈ
你好	nõŋˈhɔ
你好吗？	nunhova
你妈个屄	mne̞˥˩aŋ˨˩˦kɤ˥˩ pʰjɛn˥˩
你家在哪里	na ɔlɔ lɛj ɑlˈi
你怎麼吃得這麼少?	ni˨˩˦ ʈʂʰɚ˥˥  ʰa˥˥fɤ˧˥a ˥aɻ˧˥
你想怎么样？	n˧ʊŋ˨˩˦ɕjɑŋ˥˥an˥˩
你是谁	nɔ̃sˈsaːŋˌɛn
你真可爱	ne tseŋgə kʰɤuaɛ tɛlɛ
你讲个咾	sen˨˩ kɔːi̯lɔː
你话语好多！	na ja tɨ zɛ gato
你（吴语湖州话）	mh
佢	i˥˩
佩	peɪ˧˧
佩服	peːvɔ
佬	nˈe
佬家伙	la tũŋ˨˩˦
佮	kɛ̞
佳	k
使	sɯ˥˥
使用	səio
使臣	sɯ˥˩ʐən˧˥
使館	sukɯ
侃	hæ
侄	tsa
侄儿子	tsɤŋ˨˩˦tsɯ˧
侄女	dʒnɛ
侄女儿	tsɯnn˥˥
侄子	satʰtsɯ˧˥
侄孫	dzɛsˈu
來	lɛ
來去	lɤ˥˩tɕʰi˧˥
來否遲	tɛn˨˩tsɯ˧
來板	le˨˩pe
侍其	zɨnˈniː
供桌	koŋ˥˥ tʂu˥˧
依	i˥˩
侦探	sɛn˥˩tʰy˨˩˦
侪	se
侪来化	selixu
侬	nˈoŋ
侬人咋会介虚伪啦	si˧˧kaʲ˥ n i˧˥ ma˥˩ wa˧˧ka˥˥ lɔ˥sŏ˥˥aj˨˩
侬几岁啦?	nondʒis la
侬叫啥名子	nˌɐ̃ʊ̃ tˌiw sɐl mˈiŋzɐ
侬叫啥名子？	tɕjɛ˥˩ow˧˥ʐan˥˩ mɪŋ˧˥ʈʂɚ˨˩˦
侬好	n˧ʔ
侬好伐	nˈɔ̃tˈvˈa
侬好叫	nʊ̃ŋˈːʊ̃˨
侬平顶山有得去过弗？	lɔ˥˩ʔ tɪŋ˥˥sɛ˥˩ y˧˧ta˥˩tsi˥˨kɐu˥˥ la˥˥
侬想哪能	nʊŋ˥˥ɕja˥˥na˥˩
侬拉做啥？	nʊŋ˨˩lɪ˧˥ tsɐu˥˧sɐu˥˥
侬方才讲啥?	nʊŋ˨˩sɐu̯˥
侬早	nʊŋ˨˩˦tsuɔ˨˩˦
侬是撒地方人	tʰʊŋ˨˩˦ ʂɑʊ˥˩ti˥˩fɑŋ˥˥tɕɪŋ˥˥
侬英文讲得来??	nʊŋ˨˩˦jɪn˥˥ wən˥˩ kɑŋ˥˥tʰa˥˥ lɛ˥˩a˥˧
侬该后生了弗起	naː˧˥tɕja˥˥ɑ˨˩˦pɔ˥˥
侬额	nɔ̃ɐ̃
侯	hau
侯性命	ajɕimi
便	bˈi
便宜	biː
便帶	bita
便当	liã˥˥ tɔ˧˥
便當	ljɛn˨˩tɔːŋ˥˩
係	i˥˩tɕi˥˩
促掐	tsuk
俄	m
俄罗斯	gɤ˧˥lɤ˥˩
俄羅斯	ŋɔ˥˩lɔ˥ʂɚ˨˩˦
俄語	gɯːniː
俊	tɕĩŋ˨˩
俗话	saˈu
俗语	san˥˩
俘	fˈa
俘虏	folo
俚	dˈi
俚倷	ne
俚篤	dˈitˈo
俚篤兩家頭	tsi˥˧tʰak˨ tʰalã˧˧ ka˥˥ tʰy˨˦
保	fɛː
保健服务	pɔ˥˥ tɕi˥˩ʰ˥i˨˩˦ʂou˨˩˦
保养	ðe iːɛ
保命	pømɛŋ
保姆	tɛːn˥˩
保定	tʰaʔ˨
保护	pɔːv
保护伞	taowse
保暖	tˈɛn
保溫	be
保管	ta˥˩j˨˩˦kuən˨˩˦
保重	poˈzon
保险带	ta˨˩˦ tɥœ˧˥ tɑʊ˨˩˦
俞	y
信号所	n˩˩˦gos˨o˨˩˦
信壳	pɛn˥˩kʰaː˨˩
信徒	ɕi̥˨ɾ˥˥
信息	ɕɪŋ˥˥
信息量	sinilia
信用	sɛŋˈjɔn
信用卡	tɕjʊŋ˨˩˦jʊŋ˥˥ kʰa˨˩˦
俭	tɕi˧˥
修	ɕy
修复酶	ʂɚ˥˩fɔ˥˥mɕjɛn˥˩
修改	siukʰe
修整	seiz˨˩en˧˥
修正带	tseŋ˨˩tɛː˥
俯首称臣	fu˨˩˦sɤ˥˥ʈʂən˧˥
俱乐部	dʒlɔbu
俾	pa
倈	lɪ
倉	tsuː
倉庫	soˈrˈkuˈ
個	kaːoː�op
們	mˈɛ̃
倒	˔
倒嘴	tæˈtsjɪt
倒山爛	kˈama sˈono
倒潮	tˈɛdʒˈ
倒牌子	tɕi˥˩ tɕi˥˩
倒甏菜	tʊ mˈan θˈi
倒计时	ta˥˩˦ tɕi˥˥˥ ʈʂuɔ˨˩˦
倒貨	dˈɛf
倒轉	tˈɛtʃy
倒退	te˨˦tʰa˨˦
倒霉	tomai̯
倒面	dɛmi
借	tsɯ˥˩
借手	tia siu
借手向	tsɤ˥˩i˥˩ʂoʊ˨˩˦ɕjɛn˥˥
倠气	sai˥˧tsit˦
倪	ni˨˩
倷	nˈa
值得	sətˈa
值班	stape
值鈿	tˢdˢiːʔ
值钿	kiaˈtiː
偃	lɪŋ˧˥
假	u˨˩˦
假卵撇清	kʰuː tʰi˥˥ tɕʰi˥˥
假卵撇道	kɔːlɔːpʰiːn˨˩aː
假嘴假眼	ka˥˥tsɯ˥˥ka˥˥e˨˦
假弗知	koːnitsɯ
假設能	kusna
假设	dˈaːsə
偉	vˌə
偏	pʰi˥˥
偏硅酸钠	kikːɯisɯeɾːnna
做	tsau
做乱梦	lɐi̯˨˩
做事情之前要估算一下子。	ʈʂoʊ˥˥ tɕʰɪŋ˨˩˦ʈɕi˥˩  kui˥˥sɤ˥˩li˥˩xɤ˧˥tsɯ˧
做人家	tsu˥˩nɪŋka˥˩
做人要大气点，是吧？	tsa˨˩˦ meɪ˧˥ta˨˩˦ tɕi˥˥laɪ˧˥fɑŋ˥˥ tɕi˥˥laɪ˧˥
做作	tsau̯tsɔ
做劲道	tseŋ˨˩tɔː˥
做啥	tsu˨˩˦sa˥˩
做喜事	tsoɕiːzi
做媒	səmi˥˩
做客	tsuɔ˥˩nɪŋ˨˩˦kʰa˥˥
做帮厨	tsʌbʌŋdʒi
做戏人	to z
做戏文	tsau̯siva
做戲文	θau̯siva
做手势	tsau˨˩ɕjoʊ˨˩˦s
做样	tsɔja
做梦	ts˨u˥˥mɑŋ˧˧
做生意	tsɤ˥˩ sa˥˥ni˨˦
做生活	tsa˥˥sau˨˩
做相帮	tsau˧˧ɕian˥˧kŋ˨˩
做稀客	sɔ˥˧si˧˧kʰa˥˥
停	dˈæŋ
停滞	tɪŋ˨˩˦tsɯ˥˥
停火协议	lɪŋ˧˥xoʊ˨˩˦ jɛn˨˩˦i˨˩˦
停电	dnd
健	dʑi˥˩
健康	tsi˨˩˦kʰɔ˨˩˦
健身房	tsi˨˩˦ sən˥˥ wɑŋ˥˩
側	tsʰeɪ˥˥
側面	tsɛĩ˨˩mi˥˩
偶	ni˨˩˦
偷	tʰau˨˩
偷偷逸逸	θɤ˧˧ tʰɯ̀˨ˀ˥ʔ dɪ̆t˦˥
偷稅	tʰit˦
傅	fou
傑	i˥˩
傘	sit
備	tsʊŋ˨˩˦
備份	bˈaɪvɑːng
傳	dʒiː˨
傳奇	dʒy˥˩
傳播	sue˥˥
傳統	dʒi lɔn
傷	tʃaː
傷風	tɕʰaːf˥
傻子	kaŋdˈu
像	sian˨˩
像儂	sie˥˧naŋ˨˩
僧	sɪn˥˥
僵	tɕjɛ˥˥
僵屍	tɕjɛ˥˥ sɯ˥˥
價	ku
價格	kuka
僻	ʃaɪ
儂	nom
儂好	nʊŋ˨˩˦xɔ˨˩˦
儂家	naŋ˥˥kʰu˥˥
儂家屋底	nakulˈe
儂就覅雪上加霜哩！	nei̯˩˦tsiː˨fioʔ˨sie̯˥tseŋ˨˩ ka˥˥sŋ˥˥lɤ˥˩
儆	tʃaŋ
儇	ɕy˥˥
儊	sɯ˥˩
儒	sɯ˧˥
儘	tɕjɑŋ˨˩˦
儿	v
儿囡	ne
儿子	nitsɯ
儿科	aɻ˨˩˦kʰɤŋ˨˩˦
允许	jaˈvu
元	ni˩˩˦
元始	ni˨˩˦ sɯ˧˥
元始天尊	ni˨˩˦ʂɚ˨˩˦ ʈʂən˥˥
元宝	nipo
元宝树	n˩˩˦i˥˩pɔ˥˥
元宵	njy˨˩˦
元宵节	njyː˩˦sieː˥˧
元旦	nˈoːtˈa
元朝	njˈuːvɛ
元母	nimo
元氣	nyl˧˥
元素	niisaɾɯ
元音	nˈe vˈi
兄	tɕjʊŋ˨˩˦
兄台	sioŋde
兄妹	tio
兄嫂	siŋ˥˧sɛ˥˧
兄弟	ɕjʊŋ˨˩˦ tsit˦
兄长	sioŋ˥˥tsi˧˧
充	tsʰʊŋ˥˥ʈʂʰʊŋ˥˥
充实	tsʰoɴ za
充沛	tsʰʊŋ˨˩pʰi˥˧
充电	tsʰʊŋ˨˩˦li˨˩˦
充电器	tsʰoʊ˥˥li˥˩tɕʰi˧˧tsʰuŋ˥˥li˥˩tɕʰi˧˧
充足	tsʰʊŋ˨˩tsʰɔ˨
充電器	ʈʂʰʊŋ˥˥li˥˩tɕʰi˥˥
兆	tsuɔ˥˧
兆銘	dʒɛmen
先	ʃi˥˥
先例	sˈiː dˈi
先生	sie˥˧san˥˧
先祖	esɯ˥˥ʈʂɚ˥˥
光	kwa˥˥
光合作用	kwan˥˥  tsʊ˥˩
光唇魚	ɢuzɔŋ
光圈	kwa˥˥ tɕʰy˨˩
光天	tʰiã˥˥kõŋ˨˩
光天化日	ku˥˧tʰi˥˧ʐu˥˧sɛ˥˧
光彩	kuɔ˥˥tsʰʰɛ˨˩˦
光彩夺目	kʷa˥˥tʰʰeː˨˦ mɔː˩˧
光景	ugwɛntɕiŋ
光束	ɑ̃sou
光棍	kwan˥˥kwan˥˥
光榔头	kwa lɛ̃ ˈtuː
光溜溜	kululu
光生	kwɔ˥˥sʰa˥˧
光荣	kua˥˥
光辉	kwan˥˥xweɪ˥˩
光里光生	kʰoː˩˦lʲbʱ˥
光陰	ku˥˧jɑŋ˥˩
克	kʰ
克制	katsɯ
克服	kavo
克里语	kʰa˥˥y˧˥nɤ
免	mi˥˩
免费	mifei
兒	m
兒科	lɛktu
兒童	aɻ˥˩tʊŋ˨˩˦
兒童節	mdʊŋtɕi
兔	tuː
兔兒	tʰoŋ
党	dˈɔ̃
兜	tɤ˥˩
兜兜	tɑʊ˥˥tɑʊ˥˥
兜点水	tʊ˥˩ti˥˩sɯ˥˩i˨˩˦
兜碗汤	tuˈe tʰˈɑ̃
兜肚	teijtou
兜酱油	tu˥˩ tjˈɛ̃˨
兢	tɕaŋ
入	sˈa
入侵	satˈin
入侵者	sa˨˩sin˥˧tse˥˩
入境	satʃin
入眠	zˈænˈɪ
內	nˈaɪ
內照	najiːtʃ
內科	mˈaɪk
內蒙古	naimɔːnkɯ˧˥
內行	laj˧ho˧˧
全	tɕy˨˩˦
全国人民代表大会	s̺iɣ̞o t̪ɐmɪn t̪e̞pe̞ɾa be̞ɾ
全新	si˨˩˦ sin˥˥
全本	sˌiˈapəŋ
全球	sˈe dˈy
全球变暖	jyː˩˧ tsɐu̯˧˥ nyː˩˧
全职太太	si˥˩tsa˥˧ tʰa˥˥
全聚德	tsɯ˥˩ʈɯ˥˩ta˥˩
全貌	yːˌmˈɔː
全身	si˨˩ sen˥˥
全部	ɛtˈa
全靠	ɕy˨˩˦kʰa˥˥
兩	ljɛŋ˨˩˦
兩三月	la sˈɔ̃
兩兄弟	la˥˩sŋ˥˥tʰɛi˧˥
兩夫妻	lau˥˧tsʰe˥˧
兩姊妹	ɤ˨˩˦tsi˥˥ mi˨˩˦
兩娘兒	ɑːnjɛn
兩樣	fɑ˥˥jɛ˨˩˦
兩浙	læ˥˥a˥˧tsʊŋ˨˩˦
兩爺兒	la˥˧i˥˧n˥˥
兩腳書櫥	lian˨˦tɕjɑʊ˥˧sɯ˥˧ tsu˥˧
八	tpa˨˩
八九月	ku˨˩˦tɕjɑʊ˥˥neɪ˥˩
八咏楼	qɑjˈunle
八宝粥	papɔtsɔ
八寶粥	bɛːtsɨʁ
八寶香肚	pəp˨əʊ˨˩siŋ˥˥tu˥˧
八節	pu ti
八鬚	pu˥˩sɯ˥˥
公	kwɑŋ˥˥
公上	kʊŋ˥˥
公主	kʰʊŋ˨˩˦
公乘	kominsa
公事	kɔ̃uzi
公事包	kuguzidau
公事桌	kɔ̃gɔ̃ ʁzi˥˧ tɕy˥˩
公仲	kwnʒwn
公会	kũŋ˥˥w˧˥
公伯	kɔmˌpɐ
公儀	tsiŋ˥˥
公共	kuzˌu
公共汽车	koŋ˥˥kʰoŋ˥˥tsʰuɔ˥˩
公冶	kʊŋ˥˥jɛː˨
公分	koŋ˥˥fən˥˩
公司	koŋ˥˥sɯ˥˥
公园	kʊŋ˥˥y˥˩
