'ar hyd y nos'	ˈaɪɚhˈidˈæŋəs
llandecwyn	saːmdəkvɪn
llandefeilog	sãn̪t̪d̪eβ̞eɪloɣ̞
llandegla-yn-iâl	fãn̪t̪d̪eɣ̞leɾẽn̪ial
llandochau	sãndohe
llandrillo	fˈaləʃˈa
llandrindod	xlɒndɾændɑːd
llandudno	sãn̪t̪ɪznõː
llandwyn	sãn̪d̪uẽ̞n
llandybie	sãn̪t̪api
llandyfaelog	sandəvˈeɪlˌoʊt
llandygai	sandɾɛgaj
llandysul	ɑnˌdɪseɪlˈ
llanelli	sane
llanelwy	sanɛlue
llanerch	θænɛr
llanerchymedd	ʃamærχɛmær
llaneurgain	saŋ˥˩nɛ˥˩ɕaj˥˩
llanfair	sãnbãɾ
llanfair pwll	sanverpəɺ
llanfair pwllgwyngyll	sanfaɾjɔ̙ɬ pʊ̙ɮ kɵngɪ̞ɮ
llanfairfechan	laːfawaxxən
llanfairpwll	saːnvajɾpuz
llanfairpwllgwyngyll	ʃaːnbaːrpʊɮkɵnːkɪ̞ʃ
llanfairpwllgwyngyllgogerychwyrndrobwll	naɪpɪɛrdoːrvɔːsɔniːagoːloːç
llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch	anvɑɮɾɛɾpʊ̞̙ɮkɪ̞nʲkɪ̞̙ɮkɔ̙kaɾɔ̙xwe�raɮtsɔ̙rɔ̙puʰʃantʰɔsɔ̙ɮɔo̙ko̙o̙ko̙o̙ɮ
llanfairpwllgwyngyllgogerychwyrndrobwyl	saːntaːrkoːnɔˑskuːiːkɪɾɪkɪɔːkæɾɛɢχɪntɐgɔɢu
llanfairpwllgwyngyllgogerychwyrndrobwyll	ɮaɴfaɾɮkuːlɢuːntʰaɮtʰɔ̙ɢɛ̀ɾɮeχuːntɾɔ̙pɔ̙ɬ
llanfair­pwllgwyngyll­gogery­chwyrn­drob	sjˈɛvɛˈʌkkˈagˈarˈjsjˈatːˈoːpːiːxˈhˈiːdsˈøːrˈʁɛgːɔr
llanfarian	fãn̪d̪varian
llanfihangel-nant-melan	sãnfɛrˈagɪldnˈantmɛˈlˈam
llanfyllin	lesd̪esẽn̪t̪
llanfynydd	ɮanvənneð̞
llangadog	fˈaːnkˈatðˈoʊb
llangennith	flnguenez
llangernyw	sankaɾnju
llangloffan	siŋglofan
llangollen	sankozsen
llangrannog	χlangranov
llangranog	tʃãnʲkɾanok
llangybi	sanˈgadi
llangyfelach	θaŋgewˈeːlˌaɾ
llanharan	xʌ̄ːn˧hʌ̀ːráp̚˨˩
llanilar	fanˈeˈlˈar
llanishen	səˈnɪʃən
llanllawddog	ʂanʂau̯tok
llanllechid	saːnseˈke
llanlleiana	san˩sijanna
llanllwchaiarn	sanːɮoːkʰɛjɛɐɾn
llannerchymedd	kənehmˈbe
llanon	ʃanon
llanpumpsaint	lianpɔŋpŋaint
llanrhaeadr-ym-mochnant	ðˈɵmkrʲɪdɪrmɑχnɑgwt
llanrhian	sjanfian
llanrhystud	santʃastid
llanrwst	ʃanrost
llansantffraid	sæmˈsæmflˌaɪd
llansantffraid-ym-mechain	sansantfrˈaɪdəmˈɛːnxˌaːn
llantony	ʁantoni
llantrisant	t̪ɾesant̪
llantysiliogogogoch	xlˈantðˈɛzlɪljˈoʊtgɔlgɔɹkˈɔɹ
llanwar	saua
llanwddyn	tʃanuð̞en
llanwnda	ðanunda
llanwrthwl	sanuɾsol
llanybri	fanɛpri
llanycrwys	ʃaːnɑːkɾɔz
llasar llaesgywydd	laːsaːr laːs teo
llau	sian˨˩
llaw	tʃau
llawen	tʃaawla
llawenydd	saˈwhˈɛnˈɛz
llawer	sˈaʊɚ
llawfeddyg	tʃaːlˈmuːzˈɛvˈɛ
llawfrodedd farchog	ʃaːw brɔtːe vɑrɣ ɣɺɑb
llawn	saˈwˈn
llawr	tsauɾ
llawysgrifen	lau̯eskɾiːven
llay	flˈaːt
lle	ʂɚ˥˩
lle dach chi'n byw?	xladakhin bɛu
llech	zˈɛx
lled	ʃɪɹd
lled band	hˈæd bˈænd
lledr	tʃˈɛtər
llefain	sjepain
llefaru	ʃtabarɪ
llefelys	seɾˈɾs
llefrith	tʃɛvɾɪs
llefydd	ʃavɛ
lleiaf	sejˈaf
lleidr	tʃejtjɾ
lleill	sˈeɪs
lleisiau	kejsej
llen	ʃaːn
llencyndod	sen̟ᵑgɔ̞nd̪on
llenni	seˈniː
llennyrch	sælɪ̞ɾh
llenwi	senɾj
llenwi'r	ʃanʏiɾ
llenyddiaeth	ʃˈanadjˈaθ
lleoliad	tɨrazamljatʂɛ
lleoliadau	seːˌoːjɑtˁɛ
lles	sˈoːs
llestr	tˈæstə
llety	tʃati
lleuad	ʃɛjːɑːd
lleucu	zæjtkʰe
lleuen	ʃɛjɛn
llew	sɛu
llew llaw gyffes	ʃɪr wˈlɔgɛfˈfɪs
llewellyn	lwˈɛlɪn
llewelyn	χweliŋ
llewes	tʃɛwˈt
llewod	ʂɛ˨˩wɔː˨
llewpard	ʃɛwːpːaɾːt
llewyn	sæwˈin
lliain	si˥˧la˥˥
lliain bwrdd	siian port
lliain sychu llestri	hˈi ˈaɪnsɚxˈɛ hˈɛz tɹˈi
llian	sian˨˩
llif	ʃiv
lliniaru	sinˈˈaɾɾˈ
llinos	ɣʃæiːtnæz
llinyn	ʃiːn
llio	fʲir
llith	tʃiθ
llithfaen	tʃiːfˈan
llithrig	ʃɪ̞θrʲɪk
lliw	sɪw
lliwgar	siwgˈarˈ
lliwiau	sɪlˈjə
lliwio	sɪljˈɑ
llo	fou˥
lloches	ʃˈɑkˈes
lloegr	slɑjker
lloegyr	lõ̙ːge̞
lloeren	sɔjrɛn
llofft	ʃˈaft
lloffwr	slafˈoːr
llofruddiaeth	ʃofɾedjɐjs
llofruddio	saufɾɛðɪjɐ
llogel	jsokːɛl
llong	son
llong danfor	tʃoŋ danɯ̞ pɔɾr
llong ofod	fˈɑːn ɔvˈaʊt
llongau	siŋˌˌal
llongyfarchiadau	salgvarqijade
llosg fynydd	ʃoʃkinið
llosgaf	ʃafskaf
llosgfynydd	loskvˈənˈɛð
llosgi	tʃaski
llosgwch	ʃoskoχ
llosgwn	lsoskoŋ
llosgwyd	tʃaslkuit̪
lloyd	lˈɔɹd
lloyd george	lˈɔɪt dʒˈɔɹdʒ
lluan	si˥˧an˥˧
lluched	ʃiːsed
llucheden	æʃæhˈdan
lludd	plˈiz
lludd llaw eraint	kiːft laːv ɑɾɑjɯd
lluddedig	tʃtðaɾk
lluddedus	lvedes
lludu	ʃlɛjdi
lludw	septˈo
llun	fˈa
llundain	tʃɪntˈan
llungopïo	ʃljngɔpio
lluniadu	sinjate
lluniau	sɪŋ˥˩jɔːn˧
lluniau dyfrlliw	senja dɐ wɾxliu
lluosi	kiosi
lluosog	kiosˈok
llusa	lisa
llusfaen	tʃˈɛzfˈaɪn
llusgo	dʒˈɛstsgˈaɪz
llw	tsʰɛw˨
llwch	syx
llwglyd	tʃuklet
llwgr	fˈukɯr
llwm	ʃlˈʊm
llwy	soj
llwy de	tɕʰw˧j˥ʔtɛ
llwyau	saˈsia
llwybr	sujbæɾ
llwybr llaethog	tʃɔ e peɾ sejsag
llwybrau	suɪprˈˈai
llwybrydd	sojpres
llwyd	flˈuɪd
llwydcoed	ʃojˈdkaˈd
llwyddiannus	s̺oet̪ianes̺
llwyddiant	suːizjənts
llwyddianus	tʃluzianes
llwyddo	sə
llwydion	lwɪtðiːɔn
llwyfan	ʃulvam
llwyfen	suevɛn
llwyn	sojn
llwyn onn	slˈɔøn an
llwyn-on	tɕˈaˈsˈlɛnˈ
llwyndyrys	sojnðaɾes
llwyneinion	sɛoɐlnæjænɪːn
llwynog	tsuinɔk
llwyr	zˈoːjɚ
llwyth	flauð
llydan	ʃˈɛtɑn
llydaw	fsadau̯
llydaweg	siːtauek
llyffant	sˈɛfˈfˈɛnt
llyffantod	tsʲəfɑntˢɔ̀
llyffethair	æfæfæjar
llyfr	tʃlɑvɛl
llyfr aneirin	sæwʲɪrɛn ɛjrɪ̞n
llyfr coch hergest	lɪfɪrkʊ χɚgæst
llyfr nodiadau	heˈbeɾ nˈoːtj aθˈaɪ
llyfr taliesin	kɛvɪr tǎlgɛsɪm
llyfrau	sjɛvraj
llyfrgell	klefɛrge
llyfrgell deganau	søvˈɚkæst ˈɛk ælnøɒt
llyfrgelloedd	ʃɛfrʲiʃɛʃɔjz
llyfrgellydd	ʃɛvɚgəshˈɛz
llyfryddiaeth	sifˈaːjθjˈaɪv
llyfryn	sefrin
llygad	sakˈat
llygaid	akajd
llygod	fagot
llygod mawr	səkɔt naoɾ
llygoden	ts˰agˌoːdˈen
llygoden fawr	ʃlʲ kɔtʲin bɔu̯r
llygredigaeth	sagradʒɛgæ
llygru	sekrɛ
llyn	lɛn
llyn barfog	seŋseŋ vˈoːl
llyn celyn	fɪ̞n kelɪ̞n
llyn lyydaw	kenˈlˈitau
llyn y fan fach	tʃlˈɪnnˈəvˌɑːnvˌɑːx
llyncu	tʃənke
llynedd	ʃɛnæθ
llynges	ʃˈɛnˈæs
llyr	fɪə
llys	fˈis
llysfam	sɪsvam
llysferch	klisðärχ
llysiau	ãesʃaie
llysiau blasus	laʃaj ɣlasɛs
llysieuol	skəʃˈɛ
llysieuyn	kæˈʃiɑjˈɛn
llysnafedd	ʃiːznˈoʊvˈaɪð
llysoedd	sˈissˈaɪv
llyswen	ʃiːsuˈæn
llysywen	ʃasˈwan
llythyr	kʲæˈsær
llythyrau	laθaraj
llythyren	æsæræm
llywarch	ʃɪuaɾ
llywelyn	ʃɛwʲɪlɪn
llywelyn ap gruffydd	ɪ̞sʲɪwɛlɪ̞n næfgɾɪfɪ̞
llywodraeth	sɛwɔtɾaːʒ
llywri	ʃɛʋurɛj
llywydd	tʃloan
llŷn	liːn
llŷr	tɾˈiːɾ
lobscows	lapsguz
logiau	lokial
lol	lau
lolfa	lolva
lon goed	lɔːn goːˈeɪt
loncian	lonkian
loool	loːt
lori	lori
lorïau	loɾeial
losin	lɑxʃɛn
loteri	lˈɑtsərˌiːt
lowri	glˈɔɾi
ludu	plˈɪkti
luguwalos	lˈekˈiwˈalˈɔs
lundain	ladaĩːn
luned	lɪmmat
lwcsembwrg	loksembor
lwcus	lokes
lwydion	ð̞uit̪t̪ion
lychlyd	nˈæxlɪd
lydaweg	lɨtaːlɛd
lyfr sieciau	nˈɪf sˈi ˈɛkjˈˈal
lyfrgell	sɛfɾˈgɛs
lyfrgellydd	ʃɛfɪ̞rkæʃɪ̞ð
lyneth	lˈɪmɪt
lynfa	lɪnva
lynwen	lian˨˩
lân	laːn
lôn	lˈoːn
mab	ma
mab-yng-nghyfraith	mˈɑːbənhˈaŋfrˈaɪf
mabinogi	maːbinõːgi
mabinogian	maːbːinoːkjɔn
mabinogion	abɨnau̯kʲiom
mabli	maplˈe
maboed	nabˈot
mabolgampau	napelkampar
mabon	babon
mabon ap modron	maː bon ap modron
mabwysiadu	mato˨˩e˧˧siat˨˩te˨˩
mabyn	maːpˈinˈ
macaroni	akːaɾɔnˈi
machlud	maxlɛd
machynlleth	axɯ̞nsɛs
macsen	maksɛn
macsen wledig	maksən uɫedʒig
madain	mat˦zˈaɪn
madarch	matas
madarchen	matˈaɾxen
madawg	matːau
madoc	madˈok
madoc ap griffiths maelor	lɛndlɛrwɑq yqtajlɛɬ
madoc ap uthyr	maːtdoːk at ɪstɪˌɾ
madog	ladoːk
mae	bˈaɪ
mae angen cartref arnaf	maj aŋgɒn kartʃɒv ɒɾnɒv
mae ansawdd y ffrog yn wael. (the quality of the dress is poor.)	ðə həns sɛ ɔu̯dɛ vrɔk ɣwˈaːl
mae chwant bwyd arnaf i	maixwãn pojd rnav iʝ
mae e	maj e
mae fy hofrenfad yn llawn o lysywennod	maid ʊχɔfrenvad ən ʃaw yn la lisʷenɔd
mae gen i	malgeni
mae gen i annwyd	majˈgˈeni anˈoɪð
mae gen i beswch	majˈn zaˈni ˈbes
mae gen i haint	maje ʒeniajts
mae gen i wallt brown (i have brown hair)	majkˈnˈiwaʃt brˈoʊn
mae haerllugrwydd y llywodraeth yn ddychrynllyd	maɾijə heɪ̞ɾɒg wˈaɪ̞ð anɪ̞θleɪ̞d wˈɚːð an diχliːn ɹuːð
mae hen wlad fy nhadau	maːuləad vən hˈæd ˈɛɹ
mae hi	maː xiː
mae hi yn dod o gymru	maː yin ˈdøwːdʒə ˈgəmrɪ
mae hi'n 3 o'r gloch	maj xindɾi ɔɾ glɔx
mae hi'n siopa yn llundain	la hˈɪm ʃˈɑp ˈðæt ənd sɪnd eɪn
mae syched arnaf i	masˈjχˈə taɾˈnˈebe
mae yna fwyd o dan y bwrdd	majɔnˈa bɔʔɪt ɔ tanɛ bɔrv
mae'n	majn
mae'n ddrwg gen i	maːn vərˈuː geːˈniː
mae'n flin gyda fi	majn β̞liːn gatavj
mae'n gynnar	maːngɳaːr
mae'n hwyr	majn hvr
mae'n ofnadwy o gas a thwp. (he[slash]she's awfully mean and stupid)	majnɪv naːdo jrgɑːs ˈæt tɒp
mae'r	maːr
mae'r ffenestri yn frwnt!	majɾə fɛnɛstɾi ɪn vəɾˈɔnt
mae'r plant	mˈaɪ v plˈænt
maelfa	malva
maelgwn	balgu
maelgwyn	mˈaɪlgˈoʊɪn
maelienydd	maliannɛs
maelona	maːjlɔnˈna
maelorwen	beːlɔːrwan
maen	main
maen nhw	varu
maenor	majˈnɔ
maent	mais
maentwrog	maːɒːntuːɾɑːg
maerdref	majɾtɾaf
maerdrefi	malʲtravʲi
maes	mais
maes awyr	mais aw weɾ
maes chwarae	majs sɔ rai
maesmawr	maismaur
maesteg	maɪsteɪk
maesyffynon	majsfɛnɔn
mafon	mabon
magnesiwm	magnesjum
mags harries	maksaˈɾes
maharen	mɑhɑrɑn
mai	maj
mair	majer
mairwen	majˈɾuːən
mali	maoli
mallolwch	mˈɯ̞sˈuɫɯ̞q
malwen	malwan
malwod	maɫwɑd
malwoden	maɣoɾam
mam	maːm
mam-gu	mamɣi
mam-yng-nghyfraith	maːmaːhɛprajs
mamau	mamaj
mamau cu	mamajkj
mamgu	namge
mamiaith	mamiaj
man geni	man kenːni
man ieuenctid	maːn jɛ jɛg tsɪt
manaweg	mãn̪aɣ̞uek
manawydan	mənˈɑuwɚdˈʌn
manawyddan	mænˈəwəzən
manceinion	mankoɛnjoɛn
manganîs	mãn̪ɣ̞ãn̪is
manon	manon
mantais	mantseiz
manteision	mantətɪoʊn
manylion	manelion
manylyn	manəlɪn
map	ma
mapiwr	maːpjɔr
mara	maːr
marared	temaɾaaɾɾd
marblis	mʌɾplˈis
marchnad	marxnað
marchnadoedd	marxnɑndɑeθ
marchog	matsʲɛlk
marchogaeth	marxokajɣ̞s
marchudd	maːrxʲiːd
maredudd	marɛtɛv
marged	maɾkɛt
mari	marɪ
mari lwyd	mˌaɾj lʊˈit
marmor	maɾmõɾ
marw	maːruː
marwnad	marinad
marwolaeth	marwoleθ
marwolaethau	maɾɾolai
marwor	mæɾˈvɑːr
masgiau	maskiaj
masnachwr	masŋaxɔɾ
materol	matsɛra
math	mˈas
mathemateg	mˈatˈhematˈed
mathemategol	maθɛmatikˈal
mathemategwr	massamatsekor
matholuch	mˈatˈtˈoləx
mathonwy	maːfɔːnwˈi
mawddach	nawðax
mawr	bauɾ
mawreddog	mauɾezok
mawritania	mauɾitania
mawrth	nauɾ
mebyd	mɛtik
mecanic	mɛkanik
mecsico	mɛksɪko
medal	meɾd̪alt̪
medd	mev
meddal	mˈɛvəl
meddalwedd	mɛðaːlwˈɛð
meddwdod	mɛzøːdɒt
meddwl	miso
meddyfnych	mɛtʁəvnx
meddyg	beðɪk
meddygaeth	mˌeð̞zð̞ekˈaɪff
meddygfa	nˈðɑstgˈvˈɑ
meddyginiaeth	mɛðɪkænjæjs
meddygol	medɪkal
medi	mɛti
medr	medeɾ
medrawd	mattrʊ̞ɦʊ̞ʊ̞d
medrod	mɛkrot
medwen	mattubˈaʎn
mefus	movis
mefusen	með̞ð̞sen
megan	mæɾˈgan
megis	mˈɛkjs
mehefin	mehevin
meibion	majd̪jɔn
meibion glyndŵr	mɛjpian glɛndur
meiddio	mejðɪo
meilyr	mˈeɪlˈɛɹ
meinir	mijnˈeɪɹ
meinir gwilym	majnir gʱilim
meinwen	majnɫẽ
meinweoedd	maneʊeɪ̯oʊ̯eɪl
meirion	mɪriːɔːn
meiriona	mjɾjɔˈnɑ
meirionwen	miɾeɔnmen
meirw	mejru
meitin	mei˥˩tsim˨˩
melangell	mˈɪlˈaŋgæʃ
meleri	nalaɾi
melin wynt	mɛɹlɛn wɪnts
mellt	mæk
mellten	es̻t̪em
melltith	mæʃtə
melyn	mɛɫɪn
melys	malɛs
melysion	maːrʃɑːm
menig	mennek
menw	neno
menw fab teirgwaedd	menu abtʰirˈklaj
menyn	maːn
menyw	menˈu
menywod	mʲanovat
merch	ber
merch-yng-nghyfraith	mærχʊ̞nhɑwræjð
merched	malkovt
mercher	bærxær
merchetwr	mˈaxxətʃˈoː
meredydd	maraheteð̞
mererid	berɾit
merfyn	merven
merierid	mærɒɾik
merlen	nɛrlɛn
merlod	mɛrlot
merlyn	merlim
merthyr tudful	mæ̹θɪ̞r tɪ̞ðːæ
merthyr tydfil	marθi̯r tɪdwˈi̯l
merywen	marau̯β̞
metel	mˈɛtˈil
methais	meses
methiant	mɛfjant
methodist	mətadəst
methu	mɛθˈɛ
meudwen	mɛjˈtwɑn
meurig	mˈɛjrɛk
mewn	mˈɛ̃
mewnol	meunol
meysydd	mˈɑstsˈaɪv
mi aethon nhw i glwb nos ym mangor nos sadwrn	mˈeɪ fɔn dˈu ɪgglˈupnˈoːs fɔn maŋgɔɾ nˈoːs sˈadʊɹ
mi fydda	miː vˈɑðɑ
mi fydda i'n cysgu	mi vidain kiel
microdon	mjkroton
microgyfrifiaduron	nekɾɔkavɾɛvjadiron
mihangel	mʲiŋŋ
mil	mɪl
mil blynyddoedd	mil pleneð̞ojs
milfeddyg	miːlvedɛg
miliwn	mˌiljˈon
milltir	mɛxtɛr
milwr	meloɾ
minffordd	mẽn̪t̪foɾt̪
miniog	minjɛok
minlliw	minsɪl
mis	mˈis
mis hydref	misadra
misoedd	mɪsad
mlynedd	mlamð̞nð̞
moch	maaaah
moch bach	mˈɔɹ paːr
mochyn	mʊ̞xʲinmuχχiːn
mochyn daear	moxemte iar
modd	moːv
moddion	moð̞ion
modfedd	mˈɔdˈvɛv
modrwy	mortʃoi
modryb	potrɛ
modrybedd	mˈutʁəpˌɛθ
modur	mɔdɛr
modwen	mˈɑdˈɹɪŋ
moel	mˈɔl
moel famau	mojl va maj
moel siabod	muɛl si˥˩apot
moelni	mojlnɛ
moelwyn	moʝwˈn
moelwynion	mojoɫueneon
moldofa	mald̪oβ̞a
moleciwl	mɔlekeul
moliant	mˌɑlljˈanˌtʃ
molianwn	moˌlianˈan
molwch	molɨq
moped	maħqa
mor	mor
morcant	mˈoːrkˈant
morfa	morva
morfa dyffryn	mor va dœŋ
morfeydd	mˈɔlɑrvˈaɪiɪv
morforwyn	moɾt̪ãɣ̞oβ̞ẽn̪
morfran	mˈɔrvrˈan
morfudd	morβ̞es
morfydd	mʊɾgɛ
morgan	morˈɣan
morgannwg	moɾganu
morglawdd	mˈɔrglˈaʊz
morgrug	mˈɔʁgʁˈɛ
morgrugyn	moːrgɾegiːn
moron	moron
moronen	moˈɾɔ̃ən
morthwyl	mˌaɾθoˈel
morvydd	mˌoɾðeɾs
morwen	mɔrwˈan
morwenna	mʊɾɪwænã
morwr	baloɾ
morwyl	mˈɔɹwˈˈɛll
mosambic	mofemik
mosg	mˈɔsk
mosgito	mʊ̞skɪ̞tʃʊ̞
mostyn	mˈɔstɛn
moyn	moin
mrwydr	mˈʁuːidˈir
mrwydrwyr	brɔjtrɔj
mud	migːənt
mudiad amddiffyn cymru	mɪ̞dːɪ̞atam ðɪ̞θːɪ̞n kɪ̞mbɾi
munud	miniz
mur	miːr
murdd	neɾð̞
muriad	milja
mwd	mˈuːt
mwfanwy	avˈanˈue
mwnci	pompki
mwnciod	mʊ̃ˈkʲiːɔd
mwng	mɔ̃
mwnt	munt̪
mwrog	morok
mwswgl	mjˈusɪkl
mwtanu	mutaˈni
mwy	mwˌi
mwyach	moːjˈax
mwyaf	moʝav
mwyaf trwst llestri gweigion	moiav drˈust heˈsˈti gʷˈaigijˈɑ
mwyalch	mˌoˌjˈals
mwydod	mwidˈɔ̃t
mwyn	mojn
mwyndeg	mo˥˩ːj˥˩ːn˩˩˦dæk˥
mwynen	muˌɪnˌnˌ
mwynhau	moː˧˥ɛn˧˥aj˧˥
mwynhewch	menheʊˈχ
myddfai	mˈˈdˈvaɪ
myf	mˈœv
myfanwy	vavanaoi
myfyrio	naðˈɾia
myfyriwr	mɛvɛrjɔr
myfyrwragedd	maːvaːroːraːkːes
myfyrwraig	nafɛrɾajk
myfyrwyr	mˈəvˈaːrwˈˈɛr
mymryn	mɛmmrɛn
mynd	mɛn
mynd i	mɪndi
mynedfa	manetva
mynediad	ne̞diæd
mynediadau	mennətjaːtˈal
mynegi	manaagi
mynegiant	manˈagˈant
mynnu	mennˈe
mynwy	manue
mynych	mɛnˈɛx
mynydd	bad̪eð̞
mynydd baedan	mˈanɪzd bˈaɪ dˈaŋ
mynydd cilan	manˈiv kˈilˈan
mynydd epynt	mˈʌniɪz ˈɛpənt
mynydd isa	mʁˈnˈɛði ksa
mynydd y betws	manið ebetus
mynydd y dref	bˈʌt nˈɪz ðə dɹeɪ
mynydd-dir	mʏ̞nʏ̞ðːər
mynyddawg	manˈazaˈvk
mynyddawg mwynvawr	na zauɣ boinvau
mynyddoedd	mˈovədˈaɪv
mynytho	manasˤa
mynyw	mẽn̪w
myrddin	mˈœrðən
myrddin wyllt	marð̞ĩn iʎt
myrtwydd	mrtʃuɪ̞ð
mytholeg	mˌɪsəlˌaɪk
mêl	mˈeːl
môn	wˈʌn
môr	muɾ
môr udd	mˈɔr ˈiv
môr-leidr	mˈɔɹlˈeɪtɚ
mŵg	mug
mẁg	mok
na	a
nabod	napot̪
nac	nɛ
nac oes	na kˈojθ
nac ydw	nˈak ə doːwˈ
nacáu	nakai
nacâd	nakad
nad	nɒd
naddo	nazo
nadolig	natalɛg
nadolig llawen	natul ekslauẽn
nadroedd	natʁɔz
nai	naj
naid	nˈaɪt
nain	nˈaɪn
name-seren	sæɾen
nant	nˈant
nant gwrtheyrn	naːnsku sɛnˈrmɛ
nantgarw	nant̪ɣ̞aro
natur	nater
naw	nˈoʊ
nawdd	nauz
nawr	naur
nef	lɪv
nefoedd nawr	miː vˈʊɪd lˈɑv
nefyn	nɛvɪn
neges	nˈɛgəs
neiaint	ne˩˥ːjaɪntsʰ
neidiau	nejtial
neidio	naitjɔ
neifion	nˈevjˈɑ̃
neilltuo	neltsiʎo
neirthiad	niːhofˈjat
neis	nˈaɪs
neithiwr	neɪ̞fjuɾ
nenfwd	nˈɛnvˈaʊt
neon	nejˈon
nerfus	nɛrvɪs
nerth	neɾs
nerys	neres
nes	nˈɛs
nes ymlaen	nɛsmɛ
nesaf	nɛːsav
nest	nast
nesáu	nˈɛsˈaɪ
neu	lai̯
neuadd	nejas
newid	nˈoʊɪd
newidiadau	nevidiata
newydd	nebˈɛt
newyddion	neu̯azioŋ
newyn	nˈoːin
newynog	nˈəwˈɛnə
nghalon	mmhɑ̀ʔlɔːŋ
nghraig	ɾaʝ
nghroesawu	nkʰrɔiːaʋi
nghymru	ãmbɾi
nghân	nxan˨˩
ngrym	mjˈrˈem
ngweddw	mˌoˌəvˈətˈoː
ngwr	nˈuɔɹ
nhad	nˈat
nhadau	naftɑ
nharian	nˈharjˈan
nhelyn	ðælːim
nhw	nu
nhân	nɑːm
ni	nˈe
ni chysgant ond pan fo angen	iːxˌɑzkant ɔn panˈdʒoːrnɛn
nia	nˈeɪɑ
nicel	nikːɛl
nid	nˈid
nid ydym yn siarad cymraeg.	nɪ tɛtɪ̃gɪ̞ mɪ̞n ʃærɛk uɾaːjɪk
nid yw	nɛdu
nifer	nivor
nimue	nˈemwˌa
nionod	nˈionˈɔd
nionyn	ni˧˧ʔnn
nissyen	nɛʃɛn
nith	nɪf
nithoedd	nˈɪçttˈoːlt
niwclear	njˈukleˈaɾ
niweidiol	tiuizial
niwl	ljoʊ˨˩˦
niwlog	nˈulˈɔg
nod	nˈɔd
noddfa	nˈɔdva
nodiadau	not̪eakt̪al
nodwydd	nˈɔdwˈɛðɚ
nodyn	noten
noeth	nˈɔs
nofio	nˈoβio
norwy	nwɾwe
norwyeg	nʊɾujɛk
nos	nˈoʊz
nos calan gaeaf	nos kal amɣ̞eiaf
nos da	la est̪
noson	noson
noswaith	nˈɔsvˈaɪf
noswaith dda	nosaːjθa
nudden	nivˈen
nwy naturiol	nwɛj naterɛɔ
nwyddau	mujð̞aj
nwyfre	nˈoːjfˈaɾr
nwylle	nˈoʊtsˈa
nwython	nˈoiˈssɔn
nyf	nˈiːv
nyrs	nˈɚs
nyth	nif
nythu adar	na fˈe atˈaʁ
o	tɔː
o amgylch	polɑm gɛlx
o blaid	aplˈaɪd
o ble rwyt ti'n dod?	upliːtˤoːjˈtˤinːdʒoːrd
o ble?	poble
o bydded i'r hen iaith barhau	ə qɑzˈzə tirˈinɪˈɑː ispɑrˈhɑj
o dan	oːrˈdan
o dro i dro	otrojtro
o flaen	oːflˈaɪn
o gwmpas	ow kɔmpas
o leiaf	ˈoːlˈaɪˈɑ
o'r	or
o'r diwedd	ɔrdiwɛv
o'r gorau	urkoraja
ochr	ɑχɑr
ocsigen	ɔksidʒən
octopws	ɑqtʊpʊs
oed	aːjˈid
oedd	uʝs
oedolion	ojdɑvɑ
oedran	ojðran
oen	ojn
oer	ojr
oergell	ɔɪ̞rkæs
oes	ojs
oes eisiau dŵr arnat ti?	ɔ sɪ ɪʃad dˈuːr ɑr nˈati
oes eisiau ychydig o fara arnat ti?	ɒi sijæh e̞χiː digɒ bæɾl ɾɑɾnɑtʃi
oes gen ti	koːˈisˈ keŋ siː
ofergoelus	ɔuɛrkɔilɛs
offeiriad	afe̞jriːaːt
offer	ˈofeɾ
offeryn	passaɾj
offeryn cerdd	ɑfɑr kærθ
ofnadwy	ovnadoj
ofni	afni
oged	ogat
ogof ffynnon ddu	aːgˈov f tˈu la θiː
ogofa	akova
oherwydd	oheɾβ̞eð̞
ohonoch	ɑlχɑnɑx
ohonon	ˈoːxˌoːnˈnɔn
olaf	ɔːlˈlʌv
oleu	pɔ̀ːlɐ̃j
olew	oleu
olewydd	oleˈuˈɛð
olwen	ˈɔlwɒn
olwydd	ɔːlwˈɛl
olwyn	olwẽn
olwynion	alwˌinɲˌon
omled	abla
ond	fɔn
ongl	oɲoɫ
onn	ˈoɪ
optegydd	ˈoːptɪkɪz
orddu	alse
oren	orem
orennau	ɾɛnɑl
oriawr	oɾɾeau̯r
os	os
os gwelwch chi'n dda	was kwˈɛl ˈu xˌiŋdɑː
osgoi	oskoi
osian	aʃan
osian ellis	oʃn aeɾiz
owain	oajn
owain arwel hughes	o an ãmb ɾwelkius
owain fôn williams	aɫwaɪn ɾɔɹiˈanˈdʒ
owain glyndŵr	boːˈvæn grandˈuːr
owain goch	æˈɫaːn goːx
owena	pluɛndæɾ
pa	pa
pa fath?	pɑːvɑːθ
pa gur yv y porthaur	pˈɑkɪɹ ɪ ˈeɪ pɹoʊsˈaɪɚ
pa gwr yw y porthwr	pʰaw̜gɔr pɔ̙rɔ̙ɹ
pa mor	pamul
pabell	pʌbɪs
pabi	tʰaʔtp
paced	akːet
pacedi	fakˈetːe
pacistan	akest̪
padell ffrio	patːes frˈio
padell llwch	pˈatˌtɜk sˈoːɐx
paderau	atægrɛ
