1	bɛrˈe
кӳр	fjuːr
кӳрен	gylˈeːn
кӳрентер	gylendʒer
кӳршĕ-аршă	kʏrˈʒøˈɑɾʒɯn
кӳршӗ	kørzø
л	a
лăпăр-лапăр	lobar
лĕп	nɛp
лĕплен	ləpˈnɪ
лав	pau̯
лавкка	lafka
лайăх	ɫæjɯ̞q
лайăхлан	najɛχlɑn
лайăхлат	zɫatɦɫat
лайăххи	majuqɛ
лайӑх	ɫajɐ̯
лайӑхлан	lajxlan
лайӑхланчӗ	ləikˈlˈandʒɪ
лайӑхлат	ɫajˈkɫat
лантан	lant̪ant̪
лап	dʒuɫa
лапă	lɑpɑ
лапăр	lɑbor
лапăр-лапăр	ɫɑpɯ̞rɫɑpɯ̞r
лапăрăнчăк	laːbɯɾintʃak
лапăрăнчăклă	laːbɯnɯdʒiklon
лапăркала	laβ̞oɾɣ̞ala
лапăркалан	laβ̞uɾɣ̞alãn̪
лапăркка	laβ̞oɾkaɾ
лапăрккала	labɾŋkala
лапăрккалан	laβɔrkkalam
лапăрккалантар	laβ̞uɾkalẽn̪d̪aɾ
лапам	lapam
лапашка	laβ̞azkaɾ
лапашкала	laβ̞aɣ̞skalaɾ
лапашкаллă	labaʃkɑlɫa
лаптак	ɫaptɑk
лапталла	ɫɑptɑllɑ
лаптӑк	lˈaptə
лаптӑкӗ	ɫaptɯgɛ
лапчӑт	ɫaptʃɯ
лар	ɫɐɾ
ларнӑ	ɫɑrn
ларса	larza
ларт	ɫɑrt
лару	ɫaru
лару-тӑру	larodr
ларчӗ	lˈaɾədʒɨ
лачака	dʒaka
лаша	laza
лаҫ	æs
лекĕ	lige
лекмелле	likmiːlːiː
лекнĕ	lʲeknʲe
лена	læna
леонардо	lˌeunˈaɾədɐ
лере	lʲeɫʲe
леш	læs
лешӗ	eʒɛ
литература	ljteɾaturo
литература конкурсĕ	ɫʲitaratura konkursɛ
лити	litsɛ
лоуренси	lʊɾenˈsɨ
лупас	obas
лутра	lutra
лютеци	lʲutˈɛtsʲi
лӑпкӑ	pɫɐpka
лӑплан	lɔplɑŋ
лӑплантар	laplãn̪d̪aɾ
лӑпланчӗ	laplãŋxa
лӑсӑ	laza
лӑсӑллӑ	lazaːɫa
лӗпӗш	lɛbæs
лӳчӗрке	lydʒitgɒm
мăкăрт	oːkɾ
мăка	moga
мăнкăмăллă	mˈaˈnˈkˈamˈlˈɑ
мĕкĕр	nedir
мĕкĕреш	nageˈɾeʃ
мĕн	mˈɛn
мĕнле	mʊnˈniɭˈi
мĕнпе	menbjˈe
мĕншĕн	mʏ̞ŋʒʏ̞n
ма	maː
магазинӗ	mˌɐgɐzˈinɐ
магни	magni
май	mˈaɪl
майпа	majba
майра	maɾa
макăшлан	maːgɪʃlaːmiː
макӑр	agɾ
макӑрса	maːgɐrzɑ
макӑрт	magrts
мала тух	mɑllˈtˈtuh
малалла	malaalla
малашлӑх	mɑɫɑʃˈɫɯ
малашне	malasɲe
малта	mɑlda
малтан	mal̪d̪em
малтанхи	mɑwˈdɑnʒiː˨
мамӑкӗ	maːmɔkɛ
ман	man
мана	mˈɑnə
манас	manas
манпа	mɑnbaːj
мансах	manzax
манӑн	mɑːnɛn
манӑн вӗренес килет	man ʋiriːnʲiːsʲ ʲːlʲetsʲ
манӑн калаҫас килет	maːnil kaˈu ʒuʃ sgɛlʲetj
манӑн канас килет	manem ta nas kjilɛd
манӑн ыйтас килет	man i daz kɛdʲit
манӑн ҫиес килет	maːn ʃiːn zʲːulʲetsʲ
манӑн ҫывӑрас килет	manˈen ʃˈivras kiltˈ
манӑн ӗҫес килет	man mɛndaʒɨsʲːit
мар	mˈaɾ
марганец	margɐnʲits
мари	maɾi
марйи	mãːɾiː
масар	mazaɾ
маттур	matow
маттурине	maturiniɛ
мачча	matʃa
машина	maʂɨna
машинкӑпа	mɑːʃɯnkɯba
мейтнери	mʲitʲnæʲːik
меллӗ	mɪl
менделеви	mʲenʲːelɛʋʲi
меслет	mʲisʲlæt
меслечӗсем	ldʒɪzɪmm
метроран	metroɾan
метрта	mjɛtɨrda
минтер	mʲindæɾ
миххи	mʲisʲi
михӗ	mˈeː
мишши	nʲiʂsɛj
миҫе	mʲizɛ
миҫен	mʲisʲiːn
мода çурчĕ	moda sʲurtʃɛ
молибден	mˈɑllˈildˈdˈn
морзе	mˈoɾð
морс	mɔrs
мулкач	muɫgɑt
мунча	dʒa
мунчара	mʊŋʒɐɾɐ
муркаш	muɾgaz
муркаш районĕ	mʊɾʒʈɾɑjʊnˈnʲe
мускав	skap
мухмӑр	mʊ̞χmʊ̞r
мухта	mufta
мухтав	mˈuhtˈaf
мухтан	mʊ̞xtɑn
мухтанчӑк	muqtɑŋtʃkɑ
мучи	muːˈdʑiː˧
муҫтанка	muʃtɛnkɑ
мышьяк	mʏ̞ʂjɑq
мӑй	mõɪ
мӑйкӑчӗ	mojkɨdˈɛ
мӑйрака	mˌɛˈɾagˌa
мӑйраки	majraʒi
мӑйӑр	mo˥˩ːjɔ˥˩ːr
мӑйӑра	majɔrɑ
мӑйӑрӗ	majeɾe
мӑк	mˈɑk
мӑкӑнь	mˈɑgən
мӑкӑртат	ɾɾdɑt
мӑн	mən
мӑнкун	mʏ̞nɣ̞ũn
мӑнкӑ'мӑллӑ	mʊ̞ngɑmɑɫæ
мӑнкӑмӑллӑ	mɯ̞nkɯ̞nˈoɫɯ̞
мӑнтӑр	mɯ̞ndɯ̞r
мӑнтӑрлан	anð̞eɾlam
мӑнтӑрланса	mɯ̞ndɯ̞rɫänzɑ
мӑнтӑрӗ	mɐndɐri
мӑнӑ	mane
мӑрье	marˈiːa
мӑрьерен	mriːrn
мӑшкӑлла	ʃkɫa
мӑшӑр	maxaɾ
мӑшӑрлан	nwzɑrlam
мӑшӑрӗ	mozaɾa
мӗкӗр	nɛgɛr
мӗкӗрет	ɣˈeɾeʃ
мӗн	men
мӗнле	mʲendʒɛː
мӗншӗн	mʲenʐænʲ
мӗскӗн	mɛskin
н	nɛ
нăйăлти	najəlde
нăйкăш	naiːgəʃ
нăйкăшлăх	nɯ̞jgʊ̞ʂɫʊ̞h
нăйкăшу	nˈo
нăйла	neiːla
нăйлат	nˈojɭˈɑt
нăйлаттар	nɨɫɑtdar
нăкă	nˈoˌgɔ
нăкăт	nˈugˌut
нăклаттар	nʊ̞kɫɑttɑr
нăр	nɛr
нăр-нăр	nɑrnɑr
нăрă	nˈɔrɔ
нăрт-нăрт	nʊ̞rtnʊ̞rt
нăч	nɛt
нăч-нăч	nɔtʃnɔtʃ
нăч-нач	nʊtʃnɑtʃ
нăчăрт	nˈodʒˈuɾt
нăчăрт-нăчăрт	nɛndʒrtnɛndʒrt
нăчăртат	naɣ̞ɛrdat̪
нăчăртаттар	nadʒɾdataɾ
нăчлат	nʏ̞tʃlät
нăчлаттар	nˈutʃlɑktɑ
нĕрсĕр	neszər
нĕрсĕрлĕх	nˈerzˈirɭjɑx
навус	navuz
навуссăр	navˈustɜ
намăс-симĕс	namassʲimʲis
намăссăр	nˈamɛzsʌr
намас	namas
намӑс	namas
намӑса	nɑmɑzɑ
намӑслантар	nɑmusɫɑnɟɑr
намӑссӑр	naːmɑsr
нар	nˈɔɹ
наркăмăш	nargɐmɯɾ
наркăмăшлă	härgɔmʃlɑ
наркăмăшла	ɑrgɑmuʃla
наркăмăшлантар	narkɯ̞mʊ̞ʂɫändär
наркăмăшсăр	naɾɣɔmˈɤʃsɯr
нарспи	nˈɑsˈpi
нарт-нарт	nɑrtnɑrt
нартăван	nɑɾdɑlɑn
нартлат	nartɫat
нартлаттар	nɑrtɫätːar
нартукан	nʊ̞rdʊ̞ɫgɑn
нарӑс	marɔs
натăрт	nˈatəɾt
натăрт-натăрт	nɑɫdɯrtnɑɫdɯrt
натри	natrj
наци	natsɨ
нач-нач	natʃnatsʲ
начар	nˈˈadʒaɾ
начарлăх	nadʒaʔɾlɯq
начарлан	laxeɾlãn̪
начарлантар	nædʒärɫänɯdɑr
начарлат	nɑdʒarɫat
начарсăр	nˈɐdʒaɾzɯɾ
начкамас	nastʃkamas
начлат	natʃɫat
начлаттар	natʃɫatːar
наччаслăха	natʃaːsɫɯrɢa
наян	najan
наянлăх	nɑjmɑŋˈilˈɯq
наянлантар	njɑnɫbɑndar
наяннăн	najɑnˈnɯm
неодим	nˈeˈodin
неон	ɲːoːn
непĕс	nʲebɨs
непĕслĕ	ɲibɪ̞sɫe
непĕссĕр	ɲæbʲɛʃsjr
непĕссĕрлĕх	nˈebˈessˈirnyx
нептуни	nʲaptuˈj
нервен	nˌɪrvˈɛn
несĕл	nˈezjɪ
несĕллĕ	nizdʒurupli
несĕллĕх	nˈeʏzjɪlɛç
несĕлсĕр	nizlizir
несĕлсĕрлĕх	nʲizɪzɪrlʲɪχ
несĕплĕх	nˈezˈɪplˈɛx
ниçта	nɪʃta
ниăçта	nʲiu̯sʲta
ниепле	nˈeplˈɑ
никĕс	nʲigɛs
никам	nʲigam
никама	nʲigama
никамран	niːgamran
никель	nikːɛn
никита яковлевич бичурин	nˈokˈitˈo ˈjakˈo vɨjavˈo nˈenʌtʃbɪtʃˈirˈ
никӗс	nʲigɪ̞s
никӗсле	negisle
никӗсӗ	nïiɢɪ̞sʲɪ
ним	nˈeːm
ниме	nʲimʲe
ними	nˈemˈe
нимле	nʲimlʲæ
нимӗн	iːmen
нимӗнле	ɑːmiːlˈɑː
нимӗҫ	nimiʃ
нимӗҫле	nemɕlæ
ниоби	nɛ
нихçан	nˌiˌxsʌm
нихăçан	niːɦːɯɒn
нихăш	nʲivaʂ
нихҫан	nikːʃaːm
ниҫта	njɪʃta
нобели	nˈobjˈeɭi
номерлӗ	nʊmˈerljɐ
нуль	nɔl
нульмĕш	nˈoːlˈmˈʒˈ
нумай	nʊmɑj
нумай халăх	nu maj xaɫax
нумайăн	numɑːjɛn
нумайăшĕ	numajeʐɛ
нумайлă	nˈomai̯lˈa
нумайлăх	nuːmajlɑx
нумайлăха	nʊmajɫɔva
нумайлан	nˈomajlaŋ
нумайлат	nˈumajɭˈɑt
нумайранпа	majrɑnba
нумайрахăш	nʊmajraːɣəʃ
нумайччен	nomai̯tʃeɲ
нуски	nˈoski
нухай	noˈgɑj
нӑрри	murˈzi
нӑрӑ	nor
нӳрлĕ	niːɾmæ
нӳрлĕх	nuʒu
нӳс	dˌiːzə
нӳслĕ	nizio
нӳслен	luːsdˈɔ̃nˈ
нӳслентер	nˈoʊtlˈɛŋgɛ
нӳхреп	mʏ̞χrʲɛp
орфографи	oθagrakja
осми	osim
отпускра	odpuzkɾa
оферта	ofiˈaɾtɐ
пÿлĕм	pʏ̞lʏ̞m
пăлхар	pɫɣaɾ
пăрăх	pɑrɑx
пăс	pɔs
пăхăр	pɔˈgɯr
пăхнипех	paxnɨbʲaχ
пĕçер	bˈeɣiɾ
пĕлĕтлĕ	pʏlɛtlʲɪ
пĕлмен	ɛlmej
пĕлтĕр	beldir
пĕр	peɾ
пĕре	be
пĕрех	orja
пĕрпек	bɪrbjɛk
пĕрре	vɛrdɪ
пĕтер	pæðʲer
пĕчченех	utʃʲinʲe
пай	fˈaɪ
пайла	pajla
пайлан	bajɫɑn
пайӗсем	poɛjzʲæm
пакша	pˈakʃa
палăрать	pɑɫɑrɑtʃ
палан	ɑɫɑm
палатка	pˈoɭˈɑtka
палла	mʊ̞nlɑ
паллади	pɐɫˈɑdi
палланӑ	alana
палласа	pɑɫɑzɑ
паллах	allɑh
паллаш	pɑɫas
паллашакан	palʊʒɑkɑn
паллаштар	paɫastap
палли	oʊwˈliː
паллӑ	pau̯
палӑк	aɫɯ̞k
палӑкӗ	paɫːɯ̞ŋɯ̞
палӑртнине	pɑˈɫɑtnˈynˈɑ
панулми	panomʲi
пар	par
паратӑп	pˌɐɾˈadʊ
парне	parɲɛ
парнеле	arnˈeɭe
пархатарлă	pɑrʁɑdɑrˈlɯ̞
парӑм	paːrɐm
парӑма	parma
пасарта	pɒzɒrda
пат	pat
пата	pada
патак	patak
патакки	pˈaɾakˈi
патакӗсем	pɑdɑɣizijam
патне	pˈotnˈe
паттăрăн	pɐtːɐrən
паттӑр	pɑtˈtɯr
паттӑрлӑх	patɯrl
патша	tatsʲa
патӗнчен	paːdinʒenˈ
паха	paɣla
пахалӑх	pɐɣaɫɐx
пахарах	oɣaɾa
пахча	bɑxtʃa
пахчаҫимӗҫ	bɑxtʃɑdʒemɪʃ
пахчи	paqtʃi
паян	pajam
паян-ыран	pajnran
паянхи	fanji
паҫӑр	pɑːʒɯr
певӗ	pˈeɪvˈɪ
пек	piek
пекех	tegˈɛʁ
пеккине	bekini
пер	fier
перекетле	biregɛpʔeɣe
перӗн	beɾin
петрушка	pʲatruzka
петя	bɪ̞tɕä
пехилӗ	bɪjˈʔile
пилĕк	biliq
пилеш	bjilˈɑs
пиллĕк	bili
пиллӗк	pl
пиллӗкмӗш	bi̠llɪ̞kmʲɪɾ
пиллӗкрен	biɫːɪkɾeɲ
пилӗк	pili̠k
пин	pɛ̀ːŋ˦
пиншак	pɛːnʃaːk
пиншака	imʒaga
пир	pijɾ
пирĕн	fʲiːrʲɛnʲ
пире	piriem
пирки	bɛrgi
пирӗ	bire
пирӗн	biːrin
пирӗнпе	birembʲe
пит	bʲits
питĕ тутлă	dʒyp tuðˈla
питне	pʲitnʲe
питҫӑмарти	pʲitʃːɨmardɨ
питӗ	bige
питӗр	pˈedir
пичетле	ibɪdʒetle
пичче	bitʃem
пиччӗшӗ	pʲitʃːaʐɨ
пиччӳ	pˌitʃˈu
пиҫ	bɪʃ
пиҫиххи	vʲidʲi
пиҫнӗ	biʃni
пластилинран	asˈtɪlˈinram
платина	pɭˈɑtina
платон	platon
плутони	plutoˈniː
поездпа	vojspa
полони	pɔɫoniː
поэзи	poez
праçник	pɾaɛʒnik
празеодим	prˈɑjʑˈeɭˈodim
пралук	prau̯nˈuk
привет	prɪvˈet
промети	prɔmɛtʃːi
протактини	protaktsini
пуç	uʃ
пуçĕ	puʒa
пукан	lugan
пукане	puɣanʲe
пул	foo
пулă	puɫmu
пулĕ	uljɑ
пула	pua
пулайманни	kullajmanɯ
пулам	pulaːm
пуласлӑх	puɫɑzɫɯ̞x
пулать	ɫæt
пулин	puliŋ
пулли	puli
пулмасть	umas
пулнă	pˈoɫnʌ
пулнӑ	pɔɫnɑ
пулсан	puzan
пултар	pɵɫdɑɾ
пултарайма	ulðɑrɑjmɑ
пултараймастӑп	pɔɫdɑrɑjamastɑp
пултаракан	pˈuɫdˈaɾɐgˈɑn
пултарать	uldaːrɑːt
пултаруллӑ	pɔɫdɑruɫɑ
пултӑмӑр	wˈldəmɚ
пултӑран	ɔdɾɑn
пулчĕ!	pʊldʒa
пулчӗ	puːldʒe
пуль	pˈʊl
пулӑ	pɔɫɑ
пулӑр	ˈpʊlə
пулӑш	pɔlɔs
пулӑшатпӑр	pɔzapr
пулӑшу	ˈuɭʒu
пулӑҫӑ	pɔɫɑʒɛ
пулӗ	pulja
пупле	puplˈeɾ
пуплев	bwplʲɑ
пур	pˈuɾ
пур-и	fouˈrˈi
пуриншӗн	puriʒin
пурлӑх	wurda
пурнăç	purnˈus
пурнăçлакан	puɾnˈɯʃlɑgɑn
пурне	purɲie
пурнӑҫ	poɾnɯʃ
пурнӑҫа	poɾnɯdʒa
пурнӑҫла	unɯ̞ʃɫa
пурнӑҫларӑмӑр	bˈuˈɾˈnˈɒzlɒɾɒmɾ
пурпĕр	pʊ̞rːtgɯ̞r
пуртӑ	urda
пуртӑпа	puɾtiba
пурҫӑн	wɾʒɒn
пурӑн	forʊn
пурӑнатпӑр	puɾinaːpɯɾ
пурӑнать	pʊrɯ̞nɑt
пурӑнаҫҫӗ	urɯnasʲtʃɯ
пурӗ	pˈudɐ
пус	puz
пускăч	po˩˥ːuskɯtʃ
пусма	tusma
пусмапа	usmaba
пусӑ	uzo
пухăн	puːxən
пухмач	tˈuxmˈɑtʃ
пуш	bɔʃ
пушмак	pʊ̞ʂma
пуян	puɟʝɑn
пуянах мар	bʊ̞jɑnɑhmɑr
пуянлăх	pujanulo
пуянлат	ujanɯˈɫɑt
пуҫ	pˈʊɕ
пуҫлӑ	pˈutʃɫa
пуҫӗ	puːʒɛ
пыма	ɯ̞mɑ
пымастӑн	bɯ̞mastɯ̞n
пымастӑн-и	tʃimastani
пырать	bɨvatsʲ
пысăк	pɨzak
пысăк хула	bɯzɯk ulɑr
пытар	bɨdar
пычӗ	bujʊ
пӑлан	pavam
пӑр	wɑr
пӑрах	prˈax
пӑри	pəɾiː
пӑру	paru
пӑрушӗ	pɔruʒe
пӑрҫа	poxa
пӑрӑн	bɑræn
пӑрӑҫ	parɯ̞s
пӑс	bɑs
пӑсӑл	pˈʌsɭ
пӑта	pada
пӑтана	ɔdɑnɑ
пӑтран	patran
пӑтранчӑк	pɛtɾandʒ
пӑтрат	patra
пӑтраштар	pɔtɾaʃtar
пӑтти	ptːi
пӑтӑ	pɐdɐ
пӑх	vˈax
пӑхӑн	bɯ̞gɯ̞n
пӑхӑр	bʊ̞gɑr
пӑчки	votʃki
пӑчкӑ	pɔtʃɪkɐ
пӑшал	pʊˈʒɑl
пӑши	boʐɨ
пӑшӑлтат	bɐʒɐldat
пӑшӑрхан	pʊˈʒarɣan
пӗве	lɛvɛʁ
пӗвеле	vɨjavɨvʲelʲe
пӗвер	fɛjr
пӗкӗ	peke
пӗл	bɪ̞l
пӗлесчӗ	plʲaztʂʲa
пӗлет	bɪlɪts
пӗлетӗп	feleedep
пӗлтер	bɪldˈɛr
пӗлтерӳ	ælˈzæɾˈjɒ
пӗлтӗр	ɪ̞ɫdɪ̞r
пӗлӗчӗ	bejledʒe
пӗлӳ	lə
пӗр	lɛs
пӗр-пӗрне	berɛnɛ
пӗрене	ɛrjɲːe
пӗркун	brɨ̞gum
пӗрле	bɛrlæ
пӗрлеш	køʁʝɛs
пӗрлештер	bʲɪrʲɛʃtʲar
пӗрмай	tɛrmaj
пӗрре	pr
пӗрремӗш	brɛms
пӗртен-пӗр	bɛrdæn̪bɛr
пӗрчи	perdʒi
пӗрчӗ	pertʃa
пӗт	tˈɛ
пӗтер	bʲedzʲer
пӗтерет	pidzʲirʲetsʲ
пӗтнӗ	pɛtnæ
пӗтрӗ	pˈetɾe
пӗтӗм	beʒe
пӗтӗмпех	beˈsinbeˈɣ
пӗтӗркки	pederki
пӗччен	ləʃən
пӗчӗк	beˈtsʰe
пӗчӗккӗн	bødʒikkɛnd
пӗшкӗн	pɛskɪ̞n
пӗҫер	beʝɛr
пӗҫерт	bɛʒaɾt
пӗҫертет	ɫɛʒɪr
пӳлĕм	gyŋylim
пӳлӗм	ʏ̞jʏlɛm
пӳлӗмре	bʏ̞jɫɪ̞mɪ̞rɪ̞
пӳрне	pʏrnʲe
пӳрт	pʲuɾts
раççей	aʃæ
ради	radis
радон	radon
раштав	raʃtavo
резерфорди	rˈɛzɚfɚˈdʒɪ
рени	renʲ
рентген	rˈɛŋgːˌarˈn
роди	roːdzjei̯
ртуть	tuts
рубиди	roˈbijiˈdeɪ
рутени	rutseˈjni
ручка	rutʃka
сăмах кала	smahkala
сăмах пар	zəmɑh bɑːr
сăмахсар	sʏ̞mːɑχsɯ̞r
сăмахсене	tɕamaxtsʲinja
сăнав	sɔːnav
сăра	sra
сĕт	søk
сĕт-çу	sɛtʃu
сĕт-турăх	søjtturɑh
сĕтев	sidˈjɪf
сĕтевле	sidiˈmle
сĕтек	sidˈek
сĕтеклен	sidiqli
сĕтексĕр	sidˈiˈiksɛr
сĕтел	sɒˈdil
сĕтел-пукан	sɪ̞dʲɪlpuːgɑn
сĕтелĕсем	sidiˈælizɛm
сĕткен	setkæn
савӑр	a
савӑт	tˈɛst
сакăр	sagr
саке	sˈake
саккăр	ˈsɑkɯr
саккӑр	saktɾ
сакӑр	sagor
сакӑрвун	sɑːgɑrwun
сакӑрвуннӑ	sagrvona
салам!	sɑɫɑm
саламла	saɫɑmɫɑɾ
саламлат	sɑɫɑmɫɑɑt
салтак	saldɑk
самари	samaːri
сан	san
санпа	saba
сап	sap
сарă-хĕрлĕ	saːrɑːhænlɛ
сарайӗ	saraja
сарӑ	sˈɐɾɐ
сас-хура	sasshʊ̞rɑ
сасă	sɐzɐ
сасси	astso
сасӑпа	sɒziˈba
сахăл та çитет, нумай та петет.	saxaɫ ta ɕitˈets nˈo mˈajit ʌpʲitˈets
сахăр	sɑːr
сахал	saŋˈaːw
сахал мар	sɐɦɐl mɑːr
сачӗ	sˈadʒɐ
селен	tɕelo
серă	sʲera
сержант	sʲerʐan
сехет	sejˈit
сиборги	siborgi
сивӗ	sivʲa
сивӗн	siːvˈin
сивӗт	siːvˈɪt
сивӗтет	sivʲidzʲetsʲ
сиен	sʲiːn
сиенле	senile
сиенлӗ	siːjˈnl
сиксе	siksɛ
сикӗп	sigip
симӗс	sʲimʲɪs
сиплӗ	siple
сир	sˈɪɹ
сире	seɾɪe
сирпӗн	sirpin
сирпӗт	seɾɪbit
сирӗнпе	seɾimbe
сис	sˈi
сканди	skandji
слон	sɫon
смена	smjɛna
спорт	spɔrt
стакан	takam
стипендиачĕсем	stipjɛndijadʒɛzʲm
стронци	strontsɨ
су	sɔ
судан	tsudɑn
суй	suj
суйла	sɨɫa
суйлав	sɨla
суйлавҫӑ	tsuzˈɑ̃ləmɪnˌɛˈʃuːˌɑːlə
суккӑр	sukr
сукмак	sʊ̞kmɑk
сулахай	suɫäχɑj
сулхӑн	suɫɢɯ̞n
сулхӑнӗ	sʊɫgʲɐnʲɐ
сунар	sonaɾ
сунарҫӑ	somarʃa
сунарӗ	sunare
сунас	sumas
супӑнь	sˈubyn
супӑньпе	sʏbɯnbɪ̞ɾ
супӑнӗ	subo˥˩nʲe
сур	sur
сурăх	sʊrɔx
сурăх ылханĕ кашкăра çитмест.	sʊrax ɪlɣanʲːɐ kaʂka raʃitmʲesʲtsʲ
суран	suran
суранлан	sʊ̞rʊ̞nɫæm
сурпан	tʊɾbɑn
сурхури	sorχori
сурчӑк	fsturtʃik
сурьма	suimɐ
сурӑх	sɵrɑx
сусăр	suzɚ
сут	sut
суту-илӳ	suð̞ueslə
сухал	sˌuɾˈaɭ
сухала	sˈudala
сухан	suvan
суя	sujɑ
сывал	sɨvaɫ
сывалсах	sɯvɑlzɑh
сыват	tsɨvat
сывла	a
сывлӑм	sɨvɫɨm
сывлӑх	sɨax
сывлӑхӑр	sɨwɫɨɣar
сывлӑхӗ	sɨvɫɐɣi
сывлӑш	sɨvˈoʒ
сывпуллаш	tsɯbɯɫɑʃ
сывӑ	sɨva
сывӑ-и	sɨʋe
сывӑ-и?	sɨvɛ
сылтăм	fildo
сылтӑм	sɯˈɫdɯm
сып	sˈip
сыпăк	sˈibʌk
сырлан	sɯrɫɑn
сысна	sɛsna
сыснаккай	usnakai
сыхла	sˈexɭˈɑ
сыхлавӗ	sixɫavʲe
сӑвакан	sɔvagaŋ
сӑмах	sɔmɑːx
сӑмахсене	somaxsɛɲiɛ
сӑнӳкерчӗкӗ	sɒnɒˈggɒɾˈdʒegiˈm
сӑпка	sɛpka
сӑран	srn
сӗт	sɪt
сӗте	sidˈe
сӗтел	sidi
сӗткен	sitkæn
сӳн	syn
сӳнчӗ	syndʒe
сӳре	syre
сӳреле	syɾele
сӳс	siz
тăвакансене	tfaganziɲe
тăван	dˈvaːn
тăван халăх	tavan ɣɑɫɯ̞x
тăват	zɔat
тăватă	tɫadɨ
тăваттă	dvat
тăпра	t̪ot̪ɾa
тăрă	tˈɔr
тăранаймасть	toɾanajmaztsʲ
тăс	tɔs
тăтăш	tɔtɔʃ
тăхăр	qɯ̞ɣɯ̞r
тăхлан	tɒχlɒm
тăххăр	tˈɐχɐr
тăшман	tʃˈɛstʃmˈan
тĕксĕм	tʏ̞ksim
тĕл пулакан	tʃotʃtsagaj pʁlaɣ̞an
тĕнче шайĕ	tʃendʒe tʃarja
тĕппĕн	tipːe
тĕрĕслĕх	teˈrɛslix
тĕре	tɾa
тĕрлĕрен	tsɛnɛrin
та	ta
таçта	tɨ
тав!	dˈoːv
тавах	davax
тавах!	tavˈax
таврăн	davrɨm
тавракурăм	tɐvɾɐqurɯm
таврӑн	dafɾan
таврӑнайман	tɒvrɒnɒjmɒn
таврӑнтӑмӑр	ð̞ɑɾɯ̞ntʊ̞mɯ̞r
тавтапуç	taːbdabɔʃ
тавтапуҫ!	t̪au̯ð̞aβ̞uiɣ̞s
тайвань	tai̯wan˧
така	daga
такана	tagɐnɐ
таки	tajˈgi
такмак	takmak
такмаксен	takmaksiŋ
талли	tajlɨ
тантал	tanˈtau
тантӑш	tandɯʃ
тапран	tapram
тапхăр	kabxʊɾ
тараканăн	tɐɾaːkɐnɯn
тархасшăн	tarɣaʃ
тархасшӑн!	tɐrʁaːʃɪn
тарӑн	tɑrm
тат	tat
тата	tada
татса пар	tatsʲa pɑɾ
ташӑ	taʐa
те	se
театрӗ	tsjatʲːe
телеграмма	tiliˈgrɑmmɑ
телее	tsʲeleːje
телейлĕ	seneeːlɛ
телейсĕр	tsjˈalɛjzɛr
телейсĕрлĕхĕ	tʃiɫeːizɪɾɫɪge
теллур	tɪ̞ɫluɾ
тенке	tsĩã˨˩geã˧˧
тенкӗ	tjˈɛng
тепĕр çул	tɕebɪ̞r ʃʏl
тепĕр май	ɛbɛrmajd
терби	tsɛrvi
тетел	tˈətiˈɛn
теттепе	tʃet̪tiːbi
теттисем	tsetsizʲjɛm
технеци	tɕaxnʲertsɨ
тивĕçтерекен	tˈɛvjʒtˈɛlɛgˈuʁn
тиврӗ	t̪iːvr
тикӗс	tʃiːgɛs
тимĕр	kimi
тимĕр хапха уçăлчĕ.	tʲimær χɑpχɑ uʒʊ̞ɫdʒɯ̞
тимер	tʲimʲer
тин	tɕiːn˨˩
тинкерсе	singeɾze
тирек	tʲiɾjɑk
тирӗ	tˈiɾ
тискер	dˈiːsˈkiːɐ
титан	ti˥˩tan˥˩
тори	tˈɔɾj
торӑ	ora
ту	tu
тули	tʊlˈði
тулли	tuli
тултарчӗ	tʊɫdɑɑrtʃɛ
тулӑ	tˈuˈɫa
тум	tum
тумалла	tʊmaulla
туман	toman
тумтир	tʊmdzʲir
тумтирӗ	tuːmdiːræ
тунă	tuna
тунтикун	tunvikun
тупнă	tupnɑ
тупӑша	to˩˥ːboʒa˥˩ː
турă	tura
туранӑ	tʊraːna
турат	tʊɾɑt
турилкке	toɾilkæm
турт	tʊɾt
туртăм	turdo
турӑ	tʊra
туслӑ	tusɫɑ
тутлă	tutla
тутӑр	tudɛr
тух	tup
тухать	tʊ̞gats
тухрӑмӑр	tʊ̞χɪ̞mɯ̞r
тухрӗ	tʊkræ
туххăмрах	tˈukˈandərərˈax
тухъя	tʊ̞xjɑ
тухӑҫ	tuːgɤs
туятăр	tˈujˈadr
тымар	tɨmɑr
тырă	tʏra
тырра	ra
тырӑ	tʏræ
тыт	tɪd
тытăм	tido
тӑван	tofan
тӑван чӗлхе	tɔvɑndʒɛɾɛ je
тӑварланӑ	tavarlaːna
тӑваттӑ	d̪oatˈtˈo
тӑк	tok
тӑлмач	tɔlmatʃ
тӑмасӑр	tˈɔmˈasɛɾ
тӑпра	tɐprɐ
тӑр	tɜːr
тӑрри	trɛʒi
тӑрӑшӑпӑр.	tʊ̞rʊ̞ʒɪ̞bɪ̞r
тӑхта-ха	tɐxtaɣa
тӑхтӑр-ха	ɯ̞χtʊ̞rʁæ
тӑххӑр	tɯ̞xːər
тӑхӑрвун	taɣrvon
тӑхӑрвуннӑ	tʊ̞gɪ̞rbɯ̞næ
тӑхӑрҫӗр	tɔɢɒʃɒɾ
тӑшмана	takmana
тӗклӗ	səklɛ
тӗкӗр	tˌeˈɵɵgɚ
