-abel	ɑːbəl
absolutt superlativ	absoˈlt supərlatˈɪv
absolutt temperatur	abˀsʌlˀɛt dˈɛmpæratuːr
absolutt veto	abˈsuːilˈʉt vˈeːt dˈu
absolutta	abˈsuːilətˌa
absolutte	abˈsolutˈe
absolutte flertall	abˀsʊlʉtə flətˢal
absolutte flertalla	abˀsʌlˈʉt d̥e fler tˈala
absolutte flertallene	abˀsɔlʉtə fləɐ tˢalənə
absolutte flertallet	ˈɑːbːoːlˌʉtə flətˈɑːdˈhjˈ
absolutte gehør	abˈsɔlʉt d̥eːt ˈɛɐhøːr
absolutte gehøra	abˈsuːilˌʉtəgə hˈøːra
absolutte gehørene	abˀsʊlʉt d̥eː gˈɛː høːrənə
absolutte gehøret	abːsɔlˈʉt dˈeːt gəhˈøːrə
absolutte komparativen	ˈɑbːʌʊlˌʉtə kˈɔmpɛrˌatiːvən
absolutte komparativene	abˈsuːilˌɵtə kˈɔmpɑrˌɑːtˈivən
absolutte komparativer	abˀsʊlʉtə komp̩arˈatˢiːvər
absolutte nullpunkt	abˈsɔlətə nølˈbʉŋt
absolutte nullpunkta	abˈsuːilətˈtɛ nˈɪlˈɛpˈˈɔtˈa
absolutte nullpunktene	ˈɑbːoːlˌʉt ˈɛɐ̯ nˈɵlpˈʉŋtnˈɛ
absolutte nullpunkter	ˈɑbːolˌʉtə nɵlpˈʉl
absolutte nullpunktet	abˀsuˀlʉtə nɔlpˈʊŋtə
absolutte superlativen	ˈɑːbsɔlˌʉtə sʉpˈɛrlatˌɪvən
absolutte superlativene	absoːlˈʉtə sˈɛpərlˈativənə
absolutte superlativer	abˀsuˀlʉtə sʉbˢɛrlatˢiːvər
absolutte temperaturen	ˈɑːbːalˌʉtə tˈɛmpɛrˌɑːtˈʉrˌn
absolutte temperaturene	abˈsuːilˌɛtə tˌɛmpɛrˈɑːtˈiːrnə
absolutte temperaturer	abːsɔlˌʉtə tˈɛmpɛrˌɑːturɛr
absolutte veto	absoːlˈʉt dˈeːt vˈeːt dˈu
absolutte vetoa	absoːlˈʉt dˈeːt vˈeːt dˈu
absolutte vetoene	absoːlˈʉt dˈeː vˈeːt tˈu ˈɛnə
absolutte vetoer	abˀsʌlʉt dˈeː vˈeːtˌoːɛr
absolutte vetoet	absoˀtˢe vˈeːt dˈeː
absoluttene	abˈsɔlʏtnə
absolutter	abˈsɔløːtˌɛr
absoluttere	abˈsolʊtˈ
absolutterende	abzɔlutæɾiːne
absolutterer	absoːlˈʉttˈeːrər
absolutteres	abzolutˈeiːrəs
absoluttering	abzɔltɛjriŋ
absolutteringen	ɑːbsuːlutˌeːiːrɪŋin
absolutteringene	ˈɑːbsˈɔlˈɛtˈɛrɪŋənə
absolutteringer	abˈsuːliːtˢeːrəŋeːr
absoluttert	abˈsɔlˈɛtərt
absolutterte	ˈɑːbsɔltˌeːrtə
absoluttet	ˈɑbːəlˌʊtə
absolver	apːsoluːvˈeːr
absolvere	apzolvˈeːr
absolverende	absolʋɛrk˥eɾ
absolverer	apːsolvæər
absolveres	abzɔvvejɛɾes
absolvering	ɒbsɒlvliɾi
absolveringen	apːsolvˈæərɪngˌɛn
absolveringene	ˈɑːbsˈɔlˈvərɪŋən
absolveringer	apːsolvæːrɪngi
absolvert	abzɔlvərt
absolverte	absolvijɛrti
absorbator	aːbsɔrbatuɾ
absorbatoren	abzoɾbaɣ
absorbatorene	abzɔɾbɔɦt̪tʊɾɐnɨ
absorbatorer	ɑpsɔɾbɑɢɯrɯr
absorbent	abzɔrˈbɛnt
absorbenten	abzɔrvɛntem
absorbentene	abzɔɫbentini
absorbenter	apzorvˈɛntər
absorber	aːbsorbiːr
absorbere	apˈsɯbɪeɾ
absorberende	absoɾbɪeːɾini
absorberer	apzɔɹbærˈɛ
absorberes	ʊ̞bsʊ̞rʲɪbʲɛjɛɾʲɪs
absorbering	ɒbˈsuːɾbərɪŋ
absorberinga	apzɔːrbjɛlɛŋa
absorberingen	ˈɒbsoːrbˌiːrˌɪŋən
absorberingene	absoɾbeˈeɾiŋene
absorberinger	ˈɒpsɒljbˈeːɾiːŋər
absorberingsevna	abzɔrbiɛriːnˈgsɛvnɔ
absorberingsevne	abzɑrbjɛjɛrɪngsɛvnɛ
absorberingsevnen	abzɔrbeˈʏeɾiŋsævɪnæn
absorberingsevnene	apsɔɾbjeɾiŋsevnɯ
absorberingsevner	æpsojlbejeɾiŋsevnɛr
absorberingskoeffisient	ˈɔbːsɔrbərəŋskˈuːˌeːfisiˈɛnt
absorberingskoeffisienten	ˈɔbsoːrbˈɛrɪŋskˈuːˈɛfɪkjˌɛntən
absorberingskoeffisientene	ɑːb̥sɔːbˀɛrɪŋsgoːəfˈʉsjˌeːntənə
absorberingskoeffisienter	ˈɑbsoːrbərɪŋsxoːəfˈiːsjˌɛntɛr
absorbert	aːpsɔrbʲeɾt
absorberte	apzoɾbˈertə
absorpsjon	abzorˈpʃu
absorpsjonen	əpʃɔɾpʃuˈvun
absorpsjonene	absoɾpʃuˈunida
absorpsjoner	apzɔrpʃiːoːmər
absorpsjonsevna	abzorβ̞sʊunsɛrnɑ
absorpsjonsevne	absoɾbʃuːnsɛʁnɛ
absorpsjonsevnen	absoːbʃuːunsɛvnɨn
absorpsjonsevnene	abzɒɾbʃuˈɒnsɒvnini
absorpsjonsevner	absoɾpʃuɫunsɛvnɪr
absorpsjonskoeffisient	absoːrb̥sjˈuəmʃkoːˈeːfɪkjənt
absorpsjonskoeffisienten	absoːɾpʃoːnɛsgoːeːfɪzjˈɛntən
absorpsjonskoeffisientene	absoːrvjˈunsguːvsɛntnˀɛ
absorpsjonskoeffisienter	apːsoːb̥sjˈoːnsˈogwˈæfɪiːentˌɛɾ
absorptiv	abzɔlptˈiv
absorptive	absoˈrˈbˈtˈivˈɛ
absorptivt	ˈɑːbsˈɔlptˈiːvˈɛt
abstinens	ˈɑːbstɪˌnˌˈɛnts
abstinensen	opstjˈnˈɛnzen
abstinensene	abztiːnˈjɛnseːnə
abstinenser	abstɪɾnsɯr
abstinenssymptom	ɑ̃stˈɪlnɛnssʏmptˈum
abstinenssymptoma	obztɪnnˈentˈzɪmptuːm
abstinenssymptomene	abstˈɪnˈnænzsimptˈoːmnə
abstinenssymptomer	abstɪmnaɪnsɪmptuːmɪr
abstinenssymptomet	abstˈɪnnɛntsɪmptˈumə
abstinent	abstˌɪnˈent
abstinente	apstinˈɛntə
abstiner	abstˈɪnər
abstinere	abstineɾ
abstinerende	abstˈiːnˈɛrɛnˈ
abstinerer	obstjˈnˈiːr
abstineres	abstjniris
abstinering	abstˈiːnərˈj
abstineringa	abstˈiːnɛːrɪŋa
abstineringen	ɑːbstinərɪngin
abstineringene	apstˈiːnnəɾiŋini
abstineringer	apːstˈiːnərˌɪŋər
abstinert	aʊpsteːneːvˈt
abstinerte	abstjnirti
abstraher	abztraʁɛr
abstrahere	abstraːˈhɛr
abstraherende	abstrˈajɛrˈnˈ
abstraherer	apːstraːheːrˈe
abstraheres	ɑpstrɑhʲæːrʲɪs
abstrahering	abstɾaɣeɾi
abstraheringa	abstrəhejrjna
abstraheringen	apstrˈahˈɛrɪŋən
abstraheringene	abstrˈɑhɛjrˈɛŋenˈæ
abstraheringer	abstrˈahˈeːrɪŋər
abstrahert	ɑːbst̪ɾe̞he̞ɾt
abstraherte	opstrahirt
abstraksjon	abstrakʃiju
abstraksjonen	ˈɑbstɾakˌʃoːnən
abstraksjonene	abztraːkʃuːlnɛnɛ
abstraksjoner	abstrˈakˈʃˈonˈər
abstraksjonsevna	ˈapzɔsˈkʃuːnsʁɛdna
abstraksjonsevne	abstrokʃuːnsɛbnɛ
abstraksjonsevnen	abstrakʃuɫunsævnɪ̞n
abstraksjonsevnene	abstrˈakʃuˈnsɛvnɛnɛ
abstraksjonsevner	abstraːkʃuːmɪnsɛvnɛ
abstraksjonsnivå	abstraktsjoːnˈsnɛvˈo
abstraksjonsnivåa	apstrotʃoɫonsnivˈoɾ
abstraksjonsnivåene	apstrakʃuːnsnɨvˈon
abstraksjonsnivåer	apsrakˈʃuːnsnɛvɔd
abstraksjonsnivået	apstrˈakʃˈuːnsnivˈoːr
abstraksjonsplan	apztɾˈɑkʃiːɔnzplˌan
abstraksjonsplana	opzoːlkʃuːnsplˈaʊmɜ
abstraksjonsplanene	apztˈɑːkʃˈoːnʃplˈɑːnən
abstraksjonsplanet	apztratʃoːnsplˈɑːmə
abstrakt	ˈɑːpstrˌɑːkt
abstrakt kunst	abztrˈakt kˈʉnst
abstrakta	abstrˈakto
abstrakte	abstˈrakt
abstraktene	abstrˈaktnˈe
abstrakter	abstrˈaktər
abstraktet	abstrˈaktə
absurd	abˀsylt
absurde	apsʏldɛ
absurdisme	ˈɑbsʏrdˈismɛ
absurdismen	abˈsuɾdˈism
absurdismene	absoːdˈismini
absurdismer	abˀsuːliːsmɛr
absurdist	abzˈʌɹdˈist
absurdisten	absoˈdˈisˈtɛn
absurdistene	absoɛbˈɛ
absurdister	abzudˈɪstə
absurdistisk	abzuðˈɪstˈisk
absurdistiske	abzudistisˈke
absurditet	ˈɑbsuɾditˈeːt
absurditeten	abˌsɔødˌiːtɛtˌɛn
absurditetene	absudˈitətə
absurditeter	abˀsʌlvliːtˢətˢər
absurdteater	absuːteːatə
abyssiner	abjessiːnər
abyssinere	abːjsˈiːnər
abyssineren	ɑːbˈʉsidˈnərˌn
abyssinerne	abɯsiːnɐnɛ
abyssinisk	abizidʒoːsʲininsk
abyssiniske	abbesiːnɪskːe
abyssinsk	abɪsinsk
abyssinske	abɛjsiːnskjɛ
acappellakor	akapəlˈlɑːkʰur
acappellakora	akapːellakˈura
acappellakorene	akkapːaːllakorənə
acappellakoret	akapˈɛllakˈuːr
acappellasang	akapːəlˀlasaŋ
acappellasangen	akapælasɑˀŋɪ̞n
acappellasangene	akkapːellasˈɑːnˈɛnə
acappellasanger	akapˈɛlˈasɑːŋər
accent	akˌsaŋ
accent aigu	aksãn ɛɣi
accent aiguen	aksaŋ eːgĩən
accent aiguene	aksaŋ eːgjənə
accent aiguer	akˈsankˈgijˈr
accent circonflexe	aksaŋsirkonfləks
accent circonflexen	aksaːŋ sɛlkoːˈg fləksɛn
accent circonflexene	akːsaːng sˈɪlkoːˈŋflˈɛkːsnˈæ
accent circonflexer	akˀsaŋsjrkˢoˀnfləksɛr
accent grave	aksanˈgˈraːv
accent graven	aksanˈgˈrɑːvən
accent gravene	akˈsanˈgɾavna
accent graver	aksanˈgˈraːvər
accessoir	ˈɑksɛsˌuɑːr
accessoiren	akkesuar
accessoirene	atsɛsˈwaɾəna
accessoirer	aksˈessuˈvarə
accessoiret	aksɛsˈuɐr
acet-	ˈasətˈ
acetat	ˈashˈævztˈɔt
acetata	asˈɛtˈata
acetatene	asˌiːtɑːtnə
acetater	asetˈate
acetatet	assetˈatː
aceton	ɑsˈtˈuːn
acetona	astetouːna
acetonene	asˌɛtˈuːnəne
acetonet	kseˈtˈuːn
acetyl	asetˈil
acetyla	aszetʰiːla
acetylen	asotˈilˈeːn
acetylena	asˈɛtˈʰilənˈa
acetylene	asetjlene
acetylenene	asˈɛtˈilˈeːnɛnˈ
acetylenet	astɛtʋilɛnɛ
acetylet	asætjɪlæ
acetylsalisylsyra	asetjilsˈalesiilsˈira
acetylsalisylsyre	asˈɛtjilsˈalisiilsˈiɾe
acetylsalisylsyren	as̺ɛtjils̺alɛs̺iɛls̺iɾən
acetylsalisylsyrene	as̺ɛtʰiːls̺alɪsiːls̺iːrənɛ
acetylsalisylsyrer	aszətjlsalləsils̺iːrər
acre	æjkjeɾ
acren	itʲɪrʲɪn
acrene	aːkɛnɛnde
acres	ikɛʃ
actinium	akteniːum
actiniuma	aktˈinjoːmˈ
actiniumene	aktijydemne
actiniumet	aktˈinjym
ada	adɑ
ada olsdatter hagaseth	ad̥ad̥ oːd̥sdatːər hagasˌæt
adamsdrakt	adˈamstrɑːkt
adamseple	adˈamsˈɛpl
adderer	adɛrɛ
addisjon	adːɪkɪoːn
adeccoligaen	aðekkoliːgɔn
adel	ɑːdə
adele	vˈatˈɛlə
adelen	aɟɫɛn
adelheid	adˈʁəlˈhɑjd
adeline	atəliːnˈvɛ
adelsmerke	adəlsmərki
adferd	aːldiʃ
adferdsmønster	avfˈɛrdsmˈœnstər
adgangskode	aːdgˈaŋskˈuːdə
adjektiv	ɒːmtekteɾ
adjø	qɒtjɒ
adlyder	adlidiɾ
adlydt	ædlɪtt
adlød	aːdlˈøːd
administrator	ˈɑdmɪnɪstˌɾatəɾ
administrerende direktør	admˈɪnistrˈeːrən ˈɛɐ̯ diːrɛktˈøːr
admiral	admɨraːl
admiralen	admɨral
adopsjonsforum	aduːpːsjˈiːnˌsfˈoːrˌʉm
adoptere	adoptajaˈra
adopterer	ˈɑdɔptərər
adopterte	ɑtɯ̞rptsʲɪjɑtˑt̪ɑ
adoptiv	aduːptsiːm
adoptivbarn	ɑɫɯpjejɛɾbɑːn
adoptiven	adopːtˈiːvən
adoptiver	adoptivɪ
adrenalin	aldɾənilɪən
adressa	adˈɾessa
adressanten	adːrəsantˌɛn
adressanter	ad˦resˀantˢer
adressat	adrəsat
adressaten	adːɾɛsatˈan
adressater	atˈresatə
adresse	adrɛsɐ
adresseavisen	adrɛssaːviːsn
adressebok	adˢresəboˀk
adresseboka	adrɛsɛbuka
adresseboken	adˌɾəsəbˈoːkən
adressebrevet	adræsɛbræːda
adressebyråer	ɑlˈɛtˈʌsˈɛbiːɾoːd
adressebyrået	ɔdrsɛbiroɔ
adressebøker	aːdrɛszɛdøːkːi
adressekalenderen	adˈɾessɛkalˈɛndɛɾɛm
adresselinje	ad̪ɾ̥ɛsəl̪iːne
adressen	adrɛsn
adressene	adrɛsɪnɛ
adresser	adrˈɛsir
adressere	abɾɨsˈeɹ
adrian	ɑlɯmdaŋ
adriaterhavet	adr̝iat̪ð̞orhava
advarer	ɑˈdˈmɑˈɑrɛlɛ
advarselen	ɑːtvɑqsɯlɯn
advarsler	aːrdvˈaqsla
advart	ɑːdvɑːrt
advarte	nɒtvaɾtɯɾ
advent	advˈɛnt
adventfjorden	ˈadvˈɛntfˈiˈoːn
adventist	advˈɛntɪst
adventskalender	ʀvɛnskalɛndɯr
adventstid	advˈɛntstˈiːd
advokat	advokaːt
advokaten	advokatɯ
advokatene	advokaːtna
aegishjalmur	ægɪ̞sjæʊ̞mʏr
aesir	ææsæɾ
afasi	fafˈsiː
affeksjon	affɛkːtioːn
afghaner	afkɑmɛr
afghanistan	afɣˈɑnɪstˈan
aforistisk	afɾistisk
afrika	afriˈka
afrodisiaka	apfrˈodˈisiakˌa
afrodisiakum	afˈrodˈesˈiːakˌʉm
aften	hˈɔftən
aftenen	ˈɔftən
aftener	aftˈmøː
aftenposten	aftɛnpˈɔstən
afterski	afˈtəʃkiː
agathe backer grøndahl	agˀatə bakːiːr grˈɵndal
agathe backer-grøndahl	agˈadə bˈakːiːr gˈrøːndal
agder	agidiɾ
agdestein	agɪdəstajn
agenda	agˈɛnda
agitere	agitˈeɾa
agnene	ɑŋɯnɯ
agnes kittelsen	ɑŋnəs kjttilsɛn
agnet	aːmɯnɯ
agnete	aːŋneːtˢdʒɛ
agnete johnsen	ãjne tɑj nostɑn
agnethe	aːginejɛtːø
agurk	ˈæzbˈɪlk
agurksalat	aːgəksˈalˈaːt
agurktid	æg̊ɪ̞rkɪ̞tɪ̞d̥
aha	aha
aids	ˈeɪdz
aigu	eˈgi
aiguen	agjˈeːn
aiguene	eɣiʝana
aiguer	ˈeːgəjˈɛr
ailsa	aiːsã
aino rinhaug	ˈajɪnˌoːriː ɪn hæʏ
aioli	ˈalˈoːj
airbag	ɛɾbɐg
airbagsystem	ˈeəbˈægsˈɪstəm
ajouføring	ˈɑzsʏrføːriːm
ajourfør	aʃyrfør
ajourføre	aʃʉødˌiːfərˌlˈe
ajourførende	aʃʉːdfˈøːləndə
ajourfører	haskˈyːrfˈøːrər
ajourføres	ˈɑɹʃˈʊdfˈɚðˈɛs
ajourføringen	hˈɑːrʃʉrfˈøːrɛŋən
ajourføringene	aʃʉøføːrɪŋənə
ajourføringer	hɑːrsʉðføːrɛŋer
ajourført	hˈɑːrʃˈyːrfˈœʁt
ajourførte	asʃyːrføːrtˢe
ajourinnfatta	aʃtˈɛriːnfˈɑːtɜ
ajourinnfattede	aʃʉrɪnfatːadɛ
ajourinnfattet	ˈɑːrʃˈʉrɪnfˈatˌət
ajourinnfattete	æsjˈøːdˈɪnfˌatːətə
ajournement	ˈɛsʃˈøːnəmˈan
ajournementa	hˈɑːstlˈɛnˈəmaŋˈɑ
ajournementene	aʃɯnɯmɑŋˈgeni
ajournementet	aʃɯcɯmɑŋmi
ajourner	ˈaʃˈøːnnˈɛːt
ajournere	aʃˈʉlnərə
ajournerende	aʃønmie̞ɾe̞n̪ə
ajournerer	vˈɑːɾʃˈøːnnˈiːˈɛreː
ajourneres	ˈaʃˈɔɹniːˈeɾɪs
ajournering	æsjønɛjæɾi
ajourneringen	asxøːnlɛjɛrˈiŋən
ajourneringene	ˈɑːrʃˌuːnəjˈɛljɛnə
ajourneringer	ˈɑːrʃˈøːnmˈeːrɛərɪŋeːr
ajournert	æsjˈøːnnˈeːt
ajournerte	ˈaʃuːlneːədtə
akademi	akadɑmɪ
akademia	akadɛmɪjɑ
ake på kjelke	akjˈeː pˈoː sxˈɛfkə
akebakke	ˈaaakɪbakːi
akebrett	ˈɑːvkˈɛfthˈat
aker brygge	aːkɪpliga
aker på kjelke	ˈakər pˈoː sxˈɛlkə
akerselva	akʃɛlva
akersgata	akestʃkata
akershus	akeʃuʃ
akersneset	ɑːkeʃnesɛ
akerøya	awkɪɾajɔ
akevitt	aʁkelit
akevitten	akkevˈɪtən
akevittene	akkevˈɪtnə
akevitter	akkevitsːer
akhasier	akˈɒsˈiɾ
akhasiere	akæɾsirɛ
akhasieren	aːkɑːsjɛrˈeːt
akhasierne	akasjˈæ̀nə
akilleshæl	akilsɛl
akillessene	ɑjkjllˈɛsˈeːnˌɛ
aking	akːiŋ
akkar	əkːər
akkaren	ˈakːaɾn
akkord	auɫ
akkorder	akːoɾiðøɾ
akkurat nå	ax goɾaftsɛ dəmˈɔɾˈ
akne	aqnɑ
akronym	akronˈɪm
akrylmaling	ækɾiləmˈɑlˈɛŋ
akse	akːsɛ
aksel	ɑksɛl
aksel hennie	ɑqsil hɛmmɪ̞
aksel herløe	ækse ælˈħɑn
aksel lund svindal	aksɛlˈʉnz fˈɪndal
aksel sandemose	ak sɛl sɑndim ulse
akselen	akkɕuːn
akselerasjon	ɑɣsirɑʃuːn
akselerere	akkeˈlˈɛre
akselerometer	aksjɛlˀrˈuːmətˢər
aksemaktene	æksɛmaktˢne
aksent	akːsaŋ
aksent (framheving)	æksaŋ
aksentuere	akːsentˈʉvərˈa
aksepterer	akestærʲɪ
akseptert	aksəptˈeɾt
aksepterte	aqsatsɛjɛtːɛ
aksjekurs	akʃtɛkylʃ
aksjonen	akˈʃuˈnɯn
aksjonene	akʃuːnuna
aksjoner	akksʲonər
aksjonist	ˈɑkʃoːnɪst
aksjonsspill	akːʃoːnspʰiːl
aksla	akʃla
akslene	ækʃlˈɛnˈæ
aksler	akʃlɛr
akt	akt
akta	akta
akten	ˈaktən
akter	aktˈɛr
aktiv dødshjelp	aktˈiv dˈøtstjˈeɾp
aktive	aktiːv
aktivere	aktiːvˈeːrə
aktiviteten	aktvjɟetˈɛn
aktivitetene	aktivitˈeːtna
aktiviteter	aktiːvjteːtər
aktivitetsbanken	aktiːvitætspampˈlˈeːn
aktivitetsmerker	aktivitˈeːtˈsmˈɛrkˈiɾ
aktivt	aktivt
aktomslag	aktˈɔmʃlˈag
aktuelle	aktˢɵˈɛlə
aktuelt	aktyˈɛlt
akupunktur	ælˈkæpˌoːntˈyːg
akutt tilfelle	akut tˢilfˢəlˌlˌeː
akutte	ɑkʰytːe
akuttmedisin	æklˈʏtmɛdˈɛˈin
akvakultur	akvakʉltˈur
akvariefisk	ˈæftæɹvˈɑɹˈændvˈɪsli
akvariene	akvaːɾiːjana
akvarier	akvarjak
akvariet	akvariet
alabast	ʔalaːbas
alagrecque-bord	alagrəkːbˈuːrd
alagrecque-borden	alagərkpɔɾɟn
alagrecque-bordene	alagrekbɔɾdnə
alagrecque-border	alagrekpɔɾɟɪɾ
alarm	ɑlɑɾɯm
alarmen	alɒɾɒmɒn
alarmene	alarmene
alarmer	alaɾme
alarmere	ɑlɑjɯnmejeɾe
alaska	alaska
albaner	ɑl
albania	albɑmjɑ
albino	albˈinˈo
albu	ɑlbɯ̞
albue	ælːəpiːʋeː
albuen	tˈɛstbˈyːn
albuene	tʊ̞bʊ̞bʊ̞nʊ̞
albuer	liβ̞yr
album	ɑɫˈdɯm
albumet	ɑɫbʏmæ
albumin	kʌmˌpæe
aldehyd	ɑːldeːhˈid
aldere	ɑɫdɯ̞rʊ̞
alderen	ɑɫdɯ̞rɯ̞n
alderne	ɒldɒni
alderspensjon	aːldˈaxspanʃˈuːn
aldra	altɾa
aldrene	altrnɯ
aldrer	al
aldri i livet	ɑˈldri ɪl ɪvɛ
aldri så galt, så er det godt for noe	ald̪re sˈoː gˈalt sˈoː ˈɛɐ̯ dˈeːt gˈɔt fɔː nˈoːeː
aldring	ɑɫdɾˈin
aleksander	aləksˈanˈd̥ɛr
aleksander denstad with	alˈɛksandər dˈɛnstɑː vˈɪt
aleksander walmann	ˈɑləksˌandər vˈaltmɑːn
alen	ˈaːlˈ
alenefar	alˈeːnðəfˈɑːɹ
alenepappa	alˈiːrnˈɛpˈapa
alexander	alɛksɔndr
alexander dale oen	alɛksandr dala ɔn
alexander kielland	ɑlɛksɑndɯr ɑllɑn
alexander rybak	aːləksaːn bɪr ɪr bˈoːd
alexander søderlund	alˈɪksantɛ søːdɛlˈʉn
alexander sørloth	ɑlɛksɑndɯɾ ʃaɾlɔt
alexandra	aləksˈɑndrˌa
alexandria	malˈɛtsˈɑmdˈɪɹ
alf prøysen	alf prɛsən
alfabet	ɑlˈfɯbɯt
alfabetet	alfabˈɛtːˈa
alfakrøll	alfakʁˈl
alfhild	ælfhɪl
alfhild hovdan	ælˈfɪl hovˈdɑːn
alge	æɫgæ
algebra	ælgbɾɑːm
algen	ælgjɛn
algene	ɑɫgʲɪnæ
algerie	alfoiɾ
alibi	ɑɫɯbi
alicia	palikia
alkalisk	ɒːlkjɒːles
alkaliske	alkalˈɛskˈa
alkis	ˈɑːɾkˈɯz
alkohol	ɑlkɑkuːl
alkoholfri	alkoholfrɪ
alkoholfri vin	alkovu rjfɾi vin
alkoholfrie drikker	alkˈuːhˈuːlfrˈiːə d̥rˈɪkːər
alkoholfritt øl	ˈalkoːˀoxoːlfˈrʏktˢ øːl
alkoholholdig	alkuhuːlhɔ̙ldɪ̞
alkoholholdige drikker	alko huːrhʊ̞rʲi ɑɫdɪ̞ð rɪ̞kːɪ̞r
alkoholinnhold	alkoːˈuhlɪnhɑːl
alkuin	aɫokɵin
all	m
all mat er god.	al maːta gu
all melka	almæstka
all right	ɔːl ɪt
alle	ɫːɑ
alle barn trenger omsorg.	ˈalə bˈɑːrn trˈɛŋər ˈɔmsˌɔrg
alle de involverte	alla d̪i invˈɑːlvərtˈɛ
alle monner drar	ˈalə mˈɔnər drˈɑːr
alle og enhver	al eˈɔ ˈæn vˈæːr
alle rettigheter	ælːɑ rɛtːi æteːr
alle sammen	allɯzɑmɯn
alle sjelers dag	ˈalle sxəlɛʃdɑːg
alle slags	allˈɛr slˈɑːks
alle steder	allɯs tæːdɯr
alle uten unntak	ˈalə ˈʉt nˈyntˌak
alleer	alɛːr
allegori	alˈdˈʒˈʒˈ
allegorisk	alɛguˈrɪsk
allehånde	aːlɯnˈhunʋndɯ
allemannsrett	ˈalləmˌanˈsrɛtː
allemannsretten	ˈalləmansrˈɛtən
allemannsrettene	ˈalləmansrˌɛtːene
allemannsretter	ˈalləmˈansˈrˈɛtːˌɛr
aller best	ˈɑlər bˈɛst
allerede betalt	alərˌeːdə bətˈɑːlt
allergien	ɑlɑɾgɛjæn
allergiene	ælʲɪnkjɪnæ
allergier	ɑɫɑre̞ɾ
allergiker	allɑɾgiˈkɪɾ
allergisk	alaʁgjɛsg
allergisk mot	aːllarʲi gɪskʲɪmuːt
allestedsnærværende	aləstʲɛʲːtsnaːrvaːrɨma
alligator	alligatʊɾ
alligatoren	oligɔtʊ
allmektig	ɑlmɛkdæ
allmengyldig	almɾnildi
allmenhet	alimənhelp
allmenheten	ælmenhæpn
allmenn	ɑɫmɛn
allmenn stemmerett	almən stˈɛmərɛt
allmennaksjeselskap	ǎlɯ̞mənɑqʂɯ̞sɑ̂ɫskɑq
allmennheten	alɛmanhɛtsɛn
allmennheter	almønhˈeːtər
allmennmedisin	ɑɫmɛnmɛrʃiŋ
allment	olment
allmue	ælmyø
alltid	altɯ
alluvial avleiring	allˈʉbiːal ˈɑːv leːrɪŋ
allvitende	ɑlvijtɯ̞nˑɯ̞
allvitenhet	ˈalvˈiːtˌiːnhˌeːt
allviter	alvˈiːtər
allværsjakke	aːlvɑʃɛqtɛ
allé	ɑllɑjɑ
alléer	ælˈeːr
almen	ɑlmɯn
almene	ɑlmɯnɯ
almer	ɑɫneɾ
alminnelige	ɔmiːnlɛ
almisse	almɛsæ
almås	almov
alnabru	alnˈɑːbrʉ
alpakka	ɑɫpɑˈkɯ
alpelue	ɑ̈ɫtæɫɪ̞ðːæ
alpene	aɫpɯnɑ
alpinist	ælpenist
alpint	alpint
alskens	awlskiːnˈs
alsten	alsam
alt	alt̪
alt tatt i betraktning	alt tˈɑː tɪ bətrˈɑːknɪŋ
alt ølet	ɑˈlt ølˈlæ
alta	altɑ
alter	ɑltɪ̞r
alternativ	ɔltʰɑːɹnɔːtʰɪv
alternativ terapi	al̪t̪ɛrnat̪ið̞ t̪eɾapi
alternativene	altˈɛːrnaˈtˈiːvənə
alternativer	altɛrnaːtivə
alternativet	altˈɛrnaˈtˈiːvə
alterring	ˈɑftərɾiŋ
altfor fort	alt fɔr fˈʊɐtʃ
altibox	alt̪iβ̞oks
altmuligmann	ɑːlsdˈeːmˈʉləmˈan
altruisme	aːltrʉsmɛ
altruist	alttrˈʉjst
altruistisk	altruisdiski
altså	altˈʁˈ
aluminiumet	alʉmˈiːnˌuːmətˈ
aluminiumsfolie	alʉmˈiːnjʊmsfoːrjə
aluminiumsfolien	aljuminimsfɔljɛn
aluminiumskasserolle	ɑlɯwjenewezqɑsɑrɑla
aluminiumsverk	aːlymˈiːnymˈzværk
alv	ˈalf
alvdal	ɑɫbɯtɑːl
alvoret	ælbɔɢe
alvorlig	aːlbɔʁle
alvorlig skadet	al vˈoːrli ˈɪz kˈɑdət
alvorlige	alvɔlʲe
alvorligere	alvoʝeɾ
alvorligst	alvoːlˈɪkst
alvorligste	alvoːrlˈɪkstə
alvorsord	alvˈoːʃaːr
amalie	ɔːmɑːlˈniːɛ
amanda	ɑmɑnda
amanuensis	amantnoses
amatør	amatla
amazonas	amasuːnas
ambassade	ambasadɯ
ambassaden	ambasˈadɛn
ambassadene	ambasɑadmi
ambassader	ambasadə
ambassadør	anbɑsadøɾ
ambassadøren	ambˈasadˈøːrn
ambassadørene	ambˈasadˈ�øːrnə
ambassadører	ambˈasadøːrø
ambisiøs	ambisioz
ambisiøse	ambes̺ið̞e̞ɾast̪a
ambisjon	ɑːmbɪʃˌvˈɛn
ambolt	ˈɑmbul
ambulanse	ɑmbulɑntsɑ
ambulansearbeider	ambˈʉlˈanˈgsaˈrpajðˈɛr
ambulansen	ambˈʉanˈɛ
ambulansene	ambʊlansni
ambulanser	ˈambˌʉlˈanxˌer
amelie	aməli
america	ɔmɛjɑnika
amerika	ameriko
amerikaner	ameɾikˈɑnɛr
