'n	e
meervoud	nʲertˈ
mees	mʲis
meestal	nistɔ
meeste	mjestsa
meeste van die pelgrims op die camino-roete gebruik ligte wandelstokke.	mˈeːstəvɔr ɪn pˈɛlɣəm zˈɑp ˈɪk ən mˈinə ʋˈutə ɣəbrˈœyklˌɪxtən vˈɑndɛl stˈɔkən
meester	mjˈɛstɛr
meet	mʲets
meetkunde	mʲetqɛndɑ
meeu	lɪw˧˥
meganika	maxɑnika
mei	aj
meineed	ajʔn˧it
meintjes	maŋkˈis
meisie	maesi
mekaar	mˈˈkɔːr
melk	mˈɛlk
melkbaai	mˈɛlkfˈə
melkskommel	mau̯sgɔmɔ
melktert	noktaɾ
meneer	menniɾ
meng	ben
mengeldrankie	mˈaŋgəlgɾˈonkj
mengsel	mĩ˥˥sɐu˧˥
mening	miːennɑm
mens	mˈes
mensdom	neskultur
mense	melsa
mense stroom in hulle duisende na die voetbalwedstryd tussen die blou span en die geel span.	mˈɛnsən strˈoːmən naː dˈɔøzəndə naːr rˈi fˈutbˈɑllˈeːztrˌɑy tˈɪs nˌeːk blˈœyspˈɑn ˈɛn nˈə xˈeːl spˈɑn
menseregtedag	mˈɛnsənrˈaːxtdˈədˈɑx
menslike	mʲenlɛkɛ
menstruasie	ment̪tʃi
mensvreter	mʲanʲtʃvrʲedɐr
mentaliteit	mɛntɛlitajt
mentor	mentˈuɾ
mercurius	mɛrkʲirɪjʊs
merendeel	nɛːrnɛdiːl
merendeels	nˈɪɾəndˈeːls
meridiaan	mæɾˈidiɑːn
merk	mark
merkbaar	mˈɛɹkbɔɹ
merkwaardig	mæɾˈgvɑːrdæx
mes	mɪs
messegoed	mɛsəɣʁut
met	mˈɪt
metaal	metˈɔl
metafoor	metauˈfɔr
meter	nʲitær
metgesel	mig̞nsɒl
metronetwerk	metrˈøːnləˈɪtvˈɛrk
meubel	mjˈuːbəl
meubels	mjˈæbəlz
meul	mjˈul
meulenaar	mielenaɾ
mevrou	mˈɛvrˈøː
mfecane	mefɛkɔne
mhlanguli	klamɠoːl
michael vermeulen	mˈaɪkəl fˈɚmjˈulɪn
michelle breedt	mˈɪʃalbrˈeːt
middag	mˈɛda
middagete	mɪdˈðitˈyðɑk
middel	manˈo
middelslag	mˈɛtəlslˌɑx
middernag	malaːrnaħ
midrand	mɛtrɑnt
mielie	nˈoʊ
mieliepap	bˈɛlipˈɔp
mielies	mˈil
mier	mˈiːɾ
miere	mˈiɾɐ
miervreter	migfriːtar
mik	lə
mikrogolfoond	mˌikrʊxˈɔfwˈɛnt
militêre	multara
miljard	mɔɫjat
miljoen	mɔ̃ɔ̃
millennium	mˌɛlˈɛnɪəm
milliliter	β̞jɪlʲit̪e
millimeter	mæ̹lʲïnijɛtær
min	men
minder	mændær
minderjarige	mɪ̞ndæɾjäræχæ
minderwaardig	mˈɛndɜvˈɔrdəx
mineraal	mjneɾal
minister	mnɪʃtəɾ
minnaar	mənˀ
minste	mənstə
minus	mˈɪnəs
minuut	mˈɛnət
miriam makeba	meriam ma keba
mis	mɛs
misdaad	nɪstˈoːt
misdadiger	nʲəstaːraħar
misdruk	bɛsdrak
misdryf	mɪ̞sdræjf
misgis	misχʊs
mishandel	mishandom
miskien	mɛskɪn
mislikheid	məslkajt
misloop	mˈɛslˈʌb
misluk	nəsləq
mislukking	mʃlkn
misnoeë	mˌɯsnˈoːɪə
misreën	mɪsrɪn
mistig	mˌɪstˈax
misverstaan	msfɛrstɔn
misverstand	mɛsfæʃtɑnd
mite	mˈitˈ
modder	mˈɑdɚ
mode	mˈuðɚ
moderamen	muːdeːromẽn
modern	butaɾan
moderne	dˈaɾˈnˈɑ
modieus	muɾiːjɔz
moed	tut
moedeloos	myˈtɛlˌɑs
moeder	mudde
moeder, ek gaan pynappels koop.	muɾiara xanpa na pulskuəp
moedertaal	mˌudəɾtaːɫ
moedertaalspreker	bʊˈnətˈaːlspəgˈoːˈɛl
moedertaalsprekers	muðɛɾtɔlspɾeːkəʃ
moedig	muðˈɛx
moeg	mɔx
moeilik	mujlik
moeilikheid	wjɫɯ̞kǎjt
moeite	buitˈe
moenie	muni
moer	mˈuɾ
moerbei	muvɾbaj
moerse	bursa
moersleutel	murslʲetow
moes	ɛɒˈs
moet	mˈut
moffie	mufi
mog	mˈo
mol	mˈɔ̃
molekule	moːˈləkkilˈæ
mollig	mˈoljˈa
moltrein	bolˈtren
mompel	momtɔ
mond	mont
monnik	monək
monster	monstˈɾ
montagu	multaki
mooi	mɔj
moontlik	muntlək
moontlikheid	muːntlækːai̯
moord	mˈuɾt
moordenaar	muːeɾdɪnaːr
moordvis	mʊɾtfɛs
mormoon	oɾmn
morne marais	muɾne̞i̯marɾe
morne morkel	morkaj morko
mors	mˈuʃ
morsig	mˈoːʃa
mos	bosɑs
mosambiek	mˈusˈambˈik
mosi	mozi
moskou	mˈɔskoʊ
mossie	mosi
mot	mˈɔt
motief	mˈotˈif
motor	mwjɛtɛr
motorfiets	mˌoˌɛtˈɚfˌitˈs
motorhawe	mˈuɛtˈɾɑhɑʋɛ
motorhuis	muetɾahojs
motorongeluk	mutɛrɔŋχurup
mou	mˈu
mponeng	npunˈeɪn
mpumalanga	mpumalaŋga
muckleneuk	makɛlnjɛk
mugge	mˈɵxˈa
muil	mˈeɪl
muis	mˈɔ̃is
muishond	mˌɔjsˈɑ̃t
muizenberg	aɪsənbɛr
mulderbosch	mʏldɚbʊs
mullineux	malˈa
munisipaliteit	munisipalitejt
munt	mɵnt
muntoutomaat	mˈɛntɔtːomaːt
muntstuk	pastok
mure	mˈiɾɐ
mus	mˈˈ
museum	mˈuziːm
musiek	musˈik
muskiet	maskit̪
muthi	mˈuːti
mutualisme	beu̯tsjʊəlsmiːt
muur	mjˈv
muurprop	virprop
mwewa	mʊˈɛvˈa
my	mˈɛ
my goeie genugtig!	maj xɔjɛ ɣˌɯnˈaxtəx
my man maak slegte kos	mˈɛɪ mˈɑn mˈaːkt slˈɛxt dˈə kˈɔs
my naam is ...	maj nˈomɛs
my ouma brei 'n mooi trui	maj ʔɔmɑ brɛj ɛ mɔjtrɔj
myl	majo
mylpaal	lɤ˥˩pɔ˥˥
myn	mɛ̃ɛ
mynbou	majˈnbeʊ
mynbou is 'n belangrike deel van vele lande se ekonomie.	rˈɛkˈoːrd mˈɛɪnbˌoːy ˈɪs ən bəlˈɑŋrɪkə dˈeːl vɑn vˈeːlə lˈɑndənsə ˌeːkɔnˈɔmˈi
myne	majnæ
myners dra koplampe wanneer hulle in die dieptes van die aarde afsak.	mˌaɪnɜ strˈa kˈoːpəlˌˈanˌpə varnˈiːr lˈeːnɪ gˈiːpt nˈɪçt fɔn jˈɑːreːˌæˈufzˌag
môre	mˈuɾ
môreaand	mˌoːrɑːˈɑnt
na	nˈo
naai	nˈoːl
naaiers	laːjˈɛs
naak	nok
naakslak	nˈɑkslˈɑk
naald	nˈoʊld
naaldekoker	nɒldɒkɒˈkɒɾ
naam	nom
naamlik	nomlik
naamval	nˈɔnfˈɑl
naamwoord	nɔɱvɔl
naand	nˈɑnd
naar	nˈɔt
naarheid	nˈɔɹˈaɪt
naartjie	narki
naas	nˈɔs
naasbestaande	nasbɪ̞stɒ̝ndə
naaste	nɔstʰ
naasteliefde	nˈɑstəliːftə
naboots	nˈɔbwɚdz
naburig	nɑːbiːraː
naburige	nabjˈɾaxɐ
naby	nobæ
nabygeleë	nabai̯xð̞læ
nadat	nɑːtˈat
nadeel	naodio
nadelig	nawtɪlɪkk
nadenkend	nˈodˈɛnkənt
nader	nˈɔðɚ
nadine gordimer	na dˈeːn gˈoːrə mˈa
nadraai	nodroj
naelknipper	nɒvˈɒqnˈiˈbˈabˈ
naeltjie	nɔlki
nag	nˈɔx
nagemaak	laːxamɑːrk
nagenoeg	nˈɔxnˈɔx
nagereg	nˈaxɾæ
nagmerrie	naxme̞jri
nagsê	nɑxse
nagte	nˈaxte
nagwa	naːsˈvˈɑ
nagwas	naxvas
najaar	naːjɒːr
nalaat	nɑhlɑt
nalatenskap	naːlɑʔtɪnsgʰap
namaak	nɑmɑːk
namens	nˈɔɾmənz
namibia	nɛmmɛbjjɛ
namibië	namɾabjia
namiddag	nˈɑ̃mˈadˈax
napoleontiese oorloë	nˈɔpˈoːalɛs ˈɔ̃tˈisɔvˈʁlˈɑ̃
nar	nˈoɾ
narjie	nartʃi
nartjie	nˈaɾki
nasie	nˈosˈi
nasien	ˈɛnsˈiŋ
nasionaal	naʃɔnɑl
nasionale	naːsjonˈale
nasionale park	naθjonalɾe pjɾk
nasionaliteit	nˈæʃənəlɪtˌeɪt
naslaanwerk	nˈɔsˈlˈɑŋber
nasorg	nˈɔsʊr
naspers	maspɛr
nat	nˈɑt
natal	nˈɑtˈɔl
natalia	nˈatˈtˈlˈiːɑ
natalie du toit	nˈaːtəɾˈid tˈ doe
natgooi	natɔj
natrium	natrjɛm
naturel	nɐtuɾˈɛl
natuur	natiːr
natuurlik	natɪrlɛk
natuurlike	nɑːeːræɾalɐkː
natuurskoon	nat̪iːzwɛl
natuurwetenskap	natɨrvjɛtɛnskap
navigasie	navixosi
navolgenswaardig	nˈoːfˈolxənsvˈɔɾdə
navorser	nˈɔfˈɔʁʃər
navorsing	nohɔːʃ
naweek	naoˈvjɛk
ndebele	andebeːlɛ
nebukadneser het daniel uitgevra oor die betekenis van sy droom	nˈɪbɪkərt nˈɪjzərə tˈaːnɪləyɣəvərˌɑlɪdɪbɛkeːbnˈɛssiən zˈɛdɚdən
nederduitse gereformeerde kerk	jˌə dˈə tˈɛɾ tˈɛɪtsə rəfˈɔrmɪːr dˈə kˈɑr
nederfrankies	nidˈefɹˈˈonkˈis
nederig	nʲeðɯ̞rʊ̞ɦ
nederland	nederlˈɑnt
nederlandse	nederlanzɐ
nedersetting	nʲalatɨm
nee	nˈɪ
neef	nˈɪf
neem	nˈæm
neersak	ljˈɚsˌa
neersit	nˈɪɹsɛt
neerstort	nˈɪɹztˈɔɹt
negatief	nˈiˈaxtif
nege	lˈexe
negende	nʲiːnda
negentien	nˈiːjɐxɪntˈin
negentiende	nˈixtətˈintə
negentig	mʲirχɪ̞ntɑh
negereg	nʲiaχʲarex
neil schietekat	nˈils ki tˈɛtˈɾˈ
neill blomkamp	nɛwˈ blˈum kompˈ
nek	nɛk
nelia hickman	niːliɑː hɪkːmən
nelson mandela	nɛlsən mɑndɛlla
nelspruit	nɛlsspɾɛjt
neon	neon
neptunus	neptˈines
nes	mɪs
net	nɛt
net blankes	nˈɛd blˈʌnkɚz
net om die hoek	nˈeːt ɔm dˈɵɾk
netjies	nekis
netnou	nɛtnɔ
netwerk	nɛtvɛrk
neuk	nˈɛk
neurie	niri
neus	nʲes
neusopening	niːɪzʋɪpɪnˈŋ
neut	nʲeːt
neute	nʲeta
neutedop	nˈytˈədˈɔp
neutmuskaat	nˈetˈməsgˈɑt
neutraal	nitro
neutron	nɛtron
nhlanhla	mankˈra
nicholas dlamini	nikːles lˈeɪmɪnˈɛ
nie	ni
nie eers	ni ɪrˈs
niegebruiker	nˈiɣɛbrˈɔøkər
niemand	nʲimãn̪t̪
nier	ir
nietemin	nˈitdˈəmˈœn
nieu-seeland	njˈuzˈɪlənt
nieuwoudt	livolt
niggie	nˈaxe
nikkel	nˈukːoʊ
niks	nˈɛkst
njoroge	nʲurɔxe
nodig	nˈoˈɑdˈɑx
noem	nɔm
noetziekamma	nʊtsiːkɑma
nog	tˈi
nogal	nˈoːxɑːl
nogtans	tˈiːdˈiː
nommer	nomər
non	nˈoːn
nood	nˈut
nooddeur	nˈoˈeɾ
nooddienste	nˈoetˈinste
noodgeval	nuhˈətɣəvˈɑl
noodhulp	nˈəˈɔthˈɔp
noodlottig	lət̪ˌlətˈax
noodsaaklik	duətˈsˈaːklok
noodweer	nuitvier
noodwendig	nuhˈətʋˈeːntəx
nooi	nue
nooiens	nˈoʝəns
nooit	nɔjt
noord	nuaɾt
noord-kaap	nˈyɾkˈap
noord-oos	nʊɾdʊ̞ːs
noord-wes	nʊɾdʋɛjs
noorde	nurda
noordelik	numeɾtəlek
noordelike	mjˈeɾtˈelakˈaða
noordhoek	nʏ̞rdʏ̞k
noordwaarts	nʊɾdvˈɔrts
noordwes	nøtvˈeːz
noorweë	nˈoɾvˈ
norm	nʊɾɛm
normaal	nɔɾmal
nortje	norkia
norval geldenhuys	noːrʋɑl ɣəldənhəjs
nostalgies	nʊstɔxɨs
nou	nˈoʊ
nou goed	naːnxuːt
noukeurig	nˈoːvkˈɪrəx
novas	nuren
november	nɔˈfˈɛimˈbˈe
nugter	nʊ̞xtɪ̞r
nukkerig	nˈakarax
nul	nˈoʊ
nut	nˈøt
nutteloos	lətəlɔtʃ
nuttig	nˈɑtˈhˈ
nuus	liz
nuusblad	nʲusplat
nuusbulletin	niːzpˈulˈɛtˈɪn
nuuskierige	nes̺kiraχɛ
nuuskiering	neskirax
nuut	nˈit
nuutste	nitsda
nuwe	niva
nuwejaar	nife˩˥ːɔjo˥˩ː
nuwejaarsdag	nˈevijˈɑːʃtˈaç
nuweling	niːvolˈæn
nuwer	nivɛr
nuwerwets	nˈɪfərvˈeːts
nywerheid	mˈɛnbɪrˈaɪt
nywerheids	najvɨrajtsʲ
nêrens	nʲɛʲɪrʲɪns
o wêreld!	uɪväːrɔt
obikwa	abikwa
oefen	dˈoːfˈɛn
oefening	ufɯ̞næm
oekraine	ʊkɾaˈiŋɐ
oekrainer	ukrajnɛr
oes	tɛs
oesi	awwwˈsie˥
oewer	bukɾˈeɾ
of	uf
offer	ˈɔfɚ
offisieel	ʃuʃieʃ
ofskoon	ofzgujˌɛn
oggend	ˈɵxɨn
ogie	uaħi
ohrigstad	wiːrəxstɑt
okapi	pukaːpi
okavango	okavɑndɯ
oksel	a
oktober	oˈktyøbˌe
olie	ul̪j
oliebol	alipo
olifant	ʊiːlˈɛjˈfant
olifante	ʊɛlifante
oliver reginald tambo	oleve reɣ̞s ʝ t̪ombo
olyf	iːlˈaɪf
olywe	ˈuəlˈeɪfɚ
om	ˈɔm
om alles te kroon	om alɛ ste kruən
om op te som	om ok tə sɔm
omdat	umda
omdraai	aɔndaj
omgang	omχaŋ
omgangstaal	oːmɣaːnstˈoːl
omgangsvariëteite	oːmxaːmsbaːrˈeːeːtˈaɪtə
omgee	omχjɑ
omgewing	oŋxjɛvɛŋ
omhels	ˈoʊməhˈɛlθ
omhoog	omɣuɢ
omkantel	omkantɯl
omkoopgeld	omkoːpɣəlt
omlyn	omlajn
ommekeer	omɛkijær
omring	omrɛm
omroep	omrɨp
omroeper	ɔmuɾupˈir
omruil	omraju
omskep	ɔ̃nskˈip
omskrywing	ɔmskrajvan
omspoel	ˈoʊnskuːl
omstander	unstaŋdeɾ
omstandigheid	ɒmstɒnniˈqɒjiˈ
omstrede	tɛnstɾɛda
omstreeks	umstrijakz
omstreke	omstrˈeka
omtrent	omt̪ɾe̞nt
omvang	omfaŋ
omvat	unsat
onaanvaarbaar	onanfarbaːr
onafhanklik	ˈʊnˌafhˌaŋklɪç
onafhanklikheid	ɔnˈɑːfhˈɑnklɜkˌaɪt
onafhanklikheidsdag	ˈʊnauːfˈhˌɑnkeːlˌkəlˌtˈsdˌɑːk
onafhanklikheidsverklaring	õnʋʃɑn̪tlɛkʰɛɪtsfɛrklaːrɛŋ
onbekend	onbekint̪
onbekwaam	ɔ̃nˈdˈɔ̃ˈ
onbeskof	aʝbɪˈskoʊv
onbesnede	ombɪ̞sniːjɛdæ
onbesny	unbɪsnaj
onbevrees	ondefries
onbewust	ɔnðəbˈɛst
ondankbaar	ont̪ɑn̪kβ̞aɾ
ondenkbaar	unteŋgpaɾ
onder	ond̪eɾ
onder deur	undɛr ˈdiːr
onderaan	ond̪eɾaɾn
onderbaadjie	onerbajkej
onderbreek	ˈondɜbɾˈiɐk
onderbroek	oːndɔrbɾuːk
onderdanig	ʊndɑːroːŋˈɑ
onderdeel	onðeɾðiel
onderdeur	oðəɾdiːr
onderdruk	ɔndɛdrək
ondergaan	undərˈkɑn
onderhandel	istinorando
onderhandelaar	lanevandela
onderhandeling	iːnhandiːlɪn
onderhoud	ˈɔndərhˌʊt
onderklere	unð̞eɾkljeɾa
onderonsie	nænɔnse
onderrig	undɜrɑx
onderskat	ũnð̞ɾʃkat̪
onderskei	ondɛɾskaj
onderskeid	ʊndɜʃkˈɛɪt
onderskeidelik	uneʃˈkajˈdˈɛlɛk
ondersoek	bundaɾʃk
onderstebo	onɘʃtɛpwɛɾ
ondersteun	ond̪erest̪iẽn
ondersteuner	undɜʃtiːznɜ
ondersteuning	ndərʃtɛŋeː
onderstreep	aːndərstrɛp
ondervinding	undɜsɛndɛŋ
ondervoeding	omgfjð̞el
onderweg	ɔnɛrʋaːɣ
onderwerp	unðɯrmeɾ
onderwys	ˈɒləvˌaɪz
onderwyser	unhaɾvajseɾ
onderwyseres	uːnɑːrmæsjɾæmæst
ondeurdringbaar	ondɪɾdɾænbˈaɾ
oneerlik	uniɾɭɑk
onegalig	ɔnɪxˈɑlˈɪx
onervare	unaãmbfoɾa
ongeag	nʲːa
ongedeerd	unχɪtɪkɪrdɪ
ongediertes	ʌŋɣədˌeːrdˌeːs
ongeduld	unxˈadˈɾ
ongeduldig	ˈɔŋədˌɛldəx
ongehoorsaam	onkɔβɛrsa
ongeletterd	unχɪ̞ɫæjtɪ̞ɾt
ongeloofbaar	uːnxalwˈafluːɢoːn
ongelooflik	ɒlxˈɒlˈwˈafˈlˈɒ
ongeluk	onχɛlɛk
ongelukke	onʃajlɛkʰe
ongelukkig	oləkˈæ
ongemaklik	ɑŋxəmɑklək
ongeskik	unxəstsaˈkæk
ongetroud	ˈɔnɣətrˌœyt
ongetwyfeld	ɔnɣətwˈɛjfəlt
ongeveer	ŋɣɯfˈir
ongewilder	ˈɔnɣəʋˌɔldər
ongewone	oːngəvˈəwˈɛnˈa
ongewoon	ˈɔŋəvˌɔːrn
oningelig	uːmɪmfæˈnæx
onjuis	onjɑːɯs
onkruid	õnkrai̯t
onkundig	onqɑndɑq
onlangs	oɫla
onlieftallig	ˈɔnlˈiːfttɑllɛk
onmiddelik	anmɛdɛlɛk
onmiddellik	ũnmɛdɨlɛk
onnosel	onnuesɔ
onophoudelike	ˈɑnɔphøˈʏdæɫæcæ
ons	bonz
ons doen die inkopies ook saam.	oːnstin ðiː ɪnˈʌɚpiws wˈɚk sɒŋ
ons s'n	ɔːnsˈoːn
ons werk	ˈoːnts vˈaːrk
ons werk albei in die sentrum.	muzˈɛrk albaˈ dɛndi sˈeɪntɾən
onse	alsˈɛ
onse vader	ˈɔns fˈɑːdər
onseker	un
onsensitief	onsensat̪ɪf
onsimpatiek	uŋsɪmpatik
onskatbaar	unskatbaːr
onskuldig	inskoɫda
onsmaaklik	ənsmaɾklək
onstaan	onstan
ontbeer	untpjˈɛɾ
ontberinge	tˈivˈiːrəŋə
ontbied	ontbit˩
ontbind	tɔ̃kpˈɛntˈɪ
ontbreek	untbrieːk
ontbrekend	unt̪pɾeet̪es
ontbyt	nˈiːbˈaɪt
ontdek	unð̞et
ontdekking	elðeken
ontdekkingsreisiger	ʊndˈɑkənsrˈaɪzɪxər
ontevrede	puntafˈɾˈedˌe
onthaal	ntao
onthou	bɔŋtaɾjɛ
ontken	ontkõm
ontkenning	untkejnɨŋ
ontkom	entpˈɔ̃
ontleder	untlˈeːdeːt
ontleed	kˈɪntlˈeːd
ontleen	lˈeːn
ontmoedig	mɔ̃tmudˈˌaʁ
ontmoet	ɔ̃t̪mɵt
ontmoeting	ontmɪtn
ontnugter	ˈɔntnˈɵxtər
ontplof	ntplˈoːf
ontploffing	ˈunplˈɔfən
ontplooiing	untpɾujɛm
ontrou	tɾa
ontruim	mˌaˌɪtˈtˈɔrøːm
ontslaan	ɔnslɔn
ontsnap	ontsnə
ontsnapping	ɔnsnˈɑpən
ontspan	t̪espãn
ontspanning	ʊntsɔmɛn
ontspring	ˈontspɾˈɛn
ontstaan	mˌɔntztˈan
ontsteking	jˈuːɾstˈiːɾkən
ontsteld	ɔnstˈɛlt
ontstellend	ʔanstʰaːlɛnt
onttrek	untemɛn
onttrekking	entrikˌen
ontvang	lˈeːbənfˈɔn
ontvangsdame	ɔntvˈɑŋsdˈaːmˌɛ
ontvoer	ˈɔntfˈyːr
ontvoering	tˈɪsfˈyːrən
ontwerp	ɔntvˈɛrp
ontwerper	bˈɔntvˈaːrpər
ontwikkel	ontvɛkl
ontwikkeling	nt̪ʋɪkjəlˌɛn
onvanpas	onfanpas
onvas	onfas
onvatbaar	unfɔtɔɾ
onveranderd	unfɾaŋdeɾ
onvergeetlik	ˈɔnvərɣətlək
onverskrokke	unfɛrʃkɾɵkæ
onverstandige	nʏ̞fɯ̞rstɑndɯ̞ɣʊ̞
onverwags	ˈʊnfɛɾvˌaxs
onvoorwaardelik	nˈfɑːrvˈaːrlək
onvriendelik	unfɾiːndiliːk
onweerstaanbaar	ˈɔnvˈeːrstˈɔnbɑːr
onwettig	nvˈeːtɜ
oog	wˈœ̃
oogarts	ulˈɣˈɑrts
oogbank	ʊ̞aχmɑnk
oogkundige	ʊ̞hkɔndɔxɑ
oogwink	qˈabˈanˈk
ooi	uj
ooievaar	poɪafɔr
ooit	bɔjt
ook	wˈʌt
oom	wˈʌn
oom koos	umkɑːls
oomblik	pwɛmlɛt
oond	uɛnt
oop	kwˈɛp
oopdraai	kɔptroj
oopmaak	fˈutmˈɑːk
oor	uaɾ
oor die algemeen	uaɾi ɒlχm jæn
oorbel	kuɾβ̞al
oorblywende	β̞ɾolajvẽn̪d̪e
oorbring	ʊɾbɾʲɪŋ
oord	tʃu
oordeel	ueɾð̞io
oordink	ʊ̞rtʊ̞ŋ
oordosis	uɾduˈæsˌez
oordrag	uɾˈtˈraːx
oordryf	wˈeɾðɹˈaɪv
oordrywing	weːɾðɾiːβ̞an
ooreenkoms	guɾiɛnkons
oorgang	ʊ̞ɾxɑŋ
oorgawe	vɨrˈxɔvɪ
oorheersing	ʊɚjɪɾsɑŋ
oorlas	urlas
oorlede	ʊɛɾlˈieðˈɑ
oorledene	wɪ̞rlˈeːdəɲə
oorleef	kwjrlif
oorlog	uɛɾro
oormôre	urmuɾɯ̞
oorsaak	laza
oorskat	bɐʃkɐt
oorskiet	urskit
oorskot	bˈaɪ̯rʃkˈut
oorskry	urskræn
oorsprong	kuespɾum
oorspronklik	ospɾwnkljkk
oorspronklike	β̞ɾʝskomplika
oorstap	oɛstɑɣ
oorstelp	ɫuzɯzpɛlp
oorstromings	ʊɪˈʃtɹɔmɪŋs
oorstroom	wɜːstɾuːn
oortollige	ortolɑkkˈa
oortreder	wˈɚtɾˈaɪdɚ
oortree	uɾtria
oortref	ʊeɾtɾɛjf
oortuig	ʋˌɪrtˈɑɪɣ
oortuiging	χɪ̞ŋ
oorval	uɫ
oorverdowend	ʊɾfɛrɟʊɛvɛnt
oorvloed	uɛrflʏp
oorweeg	varvijax
oorweldigend	ʋˈərʋˈɛldəxɛnt
oorwinning	uɛrvɛnæm
oos	uˈɛt
oos-kaap	tʃau̯sko
ooste	wˈɛstˌeɾ
oostelik	ʊɪ̞stjɪlɪ̞k
oostenryk	usd̪eˈnɾæk
oosthuizen	vosˈtaɪzən
op	up
op die camino-staptog geniet ons elke oggend 'n heerlike spaanse ontbyt (desayuno) nadat ons eers so 10 km te voet afgelê het.	ɔp ə kəmˈinoː stˈɑptɔx ən hˈətə ˈɛl ʋˈoːxən dˈə hˈirlˌɛɪkə spˈɑnzɔː ˈɔnbəəkt
op die ingewing van die oomblik	ɔp dˈi ˈɪnɣəvəŋ vɑn dˈi ʋˈəmbəlˌɛk
op heterdaad betrap	ɔp hətɛrdˌɑt gətrˈɑf
op pad	opat
opa	ˈopə
opbou	pupau̯
opdaag	qɔptɑq
opdoen	optim
opdraand	poptron
opdrag	pˈotrˈax
opdrag gee	obtrɒgjɒˈ
opdrag kry	oktrɑq turɑq
open	wˈɛpən
openbaar	buð̞ẽn̪d̪oɾ
openbare	kwˈɛpˌenbˈˈoɾe
openbare vervoer	ˈɵpənbˌɑːrɛ fˈɔɾfˈyr
opening	dˈoswapənˈan
operasie	ʊpɐrɑːzi
opereer	pˌutˈerˈiʝˈeɾ
opgang	uβχem
opgang maak	opɣɑ̃dmˈɑak
opgeblaas	ˈɔpɣəblˈaːs
opgeneem	ɔpɣənejɛm
opgerig	oːpɣərɑɣ
opgeruimd	ˈɔpɣərˌɛɪmd
opgetoë	opˈʁətˈlə
opgevoed	kupʁiˈfˈ
opgewonde	opxɔvɔmde
opgewondenheid	ɔpɣəvˈoːndənˈɛɪ
opgroei	æpxrʊ̞j
ophef	ubxˈɛf
ophou	opa
opkeil	opka
opklaar	ul
opklim	tʃiɫ
oplei	uplaj
opleiding	oːplˈɛɪdən
oplettend	ˈɔplətənt
oplossing	oplozam
opmerk	ɒpmɒɾt
opmerking	opmɛrkɛng
opname	qʊ̞pnɔmɯ̞
opoffering	upofɛrɯn
oppas	upas
oppasser	opasɛr
oppervlak	opːaːflaːk
oppervlakkig	opərfˈlaːkɑx
oppervlaktes	opetflaktus
opregte	oprˈaxte
oprig	ˈoprɑx
oprit	opɾɛt
oproep	uprɨm
oproer	uprɨʲr
opruim	opraʲm
opsaal	ɔpsaːʊ
opsig	upzæx
opsigte	ʊ̞psɯ̞qtɯ̞
opsigter	ɒpsiqtɒˈɾ
opsioneel	pəpʃuːpˈa
opskep	abskɒb
opskrif	opskrəf
opskudding	upsgˈuːdəm
opsomming	ˈopːsɔmˈan
opstaan	obstaːn
opstyg	opstˈɑj
opstyging	ɵpstˈaɪxɪŋ
opswel	opsoˈaʊ
optel	optja
optog	ʊ̞ptʊ̞χ
optrede	obtrɪra
optree	ɔptɾia
opvallend	aːfalaːnt
opvatting	apfɑtʰɛn
opvoeding	ˈɔpfˌudˌn
opvoedingspatroon	oːpˈfˈudɪŋspˈɑtˈrˈoːm
opvoering	pupfʏrʏ̞m
opwasbak	opfasta
opwen	upvɛn
opwindend	ɔpvɛndɛnt
opwindende	ʊpzɪndɪ̞ndæ
opwinding	ʊ̞pbɪ̞ŋdæn
oraait	alrɑːt
oral	qwɚɯl
orals	orals
orania	ʊɛɾɑːlpˈɛst
oranje	poɾaɲa
oranje-vrystaat	wɨraɲafɾaɛsta
oranjerivier	uɾɑnɲe̞ɾafʲːeɾ
orde	ord̪e
organisasie	ɔrxɑnɪsɑɢe
organiseer	arjannisjɛr
orgasme	ɔrxɔsmæn
orgidee	ɒrχˈdiˈɒ
orkaan	orkon
orkes	ˈoɾˈkˈejs
os	os
oscar pistorius	oskara pɛstuɛrjɛs
oseaan	ʃaʃaːn
osoon	kustˈun
osoonlaag	pɔsuːnˈlɔx
ossewa	aˈsɛbɑ
ossewabrandwag	pɔsɛvɑɔpɾanfax
otter	utɛr
ou	ˈoʊ
oud	aɫt
oudag	ʊdˈɔx
ouderdom	au̯deɾðo
oudisie	ɛldisi
oudste	oʊpstə
oudtshoorn	aʏtsuːn
ouer	ɔɢoɾ
ouerige	ʊɫˈɑj
ouerloos	ɑwɪ̞ɾɫʏ̞wʲɪð
ouers	ães
ouerskap	ɑlɛʃˈɑt
ougat	ˈoːxə
oukei	ˌoʊkˈeɪ
oukersaand	ɔkaʃɑnt
oulik	ɛwlæk
ouma	oːma
oupa	alpa
outeur	paltjeɾ
ovaal	afɔːl
overvliet	ʊeːrvɛrflit
owerheid	a
oë	ˈua
oënskynlik	uɛnsˈkaɪmdlˈɛk
pa	fɔː
paai	bˈɔɪ
paaie	fˈaɪɚ
paal	pɔːl
paar	pɑːr
paarl	pˈædəl
paartjie	porki
paashaas	posos
pad	tɑːt
padda	pada
pak	piaakau
pakkie	paki
paleisheuwel	alajsjvw
paleontologie	paːliːoːntiloxˈi
palm	plam
