0 பூஜ்ஜியம் அல்லது சுழியம்	bʊjʃiʲam bʊjʃiʲam alladɯɕoːʋijam
அடித்துவிழு	əɖɨt̪ːuʋiɻu
அடித்தூறு	əɖʈuːru
அடித்தே	aɺit̪e̞
அடித்தேறு	əɖɪt̪ːeːɾu
அடித்தொழில்	əɖʈoɻɪl
அடித்தோழி	ɐɖit̪d̪uːji
அடிநகர்	ʔaːɖiːnaːkɐr
அடிநாளில்	əɖɪɳaːɭɪl
அடிநாள்	əɖɪnaːʔə
அடிநிலை	əɖaɪnɪlɐj
அடிநிழலார்	ɑːɖinɪɻæʋɑːr
அடிநீறு	əɖigɛːrɑː
அடிபடாமல்	əɖd̪bɖmɭ
அடிபடு	ɐɖɪɾɐɖu
அடிபடுகிறாயே	ɑːɖiːpɖgɾaːjeː
அடிபடுவது	ɐɖipɖʋɖu
அடிபட்டவன்	əpaʈːəʋən
அடிபட்டால்	əmaɖipːʈːɑːɭ
அடிபட்டுக் கறுத்த	əɖɪʋaʈːuk kɾut̪ː
அடிபட்டுப்போ	ɐɖɪʋat̪ːup̚pɔː
அடிபணி	aːɖipːniː
அடிபணிந்தேன்	əɽib̪ai̯n̪d̪eːn
அடிபாடு	əɽib̪aːɽu
அடிபார்	aɺipaːr
அடிபிடி	əɖɪɓiɖiː
அடிபிறக்கி	əɖib̪iɾkːiː
அடிபெயர்	ʔɔpəl
அடிபெயர்தல்	əɖipejjɐɾt̪eːɭ
அடிப்படர்	ɐɖupːəɖɐɾ
அடிப்படு	ɐɖipːɐɖu
அடிப்படுத்து	ɐɖipːpɖʈu
அடிப்படை	əɖip̚paɖa
அடிப்படை வண்ணங்கள்	əmaɖipːɖaə ʋəɳːaŋɭ
அடிப்படையாகக் கொண்டவை	əɖʈ paɖajɑːgkː kɔɳɖʋaɪ
அடிப்படையாய்க் கொண்ட	əɖipːbaɖaiʲj koɳɖæ
அடிப்பட்டகாந்தி	əˈd̪ɪpəʈːəgɑːnd̪iː
அடிப்பட்டசான்றோர்	ɐɖigːpːəʈːsaːn̪ɾɔːɾ
அடிப்பட்டவழக்கு	əipːəʈːʋɐɻakːu
அடிப்பட்டவழி	əpaːtrɐjɐ
அடிப்பணி	ɐɖigpəɳi
அடிப்பதறுதல்	əɖɪp̚pad̪ɾud̪u
அடிப்பது போல அடி	əɖipɖu poːl əɖ
அடிப்பது போல் அடி	əɖupːɖu poːl əɖu
அடிப்பந்தியி	əɖɪp̚vɐn̪d̪eː
அடிப்பரத்து	əɖɪp̚paɾat̪ːu
அடிப்பற்று	ɐɖʈpaːtrɭiː
அடிப்பலன்	əɖʈpalən
அடிப்பலம்	əɖʋpːʋɐɭm
அடிப்பல்	əɖːəˈluː
அடிப்பாடு	əɖɪpːaːɖɯ
அடிப்பானோ	əɖipːaːnoː
அடிப்பான்	ɐɖʈpaːn
அடிப்பாய்	plapːai
அடிப்பாரம்	mulˈuktaːrɑm
அடிப்பிச்சை	aɖʰpːt̪t̪ɕːə
அடிப்பிடி	əɺpːli
அடிப்பினை	ɐɖʊpːiɳai
அடிப்பிரதட்சிணம்	əɖəbprad̪akʃinam
அடிப்புக்கூலி	ɐɖɪpːɪkːkoːliː
அடிப்பூண்	ɐɖɪ̞pːoːɳ
அடிப்போடு	ɐɖipːoːɽu
அடிமடி	əɖimɐɖiː
அடிமடியில்	əɖimaɖɪl
அடிமடை	aːɖimdaːi
அடிமணியிடு	əmaɳiːɖu
அடிமணை	aːɖʱmənäiː
அடிமணையாதலின்	əɖmɳjɑːd̪əɭiŋ
அடிமண்	əɖmˈaɪn
அடிமனை	ɑːɖimn
அடிமரம்	əɖiːmaːram
அடிமறி	əɖiməˈre
அடிமறிமண்டிலம்	əmaːriːmaɳɖirəm
அடிமறிமாற்று	əmaːrimaːrru
அடிமாடு	əmaːɖu
அடிமாண்டுபோ	əɖɪmaːɳɖupoː
அடிமுடி	əɾimˈɔ̃ˈɽiː
அடிமுடியொன்	aɖimˌoɾˈion
அடிமுந்தி	əɖigmun̪d̪i
அடிமுன்றானை	əmaɳːɾɑːnɑː
அடிமுரண்டொடை	əɖimrn̪t̪oɖai̯iː
அடிமை	əɖimai
அடிமைகள்	əmajʱaɪ
அடிமைக்குலம்	ɐɖimai̯koləm
அடிமைபூணு	əmaɪbːoːʋːnʌː
அடிமைபூண்	əɳaɪpoːn
அடிமைபோல்	əɖimai̯poːn
அடிமைப்பத்திரம்	əmaɾatpaːt̪ːirʌm
அடிமையோலை	əmajːoːj
அடிமோனைத்தொடை	əɖmoːnjt̪ːoɖaɪ
அடியடி	ɐɽiːɑɽiː
அடியடியாக	ɑːɽiːɑːɽiːɑːgɑː
அடியந்தாதி	əɖignːɖɑːdiː
அடியந்திரம்	ɑːɖiɛn̪d̪iɾum
அடியனாதி	əɖiːnɑːviː
அடியனேன்	əɖijn
அடியம்	əɖijɐum
அடியறி	əɖiːjɐriː
அடியறு	əɖijɐɾu
அடியறுக்கி	əɾiːjaɾukːiː
அடியளபெடைத்தொடை	əɖn̪jɯʋaːɖʈiɖɾɐɖɐ
அடியவன்	əɖijʋan
அடியவள்	əɖaɪjɐʋɐ
அடியாகெதுகை	əɖijəkeːd̪ugai
அடியாத மாடு	əmaɖijɑːgə maːɖu
அடியாதே	əɖigɑːd̪eː
அடியான்	əɖːiaːn
அடியார்க்குநல்லார்	əɖɪjɑːrn̪nəɭɭaːr
அடியாறு	əɖijɑːrʊ
அடியாளும்	əɖɪɑːɻum
அடியிடல்	aɖiːɾɐɭ
அடியிடு	əɽijɖu
அடியிடுதல்	əɽiːliɖʌgːl
அடியிட்டு	aɖijat̪ːu
அடியின்	əɖiːən
அடியியைபுத்தொடை	əɽijjmt̪ːoɖaɪ̯
அடியிரட்டி	ɐɖiːɾɐɖːi
அடியிரட்டித்திட்டாடு	əɖiɾɐʈːit̪tiɾːɑːɖu
அடியிற்றீந்துபோதல்	əɖɪɾːiːnt̪gpoːd̪ɐɭ
அடியிலுள்ள	əɽigilə
அடியிலேதான்	ɐɖiːgɪleːdaːn
அடியில்	əɖɯl
அடியீடு	ɐɖigɯ
அடியுணி	aɖiːoːniː
அடியுரம்	əɖiːoɾəm
அடியுறை	əɖijoːɾaɪ
அடியெடு	əɖaɖu
அடியெடுத்துக் கொண்டென்பால்	əɖɪjɐɖɐtːuk kɔɳɖən̪bɔːl
அடியெதுகைத் தொடை	əɖijɛ̃d kai̯ toɺaj
அடியெதுகைத்தொடை	əɖijaɾugaid̪ɐɖaɪ
அடியேந்திரம்	əɖiːeːnɖiɾəm
அடியேன்	əɖiːen
அடியேபிடித்து	əɖi̯eːpiɖɯt̪ːu
அடியேம்	əɖiːeːm
அடியொட்டி	aɖɪoʈːi
அடியொத்தகாலம்	əɖit̪ːkaːl̪əm
அடியொற்று	aːɖɑːjɔʈːrɯ
அடியோங்கட்கு ஆரமுதை	əɖɪjoːŋɖukːu ɑːɾmʊzɐj
அடியோங்கள்	əɖiɔːŋgu
அடியோடு	əɖɪoːɖɯ
அடியோடு சாய்	aɖːioːɖ seː
அடியோன்	əɖɪoːɳ
அடிவட்டத்தா	aɖiʋeʈːat̪ːaː
அடிவட்டம்	ɐɖʌːʋəʈːam
அடிவயிற்றில் புளி	ɐɖi ʋajət̪ril pɐɻi
அடிவரலாறு	ɐɖigʋɐɾɐɭaːɑːru
அடிவரவு	ɑːɖiʋɐɾəʋu
அடிவரிசை	əɖibrsa
அடிவானம்	əɖaʋaːnm
அடிவாரத்தில்	əɖɪʋɑːɾɐt̪ːil
அடிவாரம்	əɖɪʋaːɾum
அடிவிடு	ɑːɖʋiɖu
அடிவிரி	ɑːɽiːviːriː
அடிவிரிதல்	əɳiːmiːrɪd̪əŋ
அடிவிளக்கு	ɐɖɐʋɐɭəkːɯ
அடிவிளு	aɖigʃloːoː
அடிவிள்	ˈaɾiːveɪ
அடிவீழ்	əɖəvjuː
அடிவீழ்ச்சி	ʋɐɖiːʋiːtʃiː
அடிவேர்	əɖɪveːɾ
அடிவை	ɐɖʋg
அடுகலன்	əɽɯkgɑɫɑn
அடுகளத்துள்	əgugt̪ːuɭ
அடுகளம்	əgəɻəm
அடுகுவளம்	ɐɖukːuaɭəm
அடுக் கன்	əɽˈukːa
அடுக்கடுக்கான குறைகள்	əgukːuukːaːn̪k uɾaɪkɯ
அடுக்கடுக்காய்	əɽukːɖukːaaːi
அடுக்கத்து	əɖʊɐkːɖu
அடுக்கம்	əɽukːam
அடுக்கலரி	əɖugɐgɐɾiː
அடுக்கலிடு	əikːgiɖu
அடுக்கல்	əɽɯkːl
அடுக்களைப் பூனை	əgukːɭaɪp̚ pɯːn̪aɪ
அடுக்களைப் பெண்	əikːɭapːeːn
அடுக்காகவுள்ள	əɖʊɪkːaːguɭɭə
அடுக்கான	əɖʊkːɑːnə
அடுக்கானகன்னி	əkaːaːkɐɳaɛ
அடுக்காயுள்ள	əmaɖukːɑːjoːɭɭa
அடுக்கிய	əɽukːiːjə
அடுக்கியது	əɖukːijɐɖu
அடுக்கியல்	əɽːugt̪eːɭ
அடுக்குக்குலை	ɐɖukːukuɭai̯
அடுக்குச்சட்டி	əɖʊɕaʈːɪ
அடுக்குச்சாத்து	əɖuukːtɕːɑːt̪ːil
அடுக்குத்தீபம்	əɖukːd̪ɖeːmum
அடுக்குத்தும்பை	əɖʊɪkːʈːumʋaɪ
அடுக்குத்தொடர்	əguʈːd̪ɾɐɾum
அடுக்குநந்தியாவட்டம்	əɖug̊un̪ɐd̪igɑːʋətːm
அடுக்குப்பருத்தி	ɐɽʊkːup̚paɾut̪ːi
அடுக்குப்பற்சுறா	əɖuʁuʃpəɾt̪ɕuɾɑː
அடுக்குப்பாத்திரம்	ɐɖʊɖppaːt̪ːiɾum
அடுக்குப்பானை	əɖʊkːup̚paːɳai
அடுக்குப்பார்	əɖukup̚paːr
அடுக்குப்பாளம்	əɖukːupːaːɻam
அடுக்குமல்லிகை	əɖukːumɐɭːigɐ
அடுக்குமாடி	əɖukːumaːɖi
அடுக்குமுள்ளி	əɖukːumʊɭɭiː
அடுக்குமெத்தை	əmaɖukːuːmaʈːai
அடுக்குள்	əɖʊp̚koɭ
அடுக்குவாகை	əɖukːɯʋaːɦk
அடுக்கூமத்தை	əɖukːoːɪt̪ːəj
அடுசிலைக்காரம்	əɖusɪlaikkaːɾəm
அடுசில்	əɖuzˈil
அடுத்த சாட்டை	əut̪ː sɑːɾt̪ːaɪ
அடுத்தடுத்து	əɻʊt̪ːəɾɨt̪ːu
அடுத்தது	əˈʈəɯ
அடுத்தவர்	əut̪ːəʋəɾ
அடுத்தாள்	əmt̪ːɑːj
அடுத்திடல்	əɽʊɕtiɾau̯
அடுத்து	əɖuʈːu
அடுத்துக் கெடுப்பான்	əmt̪ːu gɛɖɪpːəaːnl
அடுத்துண்பவன்	əːɖut̪ːuːmbʋɐɳ
அடுத்துப் பணிசெய்	əɖət̪ːup̚ paɳi ʃaɪ
அடுத்துமுயல்	əɾʊt̪ːumojɐɭ
அடுத்துவரலுவமை	əɖʈuʋɐɾəluːʋma
அடுத்துவிளக்கின	əɖut̪ːuʋiɭakin̪
அடுத்துவிளக்கு	əɻʊt̪ːuʋiɻɐkːu
அடுத்தூண்	əɺt̪uːn
அடுத்தேறாக	əɽʊt̪ːeːɾɑːgɦeː
அடுத்தேறு	əɖut̪ːeːɾu
அடுபிறக்கிட்டோனையும்	əɖupɾkiɖoːnɪdʒm
அடுப்பங்கரை	əpːugkɐɾaɪ
அடுப்பனல்	əɖʈpanə
அடுப்பாங்கரை	əɖupːaːŋggɐɾaɪ
அடுப்பி	ɐɖʊpːiː
அடுப்பின்	ɐɖʊpːiːnl
அடுப்பு	ɐɖʊpːɯ
அடுப்பு {a-dup-pu}	əɖʊpːɯ
அடுப்பு அடி	əɖʊpːɯ ɐɖiː
அடுப்பு பற்ர வை	əɖʊɖʈə paɾːʋɐj
அடுப்புக்காரி	əɖʊɖukːaːɾi
அடுப்புக்கும்பி	ɐɖupːwkːkɐmbi
அடுப்புக்கொட்டம்	ɐɖʊpːukːkɔʈːam
அடுப்பெரிகிறதா	əɖʈpeɪgirtaːm
அடுமுரண்	əɖuɐmoːɾaɲ
அடும்புனலின்	əɖumpɔn̪lẽːn
அடுவல்	əʋːɑːɭ
அடே	ɐɖɛ
அடேயப்பா	əɖeːjpːa
அடை	albɛj
அடை மழை	əɖa mɐɖaɪ
அடைகல்	əmaːɖəgə
அடைகஷாயம்	əɖaɪkːgɐʃaːjəm
அடைகா	ɐɽaikːaː
அடைகாக் கும்படி	ɐɖəgɑːkːum ʋɐɖɪ
அடைகாக்குங்	aɽaːqaaːkom
அடைகாத்தல்	əɖaɪkːəɑːʈːəl
அடைகாய்	aɺaːjkaːj
அடைகிட	əɖəkːiɖa
அடைகியாழம்	əɻikːjaːɻam
அடைகிறது	əɳkg
அடைகுடி	əɖaɪ̯kːuɖi
அடைகுறடு	əɖaɪkːkoɾɐɖu
அடைகுளம்	ɐɖaɪ̯kːuɾaːm
அடைகை	əɖaɪ̯gai
அடைகொடு	ɐɖaɪ̯koɖu
அடைகொண்டு	əɖaɪkoːɳɖu
அடைகொளி	ɐɾaɪkːoːɻi
அடைகொள்ளு	əɳaɪkoɭː
அடைகோட்டை	ɐɖaɪ̯kɔːɖɐj
அடைகோழி	alajɣ̞o̞li
அடைகோழியின்	əɖaɪkoːɾiːjiːn
அடைக்கண்	əmaɖaɪkːɑːn
அடைக்கத்து	əmaɻagːt̪ːu
அடைக்கப்படாவிட்டால்	əmaɖakːpaːɖaːʋiɖːaːɭ
அடைக்கல	əɳaɪkːlaː
அடைக்கலக்குருவி	əɖaɪkːlːkuɾuʋiː
அடைக்கலங்கா	əɖaɪkːkalŋgaː
அடைக்கலங்காத்தான்	əmaɖaɪkːkalŋkaːtaːn
அடைக்கலங்குருவி	əikːɭaŋkːuɾʋi
அடைக்கலப் பொருள்	ətaɪkːalp̚ poːɾuɭi
அடைக்கலப்பொருள்	ətaɪkːlɐp̚poːɾuɭ
அடைக்கலம்	əɖaɪkːəɭam
அடைக்கலம்புகு	ətaɪkːkaləbəpuːguː
அடைக்கலம்புகுந்த	əɖəkːkaləmpuguːn̪d̪
அடைக்கலாங் குருவி	əɖaɪkːlaːnguːruːʋi
அடைக்கலாங்குருவி	əmaɖakːɑːmkɯɾuʋi
அடைக்காய்	aɾakai
அடைக்குத்தகை	əɖaɪkːaɯtːəgə
அடைக்கும்	əɖaɪ̯kːu
அடைசல்	əɖaɪsɐɭ
அடைசாரல்	əɖaɪsaːɾɐl
அடைசீலை	əɖɑːtɕːiːjɭaɪ
அடைசுபலகை	əɖaɪʃupalgɐ
அடைசுபொட்டணம்	ɐɖaɪɕupoːɖɐaːm
அடைசுவலை	əɖaɪsuʋaːlɐj
அடைசொல்	əɺaɪsaɭ
அடைச்சிய	əɖaɪʈʂgijɐ
அடைச்சீட்டு	aɾaitɕːiːt̪u
அடைச்சு	ɐɖatʃu
அடைதடையம்	əɳaɪ̯ʈːaɾajaːm
அடைதல்	əɽaɪd̪l
அடைத்த	əgəɾaɪ̯t̪ː
அடைத்தகுரல்	əgɖɪʈːkoɾɑːl
அடைத்துப் பெய்யும்	əɖət̪up̚ pejːum
அடைத்துப்பெய்	əɺaːt̪ːupːpej
அடைத்தேற்று	əɖaʈaeːtrɯ
அடைநிலை	əɺeːnilai̯
அடைந்தது	əɖəjn̪d̪uɾu
அடைந்துள்ளார்	əɖaɪnduɭɑːr
அடைந்தோர்	aɾajnð̞oɾ
அடைபடும்	əɖəɖum
அடைபட்டதாம்	əɖaɪpaɈːadaːm
அடைப்பக்காரன்	ətaɪpːpːkaːɾən
அடைப்பன்	əapːaːl
அடைப்பானால்	əɖəpːaːn̪ɭ
அடைப்பான்	ɐɾaɪpːn
அடைப்பான்நோய்க் குக் காரணமான	əɳapːaːn ɳoːjkːukː kaːɾənəmɑːn
அடைப்பான்வந்தை	əɖəpːʋənʋɐn̪d̪aɪ
அடைப்பு	əɖaɪ̯pːu
அடைப்புணு	əɖaɪpːuɭu
அடைப்புண்	əɖaɪ̯pːu
அடைப்புண்ணுமிறே	əɖəp̚poonːumɪɾeː
அடைப்பை	əɖaɪpːɐj
அடைப்பைக்காரனுக்கு	əɖɑːpːpaɪkːɑːɾɐngu
அடைமண்	əɺaimn
அடைமதிற்படு	əɖaɪmaʈːilpːɖɯ
அடைமழை	əɖaɪmaɻai
அடைமாங்காய்	əɖamaːŋgaːi
அடைமானப்பத்திரம்	əmaːɳːpt̪ːirəm
அடைமானம்	aɾaimõːn̪am
அடைமொழி	əɖaɪmuɻi
அடைய	əɾajæ
அடையச்செய்	ajətɕːeju
அடையடிமை	əɖaɪeːɖgimai
அடையடுத்தவாகுபெயர்	əɳajɾt̪ːəɑːgubeːjɾ
அடையலர்	əɖaɪ̯laːr
அடையலார்	aɖajelaːr
அடையல்	əɖajɭ
அடையவளைஞ்சான்	əɖaɪʋɐɻtɕːaːn
அடையவளைந்தான்	əɾaɪjːʋɐɻaɪ̯n̪daːn
அடையாதார்	əɺjɑːədaːɾ
அடையார்	əɖajɑːr
அடையாறு	kɐɾˈijɑː
அடையாறு, தமிழ்நாடு	ənaɪɑːju ɛvɑnɑːɽɑː
அடையாளக் குறி	əɖaɪɑːɭɐkː kɯɾiː
அடையாளத்தினது	əɖaɪɑːɻt̪ːɪɳɖu
அடையாளப்பூ	əɖaɪɑːɻpːɔː
அடையாளமாக	əɖɑːɪ̯ɑːəɾəmaːg
அடையாளமாகவும்	əɳɐɪ̯ɑːɭəmɑːgəʋum
அடையாளமாய்ப் பயண	əɖəɪɑːɻʋaːj paɪɳaːm
அடையாளம்	ɐɖaɪ̯aːɭəm
அடையுணி	əmaɾəɪuːneː
அடையோலை	aɖəjoːlai
அடைவதற்குத் தொடர்ந்து	əɖəʋəɾut̪ːəɾɐn̪d̪u
அடைவிக்கச்சோலம்	əmaɖaʋukːʃaɭɐum
அடைவீன்றளித்த	ɐɖəʋiːn̪ɾɐɻit̪ː
அடைவு	əɖəʋu
அடைவுகேடு	əɖəʋukeːɖu
அடைவுபடு	ɐɖaɪbɯbɖu
அடைவே	əɻaʋeː
அடைவை	ɑːɖʋ
அட்சர கணிதம்	atʃːaɾk ɐnid̪um
அட்டகாசம்	ot̪ːagɑːs̠ɐm
அட்டாலும்	əʈːaːɯum
அட்டாலும் சுவையில் குன்றாத பால்	əʈːaːlɯ̆ːum ɕʋɐjɭ guɳɾɑːgə paːl
அட்டில் ஒருவருக்கு	əʈːil ɒɾʊ ʋɐɾʊkːu
அட்டூழியம்	ɑtːuɾijm
அட்டை	ɐʈːai
அட்டை மாதிரி உறிஞ்சும்	əmaːʈːmaːd̪ɪɾi ɦɯɾiɲdʑum
அட்டை மாதிரி ஒட்டி	əmaːʈːmaːd̪ɪɾi oɖːi
அட்டைக் கடியும் அரிய வழி நடையும்	ətːai̯kː geɖijum əɾiʝəʋɐɻi ɳɐɖajum
அட்டையை எடுத்து தொட்டிலில் கிடத்தினாலும்	əʈːɐɪɛɖut̪ːɯt̪ ɖʈilil ɪɖɖɪt̪ːiɳːlɭoːm
அட்டையை எடுத்து மெத்தையில் வைத்தாலும்	əʈːɐɪ̯ ɛɖʊt̪ːɯ met̪ːaɪ̯ɭ̆ ʋaɪ̯t̪ːaːlum
அட்டையை எடுத்துத் தொட்டிலில் விட்டாற்போல	əʈːai̯j ɛt̪ːʈ ɖʈɪil̪il̪ ʋiʈːaːɾpoːɭ
அட்டையை பிடித்து மெத்தையில் வைத்தது போல	əmaʈːaiɪp̚ piɖut̪ːɯ ɾɪpːɐjil ʋaɪ̯t̪ːɖɯ poːl
அட்டையைக் கட்டிச் சட்டியிலே போட்டாலும்	əʈːɐɪɐkː gɖɪɑʈːɪp̚ sɐɖaːɾeː poːɖːaːlum
அட்டையைக் கழுவிக் கட்டையில் கிடத்தி	əʈːjg gɻʋig t̪aɭːɐjil gɪɖt̪ːɪ
அட்டொளி	tːoːiː
அண	aːnəe̞
அணங்கயர்	aːɳiiljəl
அணங்காடு	ənŋgaːɖu
அணங்காடுதலன்றந்தோ	əːɳaːgaːɽud̪n̪aːgɾɑːn̪d̪oː
அணங்கியோன்	aɳaŋjoːn
அணங்கு	ɑɳːaŋːgɯ
அணங்குதாக்கு	əŋudʌkːu
அணப்பு	aɳəpˈpˈu
அணரி	əɳəɾiː
அணரிடு	aɳaːɾɪɖu
அணர்	aɾnˈeu
அணர்சொறிய	əŋɾsʊriːne
அணல்	ɑːnəl
அணவு	aːɳaːuu
அணாசுரோத்திரியம்	aːnɑːsɨzʋuroːpːɪjəm
அணாப்பிகள்	naːpɪgə
அணாப்பித் துலக்கஞ்	əɳaː pʈoːlaː kɳeːnʲ
அணாப்பு	ɔːnəpˈoː
அணார்	naaː
அணாவாய்த்துக் காலங்கழிக்க	anaːvaɪ̯ʈːuk kaːɭən gəɻɪkːɑːr
